Geneid	0_R1	0_R2	0_R3	0_R4	2_R1	2_R2	2_R3	2_R4	5_R1	5_R2	5_R3	5_R4	10_R1	10_R2	10_R3	10_R4	20_R1	20_R2	20_R3	20_R4	30_R1	30_R2	30_R3	30_R4	40_R1	40_R2	40_R3	40_R4	Entity	Symbol
gene-NRS_1589	1473	1544	1563	1470	1234	1489	1256	1214	2067	1525	1190	1920	1417	2021	1265	1479	556	737	537	838	482	395	371	361	241	254	297	275	host	gene-NRS_1589
gene-NRS_2149	5747	5813	7124	6269	5891	7136	6009	5385	7325	5070	3735	5729	3604	4512	3585	2513	1509	1711	1506	2044	1028	1266	754	1135	902	888	877	1048	host	gene-NRS_2149
gene-NRS_2255	6161	6195	7470	6739	5578	6549	5696	4210	6088	4273	3752	4855	3093	3729	3070	2361	750	1190	762	1393	469	669	338	669	493	547	520	646	host	gene-NRS_2255
gene-NRS_969	9333	8992	10634	9108	7835	9457	7124	5781	8831	6319	5901	7930	4266	5272	4341	2835	1271	1519	1382	1988	1010	1074	970	1092	828	817	886	1106	host	gene-NRS_969
gene-NRS_1605	1388	1516	2032	1726	1578	1919	1773	1422	1781	1042	884	1631	876	1042	788	492	251	369	384	424	220	269	131	223	161	148	171	200	host	gene-NRS_1605
gene-NRS_1960	72	33	96	84	101	62	128	89	124	28	149	66	100	59	94	46	42	73	56	82	30	34	24	62	53	18	73	91	host	gene-NRS_1960
gene-NRS_1173	92474	107708	111179	95011	90924	96153	72348	70293	96267	68209	78727	94274	47365	54138	45278	27174	11025	12618	13691	15925	10510	8791	11073	9534	6538	8151	7453	9330	host	gene-NRS_1173
gene-NRS_1246	2075	1983	2501	2372	2026	2478	2555	2015	2416	1691	1615	2003	1358	1586	1234	1017	413	682	425	785	227	434	235	351	260	292	294	357	host	gene-NRS_1246
gene-NRS_2530	2974	3063	3348	2933	2645	3139	2371	2230	3216	2348	2091	3268	1669	2478	1654	1881	675	975	714	1362	670	644	435	625	432	420	450	351	host	gene-NRS_2530
gene-CPT_phageK_gp039	909	849	1470	1635	6308	5948	8825	4659	8470	4336	6971	4757	5375	4165	4505	2686	1723	3334	2062	2649	835	1602	652	1236	870	817	705	1040	phage	gene-CPT_phageK_gp039
gene-NRS_399	62736	63226	71283	67616	59730	66027	45447	47709	64846	49107	56169	76698	35031	53852	30685	40709	12857	22386	14201	28773	14237	12725	12449	14648	10148	11229	10945	13788	host	gene-NRS_399
gene-NRS_1583	9606	9264	11230	10327	8767	10403	8317	6443	10483	7374	5192	7973	4979	5915	4859	3358	1406	1645	1410	1867	948	1112	730	1077	875	891	932	1138	host	gene-NRS_1583
gene-NRS_1746	3127	3237	3923	3405	3018	3331	2699	2519	3230	2353	2043	3073	1697	2198	1580	1565	420	817	421	919	390	442	215	434	322	285	329	378	host	gene-NRS_1746
gene-NRS_665	7135	6127	9456	8553	7655	9709	8996	5988	9397	5849	3597	5820	4536	4963	4393	2597	1453	1710	1549	1721	762	1090	452	1016	699	856	756	1098	host	gene-NRS_665
gene-NRS_2261	4352	4237	5138	4271	3722	4559	3074	3298	4544	3463	2844	4614	2341	3105	2116	1959	707	910	672	1240	651	599	492	640	446	510	506	569	host	gene-NRS_2261
gene-NRS_2167	3050	2706	3923	3415	2980	2943	2811	2465	3153	2144	2550	2776	1758	2225	1502	1393	469	601	506	706	364	422	251	350	352	387	338	408	host	gene-NRS_2167
gene-NRS_2352	3492	3230	4175	3687	3209	3703	2880	2613	3567	2411	1836	3219	1798	2258	1706	1467	528	696	558	848	306	378	258	356	242	294	235	290	host	gene-NRS_2352
gene-NRS_1491	28398	30692	32006	27970	24691	27938	20343	19647	28240	20841	19850	27114	13638	17247	13528	9962	4117	4757	4451	6258	3691	3266	3428	3229	2291	2414	2611	2671	host	gene-NRS_1491
gene-NRS_1709	8632	7924	9800	8821	8778	9040	7030	6285	9378	6293	6778	8951	4743	5836	4427	4166	1606	2659	1931	3852	1773	1445	1397	1408	955	809	978	767	host	gene-NRS_1709
gene-NRS_63	2	0	1	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	host	gene-NRS_63
gene-CPT_phageK_gp110	672	682	1029	859	9176	8329	10028	7073	88011	57701	43272	58376	150396	165725	150861	106899	85683	87177	84611	101465	41059	43890	30036	37907	28763	26184	29092	26710	phage	gene-CPT_phageK_gp110
gene-NRS_1213	2236	1845	2504	2537	2343	2635	2429	1583	2480	1650	1610	1531	1305	1331	1227	818	357	605	367	640	237	368	174	389	285	250	291	420	host	gene-NRS_1213
gene-NRS_1799	19	16	31	14	24	13	23	11	21	11	6	10	12	10	19	5	4	8	8	9	4	6	3	2	10	9	4	8	host	gene-NRS_1799
gene-NRS_2220	556189	572609	638605	544657	464376	563116	406496	401326	587410	411301	319091	484057	266347	314860	271586	137466	64314	46731	60492	57710	34585	36033	27625	40255	29257	31980	27400	39801	host	gene-NRS_2220
gene-CPT_phageK_gp219	59	74	93	127	4462	1363	2298	1443	10655	5172	14147	5390	14639	7277	8310	4084	1384	6072	2901	3771	970	1414	941	1306	892	690	1327	1522	phage	gene-CPT_phageK_gp219
gene-NRS_581	2319	2921	2667	2230	1809	2435	1553	1662	2245	1778	1624	3068	1158	2070	1011	1207	377	501	420	713	418	394	449	331	285	300	317	289	host	gene-NRS_581
gene-NRS_2612	5762	5442	5668	5553	4462	4631	4071	3248	4521	3651	4162	4009	2537	3160	2345	2531	566	993	628	1451	476	555	278	552	437	403	460	483	host	gene-NRS_2612
gene-NRS_1697	250	275	304	272	320	330	275	236	312	228	211	290	183	215	170	171	66	142	74	134	79	98	47	84	73	38	76	72	host	gene-NRS_1697
gene-NRS_557	1376	1397	1919	1644	1962	1858	1692	1261	1713	1066	1286	1697	861	1098	841	565	288	569	491	665	395	410	253	392	284	323	308	308	host	gene-NRS_557
gene-NRS_357	3227	2825	4274	3574	3088	3890	3022	2776	4211	2731	1539	3906	2261	3125	1994	2372	1005	1539	862	2088	969	1184	551	1004	834	762	854	713	host	gene-NRS_357
gene-NRS_2540	1182	1120	1374	1117	1069	1122	798	749	1311	947	1095	1293	736	805	698	531	168	316	171	373	156	159	106	148	155	115	113	128	host	gene-NRS_2540
gene-NRS_1457	83	65	121	94	93	90	104	65	78	50	55	80	46	47	55	30	14	17	16	17	16	11	5	15	17	13	12	7	host	gene-NRS_1457
gene-NRS_26	6199	6407	7235	5949	5256	6169	4483	3885	5946	4048	3781	4850	2703	2895	2613	1395	640	677	803	852	533	482	372	457	296	335	370	420	host	gene-NRS_26
gene-CPT_phageK_gp142	811	725	1138	1106	12255	10600	11944	9099	82891	51813	60596	53140	127734	131533	121531	87337	86076	102549	90124	115916	45687	49190	44140	44517	31498	26771	32062	30641	phage	gene-CPT_phageK_gp142
gene-CPT_phageK_gp052	147	182	284	312	5354	3126	4493	2861	21472	11793	19394	13311	18008	14876	13955	9049	3581	6600	4015	10464	1456	1729	1785	1467	1091	866	1149	1055	phage	gene-CPT_phageK_gp052
gene-NRS_435	597	639	671	617	512	680	457	418	579	460	358	461	258	327	251	186	46	53	76	70	42	20	23	25	28	13	16	37	host	gene-NRS_435
gene-NRS_1188	6454	6307	7681	6367	5670	6909	5477	4388	6988	5044	4061	5985	3445	4123	3398	2405	1226	1258	1082	1546	786	884	597	764	646	576	656	797	host	gene-NRS_1188
gene-CPT_phageK_gp182	402	327	552	485	2685	2209	3323	2083	8950	5533	10830	5215	50912	42370	48306	33941	69035	130814	103741	117418	37394	51129	31234	47162	38938	35520	36827	41190	phage	gene-CPT_phageK_gp182
gene-NRS_372	2790	2365	3454	3307	3630	3213	3168	2142	2909	1791	2197	1691	1596	1245	1424	711	380	516	493	630	245	340	205	360	265	272	301	384	host	gene-NRS_372
gene-NRS_1069	3127	2137	3699	3214	2944	3224	3173	2592	3563	2147	1343	2140	1837	1947	1846	1350	629	811	672	885	411	544	257	491	484	467	457	506	host	gene-NRS_1069
gene-NRS_1998	2243	2057	2685	2164	1854	2349	2175	1652	1975	1510	1237	1896	1096	1324	1226	940	360	610	560	740	261	335	152	346	252	423	241	283	host	gene-NRS_1998
gene-NRS_301	778	919	1000	826	898	1039	989	618	1019	648	633	623	492	491	467	267	90	146	101	141	52	91	58	73	67	51	57	68	host	gene-NRS_301
gene-NRS_1547	5824	5820	6757	6296	5779	5952	5218	3994	5839	3876	5215	4864	3102	3331	2843	1894	938	1305	1083	1367	718	747	672	876	627	653	644	827	host	gene-NRS_1547
gene-NRS_1656	67075	71491	82416	77639	81616	76392	69428	54334	81292	50918	43657	43422	37216	29589	37252	13860	9108	9537	11478	12074	6155	7489	5460	7669	6172	6605	6103	8422	host	gene-NRS_1656
gene-NRS_918	10188	10580	11797	10349	9266	10637	8933	7369	10434	7854	8110	10448	5587	7644	5266	5443	1669	2601	1549	3071	1004	1457	734	1257	923	847	948	903	host	gene-NRS_918
gene-NRS_1035	2646	1905	3607	3005	3040	3321	3082	2470	2885	2113	1550	2401	1758	2282	1770	1597	648	1662	1192	1586	694	847	299	821	622	630	506	489	host	gene-NRS_1035
gene-NRS_1171	15060	14503	17146	15451	13672	15834	13446	10153	14924	10365	9206	10936	7198	7388	7097	4420	2213	3081	2834	3917	1902	2349	1409	2354	1662	1861	1507	2148	host	gene-NRS_1171
gene-NRS_1798	115	84	134	114	111	126	97	74	115	68	64	91	48	74	62	39	18	22	19	29	9	21	7	14	19	9	16	15	host	gene-NRS_1798
gene-NRS_2606	2637	3005	3033	2526	2206	2465	1902	1750	2421	1629	1869	1957	1014	1224	1059	648	253	276	313	325	227	141	161	189	169	147	159	180	host	gene-NRS_2606
gene-NRS_528	11217	11123	13227	12553	11343	12017	9857	7868	11461	8266	9071	9685	6196	7112	5723	4674	1843	2974	2181	3157	1425	1694	1187	1683	1294	1286	1405	1831	host	gene-NRS_528
gene-NRS_1327	1442	1181	1600	1745	1750	1525	1459	1143	1655	1125	1443	1249	1001	956	895	687	325	703	589	697	303	396	214	367	274	327	268	351	host	gene-NRS_1327
gene-NRS_2384	4968	4782	4589	4672	3253	2973	3119	2962	2920	2358	2861	2549	2198	1550	1519	1132	354	485	381	772	157	169	105	231	111	112	103	159	host	gene-NRS_2384
gene-NRS_346	495	507	489	508	510	562	510	365	508	376	431	347	291	238	265	131	81	104	104	106	51	70	40	57	51	50	53	75	host	gene-NRS_346
gene-NRS_968	15468	16998	17338	14685	12959	15052	10637	9067	13998	10226	11314	13069	7037	8483	6754	4300	1576	2119	1797	2634	1363	1260	1290	1299	977	966	1044	1239	host	gene-NRS_968
gene-NRS_1245	1325	997	1463	1369	1318	1408	1188	743	1198	771	913	772	526	477	508	242	107	154	152	144	87	104	46	116	78	103	66	140	host	gene-NRS_1245
gene-NRS_1370	1571	1388	1812	1819	1593	1750	1506	1092	1696	1086	1179	1210	819	889	780	539	214	304	196	356	109	153	100	121	108	108	87	111	host	gene-NRS_1370
gene-NRS_1720	3617	3125	4951	4164	3718	4641	4168	3010	4264	2674	1758	2881	1995	2266	2086	1169	532	696	560	820	244	396	162	385	250	270	242	328	host	gene-NRS_1720
gene-NRS_644	6051	6106	7378	6110	6063	6466	5064	4354	6027	4069	4375	5637	3075	3573	2974	2131	848	1283	1068	1525	779	827	572	822	677	659	686	865	host	gene-NRS_644
gene-NRS_1295	143	107	137	185	157	181	191	111	175	124	95	103	92	128	101	48	30	71	37	53	19	35	13	32	18	44	24	46	host	gene-NRS_1295
gene-NRS_1048	3147	3222	3948	3391	3031	3635	3291	2482	3694	2503	1888	2816	1742	1945	1739	1029	598	572	564	727	399	418	319	443	336	355	366	453	host	gene-NRS_1048
gene-NRS_2065	1000	1096	1167	999	846	1074	994	724	1124	649	822	1064	489	767	486	442	170	220	171	282	122	155	140	138	128	101	112	116	host	gene-NRS_2065
gene-NRS_2102	35205	38272	40342	36054	32977	34706	26329	25912	36969	26745	30131	35502	19730	24177	18403	16608	5448	8226	6369	10984	5824	5166	5034	5169	4029	4147	4115	4231	host	gene-NRS_2102
gene-NRS_1051	277	243	344	329	268	309	316	252	340	202	218	175	117	137	143	104	68	96	55	123	34	57	28	47	33	39	57	30	host	gene-NRS_1051
gene-NRS_2084	70	78	88	84	100	87	73	60	69	40	51	69	29	45	39	28	9	11	11	26	13	9	10	11	6	10	8	16	host	gene-NRS_2084
gene-NRS_476	5626	6124	6550	5623	4765	5626	4126	3789	5395	4244	4220	5503	2765	3756	2477	2351	647	837	627	974	375	464	302	471	335	361	368	410	host	gene-NRS_476
gene-NRS_992	1210	1511	1352	1473	1131	1262	881	1123	1227	1346	1314	2883	1060	2381	744	1907	390	886	428	930	413	348	442	395	305	310	371	413	host	gene-NRS_992
gene-NRS_2317	108	79	123	132	137	153	133	86	141	92	54	83	71	81	68	48	17	34	27	37	14	20	2	12	13	9	9	5	host	gene-NRS_2317
gene-CPT_phageK_gp045	43	54	50	107	797	279	392	316	5591	3317	2863	4207	5833	7358	5383	3818	1054	834	775	1122	395	404	469	333	265	263	320	275	phage	gene-CPT_phageK_gp045
gene-NRS_198	4694	4232	5614	5508	4724	5945	4300	4498	6623	4856	2782	7639	4007	6772	3520	5803	1965	2930	1733	3629	1580	1724	943	1671	1299	1168	1521	1382	host	gene-NRS_198
gene-NRS_2266	2080	1806	2608	2221	2281	2207	2109	1671	2462	1757	1774	2049	1711	1635	1195	1027	397	705	483	721	284	360	232	375	241	256	267	384	host	gene-NRS_2266
gene-NRS_1086	186	245	223	199	178	162	154	129	207	113	170	177	100	119	78	56	22	16	16	26	19	12	26	24	12	13	15	21	host	gene-NRS_1086
gene-NRS_1082	143	107	167	159	142	150	121	87	161	64	69	127	84	83	71	59	17	18	16	31	14	14	3	14	14	13	20	13	host	gene-NRS_1082
gene-NRS_1375	3907	4415	5033	4286	4057	4111	3227	2859	4105	2781	2918	3908	1801	2364	1863	1509	491	705	509	815	401	416	292	410	286	294	324	303	host	gene-NRS_1375
gene-NRS_276	446	338	489	517	569	594	699	314	643	393	539	332	381	348	331	226	158	275	181	234	83	181	51	136	72	77	94	137	host	gene-NRS_276
gene-NRS_1215	7198	8314	8558	7201	6630	7315	5428	5306	7560	5230	6823	6660	3857	4246	3579	2229	995	1082	1149	1408	857	792	790	748	654	587	577	597	host	gene-NRS_1215
gene-NRS_1027	1128	963	1324	1350	1413	1378	1466	1000	1604	966	1409	1167	1089	1053	939	835	441	1146	651	1155	489	737	382	647	497	452	481	489	host	gene-NRS_1027
gene-NRS_2371	8015	8307	7513	6066	4370	5104	4880	4591	5073	4444	4087	4873	2701	3004	2477	1934	618	606	620	1022	238	300	201	316	186	181	159	242	host	gene-NRS_2371
gene-NRS_139	2786	3420	3164	2569	2060	2323	1563	1895	2422	2048	2110	2936	1389	2039	1400	1694	602	759	584	1151	910	683	655	721	582	554	570	575	host	gene-NRS_139
gene-NRS_809	8127	9221	9762	9299	11513	8712	8512	6378	8959	6443	14073	8435	5906	5997	5057	4509	1968	4465	3175	5503	2606	2712	2196	2428	1974	2161	2043	1786	host	gene-NRS_809
gene-NRS_1678	16337	19307	19772	16643	14989	18478	12035	11139	17561	12419	11356	19101	8194	11705	8530	7028	2833	3409	3167	4789	2628	2295	2500	2268	1556	1644	1673	1704	host	gene-NRS_1678
gene-NRS_1962	1308	895	1908	1471	1367	980	1481	1137	1674	716	1762	1384	985	617	1225	739	457	349	702	857	400	263	428	488	425	220	491	426	host	gene-NRS_1962
gene-NRS_2467	1098	1044	1218	1050	906	971	850	614	1115	640	651	1000	529	728	473	502	160	196	138	259	90	145	119	131	109	97	117	107	host	gene-NRS_2467
gene-NRS_141	73	84	92	81	66	72	62	48	66	45	55	77	30	45	31	22	12	11	14	12	6	7	5	4	9	3	14	13	host	gene-NRS_141
gene-NRS_2199	533	495	591	556	504	542	512	327	540	363	254	415	268	334	279	214	70	131	72	159	37	77	18	43	33	45	35	39	host	gene-NRS_2199
gene-NRS_2626	409	492	594	515	449	496	404	285	428	309	284	317	229	290	246	138	72	96	73	106	59	54	54	73	41	45	50	51	host	gene-NRS_2626
gene-NRS_567	1152	1053	1345	1457	1712	1292	1192	1000	1479	969	1159	1208	828	913	736	675	301	641	348	777	305	455	217	400	295	236	377	448	host	gene-NRS_567
gene-CPT_phageK_gp140	702	812	1175	1062	15530	12728	13593	11007	77098	49004	56990	55322	65612	71095	60730	43047	16062	21284	17993	22259	8038	7957	6493	6939	4695	4046	5995	5561	phage	gene-CPT_phageK_gp140
gene-NRS_845	1667	1601	2381	2013	1929	2044	1778	1411	1958	1294	1111	1469	1016	1073	855	581	223	336	246	412	129	141	85	157	113	111	124	126	host	gene-NRS_845
gene-NRS_2357	2183	2734	2710	2121	2060	2276	1693	1553	2295	1606	2273	2168	1086	1364	960	711	292	450	375	594	268	261	273	251	189	173	172	183	host	gene-NRS_2357
gene-NRS_1039	21884	26262	27315	22143	18959	24119	17375	14298	23146	16397	14471	21995	10571	13910	10623	6830	2490	2692	2791	3247	1734	1663	1392	1695	1356	1628	1288	1744	host	gene-NRS_1039
gene-NRS_2340	4216	4110	5563	4536	4446	4996	4643	3315	4597	3068	2866	3583	2185	2589	2293	1419	568	751	677	908	387	477	268	427	377	384	312	384	host	gene-NRS_2340
gene-NRS_231	5963	5645	5294	4554	3217	3546	3039	2795	3788	2809	2216	3618	1860	2244	1872	1496	450	438	388	780	256	263	175	318	173	204	171	279	host	gene-NRS_231
gene-NRS_10	15604	15101	18837	16267	14222	17662	14176	12641	16301	11684	7761	14300	8408	10798	8365	7216	3211	4085	3215	5148	2270	2734	1531	2647	1775	1782	1794	2161	host	gene-NRS_10
gene-NRS_1940	1998	2625	2573	2143	2229	2225	1934	1451	1954	1421	2010	2076	1001	1292	1021	787	185	339	252	422	169	199	147	145	150	134	109	156	host	gene-NRS_1940
gene-NRS_2565	6136	5960	7613	6255	5698	6778	5228	4327	6368	3922	3323	4109	2776	2660	2776	1288	690	800	676	1040	505	621	359	619	403	401	433	585	host	gene-NRS_2565
gene-NRS_446	210	208	261	238	242	225	194	141	240	157	173	378	148	249	136	277	67	110	48	147	54	57	43	56	40	31	34	43	host	gene-NRS_446
gene-NRS_1816	5365	3437	6461	6638	5962	6934	6598	6045	7193	4722	2392	4838	3975	4841	3665	4089	1468	2587	1644	3173	1025	1556	442	1331	1042	1005	1095	1031	host	gene-NRS_1816
gene-NRS_1774	310	327	424	381	428	442	413	280	419	279	282	253	204	178	183	72	29	39	46	32	16	14	15	19	20	24	15	16	host	gene-NRS_1774
gene-NRS_377	269599	280626	317020	271462	260632	261382	207071	185801	282186	196955	186023	231771	149005	153880	145536	68098	33704	27827	38842	34102	26570	20409	24422	24367	18013	21961	15995	22645	host	gene-NRS_377
gene-NRS_2231	129352	119626	156837	161263	171332	143439	137333	109772	149718	93951	144390	86854	75723	58288	68840	27805	8846	14206	13498	13309	5767	8929	4402	10959	7453	9907	7905	15458	host	gene-NRS_2231
gene-NRS_486	10988	10998	12860	11611	10607	11557	10093	8659	11928	8215	9698	10176	6494	7449	5988	4896	2251	3859	2353	4069	1764	2403	1460	2479	1817	2009	1823	2570	host	gene-NRS_486
gene-NRS_697	1501	985	2307	2204	2039	2434	3216	1926	1956	1403	1484	1224	1153	1214	1036	617	332	720	445	639	163	372	63	283	236	275	189	312	host	gene-NRS_697
gene-NRS_2041	507	546	524	426	376	485	306	417	743	548	450	771	639	881	561	706	276	398	229	481	199	181	172	213	120	115	108	99	host	gene-NRS_2041
gene-NRS_184	3734	3883	4506	3963	2601	3287	2495	2353	2430	1862	1280	3501	1627	3103	1383	2935	1087	1691	808	2038	758	631	645	563	441	340	507	412	host	gene-NRS_184
gene-NRS_1368	2423	2148	2790	2786	2530	2804	2082	1659	2754	1787	1617	2017	1431	1547	1182	987	357	508	380	626	245	259	172	333	220	192	273	275	host	gene-NRS_1368
gene-NRS_779	2092	1917	2440	2321	2156	2407	2429	1726	2784	1726	1876	1981	1430	1759	1328	1058	553	658	590	712	332	516	327	459	352	417	382	516	host	gene-NRS_779
gene-NRS_2000	894	722	1053	885	814	751	753	746	1099	589	981	1078	678	590	675	493	327	219	329	408	292	242	287	342	319	178	380	322	host	gene-NRS_2000
gene-NRS_1548	3581	3178	4066	3876	3418	3917	3297	2513	3761	2401	2355	2645	1902	1945	1829	1126	559	702	657	842	336	480	283	504	385	408	378	552	host	gene-NRS_1548
gene-NRS_1997	360	236	424	389	368	306	384	289	423	178	258	326	276	238	306	175	133	121	185	221	141	106	92	178	146	92	177	172	host	gene-NRS_1997
gene-NRS_1826	190	224	259	212	201	218	170	147	228	149	133	196	98	120	89	62	29	29	26	42	33	42	32	28	23	24	24	16	host	gene-NRS_1826
gene-NRS_734	14018	11348	16838	16709	15819	17577	15998	13328	17204	11612	9988	14390	9704	11985	9000	9087	3827	6472	4522	7231	2554	3455	1394	3078	2287	2308	2595	2569	host	gene-NRS_734
gene-NRS_1391	10289	11260	12177	10867	9562	11285	9226	8119	11163	8480	9027	10982	6306	8915	5947	6885	2889	4741	3077	6942	3245	3528	2484	3498	2417	2456	2890	2627	host	gene-NRS_1391
gene-NRS_197	257	216	297	231	193	268	200	163	271	174	160	301	168	234	131	153	65	79	73	139	66	61	45	73	47	47	56	41	host	gene-NRS_197
gene-NRS_993	3216	3741	3447	3695	2810	3330	2286	2990	3318	3308	2616	6956	2548	6420	2097	5806	1596	2800	1349	3132	1442	1165	1341	1170	974	1007	1130	1213	host	gene-NRS_993
gene-NRS_431	2506	2394	2974	3027	3191	2888	2650	1640	2603	1837	2388	1958	1555	1531	1337	1028	344	721	396	721	266	345	181	405	300	298	314	400	host	gene-NRS_431
gene-NRS_2416	5490	5425	6405	5325	4864	5513	3971	4425	5946	4042	3430	5675	3003	3712	2905	2288	1001	1085	993	1748	1027	965	907	1043	778	775	718	849	host	gene-NRS_2416
gene-NRS_1968	1444	1122	1743	1436	1250	962	1201	919	1621	761	1790	1416	882	659	964	619	304	253	429	498	286	176	304	316	213	136	250	256	host	gene-NRS_1968
gene-NRS_577	1994	1809	2291	2015	1918	2145	1773	1410	2098	1346	1342	1883	957	1176	974	604	261	398	346	377	162	201	105	165	148	159	137	207	host	gene-NRS_577
gene-NRS_1652	5513	5078	7017	6367	5444	6764	5578	4041	6201	3977	3060	4892	2945	3624	3079	2155	972	1331	1065	1603	516	652	378	722	489	515	490	630	host	gene-NRS_1652
gene-NRS_592	20	11	23	25	12	20	8	8	16	8	8	5	11	8	11	5	0	1	2	4	0	0	0	1	1	1	0	0	host	gene-NRS_592
gene-NRS_2038	2000	1905	2912	2292	2513	2585	2191	1718	2482	1478	1404	1947	1251	1309	1147	628	286	320	353	427	172	233	117	243	155	149	171	187	host	gene-NRS_2038
gene-NRS_1277	6972	7521	8156	6868	6360	8130	6981	5268	7915	5813	5578	8712	4496	6352	4232	4266	1914	2719	1912	3360	1540	2081	1159	1759	1418	1407	1420	1507	host	gene-NRS_1277
gene-NRS_2063	2903	3260	3444	3059	2603	3068	2397	1999	2931	2048	2455	2654	1592	1968	1379	1362	382	634	467	797	408	415	382	409	346	365	362	417	host	gene-NRS_2063
gene-NRS_1602	8756	8298	10271	9776	8647	9577	8587	6453	9817	7052	5653	7619	5015	6050	4917	4252	1850	2709	1972	3565	1674	2080	1155	1999	1520	1516	1631	2021	host	gene-NRS_1602
gene-NRS_331	1667	1414	2055	1887	1610	2071	1555	1320	1841	1506	891	1878	902	1467	996	912	348	397	303	629	217	243	161	240	195	201	206	220	host	gene-NRS_331
gene-NRS_233	164	78	127	142	144	119	125	84	169	92	57	97	78	64	74	46	21	11	19	27	11	8	0	10	9	0	7	7	host	gene-NRS_233
gene-NRS_1038	6271	6295	7155	6213	5096	6420	5236	4397	6056	4542	3986	5979	3091	3868	3138	1859	815	888	923	1027	509	589	402	540	430	559	385	512	host	gene-NRS_1038
gene-NRS_195	504	501	648	490	418	536	362	370	564	388	232	542	287	395	318	258	89	100	125	157	94	82	56	87	69	51	65	73	host	gene-NRS_195
gene-NRS_1133	10259	9285	11529	10249	9516	10787	8694	7160	9957	6747	6189	7769	4698	5281	4606	3006	1271	1573	1502	1873	795	1063	713	1099	881	1030	823	1236	host	gene-NRS_1133
gene-NRS_1544	2384	2526	3170	2753	2527	2760	2598	1777	2640	1565	1951	1787	1210	1322	1229	685	246	320	264	326	108	164	118	157	122	143	122	172	host	gene-NRS_1544
gene-NRS_2408	523	557	600	520	480	508	378	310	529	331	381	442	244	277	202	187	80	82	72	114	63	70	48	47	47	45	51	47	host	gene-NRS_2408
gene-NRS_850	150	140	213	183	219	196	191	143	186	109	114	127	106	123	78	54	41	72	49	70	32	40	21	25	27	37	29	41	host	gene-NRS_850
gene-NRS_1286	102	85	147	121	115	149	101	88	115	98	60	143	89	96	69	96	25	42	45	54	18	44	20	18	22	13	28	22	host	gene-NRS_1286
