# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR21013141_sorted.bam" "SRR21013146_sorted.bam" "SRR21013150_sorted.bam" "SRR21013144_sorted.bam" "SRR21013140_sorted.bam" "SRR21013139_sorted.bam" "SRR21013138_sorted.bam" "SRR21013145_sorted.bam" "SRR21013142_sorted.bam" "SRR21013136_sorted.bam" "SRR21013149_sorted.bam" "SRR21013137_sorted.bam" "SRR21013143_sorted.bam" "SRR21013147_sorted.bam" "SRR21013148_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR21013141_sorted.bam	SRR21013146_sorted.bam	SRR21013150_sorted.bam	SRR21013144_sorted.bam	SRR21013140_sorted.bam	SRR21013139_sorted.bam	SRR21013138_sorted.bam	SRR21013145_sorted.bam	SRR21013142_sorted.bam	SRR21013136_sorted.bam	SRR21013149_sorted.bam	SRR21013137_sorted.bam	SRR21013143_sorted.bam	SRR21013147_sorted.bam	SRR21013148_sorted.bam
gene-b0207	U00096.3	229167	229970	+	804	64	582	598	679	120	86	37	416	166	15	761	40	158	1066	291
gene-b0208	U00096.3	229967	230881	-	915	74	1154	1462	853	182	88	56	862	222	24	1624	91	201	2034	648
gene-b0209	U00096.3	231122	231922	+	801	321	7714	7832	994	890	446	255	5241	751	135	7182	461	823	12983	3443
gene-b0210	U00096.3	231926	232549	+	624	97	2469	1628	391	221	93	73	1521	208	21	1768	111	263	3614	907
gene-b0211	U00096.3	232597	233955	-	1359	1236	25124	15749	4543	3551	1654	876	18561	6537	386	23569	1425	7126	25614	8391
gene-b0212	U00096.3	234027	234782	-	756	149	2911	2061	824	520	225	122	1993	746	53	2950	170	723	3853	1171
gene-b4815	U00096.3	234288	234320	+	33	17	326	180	103	60	20	17	205	69	8	354	18	88	371	126
gene-b0213	U00096.3	234816	235538	+	723	141	3573	2557	777	403	205	109	2281	454	28	2674	161	486	4856	1220
gene-b0214	U00096.3	235535	236002	-	468	97	1872	1375	462	281	130	64	1206	369	38	1430	124	375	2530	644
gene-b0215	U00096.3	236067	236798	+	732	140	3326	2854	609	490	220	148	2292	579	71	3200	191	649	4572	1268
gene-b0216	U00096.3	236931	237007	+	77	17	274	227	192	62	52	45	227	104	26	245	80	108	372	125
gene-b0217	U00096.3	237335	238120	+	786	19	188	97	557	53	13	10	127	113	3	91	16	135	227	57
gene-b4586	U00096.3	238257	238736	-	480	0	6	0	34	4	0	1	2	1	0	2	0	2	6	2
gene-b0219	U00096.3	239419	240189	-	771	119	2047	2377	884	285	196	110	1297	326	37	2456	142	272	3120	987
gene-b0220	U00096.3	240343	240816	+	474	42	613	657	581	109	58	22	404	128	13	824	33	158	933	314
gene-b0221	U00096.3	240859	243303	-	2445	37	637	599	2043	91	47	39	407	114	20	603	60	138	878	219
gene-b0222	U00096.3	243543	244121	+	579	548	8127	8154	1520	1305	828	424	5689	1850	199	11403	586	1861	11753	4445
gene-b0223	U00096.3	244327	245094	+	768	321	5160	4195	1160	752	399	197	3385	1129	86	5111	320	1218	6818	2192
gene-b0224	U00096.3	245065	245805	-	741	289	4530	3199	1160	774	348	193	3510	1296	123	4890	385	1415	5943	1825
gene-b0225	U00096.3	245961	246239	-	279	42	792	582	256	121	42	25	468	116	7	728	32	123	1087	311
gene-b0226	U00096.3	246242	246502	-	261	92	1263	1381	359	232	124	58	823	311	16	1561	93	348	2131	626
gene-b0227	U00096.3	246712	247461	+	750	5	37	20	183	5	6	0	22	9	0	21	1	8	72	11
gene-b0228	U00096.3	247637	248134	+	498	2	88	67	169	14	6	1	65	15	1	74	5	13	122	30
gene-b0231	U00096.3	250898	251953	+	1056	27	479	563	1065	84	51	26	339	100	13	511	52	83	715	240
gene-b0232	U00096.3	252005	252298	+	294	8	220	240	268	37	18	13	192	39	3	197	12	42	411	97
gene-b0233	U00096.3	252301	252699	+	399	12	230	244	239	44	12	15	206	43	2	146	9	30	387	94
gene-b0234	U00096.3	252709	253161	+	453	11	79	68	193	6	10	6	82	18	1	39	8	18	141	23
gene-b0237	U00096.3	254259	255716	-	1458	3290	30718	28867	7101	8032	5045	1687	19673	11881	752	37823	2626	11029	40945	15065
gene-b0238	U00096.3	255977	256435	+	459	679	8001	5030	2891	1914	723	584	6062	3156	232	9081	872	4131	9031	2810
gene-b0239	U00096.3	256527	257771	+	1245	317	6100	6202	1561	866	523	294	4229	1054	119	7166	479	1188	8708	3079
gene-b4710	U00096.3	257923	258426	-	504	343	4499	4046	2277	779	520	202	2760	1320	81	3400	283	1188	6667	1648
gene-b4709	U00096.3	258345	258620	-	276	248	3265	2991	1736	589	417	119	2086	1003	68	2622	196	847	5086	1358
gene-b0241	U00096.3	259045	260100	-	1056	16	240	177	471	50	27	12	169	45	4	153	17	55	360	96
gene-b0242	U00096.3	260388	261491	+	1104	757	10718	13600	2539	1893	1281	788	8704	3954	336	15907	1087	3463	13654	6118
gene-b0243	U00096.3	261503	262756	+	1254	947	10478	13493	3303	2126	1564	748	9396	5122	367	16249	1031	4134	12923	6911
gene-b0244	U00096.3	262871	262946	+	76	13	190	282	140	55	27	16	218	92	6	270	19	84	469	136
gene-b0245	U00096.3	263328	263669	-	342	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
gene-b0246	U00096.3	263690	264007	-	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b4504	U00096.3	264026	264247	-	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b0247	U00096.3	264256	264732	-	477	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
gene-b0248	U00096.3	264748	265206	-	459	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene-b0249	U00096.3	265304	265543	-	240	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b0250	U00096.3	265620	266087	-	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b0251	U00096.3	266110	266553	-	444	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
gene-b0252	U00096.3	267184	268005	-	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b0253	U00096.3	268097	268960	-	864	0	10	3	0	1	0	0	4	1	0	0	0	0	13	4
gene-b0254	U00096.3	269289	270182	-	894	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
gene-b0256	U00096.3	270603	271754	+	1152	9	376	338	291	42	31	14	254	41	2	355	16	44	505	126
gene-b4690	U00096.3	272580	272654	+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b0258	U00096.3	272847	273992	+	1146	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gene-b0259	U00096.3	274101	275081	-	981	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene-b0260	U00096.3	275325	276728	+	1404	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
gene-b0261	U00096.3	276715	277647	+	933	0	4	2	0	0	0	1	1	1	0	1	0	0	3	1
gene-b0262	U00096.3	277756	278802	-	1047	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene-b0264	U00096.3	279178	279681	-	504	149	2049	1809	1140	357	229	84	1260	587	32	1440	127	527	2863	702
gene-b0265	U00096.3	279600	279875	-	276	73	865	784	575	175	103	43	603	266	8	723	49	238	1327	369
gene-b0266	U00096.3	280385	280735	-	351	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1
gene-b0267	U00096.3	280829	281983	-	1155	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0
gene-b0268	U00096.3	282278	283186	+	909	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
gene-b0269	U00096.3	283201	285168	+	1968	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene-b0270	U00096.3	285395	286777	+	1383	0	4	1	0	0	0	0	0	1	0	2	0	0	1	0
gene-b0271	U00096.3	286789	288399	+	1611	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1
gene-b0272	U00096.3	288404	289162	-	759	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gene-b0273	U00096.3	289301	290305	-	1005	1	5	1	0	0	1	0	3	0	0	9	0	0	5	1
gene-b4766	U00096.3	290275	290370	-	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b4688	U00096.3	290510	290638	+	129	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1
gene-b0274	U00096.3	290649	291152	-	504	156	2120	1808	1181	357	233	82	1275	591	36	1429	129	506	2865	721
gene-b0275	U00096.3	291071	291346	-	276	63	1036	885	636	189	108	29	660	337	20	886	46	258	1480	418
gene-b0276	U00096.3	291500	292231	+	732	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-b0277	U00096.3	292322	292948	-	627	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
gene-b0278	U00096.3	293220	293918	-	699	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
gene-b0279	U00096.3	293945	294799	-	855	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene-b4729	U00096.3	294918	295142	-	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b0280	U00096.3	295139	295579	-	441	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
gene-b0281	U00096.3	295696	297096	-	1401	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gene-b0282	U00096.3	297381	297791	-	411	120	1512	675	737	264	115	39	766	409	12	590	87	376	2084	286
gene-b0283	U00096.3	297770	298726	-	957	97	870	496	1234	194	73	40	464	295	12	498	96	279	1102	248
gene-b0284	U00096.3	298736	300934	-	2199	27	305	314	2209	44	36	28	174	72	9	330	36	116	358	130
gene-b0285	U00096.3	300931	301887	-	957	1	91	70	930	24	13	6	42	22	4	86	5	22	113	40
gene-b0286	U00096.3	301884	302573	-	690	5	50	52	427	18	7	1	30	19	2	43	6	9	63	20
gene-b0287	U00096.3	302991	303605	+	615	1200	11321	7851	3148	3139	2074	468	8649	4786	255	12432	756	4674	16165	5204
gene-b0288	U00096.3	303853	304182	-	330	55	606	310	407	172	92	23	363	243	12	526	38	253	809	150
gene-b0289	U00096.3	304495	305205	-	711	15	454	444	543	70	34	21	285	66	2	382	34	66	702	166
gene-b0290	U00096.3	305174	306817	-	1644	36	744	704	1271	127	58	28	446	119	10	719	43	125	1203	303
gene-b0291	U00096.3	306807	309332	-	2526	59	663	683	2095	142	67	17	453	159	15	554	44	134	1087	287
gene-b0292	U00096.3	309358	310026	-	669	4	49	67	465	9	5	3	29	13	0	65	1	17	86	25
gene-b0293	U00096.3	310084	310671	-	588	19	224	209	410	47	26	13	127	42	8	258	21	60	319	110
gene-b0294	U00096.3	310746	311336	-	591	1	33	24	258	5	6	2	23	6	0	25	3	18	42	9
gene-b0295	U00096.3	312112	312339	+	228	6	70	71	217	24	6	3	81	31	0	129	2	30	149	37
gene-b4506	U00096.3	312374	312514	-	141	8	120	125	150	25	7	3	118	33	5	135	4	23	197	55
gene-b0296	U00096.3	312514	312777	-	264	15	141	171	145	41	19	7	140	39	3	177	11	50	237	71
gene-b4671	U00096.3	313141	313242	-	102	0	6	4	77	2	2	0	5	1	0	9	1	2	9	1
gene-b0298	U00096.3	315291	315590	+	300	21	225	307	184	42	28	19	142	58	7	307	28	52	403	134
gene-b0299	U00096.3	315587	316453	+	867	57	698	715	540	121	83	37	404	137	15	688	56	127	914	315
gene-b0301	U00096.3	317726	318319	-	594	0	22	12	551	10	2	2	20	7	1	16	1	11	28	8
gene-b0303	U00096.3	318331	318567	-	237	0	13	6	73	2	2	1	8	7	0	3	0	1	12	5
gene-b0304	U00096.3	318676	320001	-	1326	6	52	56	789	17	13	4	47	20	1	68	5	29	76	21
gene-b0305	U00096.3	320227	321081	+	855	7	134	89	538	31	22	2	99	30	6	140	12	53	181	36
gene-b0306	U00096.3	321608	322327	+	720	13	252	191	508	35	19	14	130	28	7	286	18	29	460	90
gene-b0307	U00096.3	322338	323765	+	1428	25	527	367	1418	64	42	15	318	58	7	743	36	83	904	198
gene-b0308	U00096.3	323758	324453	+	696	10	157	130	1204	35	16	14	129	34	7	249	22	55	318	63
gene-b0310	U00096.3	324696	325364	-	669	7	21	31	219	16	9	7	18	27	1	22	7	14	45	6
gene-b0311	U00096.3	325577	327247	-	1671	159	870	2944	1367	318	198	99	667	442	41	1677	98	424	1744	807
gene-b0312	U00096.3	327261	328733	-	1473	159	859	2731	1351	361	219	122	593	482	71	1566	133	497	1564	780
gene-b0313	U00096.3	328747	329334	-	588	56	450	1191	643	163	78	57	397	221	25	741	75	251	881	405
gene-b0314	U00096.3	329463	331496	+	2034	52	477	714	1820	143	68	49	310	255	21	511	46	244	669	242
gene-b4730	U00096.3	331802	331876	+	75	1	11	1	23	3	1	0	2	1	0	3	1	2	9	2
gene-b0315	U00096.3	332371	333459	+	1089	51	609	325	808	174	76	32	407	295	8	542	47	387	686	178
gene-b0316	U00096.3	333501	334433	-	933	25	588	524	726	70	26	26	381	91	9	488	37	93	845	176
gene-b0317	U00096.3	334525	335022	-	498	3	10	8	499	4	0	2	11	3	0	18	1	6	12	4
gene-b0318	U00096.3	335280	335885	+	606	15	232	199	420	43	22	9	173	39	6	217	22	40	435	106
gene-b0319	U00096.3	335925	336788	+	864	12	102	82	372	21	9	5	56	31	0	76	6	22	165	39
gene-b0320	U00096.3	336778	338325	+	1548	9	70	65	1034	18	10	2	36	21	1	104	10	28	99	26
gene-b0321	U00096.3	338325	339743	+	1419	13	159	153	1232	18	20	5	71	34	4	176	13	44	189	61
gene-b0322	U00096.3	339769	340089	+	321	7	119	128	324	14	11	6	55	15	4	150	5	16	154	43
gene-b0323	U00096.3	340165	341115	+	951	5	100	134	696	27	13	5	77	19	5	158	12	27	174	46
gene-b0324	U00096.3	341125	342507	+	1383	64	743	1050	1060	148	115	52	532	204	19	1076	87	206	1056	401
gene-b0325	U00096.3	342884	343933	+	1050	49	476	474	1177	120	100	24	343	163	16	533	48	176	681	208
gene-b0326	U00096.3	344176	344991	+	816	2	19	14	221	5	5	1	13	15	0	6	1	17	33	5
gene-b4845	U00096.3	345252	345434	+	183	24	378	632	221	104	43	13	307	131	5	751	11	171	683	151
gene-b0327	U00096.3	345404	345649	+	246	28	573	651	336	112	50	8	370	152	3	804	13	164	793	170
gene-b0328	U00096.3	345666	346337	-	672	11	297	148	551	48	16	5	170	79	2	144	12	83	379	63
gene-b0329	U00096.3	346484	346759	+	276	8	158	81	155	39	20	6	82	46	1	122	9	33	202	63
gene-b0330	U00096.3	346857	348443	-	1587	8	104	85	795	21	8	6	62	25	2	81	12	25	143	41
gene-b0331	U00096.3	348682	349572	+	891	7	138	160	780	16	10	7	76	22	2	108	11	29	196	43
gene-b0333	U00096.3	350012	351181	+	1170	3	120	94	840	25	15	6	65	35	1	112	10	29	140	45
gene-b0334	U00096.3	351215	352666	+	1452	7	79	89	1471	17	9	6	39	19	4	84	7	21	122	34
gene-b0335	U00096.3	352706	354592	+	1887	8	85	151	2122	29	12	6	68	43	2	158	17	41	178	63
gene-b0336	U00096.3	354922	356181	+	1260	96	629	2867	1415	244	150	76	734	357	60	1471	118	451	1230	1122
gene-b0337	U00096.3	356171	357454	+	1284	264	2855	8644	1507	727	464	188	2521	1298	140	4916	274	1122	4095	3133
gene-b0338	U00096.3	357791	358690	-	900	36	400	489	625	100	60	26	261	145	8	546	43	172	527	201
gene-b0339	U00096.3	358799	359458	+	660	19	218	236	565	47	19	11	143	55	5	328	21	65	306	106
gene-b0340	U00096.3	359489	359959	+	471	10	118	106	351	32	26	16	71	37	8	122	12	43	128	54
gene-b0341	U00096.3	359992	361146	+	1155	21	254	298	1400	66	44	15	155	95	8	292	18	90	391	131
gene-b0342	U00096.3	361249	361860	-	612	1	44	41	264	14	7	3	59	13	1	42	2	25	76	18
gene-b0343	U00096.3	361926	363179	-	1254	17	48	61	739	41	29	3	45	39	3	48	3	47	74	16
gene-b0344	U00096.3	363231	366305	-	3075	33	252	276	2651	81	38	36	150	76	9	223	48	104	330	108
gene-b0345	U00096.3	366428	367510	-	1083	97	1327	1442	1197	266	140	93	949	326	32	1900	155	347	1817	636
gene-b0346	U00096.3	367587	368420	-	834	9	60	122	696	24	14	17	39	28	7	97	16	28	97	60
gene-b0347	U00096.3	368611	370275	+	1665	4	64	66	1323	24	4	0	49	17	1	78	8	27	99	28
gene-b0348	U00096.3	370277	371221	+	945	7	45	47	587	10	6	5	29	10	0	52	6	17	45	19
gene-b0349	U00096.3	371239	372105	+	867	8	79	115	493	17	14	5	56	26	3	140	6	26	107	38
gene-b0350	U00096.3	372115	372924	+	810	7	69	84	630	15	19	3	43	21	4	91	2	22	91	30
gene-b0351	U00096.3	372921	373871	+	951	5	83	108	524	15	11	6	54	26	4	139	7	22	114	38
gene-b0352	U00096.3	373868	374881	+	1014	17	121	167	889	34	21	11	90	40	5	190	16	29	176	78
gene-b0353	U00096.3	375459	376670	+	1212	14	208	212	1200	37	19	17	119	50	5	257	27	61	297	72
gene-b0354	U00096.3	376772	377311	+	540	97	1273	858	735	278	118	58	897	368	50	1273	102	363	1661	474
gene-b0355	U00096.3	377535	378368	-	834	125	1348	1164	715	306	173	47	842	458	36	1375	89	453	1728	527
gene-b0356	U00096.3	378462	379571	-	1110	346	2185	3010	1292	699	535	143	1754	1211	85	2977	225	1017	2951	1403
gene-b0357	U00096.3	379606	379881	-	276	73	541	807	357	172	116	43	534	324	27	881	57	268	876	410
gene-b0358	U00096.3	380069	380842	-	774	21	379	514	488	72	40	16	222	86	5	481	20	82	644	197
gene-b0360	U00096.3	381351	381716	+	366	1	12	13	10	2	0	0	4	3	0	12	1	2	21	6
gene-b0361	U00096.3	381674	382579	+	906	3	37	32	82	7	5	2	16	9	1	26	1	5	38	15
gene-b0363	U00096.3	382739	383935	-	1197	3	5	4	12	5	3	0	7	7	0	4	2	11	12	3
gene-b4731	U00096.3	383960	384079	+	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b0364	U00096.3	384059	384616	-	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b0365	U00096.3	385232	386194	+	963	20	359	338	765	86	31	15	197	47	12	396	33	87	294	158
gene-b0366	U00096.3	386207	386974	+	768	16	355	244	568	47	14	16	123	40	5	258	31	41	236	127
gene-b0367	U00096.3	386971	387798	+	828	9	354	356	609	53	21	17	136	42	10	265	36	80	281	153
gene-b0368	U00096.3	387795	388646	+	852	39	1003	787	661	159	67	47	435	132	18	831	75	212	931	373
gene-b0369	U00096.3	388753	389727	-	975	1964	27683	24806	5223	4922	3026	1477	16287	7084	604	34591	2176	7078	35724	12262
gene-b4767	U00096.3	391592	391648	-	57	8	188	158	44	19	6	5	100	33	1	237	9	32	285	62
gene-b0372	U00096.3	391739	392605	-	867	46	710	781	570	128	83	36	440	169	16	686	44	150	1022	328
gene-b0373	U00096.3	392602	392901	-	300	17	238	354	191	57	29	13	178	61	7	311	28	58	376	137
gene-b0375	U00096.3	394506	395129	+	624	13	107	91	316	40	15	4	85	70	3	96	14	48	154	50
gene-b0376	U00096.3	395130	396287	-	1158	143	1355	1728	1108	295	201	89	1308	557	43	2228	152	428	2116	850
gene-b0377	U00096.3	396639	397859	+	1221	82	1119	982	1065	214	117	60	918	294	39	1113	85	296	1810	485
gene-b0378	U00096.3	397872	398966	+	1095	189	1767	2037	1517	409	263	111	1643	669	49	2428	171	548	2758	1102
gene-b0379	U00096.3	399025	399333	-	309	5	144	124	221	20	22	8	142	43	2	113	4	39	253	71
gene-b0380	U00096.3	399593	399805	+	213	18	207	161	132	56	15	7	149	55	1	151	7	51	284	87
gene-b0381	U00096.3	399829	400923	-	1095	421	6058	6521	1699	1062	682	317	5152	1720	149	7295	463	1450	8339	3377
gene-b0382	U00096.3	401386	401646	+	261	19	152	161	204	32	32	10	159	51	5	248	8	50	255	52
gene-b0383	U00096.3	401747	403162	+	1416	15	218	180	733	37	24	4	153	42	5	220	25	51	277	84
gene-b0384	U00096.3	403281	403601	+	321	10	115	70	265	20	4	8	63	15	1	125	13	24	127	44
gene-b0385	U00096.3	403703	404818	+	1116	33	434	383	1054	77	54	23	345	91	10	368	29	127	616	220
gene-b0386	U00096.3	404835	405644	-	810	307	4178	5964	1175	756	502	279	3256	941	132	7201	392	996	6291	2802
gene-b0387	U00096.3	405764	406222	+	459	168	2695	2316	634	435	269	133	1865	644	56	2388	218	677	3757	1014
gene-b0388	U00096.3	406405	406929	+	525	245	5810	5180	1006	671	337	198	4193	753	82	5982	322	812	7603	2874
gene-b0389	U00096.3	406979	407170	+	192	138	2639	1936	361	347	165	84	1945	408	42	2253	155	382	3455	1127
gene-b0390	U00096.3	407428	408105	+	678	75	1532	894	641	253	117	72	1265	345	38	917	97	318	1737	583
gene-b0391	U00096.3	408177	408461	+	285	392	7768	6682	1030	1200	803	354	4682	1493	143	9509	573	1709	10225	3543
gene-b4732	U00096.3	408947	409030	+	84	12	194	170	109	37	19	5	133	37	1	147	9	28	274	73
gene-b0393	U00096.3	409108	410019	-	912	231	2692	2255	1289	641	348	173	2299	1005	85	2850	258	1080	3560	1307
gene-b0394	U00096.3	410144	411052	+	909	56	773	891	1029	138	87	48	476	178	33	1343	65	219	1276	404
gene-b0396	U00096.3	411297	412481	-	1185	56	1022	875	1012	143	80	32	586	192	26	1029	72	205	1334	379
gene-b0397	U00096.3	412607	415753	-	3147	187	2666	2599	2077	498	284	164	2036	820	94	2523	239	806	2884	1325
gene-b0398	U00096.3	415750	416952	-	1203	106	1511	1379	1076	214	116	88	1217	348	44	1964	128	347	1911	728
gene-b0399	U00096.3	417142	417831	+	690	24	504	449	656	99	45	24	347	109	16	566	43	147	670	198
gene-b0400	U00096.3	417889	419184	+	1296	39	541	508	855	110	57	30	392	135	14	570	48	171	686	259
gene-b0401	U00096.3	419591	420910	+	1320	499	7483	8388	1787	1134	690	423	5744	1924	209	10346	618	1757	10748	4294
gene-b0402	U00096.3	420986	422359	+	1374	254	3056	2886	1775	660	379	209	2727	1274	102	3345	348	1207	4100	1601
gene-b0403	U00096.3	422518	424332	+	1815	486	3193	2688	2051	1162	902	323	2627	2033	150	3873	366	1531	4408	1802
gene-b0404	U00096.3	424337	424918	-	582	150	1403	1140	671	332	224	94	998	569	30	1513	136	447	1775	693
gene-b0405	U00096.3	425011	426081	+	1071	327	4317	3193	1625	981	432	332	3540	1440	135	4719	470	1587	5067	1973
gene-b0406	U00096.3	426137	427264	+	1128	821	6432	6996	2802	2068	1061	450	6598	3881	205	8545	599	3395	7969	3703
gene-b0407	U00096.3	427287	427619	+	333	1291	13601	13205	3237	3131	2297	667	11536	6171	388	16149	962	4936	17914	7407
gene-b0408	U00096.3	427647	429494	+	1848	2441	29230	28635	6993	5561	3551	1712	24351	11232	852	32690	2045	8906	35235	14384
gene-b0409	U00096.3	429505	430476	+	972	893	8215	11117	3220	1916	1424	580	6848	4102	297	11331	603	2933	12208	4596
gene-b0410	U00096.3	430605	430952	+	348	160	2661	2266	736	473	220	134	1799	759	51	3085	173	782	4149	1149
gene-b0411	U00096.3	431129	432013	-	885	3659	13248	19771	6058	9213	6071	1273	12344	12209	700	21150	1675	11025	19773	10158
gene-b0412	U00096.3	432312	432851	-	540	10	260	238	270	32	13	10	173	55	2	258	14	48	346	97
gene-b0413	U00096.3	433002	433451	+	450	199	3059	4043	730	524	256	161	2227	576	73	4376	240	663	4984	1815
gene-b0414	U00096.3	433455	434558	+	1104	457	7297	9300	1606	1086	585	426	5066	1404	211	7962	610	1377	10963	3490
gene-b0415	U00096.3	434647	435117	+	471	1596	12829	10543	3689	4206	2362	879	8364	6898	344	13983	1376	7076	15568	5593
gene-b0416	U00096.3	435137	435556	+	420	1883	12788	10521	4596	5028	2710	996	8417	8400	394	14905	1403	8639	14564	5608
gene-b0417	U00096.3	435634	436611	+	978	116	1162	1475	862	265	154	94	1031	535	53	1356	150	500	1762	624
gene-b0418	U00096.3	436589	437107	+	519	156	3142	3189	551	404	245	170	2355	567	62	2838	204	548	5372	1672
gene-b0419	U00096.3	437161	438135	-	975	106	1899	1301	610	263	152	67	1102	404	38	1463	118	420	2401	628
gene-b0420	U00096.3	438315	440177	-	1863	550	7017	7003	2690	1370	759	459	6218	2414	167	8026	662	2406	7718	3539
gene-b0421	U00096.3	440202	441101	-	900	493	6871	6198	1802	1283	635	429	5448	1914	203	6893	631	1857	8081	3047
gene-b0422	U00096.3	441101	441343	-	243	163	2150	2299	754	411	206	157	1672	618	60	2593	221	750	3009	971
gene-b0423	U00096.3	441549	442997	+	1449	771	7130	5431	3286	2130	935	507	5563	4071	219	8675	713	4218	7595	3210
gene-b0424	U00096.3	443051	443641	-	591	219	3411	3247	1014	590	367	173	2223	813	79	4142	232	735	4485	1662
gene-b0425	U00096.3	443604	444515	-	912	138	2725	3247	817	413	190	130	1814	498	52	3612	188	550	4124	1509
gene-b0426	U00096.3	444683	445174	+	492	1146	14175	13603	2408	2800	1864	725	9729	3937	290	16400	1013	3668	19353	6821
gene-b0427	U00096.3	445302	446666	-	1365	128	2014	1759	1236	362	204	113	1656	596	45	1947	202	559	2754	867
gene-b0428	U00096.3	446815	447705	-	891	1096	9099	32470	2778	2083	2002	779	10325	4107	467	18970	800	2110	23495	12849
gene-b0429	U00096.3	447717	448046	-	330	516	4091	17223	1295	1117	933	374	4847	2182	264	9686	404	1180	10511	6594
gene-b0430	U00096.3	448046	448660	-	615	876	5396	23841	2108	1698	1280	546	6572	3293	395	13460	549	2178	13550	9195
gene-b0431	U00096.3	448650	450641	-	1992	2933	18403	78260	8452	6246	4564	1980	22738	13021	1140	42417	2207	8677	45484	30585
gene-b0432	U00096.3	450663	451610	-	948	1647	9368	30071	5653	4133	2436	1087	11439	9213	637	18505	1435	6414	21303	13116
gene-b0433	U00096.3	452070	453545	-	1476	406	5713	4646	2169	936	530	306	4854	1701	163	4903	421	1571	7020	2531
gene-b0434	U00096.3	453589	454167	-	579	634	8609	8993	2265	1500	840	522	7472	2760	199	10792	689	2531	12469	3978
gene-b0435	U00096.3	454472	454789	+	318	235	3734	3902	691	564	347	147	2819	737	76	4874	191	765	5458	1770
gene-b0436	U00096.3	455133	456431	+	1299	18558	93074	113914	33045	43142	30755	7527	82731	70695	3411	123084	9995	56090	130162	61323
gene-b0437	U00096.3	456677	457300	+	624	854	10794	14446	1867	2227	1328	617	8107	3038	323	16191	1023	2955	17234	7019
gene-b0438	U00096.3	457426	458700	+	1275	3650	34974	37610	8418	8148	4744	2170	23855	13632	902	43159	2888	12401	50788	18996
gene-b0439	U00096.3	458888	461242	+	2355	74	1022	1057	1713	184	106	45	783	246	28	1218	81	241	1494	489
gene-b0440	U00096.3	461451	461723	+	273	20241	78182	82263	22337	42993	30184	11588	58088	45885	5026	107586	13428	44815	129498	42181
gene-b0441	U00096.3	461915	463786	+	1872	2259	29095	26558	7140	5509	3133	1842	23933	9474	870	35208	2640	9062	38855	14476
gene-b0442	U00096.3	463937	464308	+	372	32	215	178	262	81	29	10	190	102	3	256	10	128	280	104
gene-b0443	U00096.3	464402	464800	+	399	13	192	143	288	35	15	10	153	71	10	166	17	57	286	77
gene-b0444	U00096.3	464852	465547	-	696	67	1168	1144	520	199	104	56	870	223	28	1379	78	293	1797	469
gene-b0445	U00096.3	465612	467312	-	1701	38	897	982	1093	121	65	33	502	96	8	872	41	125	1280	406
gene-b0446	U00096.3	467412	468230	+	819	87	1098	1170	709	272	153	116	813	295	32	1222	153	294	1582	445
gene-b0447	U00096.3	468383	468841	+	459	97	1512	1957	396	212	105	69	1034	220	26	1468	84	235	2500	655
gene-b0448	U00096.3	468871	470643	+	1773	155	2940	3190	1517	369	172	163	2004	412	81	3509	234	475	4808	1336
