# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR8948478_sorted.bam" "SRR8948479_sorted.bam" "SRR8948485_sorted.bam" "SRR8948481_sorted.bam" "SRR8948484_sorted.bam" "SRR8948482_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8948478_sorted.bam	SRR8948479_sorted.bam	SRR8948485_sorted.bam	SRR8948481_sorted.bam	SRR8948484_sorted.bam	SRR8948482_sorted.bam
gene-PA0348	NC_002516.2	391094	392188	+	1095	47	53	4	11	3	8
gene-PA0349	NC_002516.2	392185	393225	+	1041	14	28	4	3	3	15
gene-PA0350	NC_002516.2	393308	393814	+	507	184	234	7	29	9	71
gene-PA0351	NC_002516.2	393830	394303	-	474	102	151	4	23	17	47
gene-PA0352	NC_002516.2	394442	395827	-	1386	432	606	18	120	39	259
gene-PA0353	NC_002516.2	396057	397895	-	1839	295	425	25	63	28	137
gene-PA0354	NC_002516.2	398224	399420	-	1197	215	324	23	81	28	183
gene-PA0355	NC_002516.2	399493	400032	-	540	51	94	6	20	4	29
gene-PA0356	NC_002516.2	400248	401072	+	825	201	282	11	50	9	106
gene-PA0357	NC_002516.2	401131	401943	+	813	458	739	32	121	48	185
gene-PA0358	NC_002516.2	402020	402598	+	579	48	144	9	28	5	60
gene-PA0359	NC_002516.2	402681	403025	+	345	78	139	13	16	8	57
gene-PA0360	NC_002516.2	403295	404281	+	987	167	239	16	41	12	53
gene-PA0361	NC_002516.2	404386	406119	-	1734	225	349	9	43	12	100
gene-PA0362	NC_002516.2	406247	406498	-	252	187	517	6	37	17	82
gene-PA0363	NC_002516.2	406619	407098	-	480	221	481	15	55	11	117
gene-PA0364	NC_002516.2	407250	408845	-	1596	36	52	9	5	3	14
gene-PA0365	NC_002516.2	408901	409449	-	549	10	17	1	2	3	5
gene-PA0366	NC_002516.2	409504	410934	-	1431	104	95	9	30	18	48
gene-PA0367	NC_002516.2	411224	411871	+	648	63	91	10	14	11	33
gene-PA0367a	NC_002516.2	411856	412266	-	411	64	100	5	19	5	39
gene-PA0368	NC_002516.2	412329	413327	-	999	102	229	7	26	8	63
gene-PA0370	NC_002516.2	413933	414529	-	597	128	199	5	38	15	77
gene-PA0371	NC_002516.2	414529	416016	-	1488	256	385	24	87	17	214
gene-PA0372	NC_002516.2	416009	417406	-	1398	170	283	21	83	24	194
gene-PA0373	NC_002516.2	417527	418894	+	1368	652	1146	56	147	38	356
gene-PA0374	NC_002516.2	418891	419562	+	672	431	690	33	132	23	222
gene-PA0375	NC_002516.2	419562	420569	+	1008	920	1359	62	230	49	411
gene-PA0376	NC_002516.2	420683	421537	+	855	8882	13482	3446	8649	1857	13879
gene-PA0377	NC_002516.2	421602	422207	+	606	205	297	61	165	30	367
gene-PA0378	NC_002516.2	422212	422943	-	732	229	340	31	92	25	169
gene-PA0379	NC_002516.2	422980	423357	+	378	83	131	8	30	11	43
gene-PA0380	NC_002516.2	423460	423660	+	201	157	189	3	24	6	50
gene-PA0381	NC_002516.2	423719	424516	+	798	301	463	14	64	11	151
gene-PA0382	NC_002516.2	424670	425341	+	672	517	1018	24	80	13	228
gene-PA0383	NC_002516.2	425504	426850	+	1347	134	237	8	21	6	48
gene-PA0384	NC_002516.2	426863	427120	-	258	29	40	2	3	0	13
gene-PA0385	NC_002516.2	427182	427505	-	324	39	44	3	11	4	32
gene-PA0386	NC_002516.2	427586	428740	-	1155	106	215	8	19	6	48
gene-PA0387	NC_002516.2	428861	429454	-	594	226	451	24	43	20	106
gene-PA0388	NC_002516.2	429451	429870	-	420	199	316	25	41	22	92
gene-PA0389	NC_002516.2	430002	430622	-	621	148	247	11	32	9	79
gene-PA0390	NC_002516.2	430630	431769	-	1140	212	292	13	65	12	125
gene-PA0391	NC_002516.2	431858	433825	-	1968	158	241	13	49	14	67
gene-PA0392	NC_002516.2	434226	434819	-	594	172	285	13	135	30	108
gene-PA0393	NC_002516.2	434830	435651	-	822	315	464	23	97	21	128
gene-PA0394	NC_002516.2	435663	436355	-	693	220	276	15	64	12	76
gene-PA0395	NC_002516.2	436570	437604	+	1035	220	346	15	48	16	94
gene-PA0396	NC_002516.2	437782	438930	+	1149	175	222	26	30	17	65
gene-PA0397	NC_002516.2	438938	439837	-	900	69	116	5	14	4	36
gene-PA0398	NC_002516.2	439991	440395	+	405	103	147	7	25	9	53
gene-PA0399	NC_002516.2	440638	442011	+	1374	181	254	25	68	23	146
gene-PA0400	NC_002516.2	442008	443192	+	1185	193	255	30	63	18	148
gene-PA0401	NC_002516.2	443419	444690	-	1272	268	430	21	70	17	144
gene-PA0402	NC_002516.2	444687	445691	-	1005	210	355	17	65	27	98
gene-PA0403	NC_002516.2	445715	446227	-	513	58	115	6	10	2	18
gene-PA0404	NC_002516.2	446339	446773	-	435	82	118	4	16	2	42
gene-PA0405	NC_002516.2	446773	447342	-	570	130	198	12	26	6	60
gene-PA0406	NC_002516.2	447391	448350	-	960	111	210	8	19	6	58
gene-PA0407	NC_002516.2	448431	449384	-	954	279	476	26	51	17	110
gene-PA0408	NC_002516.2	449639	450046	+	408	727	1141	28	91	42	192
gene-PA0409	NC_002516.2	450093	450458	+	366	147	256	11	21	15	53
gene-PA0410	NC_002516.2	450509	451045	+	537	199	341	10	17	5	61
gene-PA0411	NC_002516.2	451130	453178	+	2049	685	1745	28	116	32	232
gene-PA0412	NC_002516.2	453239	454114	+	876	295	928	8	37	12	87
gene-PA0413	NC_002516.2	454126	461544	+	7419	1782	6787	112	272	84	632
gene-PA0414	NC_002516.2	461537	462568	+	1032	187	485	8	25	7	61
gene-PA0415	NC_002516.2	462565	463071	+	507	98	182	2	10	3	50
gene-PA0416	NC_002516.2	463079	463873	+	795	65	134	5	7	2	28
gene-PA0417	NC_002516.2	463949	464560	+	612	58	114	6	17	2	26
gene-PA0418	NC_002516.2	464568	465983	-	1416	64	124	4	18	6	28
gene-PA0419	NC_002516.2	466018	466740	-	723	171	382	12	49	4	70
gene-PA0420	NC_002516.2	466833	468236	-	1404	151	289	17	56	16	88
gene-PA0421	NC_002516.2	468410	469900	+	1491	544	759	36	135	27	268
gene-PA0422	NC_002516.2	470081	470650	+	570	226	622	17	69	16	162
gene-PA0423	NC_002516.2	470662	471237	+	576	898	1979	52	217	59	509
gene-PA0424	NC_002516.2	471306	471749	-	444	90	178	20	40	18	45
gene-PA0425	NC_002516.2	472024	473175	+	1152	523	841	57	143	47	264
gene-PA0426	NC_002516.2	473191	476331	+	3141	1775	2307	175	564	195	998
gene-PA0427	NC_002516.2	476333	477790	+	1458	1446	1793	117	296	110	571
gene-PA0428	NC_002516.2	477886	479805	-	1920	956	1972	48	167	51	276
gene-PA0429	NC_002516.2	480056	481126	-	1071	322	510	31	77	24	144
gene-PA0430	NC_002516.2	481196	482068	-	873	449	615	18	78	27	100
gene-PA0431	NC_002516.2	482111	482665	-	555	243	319	15	51	19	104
gene-PA0432	NC_002516.2	482706	484115	-	1410	1298	1343	94	363	145	570
gene-PA0433	NC_002516.2	484404	484838	+	435	61	102	6	10	3	30
gene-PA0434	NC_002516.2	484964	487156	+	2193	112	96	6	20	12	61
gene-PA0435	NC_002516.2	487167	488645	+	1479	71	61	4	17	3	17
gene-PA0436	NC_002516.2	488730	489350	+	621	85	137	9	17	8	49
gene-PA0437	NC_002516.2	489387	490658	-	1272	123	165	12	45	13	79
gene-PA0438	NC_002516.2	490648	491898	-	1251	98	139	7	21	6	57
gene-PA0439	NC_002516.2	492080	493357	-	1278	22	20	4	14	10	6
gene-PA0440	NC_002516.2	493354	494721	-	1368	26	29	1	6	3	15
gene-PA0441	NC_002516.2	494816	496255	-	1440	27	29	3	8	2	9
gene-PA0442	NC_002516.2	496362	496478	-	117	10	5	0	1	0	0
gene-PA0443	NC_002516.2	496871	498361	+	1491	17	26	1	2	4	4
gene-PA0444	NC_002516.2	498420	499703	+	1284	52	75	5	12	9	23
gene-PA0445	NC_002516.2	500104	501120	-	1017	89	137	7	18	1	33
gene-PA0446	NC_002516.2	501376	502599	-	1224	246	263	24	36	14	93
gene-PA0447	NC_002516.2	502719	503900	-	1182	204	148	35	87	54	101
gene-PA0448	NC_002516.2	504121	505029	+	909	120	217	25	36	12	46
gene-PA0449	NC_002516.2	505047	505586	+	540	109	219	9	17	10	47
gene-PA0450	NC_002516.2	505629	507251	-	1623	43	81	3	7	5	24
gene-PA0451	NC_002516.2	507631	508962	+	1332	68	110	4	20	10	31
gene-PA0452	NC_002516.2	508959	509753	+	795	28	24	3	6	2	8
gene-PA0451a	NC_002516.2	509861	510592	+	732	32	53	1	9	1	10
gene-PA0454	NC_002516.2	510589	512790	-	2202	193	319	10	36	12	65
gene-PA0455	NC_002516.2	513051	514427	-	1377	83	169	9	32	10	66
gene-PA0456	NC_002516.2	514775	514984	+	210	8666	16526	590	2103	327	11038
gene-PA0457	NC_002516.2	515135	515659	+	525	45	184	5	13	4	40
gene-PA0457.1	NC_002516.2	515653	516027	-	375	37	144	1	6	0	19
gene-PA0458	NC_002516.2	516029	517462	-	1434	87	142	7	22	6	35
gene-PA0459	NC_002516.2	518083	520635	+	2553	533	561	100	153	97	274
gene-PA0460	NC_002516.2	520737	521315	+	579	366	803	59	208	69	569
gene-PA0461	NC_002516.2	521630	522517	-	888	240	434	40	93	70	220
gene-PA0462	NC_002516.2	522660	523169	+	510	109	274	27	69	22	123
gene-PA0463	NC_002516.2	523254	523943	+	690	67	120	7	17	5	35
gene-PA0464	NC_002516.2	523943	525367	+	1425	252	391	11	47	14	83
gene-PA0465	NC_002516.2	525469	526827	+	1359	71	125	4	16	5	30
gene-PA0466	NC_002516.2	526877	527179	+	303	17	13	4	3	1	5
gene-PA0467	NC_002516.2	527324	527944	-	621	18	28	1	7	9	14
gene-PA0468	NC_002516.2	527963	528913	-	951	88	187	11	26	15	49
gene-PA0469	NC_002516.2	528999	529856	+	858	83	162	12	34	17	58
gene-PA0470	NC_002516.2	530029	532437	-	2409	76	104	9	20	15	32
gene-PA0471	NC_002516.2	532541	533512	-	972	16	21	2	6	1	26
gene-PA0472	NC_002516.2	533509	534027	-	519	14	16	5	5	4	42
gene-PA0473	NC_002516.2	534196	534945	+	750	40	47	4	15	4	25
gene-PA0474	NC_002516.2	535085	535489	+	405	3	2	0	1	1	4
gene-PA0475	NC_002516.2	535539	536108	+	570	19	24	1	3	2	4
gene-PA0476	NC_002516.2	536142	537869	-	1728	87	100	9	15	6	31
gene-PA0477	NC_002516.2	538217	539143	-	927	41	56	3	7	1	9
gene-PA0478	NC_002516.2	539231	539707	+	477	22	30	1	2	3	14
gene-PA0479	NC_002516.2	539785	540735	-	951	65	96	2	12	2	25
gene-PA0480	NC_002516.2	540839	541636	+	798	5	18	1	3	2	2
gene-PA0481	NC_002516.2	541679	542122	+	444	67	101	4	15	8	40
gene-PA0482	NC_002516.2	542170	544347	-	2178	688	677	94	174	98	304
gene-PA0483	NC_002516.2	544654	545097	+	444	58	99	4	11	1	20
gene-PA0484	NC_002516.2	545129	545644	+	516	33	31	6	3	2	16
gene-PA0485	NC_002516.2	546334	547230	-	897	120	222	20	36	15	121
gene-PA0486	NC_002516.2	547432	548406	-	975	42	76	10	21	2	18
gene-PA0487	NC_002516.2	548468	549226	-	759	49	84	5	9	4	18
gene-PA0488	NC_002516.2	549294	549614	-	321	42	74	3	7	1	10
gene-PA0489	NC_002516.2	549656	550381	-	726	26	60	2	6	4	24
gene-PA0490	NC_002516.2	550520	550813	-	294	32	69	4	23	6	28
gene-PA0491	NC_002516.2	550867	551793	-	927	46	43	4	20	4	15
gene-PA0492	NC_002516.2	551911	552669	+	759	252	813	7	18	9	151
gene-PA0493	NC_002516.2	552746	552994	+	249	58	171	7	9	1	62
gene-PA0494	NC_002516.2	553005	554381	+	1377	135	394	15	26	10	136
gene-PA0495	NC_002516.2	554383	555261	+	879	123	303	9	39	12	170
gene-PA0496	NC_002516.2	555251	556228	+	978	188	393	19	47	11	173
gene-PA0497	NC_002516.2	556275	557276	-	1002	49	101	5	10	5	69
gene-PA0498	NC_002516.2	557354	558361	-	1008	75	86	7	18	9	28
gene-PA0499	NC_002516.2	558377	559078	-	702	7	24	2	9	3	9
gene-PA0500	NC_002516.2	559644	560702	+	1059	283	367	49	78	36	115
gene-PA0501	NC_002516.2	560808	562013	+	1206	164	326	16	28	14	56
gene-PA0502	NC_002516.2	562006	562728	+	723	172	277	7	24	9	49
gene-PA0503	NC_002516.2	562721	563545	+	825	91	209	6	15	4	33
gene-PA0504	NC_002516.2	563549	564235	+	687	83	223	2	5	6	31
gene-PA0505	NC_002516.2	564344	564574	+	231	71	168	3	9	8	33
gene-PA0506	NC_002516.2	564914	566719	+	1806	4093	834	54	586	252	198
gene-PA0507	NC_002516.2	566932	568728	+	1797	72	69	3	21	11	23
gene-PA0508	NC_002516.2	569002	570780	+	1779	296	166	7	52	30	35
gene-PA0509	NC_002516.2	571111	572592	-	1482	57	1030	6	7	3	46
gene-PA0510	NC_002516.2	572583	573422	-	840	13	436	0	1	1	8
gene-PA0511	NC_002516.2	573433	574596	-	1164	14	360	4	4	2	12
gene-PA0512	NC_002516.2	574590	575105	-	516	14	264	4	2	1	9
gene-PA0513	NC_002516.2	575080	575523	-	444	5	113	3	1	2	4
gene-PA0514	NC_002516.2	575516	576040	-	525	3	164	0	0	2	6
gene-PA0515	NC_002516.2	576037	576489	-	453	13	199	3	2	3	12
gene-PA0516	NC_002516.2	576498	577676	-	1179	26	403	6	6	4	25
gene-PA0517	NC_002516.2	577673	578032	-	360	5	144	0	2	0	7
gene-PA0518	NC_002516.2	578029	578343	-	315	10	319	5	4	1	9
gene-PA0519	NC_002516.2	578394	580100	-	1707	32	759	23	14	15	70
gene-PA0520	NC_002516.2	580316	581098	+	783	33	87	3	9	2	23
gene-PA0521	NC_002516.2	581133	581660	+	528	6	18	2	3	2	3
gene-PA0522	NC_002516.2	581668	581925	+	258	4	4	0	0	0	0
gene-PA0523	NC_002516.2	582015	582455	+	441	7	136	1	2	1	4
gene-PA0524	NC_002516.2	582455	583855	+	1401	27	239	6	7	3	23
gene-PA0525	NC_002516.2	583857	585695	+	1839	42	498	7	6	3	38
gene-PA0526	NC_002516.2	585702	585896	-	195	18	242	0	1	2	20
gene-PA0527	NC_002516.2	585980	586663	-	684	61	158	6	17	5	32
gene-PA0527.1	NC_002516.2	586867	586990	+	124	74887	83445	512	2450	341	7272
gene-PA0528	NC_002516.2	587017	587895	-	879	91	246	2	4	0	17
gene-PA0529	NC_002516.2	587997	588698	+	702	48	99	4	18	10	33
gene-PA0530	NC_002516.2	588924	590105	+	1182	29	87	4	7	1	11
gene-PA0531	NC_002516.2	590105	590821	+	717	25	40	6	5	1	12
gene-PA0532	NC_002516.2	590896	591402	-	507	51	62	10	13	8	13
gene-PA0533	NC_002516.2	591445	592935	+	1491	118	179	11	24	6	39
gene-PA0534	NC_002516.2	593273	594562	+	1290	117	143	36	46	41	59
gene-PA0535	NC_002516.2	594580	595134	+	555	131	186	20	35	18	52
gene-PA0536	NC_002516.2	595245	596270	-	1026	280	570	34	117	47	286
gene-PA0537	NC_002516.2	596274	596882	-	609	224	448	43	113	36	258
gene-PA0538	NC_002516.2	596970	597479	-	510	61	114	4	11	7	33
gene-PA0539	NC_002516.2	597708	598538	+	831	12	50	3	6	1	9
gene-PA0540	NC_002516.2	598608	598994	+	387	27	55	1	10	3	11
gene-PA0541	NC_002516.2	599107	599565	+	459	203	321	17	48	9	111
gene-PA0542	NC_002516.2	599757	600176	-	420	100	194	15	16	9	62
gene-PA0543	NC_002516.2	600426	601394	+	969	58	149	7	29	10	31
gene-PA0544	NC_002516.2	601398	602141	-	744	64	89	11	15	5	18
gene-PA0545	NC_002516.2	602346	603650	+	1305	110	367	14	28	17	59
gene-PA0546	NC_002516.2	603706	604896	-	1191	766	906	41	142	62	220
gene-PA0547	NC_002516.2	604912	605913	-	1002	1163	1650	33	117	40	319
gene-PA0548	NC_002516.2	606160	608157	+	1998	1396	1982	149	498	146	1039
gene-PA0549	NC_002516.2	608157	609221	+	1065	545	889	53	164	32	312
gene-PA0550	NC_002516.2	609202	609999	-	798	120	222	10	40	8	62
gene-PA0551	NC_002516.2	610214	611275	+	1062	207	335	13	38	20	106
gene-PA0552	NC_002516.2	611281	612444	+	1164	689	938	44	185	51	280
gene-PA0553	NC_002516.2	612517	612717	+	201	212	266	7	49	13	95
gene-PA0554	NC_002516.2	612877	613218	+	342	219	301	16	53	20	96
gene-PA0555	NC_002516.2	613338	614402	+	1065	610	760	40	201	75	399
gene-PA0556	NC_002516.2	614468	614950	+	483	50	82	3	15	4	45
gene-PA0557	NC_002516.2	614952	615608	-	657	56	96	11	24	6	26
gene-PA0558	NC_002516.2	615607	616374	+	768	60	83	3	15	11	23
gene-PA0559	NC_002516.2	616371	617549	-	1179	119	188	13	40	14	65
gene-PA0560	NC_002516.2	617662	618150	+	489	34	72	1	7	2	12
gene-PA0561	NC_002516.2	618176	619330	+	1155	44	132	3	7	3	33
gene-PA0562	NC_002516.2	619332	620006	-	675	51	93	3	9	4	28
gene-PA0563	NC_002516.2	620135	620488	-	354	575	907	59	101	25	275
gene-PA0564	NC_002516.2	620666	621577	-	912	41	84	2	10	4	18
gene-PA0565	NC_002516.2	621695	622033	+	339	34	36	1	8	4	15
gene-PA0566	NC_002516.2	622023	622538	-	516	78	139	2	18	11	43
gene-PA0567	NC_002516.2	622726	622884	+	159	35	87	3	10	3	20
gene-PA0568	NC_002516.2	622894	623352	-	459	27	70	2	11	3	24
gene-PA0569	NC_002516.2	623368	623838	-	471	12	31	1	6	2	5
gene-PA0570	NC_002516.2	623852	624199	-	348	12	18	2	1	1	5
gene-PA0571	NC_002516.2	624189	624803	-	615	74	104	3	16	3	28
gene-PA0572	NC_002516.2	624994	627765	-	2772	125	171	20	39	22	58
gene-PA0573	NC_002516.2	628335	628670	-	336	37	66	3	3	3	17
gene-PA0574	NC_002516.2	628763	629884	-	1122	91	141	7	27	6	42
gene-PA0574.1	NC_002516.2	630434	630510	-	77	115	139	8	19	3	53
gene-PA0575	NC_002516.2	630527	634264	-	3738	76	115	12	26	17	31
gene-PA0576	NC_002516.2	634371	636224	-	1854	4628	5983	754	2266	625	3262
gene-PA0577	NC_002516.2	636304	638298	-	1995	547	774	54	324	98	250
gene-PA0578	NC_002516.2	638381	638830	-	450	353	684	60	182	28	885
gene-PA0579	NC_002516.2	638900	639115	-	216	3276	5459	226	941	161	3005
gene-PA0580	NC_002516.2	639316	640341	+	1026	502	907	33	110	19	310
gene-PA0581	NC_002516.2	640420	640989	-	570	276	594	15	54	7	124
gene-PA0582	NC_002516.2	641073	641426	+	354	189	304	11	44	13	100
gene-PA0583	NC_002516.2	641417	641959	+	543	143	226	6	42	9	85
gene-PA0584	NC_002516.2	641932	643164	-	1233	101	164	7	33	6	59
gene-PA0585	NC_002516.2	643208	643714	-	507	9	18	2	2	2	3
gene-PA0586	NC_002516.2	643808	645361	-	1554	127	185	26	42	30	66
gene-PA0587	NC_002516.2	645358	646629	-	1272	134	183	35	51	35	77
gene-PA0588	NC_002516.2	646730	648652	-	1923	625	581	135	199	95	331
gene-PA0589	NC_002516.2	648931	649263	-	333	54	82	7	10	1	26
gene-PA0590	NC_002516.2	649307	650158	-	852	147	201	11	40	11	90
gene-PA0591	NC_002516.2	650158	650538	-	381	58	81	12	27	6	38
gene-PA0592	NC_002516.2	650575	651381	-	807	145	244	15	56	13	91
gene-PA0593	NC_002516.2	651497	652483	-	987	282	318	24	52	9	137
gene-PA0594	NC_002516.2	652480	653772	-	1293	958	1218	69	230	45	460
gene-PA0595	NC_002516.2	653753	656527	-	2775	2157	3366	194	525	113	1222
gene-PA0596	NC_002516.2	656654	657670	+	1017	248	315	33	85	29	149
gene-PA0597	NC_002516.2	657667	658341	+	675	164	195	13	43	10	61
gene-PA0598	NC_002516.2	658343	659101	+	759	145	160	7	27	15	66
gene-PA0599	NC_002516.2	659102	660163	-	1062	161	214	8	40	10	62
gene-PA0600	NC_002516.2	660315	662708	+	2394	200	353	11	41	19	77
gene-PA0601	NC_002516.2	662754	663386	+	633	62	83	4	12	3	26
gene-PA0602	NC_002516.2	663515	664549	+	1035	56	113	9	28	1	22
gene-PA0603	NC_002516.2	664783	665892	+	1110	659	596	30	108	26	179
gene-PA0604	NC_002516.2	665948	666994	+	1047	485	393	34	122	37	193
gene-PA0605	NC_002516.2	667108	668355	+	1248	224	177	10	46	22	114
gene-PA0606	NC_002516.2	668461	669291	+	831	161	238	9	38	13	75
gene-PA0607	NC_002516.2	669415	670089	+	675	65	109	4	24	8	53
gene-PA0608	NC_002516.2	670089	670907	+	819	110	195	8	23	7	71
gene-PA0609	NC_002516.2	670980	672458	+	1479	383	641	33	85	31	180
gene-PA0610	NC_002516.2	672777	673091	-	315	132	134	30	66	51	47
gene-PA0611	NC_002516.2	673191	673961	-	771	146	215	19	18	11	48
gene-PA0612	NC_002516.2	674419	674619	+	201	47	31	1	11	3	12
gene-PA0613	NC_002516.2	674667	675026	+	360	50	34	2	10	7	8
gene-PA0614	NC_002516.2	675390	675839	+	450	116	67	2	22	8	22
gene-PA0615	NC_002516.2	675861	676376	+	516	216	162	9	74	14	59
gene-PA0616	NC_002516.2	676373	676930	+	558	107	67	6	48	14	39
gene-PA0617	NC_002516.2	677083	677409	+	327	89	53	4	32	9	18
gene-PA0618	NC_002516.2	677406	678293	+	888	177	75	10	56	20	40
gene-PA0619	NC_002516.2	678286	678819	+	534	179	59	11	74	23	46
gene-PA0620	NC_002516.2	678821	680896	+	2076	394	219	40	158	54	129
gene-PA0621	NC_002516.2	680893	681351	+	459	63	32	2	19	6	22
gene-PA0622	NC_002516.2	681394	682554	+	1161	470	223	31	157	71	129
gene-PA0623	NC_002516.2	682567	683070	+	504	256	95	24	92	37	86
gene-PA0624	NC_002516.2	683085	683429	+	345	154	57	16	70	24	43
gene-PA0625	NC_002516.2	683599	685836	+	2238	547	161	31	219	64	119
gene-PA0626	NC_002516.2	685846	686718	+	873	298	129	33	79	29	70
gene-PA0627	NC_002516.2	686693	686899	+	207	70	21	14	33	7	22
gene-PA0628	NC_002516.2	686957	687946	+	990	201	69	15	93	31	55
gene-PA0629	NC_002516.2	687979	688608	+	630	149	80	18	50	17	42
gene-PA0630	NC_002516.2	688605	688967	+	363	112	91	8	40	10	38
gene-PA0631	NC_002516.2	688964	689221	+	258	38	27	2	19	3	7
gene-PA0633	NC_002516.2	689537	690031	+	495	211	100	16	82	35	62
gene-PA0634	NC_002516.2	690043	690390	+	348	169	88	12	62	21	52
gene-PA0635	NC_002516.2	690420	690674	+	255	92	60	10	41	13	38
gene-PA0636	NC_002516.2	690721	692556	+	1836	313	161	21	120	51	76
gene-PA0637	NC_002516.2	692549	692890	+	342	71	20	5	24	10	29
gene-PA0638	NC_002516.2	692898	693593	+	696	122	42	9	59	16	38
gene-PA0639	NC_002516.2	693596	694366	+	771	104	36	6	39	14	20
gene-PA0640	NC_002516.2	694421	695023	+	603	89	46	6	34	10	30
gene-PA0641	NC_002516.2	695082	698696	+	3615	477	259	46	192	64	176
gene-PA0643	NC_002516.2	699744	700835	+	1092	154	109	15	72	28	48
gene-PA0644	NC_002516.2	700835	701170	+	336	48	39	4	17	7	17
gene-PA0645	NC_002516.2	701151	701381	+	231	44	51	4	16	3	21
gene-PA0646	NC_002516.2	701477	702529	+	1053	137	114	12	53	18	54
gene-PA0647	NC_002516.2	702529	702831	+	303	48	31	5	23	5	19
gene-PA0648	NC_002516.2	702828	703058	+	231	85	57	6	38	4	31
gene-PA0649	NC_002516.2	703477	704082	+	606	201	237	12	38	20	59
gene-PA0650	NC_002516.2	704084	705133	+	1050	439	618	29	98	37	186
gene-PA0651	NC_002516.2	705130	705966	+	837	302	419	22	69	18	154
gene-PA0652	NC_002516.2	706028	706672	-	645	231	482	19	60	27	102
gene-PA0653	NC_002516.2	706944	707366	+	423	161	268	12	26	6	89
gene-PA0654	NC_002516.2	707686	708480	+	795	460	453	48	118	27	194
gene-PA0655	NC_002516.2	708535	709182	-	648	209	286	20	65	26	136
gene-PA0656	NC_002516.2	709282	709620	-	339	20	26	4	6	2	13
gene-PA0657	NC_002516.2	709699	711180	+	1482	150	237	11	39	14	57
gene-PA0658	NC_002516.2	711220	712020	-	801	159	223	12	34	10	67
gene-PA0659	NC_002516.2	712081	713157	-	1077	282	334	25	73	20	141
gene-PA0660	NC_002516.2	713279	714247	-	969	136	186	9	28	10	41
gene-PA0661	NC_002516.2	714264	714686	-	423	81	116	6	16	6	46
gene-PA0662	NC_002516.2	714977	716011	+	1035	443	618	36	94	27	204
gene-PA0663	NC_002516.2	716011	716730	+	720	243	451	11	59	18	96
gene-PA0664	NC_002516.2	716731	717153	+	423	228	388	11	35	9	66
gene-PA0665	NC_002516.2	717231	717581	+	351	497	524	40	116	28	141
gene-PA0666	NC_002516.2	717635	718726	-	1092	381	524	38	110	29	228
gene-PA0667	NC_002516.2	718729	720072	-	1344	881	1331	131	286	71	630
gene-PA0668	NC_002516.2	720357	721556	+	1200	737	1445	46	142	48	304
gene-PA0668.1	NC_002516.2	722096	723631	+	1536	558	793	486	8015	191	374
gene-PA0668.2	NC_002516.2	723696	723772	+	77	6934	7816	334	1123	188	2961
gene-PA0668.3	NC_002516.2	723801	723876	+	76	5571	7072	260	896	126	2540
gene-PA0668.4	NC_002516.2	724103	726993	+	2891	1399	1794	936	15539	529	930
gene-PA0668.5	NC_002516.2	727136	727255	+	120	421	696	11	162	9	101
gene-PA0669	NC_002516.2	727608	730703	-	3096	82	118	25	28	10	38
gene-PA0670	NC_002516.2	730679	732094	-	1416	33	24	6	8	3	7
gene-PA0671	NC_002516.2	732102	732653	-	552	15	13	2	1	0	0
gene-PA0672	NC_002516.2	732959	733555	+	597	18	1	3	2	2	8
gene-PA0673	NC_002516.2	733673	733993	-	321	9	8	1	2	2	4
gene-PA0674	NC_002516.2	734159	734875	+	717	5	8	1	0	1	2
gene-PA0675	NC_002516.2	734872	735417	+	546	2	1	1	2	1	0
gene-PA0676	NC_002516.2	735487	736446	+	960	21	41	1	6	4	8
gene-PA0677	NC_002516.2	736456	737097	-	642	13	19	2	5	0	5
gene-PA0678	NC_002516.2	737081	737530	-	450	0	1	1	0	0	1
gene-PA0679	NC_002516.2	737677	738108	+	432	3	8	0	2	0	1
gene-PA0680	NC_002516.2	738111	738485	-	375	4	7	0	0	0	0
gene-PA0681	NC_002516.2	738719	739168	+	450	3	7	0	1	1	3
gene-PA0682	NC_002516.2	739176	740141	+	966	5	16	3	1	1	4
gene-PA0683	NC_002516.2	740203	741348	+	1146	6	11	1	1	0	2
gene-PA0684	NC_002516.2	741335	741928	+	594	6	6	0	3	0	1
gene-PA0685	NC_002516.2	741925	744336	+	2412	18	22	1	2	1	10
gene-PA0686	NC_002516.2	744333	745742	+	1410	11	14	1	3	3	14
gene-PA0687	NC_002516.2	745742	746956	+	1215	13	16	0	1	0	3
gene-PA0688	NC_002516.2	747470	748576	+	1107	65	155	11	17	9	39
gene-PA0689	NC_002516.2	748662	749774	+	1113	73	197	10	18	12	42
gene-PA0690	NC_002516.2	749957	762499	+	12543	368	540	40	87	49	152
gene-PA0691	NC_002516.2	762891	763493	+	603	2	1	1	0	1	0
gene-PA0692	NC_002516.2	763657	765291	+	1635	14	15	1	2	1	2
gene-PA0693	NC_002516.2	765315	767162	+	1848	17	27	4	7	3	4
gene-PA0694	NC_002516.2	767173	767592	+	420	2	1	0	2	0	1
gene-PA0695	NC_002516.2	767601	768347	+	747	2	3	0	3	2	0
gene-PA0696	NC_002516.2	768415	770121	+	1707	21	26	2	7	2	17
