Orthogroup	CP000029.1	CP001340.1	CP027476.1	CP045224.1	CP045225.1	NC_002516.2	NC_009641.1	NC_017564.1	NC_017565.1	NC_018289.1	NZ_CP059180.1	U00096.3
OG0005359										gene-MSMEI_RS00380		
OG0005360												gene-b2454
OG0005361						gene-PA4828						
OG0005362						gene-PA0997						
OG0005363								gene-Y11_RS11130				
OG0005364						gene-PA0261						
OG0005365										gene-MSMEI_RS26170		
OG0005366						gene-PA3959						
OG0005367						gene-PA2729						
OG0005368				gene-FTB24_12215								
OG0005369										gene-MSMEI_RS09195		
OG0005370		gene-CCNA_02920										
OG0005371								gene-Y11_RS14770				
OG0005372												gene-b0389
OG0005373										gene-MSMEI_RS25810		
OG0005374										gene-MSMEI_RS35815		
OG0005375								gene-Y11_RS02210				
OG0005376		gene-CCNA_02758										
OG0005377								gene-Y11_RS11540				
OG0005378										gene-MSMEI_RS13600		
OG0005379	gene-SERP1052											
OG0005380						gene-PA5222						
OG0005381				gene-FTB24_04980								
OG0005382												gene-b4602
OG0005383												gene-b4158
OG0005384										gene-MSMEI_RS25540		
OG0005385										gene-MSMEI_RS35190		
OG0005386	gene-SERP1632											
OG0005387		gene-CCNA_02728										
OG0005388				gene-FTB24_01655								
OG0005389										gene-MSMEI_RS32360		
OG0005390										gene-MSMEI_RS05340		
OG0005391										gene-MSMEI_RS00415		
OG0005392	gene-SERP0773											
OG0005393						gene-PA2406						
OG0005394		gene-CCNA_02685										
OG0005395						gene-PA0697						
OG0005396		gene-CCNA_01987										
OG0005397										gene-MSMEI_RS25210		
OG0005398												gene-b0117
OG0005399		gene-CCNA_03958										
OG0005400						gene-PA3719						
OG0005401				gene-FTB24_08545								
OG0005402										gene-MSMEI_RS01255		
OG0005403										gene-MSMEI_RS03930		
OG0005404										gene-MSMEI_RS12040		
OG0005405						gene-PA0826						
OG0005406										gene-MSMEI_RS17350		
OG0005407						gene-PA2238						
OG0005408								gene-Y11_RS11425				
OG0005409				gene-FTB24_17795								
OG0005410										gene-MSMEI_RS27480		
OG0005411						gene-PA0457.1						
OG0005412						gene-PA1214						
OG0005413										gene-MSMEI_RS16485		
OG0005414												gene-b4784
OG0005415				gene-FTB24_12140								
OG0005416		gene-CCNA_02417										
OG0005417						gene-PA1925						
OG0005418								gene-Y11_RS10945				
OG0005419				gene-FTB24_17445								
OG0005420				gene-FTB24_11805								
OG0005421		gene-CCNA_01064										
OG0005422										gene-MSMEI_RS24330		
OG0005423										gene-MSMEI_RS11620		
OG0005424	gene-SERP1567											
OG0005425						gene-PA0640						
OG0005426						gene-PA1234						
OG0005427						gene-PA1929						
OG0005428												gene-b0380
OG0005429												gene-b2071
OG0005430												gene-b2438
OG0005431				gene-FTB24_15700								
OG0005432										gene-MSMEI_RS32005		
OG0005433										gene-MSMEI_RS15010		
OG0005434				gene-FTB24_09505								
OG0005435								gene-Y11_RS12990				
OG0005436										gene-MSMEI_RS18145		
OG0005437				gene-FTB24_11335								
OG0005438						gene-PA0092						
OG0005439								gene-Y11_RS07310				
OG0005440								gene-Y11_RS20240				
OG0005441		gene-CCNA_00837										
OG0005442				gene-FTB24_07905								
OG0005443		gene-CCNA_02305										
OG0005444						gene-PA3290						
OG0005445												gene-b1480
OG0005446		gene-CCNA_02927										
OG0005447							gene-NWMN_RS01690					
OG0005448										gene-MSMEI_RS01270		
OG0005449			gene-NRS_1433									
OG0005450			gene-NRS_87									
OG0005451				gene-FTB24_12810								
OG0005452						gene-PA3538						
OG0005453	gene-SERP1634											
OG0005454								gene-Y11_RS11590				
OG0005455												gene-b4277
OG0005456		gene-CCNA_03405										
OG0005457		gene-CCNA_02952										
OG0005458												gene-b4749
OG0005459						gene-PA1848						
OG0005460								gene-Y11_RS02710				
OG0005461										gene-MSMEI_RS10285		
OG0005462										gene-MSMEI_RS33330		
OG0005463				gene-FTB24_04040								
OG0005464										gene-MSMEI_RS28425		
OG0005465										gene-MSMEI_RS13715		
OG0005466										gene-MSMEI_RS25760		
OG0005467		gene-CCNA_03951										
OG0005468		gene-CCNA_01802										
OG0005469										gene-MSMEI_RS25830		
OG0005470	gene-SERP1526											
OG0005471		gene-CCNA_03923										
OG0005472										gene-MSMEI_RS12270		
OG0005473				gene-FTB24_01730								
OG0005474										gene-MSMEI_RS04445		
OG0005475	gene-SERP1746											
OG0005476										gene-MSMEI_RS31395		
OG0005477		gene-CCNA_02100										
OG0005478				gene-FTB24_08240								
OG0005479		gene-CCNA_01786										
OG0005480												gene-b1348
OG0005481								gene-Y11_RS13620				
OG0005482						gene-PA1797a						
OG0005483										gene-MSMEI_RS25530		
OG0005484												gene-b0974
OG0005485				gene-FTB24_16975								
OG0005486		gene-CCNA_02236										
OG0005487												gene-b3690
OG0005488				gene-FTB24_01255								
OG0005489						gene-PA0952						
OG0005490										gene-MSMEI_RS35605		
OG0005491										gene-MSMEI_RS29195		
OG0005492								gene-Y11_RS23390				
OG0005493		gene-CCNA_00906										
OG0005494										gene-MSMEI_RS13515		
OG0005495								gene-Y11_RS07410				
OG0005496						gene-PA1728						
OG0005497						gene-PA0984						
OG0005498	gene-SERP2416											
OG0005499						gene-PA0099						
OG0005500												gene-b4722
OG0005501										gene-MSMEI_RS26935		
OG0005502								gene-Y11_RS01365				
OG0005503						gene-PA2829						
OG0005504												gene-b4599
OG0005505				gene-FTB24_10600								
OG0005506				gene-FTB24_04780								
OG0005507								gene-Y11_RS04465				
OG0005508						gene-PA4961						
OG0005509										gene-MSMEI_RS00705		
OG0005510				gene-FTB24_12120								
OG0005511		gene-CCNA_03329										
OG0005512										gene-MSMEI_RS15955		
OG0005513						gene-PA3063						
OG0005514		gene-CCNA_01256										
OG0005515						gene-PA3091						
OG0005516										gene-MSMEI_RS17930		
OG0005517										gene-MSMEI_RS12415		
OG0005518						gene-PA1923						
OG0005519	gene-SERP2497											
OG0005520				gene-FTB24_17000								
OG0005521						gene-PA1894						
OG0005522										gene-MSMEI_RS28550		
OG0005523												gene-b4596
OG0005524						gene-PA0049						
OG0005525		gene-CCNA_01225										
OG0005526										gene-MSMEI_RS35145		
OG0005527										gene-MSMEI_RS04875		
OG0005528						gene-PA3497						
OG0005529										gene-MSMEI_RS09055		
OG0005530										gene-MSMEI_RS31335		
OG0005531	gene-SERP1605											
OG0005532										gene-MSMEI_RS09450		
OG0005533						gene-PA1285						
OG0005534						gene-PA4611						
OG0005535		gene-CCNA_00391										
OG0005536												gene-b4779
OG0005537												gene-b2419
OG0005538										gene-MSMEI_RS35310		
OG0005539						gene-PA4437						
OG0005540		gene-CCNA_03156										
OG0005541	gene-SERP1723											
OG0005542						gene-PA3089						
OG0005543	gene-SERP2213											
OG0005544										gene-MSMEI_RS29250		
OG0005545		gene-CCNA_01765										
OG0005546										gene-MSMEI_RS33450		
OG0005547		gene-CCNA_01192										
OG0005548	gene-SERP2124											
OG0005549										gene-MSMEI_RS27065		
OG0005550						gene-PA2832						
OG0005551		gene-CCNA_02862										
OG0005552		gene-CCNA_02636										
OG0005553										gene-MSMEI_RS06060		
OG0005554								gene-Y11_RS23190				
OG0005555		gene-CCNA_03091										
OG0005556								gene-Y11_RS11630				
OG0005557						gene-PA2782						
OG0005558										gene-MSMEI_RS18120		
OG0005559										gene-MSMEI_RS33820		
OG0005560						gene-PA0940						
OG0005561								gene-Y11_RS19350				
OG0005562				gene-FTB24_12695								
OG0005563				gene-FTB24_16960								
OG0005564						gene-PA3865a						
OG0005565				gene-FTB24_04590								
OG0005566								gene-Y11_RS03575				
OG0005567								gene-Y11_RS12725				
OG0005568										gene-MSMEI_RS19880		
OG0005569		gene-CCNA_01111										
OG0005570												gene-b0135
OG0005571						gene-PA4661						
OG0005572	gene-SERP1569											
OG0005573		gene-CCNA_03583										
OG0005574										gene-MSMEI_RS17595		
OG0005575										gene-MSMEI_RS29610		
OG0005576						gene-PA2201						
OG0005577		gene-CCNA_01427										
OG0005578										gene-MSMEI_RS36015		
OG0005579						gene-PA0345						
OG0005580						gene-PA2301						
OG0005581						gene-PA5406						
OG0005582										gene-MSMEI_RS32680		
OG0005583								gene-Y11_RS23215				
OG0005584						gene-PA1313						
OG0005585						gene-PA0634						
OG0005586						gene-PA0258						
OG0005587		gene-CCNA_02948										
OG0005588												gene-b1420
OG0005589												gene-b4366
OG0005590	gene-SERP2492											
OG0005591						gene-PA4149						
OG0005592										gene-MSMEI_RS25835		
OG0005593								gene-Y11_RS21435				
OG0005594										gene-MSMEI_RS07610		
OG0005595				gene-FTB24_03555								
OG0005596										gene-MSMEI_RS11150		
OG0005597								gene-Y11_RS02295				
OG0005598												gene-b2356
OG0005599												gene-b1167
OG0005600										gene-MSMEI_RS04580		
OG0005601						gene-PA4570						
OG0005602						gene-PA0097						
OG0005603				gene-FTB24_10355								
OG0005604						gene-PA1746						
OG0005605										gene-MSMEI_RS08700		
OG0005606										gene-MSMEI_RS32645		
OG0005607						gene-PA3075						
OG0005608		gene-CCNA_02934										
OG0005609				gene-FTB24_15565								
OG0005610										gene-MSMEI_RS35270		
OG0005611										gene-MSMEI_RS34425		
OG0005612										gene-MSMEI_RS05690		
OG0005613				gene-FTB24_09345								
OG0005614										gene-MSMEI_RS07600		
OG0005615				gene-FTB24_04455								
OG0005616	gene-SERP2457											
OG0005617										gene-MSMEI_RS11805		
OG0005618		gene-CCNA_01082										
OG0005619						gene-PA1178						
OG0005620												gene-b4817
OG0005621										gene-MSMEI_RS15400		
OG0005622				gene-FTB24_04705								
OG0005623								gene-Y11_RS19870				
OG0005624				gene-FTB24_04645								
OG0005625										gene-MSMEI_RS04170		
OG0005626												gene-b3083
OG0005627	gene-SERP1535											
OG0005628		gene-CCNA_03176										
OG0005629										gene-MSMEI_RS00875		
OG0005630								gene-Y11_RS13045				
OG0005631										gene-MSMEI_RS14870		
OG0005632										gene-MSMEI_RS17435		
OG0005633		gene-CCNA_03584										
OG0005634								gene-Y11_RS17985				
OG0005635						gene-PA3370						
OG0005636		gene-CCNA_02365										
OG0005637								gene-Y11_RS16735				
OG0005638								gene-Y11_RS19240				
OG0005639												gene-b2445
OG0005640										gene-MSMEI_RS35785		
OG0005641		gene-CCNA_00919										
OG0005642						gene-PA3488						
OG0005643								gene-Y11_RS13545				
OG0005644		gene-CCNA_01466										
OG0005645				gene-FTB24_04730								
OG0005646								gene-Y11_RS17690				
OG0005647										gene-MSMEI_RS35990		
OG0005648								gene-Y11_RS23920				
OG0005649						gene-PA0788						
OG0005650						gene-PA0433						
OG0005651										gene-MSMEI_RS21595		
OG0005652		gene-CCNA_02764										
OG0005653												gene-b1346
OG0005654										gene-MSMEI_RS27210		
OG0005655		gene-CCNA_00936										
OG0005656				gene-FTB24_16945								
OG0005657				gene-FTB24_17310								
OG0005658	gene-SERP1604											
OG0005659				gene-FTB24_15570								
OG0005660								gene-Y11_RS02790				
OG0005661		gene-CCNA_03213										
OG0005662								gene-Y11_RS10830				
OG0005663		gene-CCNA_02838										
OG0005664										gene-MSMEI_RS08060		
OG0005665										gene-MSMEI_RS35490		
OG0005666						gene-PA5126						
OG0005667		gene-CCNA_01260										
OG0005668						gene-PA2725						
OG0005669								gene-Y11_RS07955				
OG0005670						gene-PA2392						
OG0005671										gene-MSMEI_RS10720		
OG0005672										gene-MSMEI_RS22940		
OG0005673												gene-b3708
OG0005674						gene-PA3856						
OG0005675						gene-PA3969a						
OG0005676		gene-CCNA_00102										
OG0005677						gene-PA1395						
OG0005678								gene-Y11_RS12295				
OG0005679						gene-PA1955						
OG0005680		gene-CCNA_03419										
OG0005681										gene-MSMEI_RS35735		
OG0005682		gene-CCNA_03902										
OG0005683		gene-CCNA_02621										
OG0005684				gene-FTB24_03890								
OG0005685		gene-CCNA_02472										
OG0005686						gene-PA1398						
OG0005687												gene-b0011
OG0005688						gene-PA3697						
OG0005689						gene-PA2377						
OG0005690		gene-CCNA_00276										
OG0005691	gene-SERP1644											
OG0005692	gene-SERP2322											
OG0005693		gene-CCNA_01142										
OG0005694										gene-MSMEI_RS10470		
OG0005695												gene-b4802
OG0005696	gene-SERP1921											
OG0005697										gene-MSMEI_RS13505		
OG0005698										gene-MSMEI_RS28705		
OG0005699												gene-b4770
OG0005700		gene-CCNA_00490										
OG0005701						gene-PA0633						
OG0005702				gene-FTB24_08045								
OG0005703		gene-CCNA_03425										
OG0005704		gene-CCNA_02508										
OG0005705		gene-CCNA_01410										
OG0005706												gene-b1178
OG0005707						gene-PA4993						
OG0005708				gene-FTB24_13055								
OG0005709						gene-PA3506						
OG0005710		gene-CCNA_03437										
OG0005711												gene-b1153
OG0005712		gene-CCNA_03826										
OG0005713										gene-MSMEI_RS19805		
OG0005714						gene-PA4869						
OG0005715												gene-b1368
OG0005716		gene-CCNA_03948										
OG0005717								gene-Y11_RS07630				
OG0005718												gene-b1150
OG0005719				gene-FTB24_10315								
OG0005720										gene-MSMEI_RS00960		
OG0005721										gene-MSMEI_RS13350		
OG0005722										gene-MSMEI_RS09120		
OG0005723		gene-CCNA_03724										
OG0005724										gene-MSMEI_RS35395		
OG0005725										gene-MSMEI_RS29665		
OG0005726		gene-CCNA_00774										
OG0005727		gene-CCNA_02531										
OG0005728												gene-b2628
OG0005729				gene-FTB24_17210								
OG0005730	gene-SERP1624											
OG0005731		gene-CCNA_03044										
OG0005732			gene-NRS_1511									
OG0005733				gene-FTB24_08030								
OG0005734										gene-MSMEI_RS23950		
OG0005735										gene-MSMEI_RS08110		
OG0005736										gene-MSMEI_RS21255		
OG0005737						gene-PA3962						
OG0005738		gene-CCNA_00098										
OG0005739				gene-FTB24_01250								
OG0005740		gene-CCNA_02452										
OG0005741		gene-CCNA_02780										
OG0005742						gene-PA3713						
OG0005743						gene-PA1530						
OG0005744										gene-MSMEI_RS09750		
OG0005745										gene-MSMEI_RS26050		
OG0005746						gene-PA2655						
OG0005747												gene-b1786
OG0005748				gene-FTB24_05735								
OG0005749								gene-Y11_RS16070				
OG0005750												gene-b0034
OG0005751										gene-MSMEI_RS35160		
OG0005752		gene-CCNA_02902										
OG0005753		gene-CCNA_00698										
OG0005754												gene-b2362
OG0005755		gene-CCNA_03631										
OG0005756	gene-SERP0086											
OG0005757								gene-Y11_RS00970				
OG0005758										gene-MSMEI_RS01660		
OG0005759		gene-CCNA_00867										
OG0005760								gene-Y11_RS10825				
OG0005761						gene-PA2235						
OG0005762				gene-FTB24_09450								
OG0005763										gene-MSMEI_RS35660		
OG0005764			gene-NRS_1422									
OG0005765		gene-CCNA_02575										
OG0005766		gene-CCNA_00716										
OG0005767		gene-CCNA_02376										
OG0005768						gene-PA1571						
OG0005769		gene-CCNA_00080										
OG0005770								gene-Y11_RS07280				
