Geneid	8_R1	8_R2	24_R1	24_R2	Entity	Symbol
gene-PA2761	10	73	62	60	host	gene-PA2761
gene-PA3449	2	4	2	5	host	gene-PA3449
gene-PA0757	82	173	164	135	host	gene-PA0757
gene-PA0185	4	23	14	24	host	gene-PA0185
gene-PA2452	0	7	4	1	host	gene-PA2452
gene-PA3901	82	136	135	112	host	fecA
gene-PA4359	3	4	14	5	host	gene-PA4359
gene-PA1528	351	853	700	680	host	zipA
gene-PA2201	18	41	33	40	host	gene-PA2201
gene-PA3090	10	30	25	19	host	gene-PA3090
gene-PA0279	5	16	22	10	host	gene-PA0279
gene-PA4312	31	59	70	42	host	gene-PA4312
gene-PA4722	64	179	196	184	host	gene-PA4722
gene-PA0096	6	9	28	21	host	gene-PA0096
gene-PA1630	22	49	61	49	host	gene-PA1630
gene-PA0126	14	48	56	43	host	gene-PA0126
gene-F358_gp73	556	772	1012	1066	phage	gene-F358_gp73
gene-PA0639	19	34	39	30	host	gene-PA0639
gene-PA5560	1332	2684	2722	2465	host	atpB
gene-PA2017	18	70	81	67	host	gene-PA2017
gene-PA2045	26	86	95	57	host	gene-PA2045
gene-PA4169	7	17	8	15	host	gene-PA4169
gene-PA0924	40	92	116	103	host	gene-PA0924
gene-PA4029	63	178	99	101	host	gene-PA4029
gene-PA1693	41	111	123	81	host	pscR
gene-PA0364	12	34	43	36	host	gene-PA0364
gene-PA4693	103	255	244	194	host	pssA
gene-PA2846	8	26	20	21	host	gene-PA2846
gene-PA3964	4	16	10	12	host	gene-PA3964
gene-F358_gp56	6964	10682	5239	5269	phage	gene-F358_gp56
gene-PA2185	8	11	12	12	host	katN
gene-PA3335	6	8	12	14	host	gene-PA3335
gene-PA5438	258	512	380	311	host	gene-PA5438
gene-PA3034	27	44	39	23	host	gene-PA3034
gene-PA3568	19	35	31	14	host	gene-PA3568
gene-PA3570	3	26	23	11	host	mmsA
gene-PA3836	58	135	86	78	host	gene-PA3836
gene-PA5497	150	413	514	438	host	nrdJa
gene-PA3485	14	42	33	28	host	gene-PA3485
gene-PA0716	227	445	389	360	host	gene-PA0716
gene-PA1418	28	68	48	52	host	gene-PA1418
gene-PA5028	81	218	258	237	host	gene-PA5028
gene-PA1011	490	1108	1110	883	host	gene-PA1011
gene-PA5357	27	58	46	61	host	gene-PA5357
gene-PA2374	1	1	2	1	host	gene-PA2374
gene-PA4378	26	78	104	72	host	inaA
gene-PA0676	5	10	6	5	host	vreR
gene-PA4387	68	178	166	117	host	gene-PA4387
gene-PA2095	10	22	20	10	host	gene-PA2095
gene-PA3663	33	106	85	101	host	gene-PA3663
gene-PA5129	160	332	284	229	host	grx
gene-PA0916	171	388	434	352	host	gene-PA0916
gene-PA4050	164	358	161	137	host	pgpA
gene-PA1667	48	110	139	103	host	gene-PA1667
gene-PA4961	290	708	638	570	host	gene-PA4961
gene-PA0226	12	24	23	21	host	gene-PA0226
gene-PA5443	323	786	643	472	host	uvrD
gene-PA0118	4	12	13	15	host	gene-PA0118
gene-PA3320	1	1	4	3	host	gene-PA3320
gene-PA3669	8	42	38	23	host	gene-PA3669
gene-PA2586	257	559	471	345	host	gacA
gene-PA4867	7	5	7	10	host	ureB
gene-PA2701	6	7	6	6	host	gene-PA2701
gene-PA3477	150	390	486	384	host	rhlR
gene-PA5379	10	21	22	12	host	sdaB
gene-PA5515	141	407	232	285	host	gene-PA5515
gene-PA1151	35	61	87	73	host	imm2
gene-PA3558	5	13	7	4	host	arnF
gene-PA0231	12	23	15	20	host	pcaD
gene-PA3358	8	15	13	20	host	gene-PA3358
gene-PA3118	46	121	66	72	host	leuB
gene-PA0652	141	304	249	210	host	vfr
gene-PA0752	180	389	133	93	host	gene-PA0752
gene-PA5542	10	36	25	13	host	gene-PA5542
gene-PA5216	52	121	118	94	host	gene-PA5216
gene-PA3792	140	395	283	217	host	leuA
gene-PA1503	4	5	9	7	host	gene-PA1503
gene-PA1851	18	46	69	50	host	gene-PA1851
gene-PA4143	26	22	21	17	host	gene-PA4143
gene-PA3357	19	46	46	45	host	dsdA
gene-PA1353	3	0	1	6	host	gene-PA1353
gene-PA0634	7	19	21	8	host	gene-PA0634
gene-PA1526	100	245	192	148	host	gene-PA1526
gene-PA0844	15	30	29	19	host	plcH
gene-PA3176	10	20	7	9	host	gltS
gene-PA0854	44	88	164	114	host	fumC2
gene-PA1039	11	52	48	56	host	gene-PA1039
gene-PA1476	72	175	183	152	host	ccmB
gene-PA2674	3	9	2	2	host	gene-PA2674
gene-PA0269	2	13	10	12	host	gene-PA0269
gene-PA0890	124	325	322	249	host	aotM
gene-PA2211	6	9	8	2	host	gene-PA2211
gene-PA0527.1	3468	3520	2741	1878	host	rsmY
gene-PA0912	4	7	10	10	host	gene-PA0912
gene-PA2964	114	281	212	214	host	pabC
gene-PA0922.1	5701	5309	5790	6417	host	gene-PA0922.1
gene-PA3599	16	33	43	23	host	gene-PA3599
gene-PA0574.1	197	313	66	74	host	gene-PA0574.1
gene-PA3030	12	16	15	9	host	mobA
gene-PA4280.4	4387	7799	10119	7685	host	gene-PA4280.4
gene-PA0170	66	161	124	78	host	gene-PA0170
gene-PA1504	115	295	210	160	host	gene-PA1504
gene-PA2549	29	77	116	99	host	gene-PA2549
gene-PA4190	25	41	46	47	host	pqsL
gene-PA0528	35	65	73	47	host	gene-PA0528
gene-PA3988	82	135	94	84	host	gene-PA3988
gene-PA1518	9	7	11	14	host	gene-PA1518
gene-PA3260	46	120	83	106	host	gene-PA3260
gene-PA0574	70	158	178	107	host	gene-PA0574
gene-PA4680	3	19	20	12	host	gene-PA4680
gene-PA5192	767	1493	1211	1096	host	pckA
gene-PA2082	23	68	63	65	host	gene-PA2082
gene-PA2100	28	55	44	30	host	gene-PA2100
gene-PA5522	45	90	91	48	host	gene-PA5522
gene-PA0758	95	209	158	120	host	gene-PA0758
gene-PA4673	245	508	361	257	host	gene-PA4673
gene-PA3139.1	5353	3819	2693	2861	host	gene-PA3139.1
gene-PA0956	568	1427	1236	1150	host	proS
gene-PA5224	527	1255	1251	1002	host	pepP
gene-PA4162	11	24	17	24	host	gene-PA4162
gene-PA4852	350	1009	724	594	host	gene-PA4852
gene-PA4199	14	47	36	32	host	gene-PA4199
gene-PA5447	73	172	242	171	host	wbpZ
gene-PA5366	28	55	77	91	host	pstB
gene-PA4956	85	180	170	145	host	rhdA
gene-PA4870	33	87	78	32	host	gene-PA4870
gene-PA0131	7	20	10	9	host	gene-PA0131
gene-PA0368	60	166	133	137	host	gene-PA0368
gene-PA4415	1549	670	546	485	host	mraY
gene-PA4329	130	293	228	250	host	pykA
gene-PA0275	9	35	39	25	host	gene-PA0275
gene-PA0002	435	946	800	698	host	dnaN
gene-PA3325	18	19	28	24	host	gene-PA3325
gene-PA3513	0	7	5	3	host	gene-PA3513
gene-PA1741	26	37	41	24	host	gene-PA1741
gene-PA3767	7	30	62	45	host	gene-PA3767
gene-PA2768	6	15	11	15	host	gene-PA2768
gene-PA1029	25	73	102	83	host	gene-PA1029
gene-PA4438	259	633	505	442	host	gene-PA4438
gene-PA5419	4	4	11	6	host	soxG
gene-PA2172	4	14	13	11	host	gene-PA2172
gene-PA3444	5	8	8	6	host	gene-PA3444
gene-PA3274	5	13	9	8	host	gene-PA3274
gene-PA0755	472	1120	554	481	host	opdH
gene-PA1621	14	56	28	21	host	gene-PA1621
gene-PA1074	332	703	513	417	host	braC
gene-PA1320	14	41	47	36	host	cyoD
gene-PA3631	41	91	82	65	host	gene-PA3631
gene-PA0146	9	13	21	16	host	gene-PA0146
gene-PA4800	47	64	49	35	host	gene-PA4800
gene-PA5176	74	130	95	80	host	gene-PA5176
gene-PA1076	32	99	83	105	host	gene-PA1076
gene-PA0903	887	1760	1407	1211	host	alaS
gene-PA1538	11	32	21	14	host	gene-PA1538
gene-PA0251	9	11	19	21	host	gene-PA0251
gene-PA1605	24	55	78	57	host	gene-PA1605
gene-PA2782	0	5	0	2	host	gene-PA2782
gene-PA2773	19	37	40	43	host	gene-PA2773
gene-PA1652	12	24	34	35	host	gene-PA1652
gene-PA5027	17	110	155	154	host	gene-PA5027
gene-PA3685	68	107	101	99	host	gene-PA3685
gene-PA1533	184	300	284	309	host	gene-PA1533
gene-PA0239	30	55	49	44	host	gene-PA0239
gene-PA0821	53	182	187	101	host	gene-PA0821
gene-PA1355	1	5	0	1	host	gene-PA1355
gene-PA0317	175	496	378	316	host	gene-PA0317
gene-PA2543	127	297	366	303	host	gene-PA2543
gene-PA3033	31	105	70	80	host	gene-PA3033
gene-PA1446	43	108	110	92	host	fliP
gene-PA3615	82	169	164	146	host	gene-PA3615
gene-PA5403	39	112	118	80	host	gene-PA5403
gene-PA3949	62	105	104	70	host	gene-PA3949
gene-PA5247	38	63	39	44	host	gene-PA5247
gene-PA0910	5	6	7	4	host	gene-PA0910
gene-PA2956	22	69	44	66	host	gene-PA2956
gene-PA1669	142	240	231	181	host	gene-PA1669
gene-PA0161	384	977	1574	1209	host	gene-PA0161
gene-PA3778	21	42	36	31	host	gene-PA3778
gene-PA4769	128	303	181	175	host	gene-PA4769
gene-PA1407	50	68	53	48	host	gene-PA1407
gene-PA4670	1792	4509	4585	3704	host	prs
gene-PA1050	24	83	111	103	host	gene-PA1050
gene-PA0992	18	52	76	54	host	cupC1
gene-PA4874	21	74	43	30	host	gene-PA4874
gene-PA5454	88	235	165	121	host	rmd
gene-PA4720	132	339	304	257	host	trmA
gene-PA0718	7	11	26	18	host	gene-PA0718
gene-PA0809	14	58	50	55	host	gene-PA0809
gene-PA5323	215	369	296	232	host	argB
gene-PA1429	70	179	469	361	host	gene-PA1429
gene-PA4992	34	104	136	87	host	gene-PA4992
gene-PA1473	15	39	40	28	host	gene-PA1473
gene-PA3297	132	335	217	200	host	gene-PA3297
gene-PA4724	41	106	97	69	host	gene-PA4724
gene-PA1409	4	10	12	13	host	aphA
gene-PA0613	7	20	17	12	host	gene-PA0613
gene-F358_gp76	3628	6412	9624	10067	phage	gene-F358_gp76
gene-PA4446	66	170	183	145	host	algW
gene-PA5464	255	469	381	267	host	gene-PA5464
gene-PA1277	95	157	136	107	host	cobQ
gene-PA0034	20	68	44	45	host	gene-PA0034
gene-PA4700	507	1078	738	635	host	mrcB
gene-PA3590	2	15	16	10	host	gene-PA3590
gene-PA4146	6	5	2	2	host	gene-PA4146
gene-PA0144	11	27	50	40	host	gene-PA0144
gene-PA1770	761	1727	1889	1535	host	ppsA
gene-PA5188	12	26	23	20	host	gene-PA5188
gene-PA0581	100	261	236	216	host	gene-PA0581
gene-PA2225	3	5	16	7	host	gene-PA2225
gene-PA1243	56	110	137	117	host	gene-PA1243
gene-PA2615	648	1452	1034	1022	host	ftsK
gene-PA1571	29	80	63	44	host	gene-PA1571
gene-PA3573	60	135	186	149	host	gene-PA3573
gene-PA5031	3	21	25	16	host	gene-PA5031
gene-PA0385	27	51	43	28	host	gene-PA0385
gene-PA2651	62	102	166	152	host	gene-PA2651
gene-PA2889	4	8	17	7	host	atuD
gene-PA1744	6	10	15	8	host	gene-PA1744
gene-PA4467	9	14	4	6	host	gene-PA4467
gene-PA5114	302	744	1025	759	host	gene-PA5114
gene-PA3393	38	39	29	19	host	nosD
gene-PA5204	74	175	117	91	host	argA
gene-PA1804.1	251	403	263	209	host	gene-PA1804.1
gene-PA3678	35	71	97	75	host	gene-PA3678
gene-PA3381	1	8	4	6	host	gene-PA3381
gene-PA5340	173	290	212	184	host	gene-PA5340
gene-PA0381	98	150	129	107	host	thiG
gene-PA2014	32	71	64	42	host	liuB
gene-PA1159	135	276	303	221	host	gene-PA1159
gene-PA4921	15	45	35	29	host	gene-PA4921
gene-PA3629	56	156	130	116	host	adhC
gene-PA2140	1	0	2	0	host	gene-PA2140
gene-PA0792	23	53	48	33	host	prpD
gene-PA1122	41	60	77	53	host	gene-PA1122
gene-PA2406	0	10	10	14	host	gene-PA2406
gene-PA5194	134	349	335	285	host	gene-PA5194
gene-PA4266	5107	7670	7080	5950	host	fusA1
gene-PA3890	15	8	10	21	host	gene-PA3890
gene-PA4476	372	786	667	527	host	gene-PA4476
gene-PA3820	370	724	572	483	host	secF
gene-PA1622	10	32	26	22	host	gene-PA1622
gene-PA2167	2	7	5	9	host	gene-PA2167
gene-PA0939	12	25	14	15	host	gene-PA0939
gene-PA2573	27	65	62	44	host	gene-PA2573
gene-PA3555	25	66	43	22	host	arnD
gene-PA3561	64	91	47	38	host	fruK
gene-PA1634	12	34	113	67	host	kdpB
gene-PA2706	17	34	40	26	host	gene-PA2706
gene-PA3683	31	122	76	60	host	gene-PA3683
gene-PA5330	193	465	464	401	host	gene-PA5330
gene-PA2625	12	15	12	14	host	gene-PA2625
gene-PA4352	128	321	529	373	host	gene-PA4352
gene-PA0214	5	7	10	11	host	gene-PA0214
gene-PA2945	57	121	103	91	host	gene-PA2945
gene-PA3577	0	2	8	3	host	gene-PA3577
gene-PA3791	34	49	87	52	host	gene-PA3791
gene-PA4060	20	64	125	102	host	gene-PA4060
gene-PA0042	19	44	63	33	host	gene-PA0042
gene-PA5157	12	32	50	43	host	gene-PA5157
gene-PA2510	5	26	12	13	host	catR
gene-F358_gp86	330	569	694	628	phage	gene-F358_gp86
gene-PA2269	20	22	47	55	host	gene-PA2269
gene-PA5009	371	707	617	468	host	waaP
gene-PA3182	28	81	53	45	host	pgl
gene-PA2959	80	179	145	134	host	gene-PA2959
gene-PA4435	15	54	76	44	host	gene-PA4435
gene-PA1066	8	14	21	17	host	gene-PA1066
gene-PA5328	3	3	5	6	host	gene-PA5328
gene-PA5446	61	180	350	274	host	gene-PA5446
gene-PA3150	194	335	340	265	host	wbpG
gene-PA4740	912	1514	1159	1148	host	pnp
gene-PA2666	22	74	59	49	host	gene-PA2666
gene-PA3163	102	188	214	167	host	cmk
gene-PA4055	71	174	58	56	host	ribC
gene-PA0530	13	21	25	22	host	gene-PA0530
gene-PA1719	36	98	52	41	host	pscF
gene-PA3279	3	9	6	10	host	oprP
gene-PA0640	7	21	37	13	host	gene-PA0640
gene-PA1701	32	41	55	37	host	gene-PA1701
gene-PA2131	3	14	13	9	host	cupA4
gene-PA1408	25	43	34	42	host	gene-PA1408
gene-PA4538	52	166	196	132	host	ndh
gene-PA2878	4	5	10	11	host	gene-PA2878
gene-PA3583	42	99	57	28	host	glpR
gene-PA4455	274	631	568	506	host	gene-PA4455
gene-PA0616	11	19	22	31	host	gene-PA0616
gene-PA5082	24	35	35	18	host	gene-PA5082
gene-PA2151	7	20	22	22	host	gene-PA2151
gene-PA2775.1	1418	2337	2887	2328	host	gene-PA2775.1
gene-PA2298	10	14	31	19	host	gene-PA2298
gene-PA0632	11	29	41	21	host	gene-PA0632
gene-PA5218	12	33	26	28	host	gene-PA5218
gene-PA1663	29	60	68	54	host	gene-PA1663
gene-PA2394	3	10	13	14	host	pvdN
gene-PA1367	30	49	56	37	host	gene-PA1367
gene-PA4003	231	464	421	355	host	pbpA
gene-PA0040	178	493	680	523	host	gene-PA0040
gene-PA0379	13	39	55	40	host	gene-PA0379
gene-PA0747	14	45	117	79	host	gene-PA0747
gene-PA0558	13	29	33	25	host	gene-PA0558
gene-PA4744	1326	2591	2361	1884	host	infB
gene-PA3283	16	22	22	14	host	gene-PA3283
gene-PA0316	301	609	609	524	host	serA
gene-PA1304	84	184	173	130	host	gene-PA1304
gene-PA3866	156	393	492	381	host	gene-PA3866
gene-PA0837	195	318	178	170	host	slyD
gene-PA1799	58	141	158	129	host	parR
gene-PA1982	6	23	13	12	host	exaA
gene-PA3039	5	19	16	21	host	gene-PA3039
gene-PA0785	3	12	9	11	host	azoR1
gene-PA1095	281	713	733	638	host	gene-PA1095
gene-PA3773	3	2	3	0	host	gene-PA3773
gene-PA0507	7	34	23	15	host	gene-PA0507
gene-PA0857	38	100	89	62	host	bolA
gene-PA1506	13	31	20	10	host	gene-PA1506
gene-PA0765	106	211	310	289	host	mucC
gene-PA0235	5	20	20	4	host	pcaK
gene-PA0338	49	127	122	89	host	gene-PA0338
gene-PA2993	81	202	191	179	host	gene-PA2993
gene-PA5260	168	317	273	241	host	hemC
gene-PA5238	57	130	96	94	host	gene-PA5238
gene-F358_gp45	1138	1811	8281	8926	phage	gene-F358_gp45
gene-PA2193	3	9	14	14	host	hcnA
gene-PA5565	492	959	895	786	host	gidA
gene-PA5426	121	288	303	233	host	purE
gene-PA2578	9	31	31	30	host	gene-PA2578
gene-PA1644	45	150	158	125	host	gene-PA1644
gene-PA4837	16	31	41	29	host	gene-PA4837
gene-PA0710	3	5	4	2	host	gloA2
gene-PA0659	82	174	181	182	host	gene-PA0659
gene-PA1919	2	12	8	15	host	nrdG
gene-PA4745	1366	3077	2434	2139	host	nusA
gene-PA1500	3	3	10	8	host	gene-PA1500
gene-F358_gp34	94	172	1231	1686	phage	gene-F358_gp34
gene-PA0389	88	184	207	159	host	gene-PA0389
gene-PA5338	987	2109	1385	1191	host	spoT
gene-PA4115	112	189	137	135	host	gene-PA4115
gene-PA1967	19	30	12	19	host	gene-PA1967
gene-PA1798	55	89	101	104	host	parS
gene-PA5314	54	81	177	93	host	gene-PA5314
gene-PA2561	31	56	84	56	host	gene-PA2561
gene-PA4161	8	6	16	5	host	fepG
gene-PA2484	32	80	85	52	host	gene-PA2484
gene-PA4913	9	12	25	19	host	gene-PA4913
gene-PA2661	33	86	79	79	host	gene-PA2661
gene-PA2424	34	59	77	63	host	pvdL
gene-PA0437	62	138	121	92	host	codA
gene-PA4070	7	16	13	26	host	gene-PA4070
gene-PA2071	60	112	141	105	host	fusA2
gene-PA4756	511	1052	980	688	host	carB
gene-PA0957	26	51	24	14	host	gene-PA0957
gene-PA2520	6	31	22	36	host	czcA
gene-PA3137	24	30	28	35	host	gene-PA3137
gene-PA1949	74	165	180	125	host	rbsR
gene-PA4319	167	449	432	330	host	gene-PA4319
gene-PA3784	18	42	68	42	host	gene-PA3784
gene-PA4627	69	121	99	80	host	gene-PA4627
gene-PA2755	48	72	84	79	host	eco
gene-PA4342	0	18	12	6	host	gene-PA4342
gene-PA5545	34	66	33	34	host	gene-PA5545
gene-PA2112	12	24	32	19	host	gene-PA2112
gene-PA0264	53	125	102	86	host	gene-PA0264
gene-PA2535	11	29	26	25	host	gene-PA2535
gene-PA1555.1	29	59	166	143	host	ccoQ2
gene-PA1349	1	10	2	5	host	gene-PA1349
gene-PA5090	50	69	84	62	host	gene-PA5090
gene-PA5475	48	175	288	246	host	gene-PA5475
gene-PA3750	12	33	24	15	host	gene-PA3750
gene-PA2824	71	197	195	156	host	gene-PA2824
gene-PA2835	9	13	10	12	host	gene-PA2835
gene-PA1005	102	230	203	180	host	gene-PA1005
gene-PA5246	37	64	48	43	host	gene-PA5246
gene-PA3562	205	332	184	177	host	fruI
gene-PA5466	21	70	60	67	host	gene-PA5466
gene-PA2277	18	34	21	27	host	arsR
gene-PA2682	18	27	32	25	host	gene-PA2682
gene-PA0307	21	46	69	43	host	gene-PA0307
gene-PA3948	67	174	159	101	host	rocA1
gene-PA4854	157	273	290	215	host	purH
gene-PA1477	79	157	167	117	host	ccmC
gene-PA5377	12	44	47	32	host	gene-PA5377
gene-PA4807	33	69	96	91	host	selB
gene-PA2078	8	26	16	17	host	gene-PA2078
gene-PA3343	52	107	122	109	host	gene-PA3343
gene-PA3689	22	65	104	88	host	gene-PA3689
gene-PA2557	6	20	30	20	host	gene-PA2557
gene-PA2146	0	2	0	5	host	gene-PA2146
gene-PA0481	29	61	56	28	host	gene-PA0481
gene-F358_gp64	889	2287	2869	2665	phage	gene-F358_gp64
gene-PA1127	92	167	69	51	host	gene-PA1127
gene-PA1345	6	24	24	16	host	gene-PA1345
gene-PA3755	38	105	77	79	host	gene-PA3755
gene-PA4930	65	123	100	96	host	alr
gene-PA3286	59	147	122	91	host	gene-PA3286
gene-PA3340	168	389	307	258	host	gene-PA3340
gene-PA0629	13	26	16	10	host	gene-PA0629
gene-PA4951	92	206	192	166	host	orn
gene-PA4237	868	1325	1202	917	host	rplQ
gene-PA3114	82	207	173	181	host	truA
gene-PA3983	372	766	688	713	host	gene-PA3983
gene-PA1666	27	44	27	39	host	gene-PA1666
gene-PA1552.1	165	294	307	259	host	ccoQ1
gene-PA1520	59	144	123	107	host	gene-PA1520
gene-PA1649	8	22	17	14	host	gene-PA1649
gene-PA5302	54	156	183	157	host	dadX
gene-PA1871	27	44	39	31	host	lasA
gene-PA3512	2	7	5	5	host	gene-PA3512
gene-PA0119	59	152	138	95	host	gene-PA0119
gene-PA3618	18	76	40	31	host	gene-PA3618
gene-PA3882	11	37	31	37	host	gene-PA3882
gene-PA4506	60	162	68	67	host	gene-PA4506
gene-PA5058	25	62	72	74	host	phaC2
gene-PA4755	95	271	220	225	host	greA
gene-PA0267	47	94	102	78	host	gene-PA0267
gene-PA3564	15	19	26	17	host	gene-PA3564
gene-PA3705	34	77	105	57	host	wspD
gene-PA4015	6	21	17	17	host	gene-PA4015
gene-PA5459	58	86	74	66	host	gene-PA5459
gene-PA1492	19	43	35	22	host	gene-PA1492
gene-PA5241	366	844	545	448	host	ppx
gene-PA2033	6	15	10	6	host	gene-PA2033
gene-PA5336	45	149	115	104	host	gmk
gene-PA2514	3	8	2	5	host	antC
gene-PA0986	1	9	10	9	host	gene-PA0986
gene-PA0799	101	236	218	167	host	gene-PA0799
gene-PA3324	15	27	19	28	host	gene-PA3324
gene-PA4443	209	441	525	321	host	cysD
gene-PA5315	412	689	605	518	host	rpmG
gene-PA3082	66	135	95	107	host	gbt
gene-PA4068	129	272	214	162	host	gene-PA4068
gene-PA1975	3	7	15	6	host	gene-PA1975
gene-PA0565	6	17	24	9	host	gene-PA0565
gene-PA5221	82	154	155	154	host	gene-PA5221
gene-PA2689	1	3	3	7	host	gene-PA2689
gene-PA0883	3	4	8	2	host	gene-PA0883
gene-PA1672	33	61	106	51	host	gene-PA1672
gene-PA2675	3	3	1	6	host	gene-PA2675
gene-F358_gp53	8918	14695	13725	13039	phage	gene-F358_gp53
gene-PA1823	145	262	243	195	host	gene-PA1823
gene-PA0907	10	17	20	22	host	gene-PA0907
gene-PA1971	48	132	93	81	host	braZ
gene-PA0428	260	459	357	313	host	gene-PA0428
gene-PA0259	282	714	622	483	host	gene-PA0259
gene-PA2925	7	10	10	5	host	hisM
gene-PA2203	8	16	20	24	host	gene-PA2203
gene-PA0688	35	65	83	60	host	gene-PA0688
gene-PA2157	5	10	7	8	host	gene-PA2157
gene-PA5374	121	263	189	143	host	betI
gene-PA5126	83	145	169	152	host	gene-PA5126
gene-PA1556	68	181	358	351	host	ccoO2
gene-PA4564	77	138	164	101	host	gene-PA4564
gene-PA1434	17	62	53	47	host	gene-PA1434
gene-PA3179	79	117	152	129	host	gene-PA3179
gene-PA3757	21	50	37	40	host	gene-PA3757
gene-PA0452	3	11	19	17	host	gene-PA0452
gene-PA0549	142	341	248	200	host	gene-PA0549
gene-PA5010	256	479	428	337	host	waaG
gene-PA0872	132	430	621	470	host	phhA
gene-PA2130	14	23	22	27	host	cupA3
gene-PA3870	7	13	27	12	host	moaA1
gene-PA5348	35	95	64	56	host	gene-PA5348
gene-PA0885	2	3	8	6	host	gene-PA0885
gene-PA1384	12	25	38	25	host	galE
gene-PA4978	6	27	16	21	host	gene-PA4978
gene-PA4587	46	120	149	107	host	ccpR
gene-PA3019	181	384	416	375	host	gene-PA3019
gene-PA1633	27	69	201	132	host	kdpA
gene-PA2133	2	7	7	2	host	gene-PA2133
gene-PA3437	68	155	79	77	host	folM
gene-PA0462	24	74	71	45	host	gene-PA0462
gene-PA1220	0	8	8	2	host	gene-PA1220
gene-PA3051	23	73	81	65	host	gene-PA3051
gene-PA3275	11	39	32	31	host	gene-PA3275
gene-PA1376	149	325	320	252	host	aceK
gene-PA5096	11	14	22	18	host	gene-PA5096
gene-PA3729	1213	2572	1904	1631	host	gene-PA3729
gene-PA2512	13	22	7	9	host	antA
gene-PA1430	375	871	681	585	host	lasR
gene-PA4393	69	167	151	124	host	ampG
gene-PA3720	1	11	5	8	host	gene-PA3720
gene-PA4674	45	103	107	72	host	gene-PA4674
gene-PA5102	6	19	6	9	host	gene-PA5102
gene-PA0960	17	24	28	31	host	gene-PA0960
gene-PA5481	10	26	35	22	host	gene-PA5481
gene-PA4336	37	61	50	44	host	gene-PA4336
gene-PA1302	32	74	92	61	host	gene-PA1302
gene-PA2864	16	25	36	40	host	gene-PA2864
gene-PA4191	9	28	19	15	host	gene-PA4191
gene-PA1948	56	104	82	64	host	rbsC
gene-PA2908	8	21	17	25	host	cbiD
gene-PA2594	7	36	29	26	host	gene-PA2594
gene-PA4996	262	618	481	417	host	rfaE
gene-F358_gp43	451	723	2236	2472	phage	gene-F358_gp43
gene-PA0306	32	41	40	36	host	gene-PA0306
gene-PA3141	353	885	918	742	host	wbpM
gene-PA2252	162	390	72	97	host	gene-PA2252
gene-PA1437	30	97	87	64	host	gene-PA1437
gene-PA4240	1111	1519	1357	998	host	rpsK
gene-PA0698	0	5	1	2	host	gene-PA0698
gene-PA4007	281	518	491	425	host	proA
gene-PA1146	10	9	15	10	host	gene-PA1146
gene-PA4897	21	85	71	66	host	gene-PA4897
gene-PA3924	8	35	24	17	host	gene-PA3924
gene-PA0331	190	439	395	287	host	ilvA1
gene-PA4283	58	156	148	134	host	recD
gene-PA4725	266	638	520	442	host	cbrA
gene-PA4170	10	39	36	26	host	gene-PA4170
gene-PA3304.1	3	14	10	13	host	gene-PA3304.1
gene-PA0228	5	17	10	12	host	pcaF
gene-PA1268	5	7	8	6	host	gene-PA1268
gene-PA2165	13	15	31	26	host	gene-PA2165
gene-PA0388	64	152	171	163	host	gene-PA0388
gene-PA1501	15	34	68	52	host	gene-PA1501
gene-PA1610	203	394	268	185	host	fabA
gene-PA4388	20	66	42	33	host	gene-PA4388
gene-PA3239	36	136	98	87	host	gene-PA3239
gene-PA3405	1	5	2	1	host	hasE
gene-PA2352	22	43	66	61	host	gene-PA2352
gene-PA1308	37	101	90	57	host	gene-PA1308
gene-PA3084	37	113	94	70	host	gene-PA3084
gene-PA5528	109	234	233	169	host	gene-PA5528
gene-PA3852	22	44	55	34	host	gene-PA3852
gene-PA4217	9	12	13	11	host	phzS
gene-PA1773	156	400	401	274	host	cmaX
gene-PA4324	59	140	153	150	host	gene-PA4324
gene-PA2370	1	1	2	2	host	gene-PA2370
gene-PA2645	91	186	173	140	host	nuoJ
gene-PA1365	33	76	77	56	host	gene-PA1365
gene-PA2073	17	37	16	18	host	gene-PA2073
gene-PA2793	97	187	219	174	host	gene-PA2793
gene-PA4667	212	650	442	383	host	gene-PA4667
gene-PA1160	67	223	175	115	host	gene-PA1160
gene-PA2138	2	6	13	9	host	gene-PA2138
gene-F358_gp55	1674	3445	1774	1713	phage	gene-F358_gp55
gene-PA0297	272	852	698	518	host	spuA
gene-PA1155	1381	2173	2332	2474	host	nrdB
gene-PA5456	65	166	93	86	host	gene-PA5456
gene-PA5123	10	24	24	22	host	gene-PA5123
gene-PA1700	13	27	39	29	host	gene-PA1700
gene-PA4395	116	269	204	160	host	gene-PA4395
gene-PA1584	779	1727	1577	1293	host	sdhB
gene-PA4244	724	1189	1002	986	host	rplO
gene-PA3345	51	78	48	46	host	gene-PA3345
gene-PA1035	62	161	150	139	host	gene-PA1035
gene-PA3849	82	201	150	139	host	gene-PA3849
gene-PA2978	99	171	102	87	host	ptpA
gene-PA4269	2369	4567	4486	3709	host	rpoC
gene-F358_gp42	345	715	2126	1944	phage	gene-F358_gp42
gene-PA3079	64	139	83	61	host	gene-PA3079
gene-PA1469	11	28	22	17	host	gene-PA1469
gene-PA1314	7	21	9	15	host	gene-PA1314
gene-PA3317	21	55	51	35	host	gene-PA3317
gene-PA0016	129	301	293	197	host	trkA
