Geneid	8_R1	8_R2	24_R1	24_R2	Entity	Symbol
gene-PA0840	21	18	28	26	host	gene-PA0840
narH	56	25	48	99	host	narH
gene-PA4351	17	19	66	71	host	gene-PA4351
phoB	100	76	120	180	host	phoB
aprE	16	8	21	14	host	aprE
gene-PA2169	4	1	6	9	host	gene-PA2169
gene-PA5273	110	60	122	143	host	gene-PA5273
gene-PA3853	55	20	62	95	host	gene-PA3853
gene-JG005_00130	1741	1616	3383	4038	phage	gene-JG005_00130
gene-PA2883	26	14	27	55	host	gene-PA2883
gene-PA5293	36	20	32	44	host	gene-PA5293
mexH	14	8	31	26	host	mexH
pssA	221	129	227	294	host	pssA
gene-PA2724	4	5	4	10	host	gene-PA2724
gene-PA3936	4	7	9	10	host	gene-PA3936
gene-PA0317	405	273	383	581	host	gene-PA0317
pgpA	318	164	178	220	host	pgpA
gene-PA3579	170	116	246	284	host	gene-PA3579
rpmI	412	333	468	531	host	rpmI
gene-PA2368	3	0	3	3	host	gene-PA2368
gene-PA3709	20	17	22	43	host	gene-PA3709
gene-PA2592	74	62	82	116	host	gene-PA2592
gene-PA4035	147	82	166	170	host	gene-PA4035
gene-PA4674	109	104	181	219	host	gene-PA4674
gene-JG005_00015	1534	1528	2201	2861	phage	gene-JG005_00015
rpsL	1729	1554	2227	3088	host	rpsL
cls	50	24	74	82	host	cls
ppiA	84	60	88	100	host	ppiA
gene-PA1915	51	41	73	108	host	gene-PA1915
secB	211	175	210	281	host	secB
gene-PA2215	8	10	23	20	host	gene-PA2215
pnp	1329	1065	1315	1541	host	pnp
gene-PA1660	98	64	125	168	host	gene-PA1660
sdhB	1614	1007	1302	1682	host	sdhB
gene-PA5282	10	4	12	20	host	gene-PA5282
gene-PA4593	31	21	52	44	host	gene-PA4593
lppL	194	196	246	428	host	lppL
proS	1156	823	1210	1661	host	proS
gene-PA4359	3	7	16	15	host	gene-PA4359
gene-PA0983	14	11	18	22	host	gene-PA0983
gene-JG024_gp82	1196	1150	3289	4385	phage	gene-JG024_gp82
gene-PA4958	151	104	126	224	host	gene-PA4958
amiB	638	440	780	1039	host	amiB
gene-PA5031	11	8	18	26	host	gene-PA5031
gene-PA2929	7	2	2	19	host	gene-PA2929
gene-PA0080	39	51	111	172	host	gene-PA0080
gene-PA4287	8	11	21	35	host	gene-PA4287
gene-PA4962	86	50	76	99	host	gene-PA4962
gene-PA0661	101	79	129	170	host	gene-PA0661
tonB1	33	28	52	80	host	tonB1
gene-JG005_00118	226	166	1303	1384	phage	gene-JG005_00118
gene-PA1749	204	148	265	378	host	gene-PA1749
gene-PA1616	43	33	37	69	host	gene-PA1616
gene-PA1200	99	61	146	185	host	gene-PA1200
gene-PA1346	7	12	16	11	host	gene-PA1346
gene-PA3261	57	45	114	142	host	gene-PA3261
gene-PA3572	83	91	139	208	host	gene-PA3572
gene-PA0006	168	98	182	215	host	gene-PA0006
gene-PA2527	267	176	322	428	host	gene-PA2527
gene-PA0267	74	44	108	165	host	gene-PA0267
gene-PA4632	124	87	171	221	host	gene-PA4632
gene-PA0614	34	12	28	36	host	gene-PA0614
gene-JG024_gp12	3599	3249	13225	20300	phage	gene-JG024_gp12
gene-PA0028	8	7	8	21	host	gene-PA0028
gene-JG005_00091	5764	4426	7579	8633	phage	gene-JG005_00091
gene-PA4574	145	90	154	199	host	gene-PA4574
cobU	61	54	46	68	host	cobU
gene-PA3837	97	81	77	120	host	gene-PA3837
gene-PA4564	144	97	237	285	host	gene-PA4564
dnaG	874	513	767	1033	host	dnaG
gene-PA5472	129	87	206	245	host	gene-PA5472
gene-PA4910	14	11	16	12	host	gene-PA4910
gene-PA1313	13	9	15	26	host	gene-PA1313
gene-PA2993	191	129	202	287	host	gene-PA2993
gene-PA4718	102	63	147	192	host	gene-PA4718
gene-PA4849	102	79	169	207	host	gene-PA4849
cysE	444	308	275	432	host	cysE
gene-PA0034	46	33	57	85	host	gene-PA0034
gene-PA0022	73	59	116	162	host	gene-PA0022
gene-JG005_00179	3170	3079	5795	8634	phage	gene-JG005_00179
gene-PA4912	35	12	27	46	host	gene-PA4912
proC	69	48	83	112	host	proC
lpxD	546	345	479	683	host	lpxD
gene-PA1053	251	196	387	476	host	gene-PA1053
gene-PA0656	30	40	60	80	host	gene-PA0656
gene-PA4015	19	14	18	23	host	gene-PA4015
gene-PA3788	18	16	44	70	host	gene-PA3788
pdxB	115	63	89	125	host	pdxB
gene-PA0060	70	64	124	126	host	gene-PA0060
gene-PA3288	30	17	49	57	host	gene-PA3288
gene-PA5108	57	43	108	131	host	gene-PA5108
gene-PA0179	26	18	31	49	host	gene-PA0179
gene-PA2405	9	8	9	13	host	gene-PA2405
gene-PA4192	13	10	6	11	host	gene-PA4192
gene-PA0788	59	45	100	116	host	gene-PA0788
gene-PA5166	103	70	82	120	host	gene-PA5166
gene-PA2577	32	36	67	85	host	gene-PA2577
pabC	248	217	277	289	host	pabC
gene-JG005_00131	2135	1533	4719	5447	phage	gene-JG005_00131
gene-PA2789	32	24	44	68	host	gene-PA2789
fdhA	14	10	25	31	host	fdhA
xdhB	83	27	68	91	host	xdhB
gene-PA1352	9	6	7	12	host	gene-PA1352
gene-PA0659	163	131	196	223	host	gene-PA0659
gene-PA0397	46	43	74	66	host	gene-PA0397
gene-PA4870	100	44	74	80	host	gene-PA4870
gene-PA3559	64	52	53	81	host	gene-PA3559
gene-PA0394	112	74	134	200	host	gene-PA0394
gene-PA3402	49	29	41	73	host	gene-PA3402
obg	879	665	1276	1875	host	obg
gene-PA5383	11	5	12	13	host	gene-PA5383
gene-PA2358	120	59	92	105	host	gene-PA2358
gene-PA4980	22	13	25	43	host	gene-PA4980
gene-PA3040	23	18	27	30	host	gene-PA3040
gene-PA1023	17	11	12	32	host	gene-PA1023
gene-PA1490	25	11	23	59	host	gene-PA1490
gene-PA0878	6	10	7	8	host	gene-PA0878
gene-PA2989	61	46	65	92	host	gene-PA2989
fabD	263	190	355	344	host	fabD
fpvB	65	45	81	121	host	fpvB
gene-PA1857	99	74	173	195	host	gene-PA1857
gene-PA3455	82	52	95	162	host	gene-PA3455
gene-PA3672	17	14	40	75	host	gene-PA3672
gene-PA0446	192	145	216	253	host	gene-PA0446
apaH	212	118	178	240	host	apaH
gene-PA4349	39	22	50	60	host	gene-PA4349
recR	143	102	130	207	host	recR
gene-PA5405	12	7	4	13	host	gene-PA5405
gene-PA2135	7	11	12	22	host	gene-PA2135
gene-PA5517	60	35	92	153	host	gene-PA5517
gene-PA1914	33	20	50	47	host	gene-PA1914
gene-PA4737	8	5	9	10	host	gene-PA4737
roxR	178	159	258	388	host	roxR
gene-PA4353	31	22	35	54	host	gene-PA4353
gene-PA0270	4	7	12	20	host	gene-PA0270
gene-PA4669.1	145	121	462	593	host	gene-PA4669.1
rpoZ	412	313	339	578	host	rpoZ
grpE	228	167	258	393	host	grpE
gene-PA3990	7	5	11	22	host	gene-PA3990
algQ	620	509	835	1168	host	algQ
gene-PA1009	454	317	674	848	host	gene-PA1009
tatB	163	129	204	255	host	tatB
gene-JG005_00063	16138	23541	117516	125567	phage	gene-JG005_00063
gene-PA0184	10	5	7	5	host	gene-PA0184
gene-PA1379	15	13	20	29	host	gene-PA1379
folM	117	82	141	130	host	folM
hpaA	28	22	31	46	host	hpaA
citA	96	73	125	213	host	citA
gene-PA4341	4	4	12	9	host	gene-PA4341
gene-PA1624	48	43	48	60	host	gene-PA1624
gene-PA1607	50	39	84	127	host	gene-PA1607
znuB	121	87	162	160	host	znuB
gene-PA2139	1	0	0	0	host	gene-PA2139
gene-PA2939	13	8	19	19	host	gene-PA2939
gene-PA0204	15	10	32	35	host	gene-PA0204
gene-PA1745	25	11	13	25	host	gene-PA1745
gene-PA4162	15	14	32	37	host	gene-PA4162
algR	324	207	529	867	host	algR
gene-PA4154	12	6	19	24	host	gene-PA4154
gene-PA4344	22	21	45	62	host	gene-PA4344
gene-PA2068	9	4	21	9	host	gene-PA2068
gene-PA4595	657	446	667	928	host	gene-PA4595
gene-PA1412	16	3	7	16	host	gene-PA1412
gene-PA2715	18	14	12	24	host	gene-PA2715
gene-PA3748	87	99	138	178	host	gene-PA3748
gene-PA1472	22	19	20	45	host	gene-PA1472
gene-PA4543	192	123	205	234	host	gene-PA4543
pchR	11	4	17	10	host	pchR
gene-JG005_00042	2177	1651	6380	6778	phage	gene-JG005_00042
gene-PA3310	78	66	184	213	host	gene-PA3310
folD	283	183	243	338	host	folD
gene-PA4716	68	66	114	162	host	gene-PA4716
rcpC	13	11	26	42	host	rcpC
gene-PA1991	98	64	80	101	host	gene-PA1991
gene-PA3782	22	33	41	75	host	gene-PA3782
gene-PA0329	81	74	127	138	host	gene-PA0329
gene-PA3079	140	96	91	125	host	gene-PA3079
gene-JG005_00006	2047	1969	3827	4750	phage	gene-JG005_00006
dhcB	11	6	23	17	host	dhcB
wbpH	257	224	338	600	host	wbpH
rubA1	200	171	272	356	host	rubA1
gene-PA4152	6	5	15	18	host	gene-PA4152
gene-JG024_gp78	87	75	1146	1784	phage	gene-JG024_gp78
gene-PA4937.2	4144	4566	3781	3996	host	gene-PA4937.2
grx	376	185	278	402	host	grx
gene-PA0175	11	4	6	8	host	gene-PA0175
speA	194	132	260	365	host	speA
gene-PA0145	13	17	27	36	host	gene-PA0145
gene-PA4368	39	51	88	134	host	gene-PA4368
pvcC	9	2	18	17	host	pvcC
gene-JG024_gp69	1921	1485	3600	5429	phage	gene-JG024_gp69
gene-PA2319	28	20	31	44	host	gene-PA2319
gene-PA5537	16	11	24	27	host	gene-PA5537
gene-PA3231	7	4	4	10	host	gene-PA3231
gene-JG005_00170	4936	5923	6371	7692	phage	gene-JG005_00170
pheT	768	574	879	1264	host	pheT
gene-PA4388	41	31	45	53	host	gene-PA4388
gene-PA3905	150	111	122	193	host	gene-PA3905
alg8	12	16	35	34	host	alg8
gene-PA0733	41	40	50	72	host	gene-PA0733
gene-PA1063	54	35	50	66	host	gene-PA1063
fabF1	315	248	420	485	host	fabF1
gene-PA0284	14	11	54	54	host	gene-PA0284
gene-PA3052	74	59	102	125	host	gene-PA3052
gene-PA3728	1670	1040	2574	4149	host	gene-PA3728
nuoH	314	240	338	488	host	nuoH
gene-PA1014	221	182	274	383	host	gene-PA1014
gene-PA0314	85	55	105	117	host	gene-PA0314
aceA	86	78	83	112	host	aceA
gene-PA2149	0	1	0	2	host	gene-PA2149
gene-PA5407	29	23	35	69	host	gene-PA5407
gene-PA4878	34	17	48	63	host	gene-PA4878
algG	31	48	90	102	host	algG
clpB	466	328	587	947	host	clpB
bphO	92	59	60	96	host	bphO
purF	509	276	460	649	host	purF
rplP	710	708	776	983	host	rplP
gene-PA2728	132	64	127	191	host	gene-PA2728
argJ	240	130	200	245	host	argJ
gene-PA2914	35	19	45	42	host	gene-PA2914
gene-PA5477	75	45	103	122	host	gene-PA5477
gene-PA4451	456	290	353	457	host	gene-PA4451
kynB	107	67	123	152	host	kynB
arsC	16	20	15	21	host	arsC
gene-PA2503	129	62	85	132	host	gene-PA2503
gene-PA4949	344	189	315	451	host	gene-PA4949
gene-PA0559	68	41	132	183	host	gene-PA0559
gene-PA0921	184	151	243	342	host	gene-PA0921
gene-PA0827	44	24	49	56	host	gene-PA0827
masA	139	78	103	133	host	masA
gene-JG005_00009	2756	2779	3836	4481	phage	gene-JG005_00009
gene-PA1358	67	56	62	66	host	gene-PA1358
gene-PA4371	104	83	152	192	host	gene-PA4371
gene-PA4758.1	103	72	148	220	host	gene-PA4758.1
bolA	106	70	94	128	host	bolA
gene-PA4459	662	420	762	908	host	gene-PA4459
gene-PA3175	20	10	17	24	host	gene-PA3175
sdaB	12	14	17	35	host	sdaB
gene-PA0339	49	35	77	90	host	gene-PA0339
gene-PA0952	39	36	60	81	host	gene-PA0952
gene-PA0257	123	60	148	170	host	gene-PA0257
braE	304	158	106	141	host	braE
gene-PA2267	35	24	37	35	host	gene-PA2267
gene-PA4383	42	32	69	110	host	gene-PA4383
gene-PA2299	16	11	36	30	host	gene-PA2299
gene-PA2189	7	14	15	17	host	gene-PA2189
sdhA	2137	1443	1758	2393	host	sdhA
gene-PA0668.3	824	1200	1166	1220	host	gene-PA0668.3
gene-PA2072	34	29	57	62	host	gene-PA2072
gene-PA4071	6	7	5	7	host	gene-PA4071
gene-PA0842	26	14	20	32	host	gene-PA0842
gene-PA4478	103	59	104	159	host	gene-PA4478
gene-PA3215	66	31	64	95	host	gene-PA3215
qteE	18	14	28	36	host	qteE
dgt	80	58	91	104	host	dgt
gene-PA2698	9	2	18	19	host	gene-PA2698
gene-PA5114	626	441	915	1226	host	gene-PA5114
ccoN1	1027	754	1032	1204	host	ccoN1
gene-PA4179	54	50	26	41	host	gene-PA4179
gene-PA4202	26	13	36	43	host	gene-PA4202
gene-PA4841	62	42	59	88	host	gene-PA4841
gene-PA2372	91	52	152	222	host	gene-PA2372
gene-PA1559	155	108	138	163	host	gene-PA1559
gene-PA0273	7	5	5	7	host	gene-PA0273
gene-PA1759	404	321	417	545	host	gene-PA1759
cupB3	23	12	20	25	host	cupB3
phzF1	7	4	2	8	host	phzF1
comL	939	557	705	1103	host	comL
gene-PA2079	41	15	34	46	host	gene-PA2079
flgE	264	204	196	279	host	flgE
gene-PA4313	151	94	121	219	host	gene-PA4313
gene-PA4181	43	15	43	59	host	gene-PA4181
gene-PA3944	70	38	74	121	host	gene-PA3944
gene-PA2791	17	11	38	46	host	gene-PA2791
gene-PA2100	38	39	28	59	host	gene-PA2100
radA	103	64	109	153	host	radA
plcN	12	13	17	22	host	plcN
gene-PA1808	148	83	174	240	host	gene-PA1808
gene-PA2557	23	15	28	64	host	gene-PA2557
gene-PA2313	9	18	16	38	host	gene-PA2313
gene-PA3067	8	4	9	10	host	gene-PA3067
gene-PA2771	90	45	90	112	host	gene-PA2771
gene-PA3066	17	12	16	22	host	gene-PA3066
gene-PA5400	4	6	8	2	host	gene-PA5400
gene-PA2735	682	486	863	1065	host	gene-PA2735
gene-PA2376	18	9	22	27	host	gene-PA2376
gene-PA2583	418	276	503	737	host	gene-PA2583
exsA	289	203	172	256	host	exsA
gene-PA3783	25	29	38	47	host	gene-PA3783
gene-PA3871	8	4	6	16	host	gene-PA3871
gene-PA3712	15	14	19	26	host	gene-PA3712
poxA	45	33	57	69	host	poxA
surA	955	647	930	1398	host	surA
gene-PA3229	9	6	23	18	host	gene-PA3229
gene-PA4961	630	417	759	895	host	gene-PA4961
gene-PA2019	58	45	42	69	host	gene-PA2019
slyD	256	184	256	349	host	slyD
gene-PA1615	42	50	66	78	host	gene-PA1615
metY	27	30	56	73	host	metY
gene-PA3303	34	16	36	45	host	gene-PA3303
gene-PA3302	28	21	26	51	host	gene-PA3302
gene-PA3276	60	63	106	110	host	gene-PA3276
gene-JG024_gp73	455	542	1019	1358	phage	gene-JG024_gp73
gene-JG024_gp74	2025	1996	2610	4090	phage	gene-JG024_gp74
gene-PA5156	71	60	102	120	host	gene-PA5156
gene-PA4500	3499	2295	2656	3251	host	gene-PA4500
coaC	434	238	298	411	host	coaC
micA	166	94	133	151	host	micA
gene-PA0572	53	44	98	103	host	gene-PA0572
gene-PA3320	3	6	6	6	host	gene-PA3320
dnaA	1254	919	1500	2013	host	dnaA
gene-PA4026	49	48	58	94	host	gene-PA4026
trxB1	265	182	396	479	host	trxB1
gene-PA2533	78	48	111	176	host	gene-PA2533
gene-PA4487	78	57	126	158	host	gene-PA4487
gene-PA1106	87	50	83	120	host	gene-PA1106
gene-PA1879	24	20	21	41	host	gene-PA1879
gene-PA2909	12	14	18	28	host	gene-PA2909
gene-PA4579	206	169	259	374	host	gene-PA4579
secA	2871	1774	2088	3085	host	secA
gene-PA4753	325	271	325	399	host	gene-PA4753
gene-PA4800	60	30	50	62	host	gene-PA4800
gene-PA3883	16	12	23	27	host	gene-PA3883
gene-PA2546	22	13	24	36	host	gene-PA2546
gene-PA4405	385	213	482	533	host	gene-PA4405
znuC	147	104	193	211	host	znuC
gene-PA3048	208	128	154	194	host	gene-PA3048
gene-PA0670	44	34	39	42	host	gene-PA0670
gene-PA1398	30	21	24	53	host	gene-PA1398
gene-JG005_00115	4548	3768	3191	4052	phage	gene-JG005_00115
gene-JG005_00125	723	644	1221	1624	phage	gene-JG005_00125
arcC	166	141	159	218	host	arcC
gene-PA1113	61	30	70	86	host	gene-PA1113
gene-PA1613	286	210	365	462	host	gene-PA1613
gene-PA2091	6	1	6	9	host	gene-PA2091
capB	147	138	99	117	host	capB
fliN	144	119	212	272	host	fliN
gene-PA1103	229	154	248	326	host	gene-PA1103
gene-PA2848	7	9	9	10	host	gene-PA2848
gene-PA4793	76	60	101	160	host	gene-PA4793
gene-PA3057	1	3	10	8	host	gene-PA3057
gene-PA4806	31	28	41	58	host	gene-PA4806
gene-PA0816	159	126	205	309	host	gene-PA0816
gene-PA1110	82	64	57	79	host	gene-PA1110
gene-PA3848	52	52	50	92	host	gene-PA3848
rpoA	3206	2242	1971	2889	host	rpoA
prpC	60	49	69	97	host	prpC
gene-PA0760	254	175	258	340	host	gene-PA0760
gene-PA4520	278	181	346	487	host	gene-PA4520
gene-PA1136	19	16	21	31	host	gene-PA1136
gene-PA1208	50	33	51	89	host	gene-PA1208
hisB	302	185	321	588	host	hisB
gene-PA4153	11	19	38	49	host	gene-PA4153
gene-PA2766	16	8	23	33	host	gene-PA2766
codB	66	72	103	124	host	codB
gene-PA5468	422	301	281	307	host	gene-PA5468
gene-PA5202	360	220	497	532	host	gene-PA5202
gene-JG024_gp43	332	349	2054	2624	phage	gene-JG024_gp43
pmpR	770	540	972	1072	host	pmpR
hutH	11	7	12	21	host	hutH
gene-PA4429	1076	835	1195	1600	host	gene-PA4429
pilE	40	38	53	67	host	pilE
gene-PA3258	82	42	111	115	host	gene-PA3258
gene-PA4577	66	64	109	205	host	gene-PA4577
gene-JG024_gp30	601	649	8318	10460	phage	gene-JG024_gp30
gene-PA2280	55	50	47	91	host	gene-PA2280
gene-PA4786	36	25	26	43	host	gene-PA4786
copR	23	15	23	35	host	copR
gene-PA4030	101	65	110	139	host	gene-PA4030
gene-PA5088	72	52	111	162	host	gene-PA5088
gene-PA0575	82	31	111	126	host	gene-PA0575
gene-PA0721	0	0	1	0	host	gene-PA0721
gene-PA0791	36	22	29	51	host	gene-PA0791
gene-PA1219	8	9	16	28	host	gene-PA1219
gene-PA5083	5	6	17	14	host	gene-PA5083
gene-PA3717	40	32	74	68	host	gene-PA3717
gene-PA4033	4	1	3	19	host	gene-PA4033
creC	153	67	158	233	host	creC
fliM	239	158	221	288	host	fliM
thiL	398	296	376	507	host	thiL
mreC	354	247	474	572	host	mreC
gltP	523	372	638	792	host	gltP
algW	124	99	159	230	host	algW
gene-PA3869	24	13	25	45	host	gene-PA3869
gene-PA3267	177	116	156	247	host	gene-PA3267
gene-PA3089	40	35	88	82	host	gene-PA3089
gene-PA4143	38	21	23	36	host	gene-PA4143
lysA	565	372	452	646	host	lysA
gene-PA4497	161	130	151	209	host	gene-PA4497
gene-PA4457	873	536	863	1152	host	gene-PA4457
gene-PA2409	14	22	35	25	host	gene-PA2409
gene-PA2916	4	0	4	4	host	gene-PA2916
gene-PA4943	970	636	895	1426	host	gene-PA4943
pheS	306	215	257	350	host	pheS
gene-PA1485	20	5	15	30	host	gene-PA1485
gene-PA2002	26	17	25	23	host	gene-PA2002
gene-PA5017	360	225	324	456	host	gene-PA5017
gene-PA4581.1	17	12	21	52	host	gene-PA4581.1
gene-PA2573	51	38	78	100	host	gene-PA2573
rpe	252	132	169	218	host	rpe
gene-PA2452	4	0	5	4	host	gene-PA2452
pcaB	28	18	22	47	host	pcaB
gene-PA2456	113	81	148	255	host	gene-PA2456
gene-PA0263.1	1589	6229	1292	672	host	gene-PA0263.1
pilF	568	392	639	909	host	pilF
gene-PA1252	13	10	17	29	host	gene-PA1252
gene-PA4653	37	45	54	75	host	gene-PA4653
gene-PA3094.2	395	278	329	360	host	gene-PA3094.2
fhp	37	58	123	155	host	fhp
gene-PA0066	51	32	66	134	host	gene-PA0066
modC	71	83	98	128	host	modC
gene-PA5082	40	18	45	39	host	gene-PA5082
lytB	203	116	141	205	host	lytB
desT	128	80	213	240	host	desT
gene-PA3410	19	8	28	31	host	gene-PA3410
fgtA	725	460	545	669	host	fgtA
gene-PA3682	9	8	15	30	host	gene-PA3682
gene-PA1301	24	13	20	35	host	gene-PA1301
gene-PA0258	36	30	55	99	host	gene-PA0258
gene-PA2982	74	45	73	99	host	gene-PA2982
rpmJ	208	217	350	456	host	rpmJ
glnK	135	128	139	199	host	glnK
cafA	770	368	548	743	host	cafA
lasI	209	208	243	312	host	lasI
gene-PA1993	72	49	70	64	host	gene-PA1993
gene-JG005_00032	1842	1712	7036	7653	phage	gene-JG005_00032
fabB	1533	931	1198	1555	host	fabB
gene-PA0564	28	16	36	48	host	gene-PA0564
mltB1	168	114	237	254	host	mltB1
gene-PA4929	51	28	49	78	host	gene-PA4929
pyrF	50	27	58	58	host	pyrF
gene-PA1187	23	22	31	53	host	gene-PA1187
gene-PA1892	9	11	33	45	host	gene-PA1892
gene-PA0445	28	23	18	39	host	gene-PA0445
trmU	477	346	431	660	host	trmU
gene-PA1743	5	5	5	6	host	gene-PA1743
gene-PA3248	66	50	79	95	host	gene-PA3248
nuh	63	46	90	142	host	nuh
gene-PA3962	19	17	56	68	host	gene-PA3962
gene-PA1565	80	60	99	84	host	gene-PA1565
gene-PA2732	722	461	855	1148	host	gene-PA2732
gene-PA5148	85	71	76	94	host	gene-PA5148
gene-PA0940	4	6	5	11	host	gene-PA0940
gene-PA2070	17	21	29	47	host	gene-PA2070
tadA	15	6	14	22	host	tadA
nuoD	1252	822	1026	1375	host	nuoD
betT1	175	85	227	230	host	betT1
gene-PA1222	144	115	182	231	host	gene-PA1222
gene-PA3896	70	33	71	73	host	gene-PA3896
gene-PA3427	28	15	27	53	host	gene-PA3427
gene-PA3690	86	83	202	248	host	gene-PA3690
gene-PA0479	25	28	50	60	host	gene-PA0479
gene-PA0877	56	45	93	133	host	gene-PA0877
pqsB	234	170	93	126	host	pqsB
purN	260	215	362	442	host	purN
gene-PA4860	6	12	10	24	host	gene-PA4860
gene-PA4805	21	11	12	27	host	gene-PA4805
gene-PA4571	312	212	682	820	host	gene-PA4571
gene-PA2678	19	14	32	38	host	gene-PA2678
gene-PA3760	64	36	38	51	host	gene-PA3760
gene-PA1013.1	7173	5322	4368	5325	host	gene-PA1013.1
mdlC	11	4	17	15	host	mdlC
gene-PA3634	93	82	86	156	host	gene-PA3634
amn	109	71	98	165	host	amn
clpP	631	432	634	825	host	clpP
gene-JG005_00037	467	319	3665	4204	phage	gene-JG005_00037
gene-PA3347	35	27	42	58	host	gene-PA3347
phnX	18	14	12	17	host	phnX
pcrD	220	143	129	144	host	pcrD
ureG	10	6	5	15	host	ureG
pilN	282	183	215	318	host	pilN
gene-PA2334	5	3	24	31	host	gene-PA2334
secE	2787	1653	2863	3454	host	secE
glmR	84	52	94	107	host	glmR
gene-PA1037	144	78	140	191	host	gene-PA1037
algZ	186	121	279	493	host	algZ
gene-PA0020	172	121	202	322	host	gene-PA0020
pilV	28	18	33	47	host	pilV
gene-PA1494	51	22	33	72	host	gene-PA1494
gene-JG024_gp32	110	125	1490	1949	phage	gene-JG024_gp32
gene-PA0749	63	48	112	135	host	gene-PA0749
gene-PA4780	203	122	206	254	host	gene-PA4780
gene-PA2033	13	5	5	12	host	gene-PA2033
gene-PA3799	385	248	342	453	host	gene-PA3799
gene-PA2133	6	5	5	12	host	gene-PA2133
bkdB	120	55	84	92	host	bkdB
gene-PA2604	177	149	299	357	host	gene-PA2604
lspA	432	266	311	379	host	lspA
gene-PA0225	12	17	21	37	host	gene-PA0225
gene-PA0608	222	192	240	350	host	gene-PA0608
gene-PA2126	49	28	61	95	host	gene-PA2126
gene-PA0033	9	9	5	34	host	gene-PA0033
gene-PA3292	45	27	75	98	host	gene-PA3292
kdpE	28	25	42	50	host	kdpE
gene-PA3661	21	6	122	149	host	gene-PA3661
oprF	2990	3101	3771	4453	host	oprF
gene-PA0942	82	50	86	125	host	gene-PA0942
wspC	158	96	205	258	host	wspC
gene-PA3683	82	78	87	127	host	gene-PA3683
gene-PA3641	434	309	674	763	host	gene-PA3641
gene-PA4164	25	16	23	39	host	gene-PA4164
gene-PA3191	85	53	74	69	host	gene-PA3191
gene-PA2166	12	8	21	15	host	gene-PA2166
gene-PA3612	111	67	111	164	host	gene-PA3612
gene-PA4914	15	5	32	36	host	gene-PA4914
gene-PA3789	64	46	54	73	host	gene-PA3789
gene-PA0522	5	1	6	7	host	gene-PA0522
gene-PA3920	69	30	33	46	host	gene-PA3920
gene-PA4460	724	432	681	875	host	gene-PA4460
gene-PA2550	24	30	46	40	host	gene-PA2550
gene-PA2110	22	9	23	23	host	gene-PA2110
folA	25	27	54	71	host	folA
gene-PA3496	38	33	82	72	host	gene-PA3496
desB	273	127	196	251	host	desB
gene-PA2539	183	110	249	247	host	gene-PA2539
gene-PA3619	11	11	46	46	host	gene-PA3619
katB	50	41	87	100	host	katB
gene-PA3353	201	147	194	345	host	gene-PA3353
hutU	32	18	33	52	host	hutU
gene-PA1236	13	8	19	17	host	gene-PA1236
gene-PA3140	25	19	42	68	host	gene-PA3140
pvdR	41	22	36	41	host	pvdR
faoA	344	241	378	382	host	faoA
gene-PA3772	3	3	5	13	host	gene-PA3772
gene-PA1425	222	152	594	561	host	gene-PA1425
gene-PA1256	16	9	14	15	host	gene-PA1256
eddB	14	11	23	27	host	eddB
gene-PA3886	52	46	84	86	host	gene-PA3886
amgR	167	132	238	327	host	amgR
pykF	16	10	20	24	host	pykF
gene-PA0600	154	92	172	238	host	gene-PA0600
gene-PA0116	92	67	144	174	host	gene-PA0116
exbB1	14	15	26	28	host	exbB1
gene-PA0567	28	19	36	74	host	gene-PA0567
lpd3	24	26	65	62	host	lpd3
gene-PA1885	21	10	28	38	host	gene-PA1885
gene-PA0515	56	42	39	43	host	gene-PA0515
gene-PA4107	1	2	2	3	host	gene-PA4107
gene-PA1128	57	49	96	99	host	gene-PA1128
hisP	22	12	12	30	host	hisP
gene-PA2828	177	111	138	202	host	gene-PA2828
fliQ	55	26	56	71	host	fliQ
gene-PA1964	469	256	375	496	host	gene-PA1964
gene-JG024_gp57	1109	1323	1351	1821	phage	gene-JG024_gp57
ndvB	75	45	112	131	host	ndvB
gene-PA3423	27	18	28	33	host	gene-PA3423
gene-PA3856	37	24	28	67	host	gene-PA3856
gene-PA1742	283	307	513	677	host	gene-PA1742
braD	388	207	157	193	host	braD
gene-PA1462	227	149	203	286	host	gene-PA1462
phoA	13	14	17	15	host	phoA
gene-PA3761	71	56	38	77	host	gene-PA3761
gene-PA5340	245	164	186	284	host	gene-PA5340
pslJ	226	151	249	364	host	pslJ
gene-PA1654	242	151	354	450	host	gene-PA1654
gene-PA4491	371	249	396	618	host	gene-PA4491
phhA	356	312	626	801	host	phhA
gene-PA1088	175	126	125	195	host	gene-PA1088
gene-PA4435	32	29	93	98	host	gene-PA4435
algA	8	7	8	20	host	algA
gene-PA3212	34	38	36	57	host	gene-PA3212
gene-PA3691	17	15	9	24	host	gene-PA3691
gene-PA1814	143	112	190	325	host	gene-PA1814
gene-PA2980	80	62	77	98	host	gene-PA2980
gene-PA4711	18	24	28	54	host	gene-PA4711
gene-PA3922	26	14	32	31	host	gene-PA3922
gene-PA4094	23	29	28	33	host	gene-PA4094
gene-PA1620	5	11	9	15	host	gene-PA1620
np20	166	90	191	198	host	np20
gene-PA4503	1339	1026	669	711	host	gene-PA4503
pscL	65	61	34	52	host	pscL
gene-PA3196	81	42	48	74	host	gene-PA3196
gene-PA1442	144	95	158	228	host	gene-PA1442
argA	141	106	156	126	host	argA
