# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR17196372_sorted.bam" "SRR17196375_sorted.bam" "SRR17196376_sorted.bam" "SRR17196373_sorted.bam" "SRR17196381_sorted.bam" "SRR17196368_sorted.bam" "SRR17196384_sorted.bam" "SRR17196370_sorted.bam" "SRR17196379_sorted.bam" "SRR17196369_sorted.bam" "SRR17196371_sorted.bam" "SRR17196367_sorted.bam" "SRR17196382_sorted.bam" "SRR17196365_sorted.bam" "SRR17196374_sorted.bam" "SRR17196378_sorted.bam" "SRR17196385_sorted.bam" "SRR17196380_sorted.bam" "SRR17196377_sorted.bam" "SRR17196383_sorted.bam" "SRR17196366_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR17196372_sorted.bam	SRR17196375_sorted.bam	SRR17196376_sorted.bam	SRR17196373_sorted.bam	SRR17196381_sorted.bam	SRR17196368_sorted.bam	SRR17196384_sorted.bam	SRR17196370_sorted.bam	SRR17196379_sorted.bam	SRR17196369_sorted.bam	SRR17196371_sorted.bam	SRR17196367_sorted.bam	SRR17196382_sorted.bam	SRR17196365_sorted.bam	SRR17196374_sorted.bam	SRR17196378_sorted.bam	SRR17196385_sorted.bam	SRR17196380_sorted.bam	SRR17196377_sorted.bam	SRR17196383_sorted.bam	SRR17196366_sorted.bam
gene-SAURSH1000_RS00800	NZ_CP059180.1	189115	189741	-	627	120	170	75	95	41	188	36	90	39	103	194	100	34	109	235	119	13	46	111	54	123
gene-SAURSH1000_RS00805	NZ_CP059180.1	189950	190528	+	579	32	27	15	38	5	43	15	28	6	38	43	31	3	35	19	24	3	6	13	6	34
gene-SAURSH1000_RS00810	NZ_CP059180.1	190911	192008	+	1098	6	6	49	49	23	82	22	144	47	9	97	275	18	57	134	31	9	16	164	14	9
gene-SAURSH1000_RS00815	NZ_CP059180.1	192021	193292	+	1272	10	11	82	52	36	101	33	233	54	6	114	323	14	122	190	43	19	29	225	19	15
gene-SAURSH1000_RS00820	NZ_CP059180.1	193295	194563	+	1269	9	21	95	117	59	169	52	451	53	16	140	445	33	170	226	93	24	54	292	34	36
gene-SAURSH1000_RS00825	NZ_CP059180.1	194565	195404	+	840	14	21	53	96	49	130	47	322	42	12	80	282	24	129	140	65	9	45	172	21	20
gene-SAURSH1000_RS00830	NZ_CP059180.1	195478	196554	+	1077	23	25	95	276	85	294	133	695	105	34	198	732	58	327	269	145	33	90	275	37	55
gene-SAURSH1000_RS00835	NZ_CP059180.1	196579	197619	+	1041	18	37	78	372	72	231	112	568	64	29	183	591	50	313	197	127	28	111	180	32	58
gene-SAURSH1000_RS00840	NZ_CP059180.1	197674	198642	+	969	40	48	118	438	93	313	131	572	66	64	250	586	51	326	191	111	29	102	191	57	61
gene-SAURSH1000_RS00845	NZ_CP059180.1	199003	199497	-	495	58	176	20	19	42	94	48	23	12	25	100	41	7	46	122	171	7	46	102	62	14
gene-SAURSH1000_RS00850	NZ_CP059180.1	199730	201109	+	1380	8	17	92	51	48	41	179	23	94	11	39	39	67	26	74	38	16	111	138	103	35
gene-SAURSH1000_RS00855	NZ_CP059180.1	201468	202226	-	759	68	97	49	95	58	116	50	60	28	54	129	71	10	73	145	182	8	53	130	33	88
gene-SAURSH1000_RS00860	NZ_CP059180.1	202219	203775	-	1557	67	85	45	83	41	90	45	71	28	79	106	76	9	93	172	152	4	32	109	11	98
gene-SAURSH1000_RS00865	NZ_CP059180.1	203772	204740	-	969	52	56	33	74	25	85	29	48	19	46	101	47	4	56	117	110	5	29	70	18	64
gene-SAURSH1000_RS00870	NZ_CP059180.1	205328	207577	+	2250	1486	836	175	177	20781	407	23643	203	3861	4032	380	284	3602	261	3630	34712	1242	13108	23733	5252	23075
gene-SAURSH1000_RS00875	NZ_CP059180.1	207600	208355	+	756	690	340	48	56	6947	161	7880	75	1107	1979	115	102	1101	97	1155	11325	355	4762	8326	2171	8345
gene-SAURSH1000_RS00880	NZ_CP059180.1	208691	210454	+	1764	263	288	92	228	171	337	133	161	42	240	315	159	22	178	330	607	8	81	360	84	265
gene-SAURSH1000_RS00885	NZ_CP059180.1	210618	210962	-	345	26	26	11	27	5	49	12	14	3	35	27	37	4	32	14	21	6	15	19	12	27
gene-SAURSH1000_RS00890	NZ_CP059180.1	211152	213062	+	1911	71	92	18	28	29	49	30	71	17	39	39	156	13	49	31	79	11	15	36	6	59
gene-SAURSH1000_RS00895	NZ_CP059180.1	213244	213351	-	108	2	6	0	5	2	7	1	3	0	2	5	4	1	3	5	3	1	1	3	0	5
gene-SAURSH1000_RS00900	NZ_CP059180.1	213666	214850	-	1185	17	31	34	36	5	55	20	45	16	18	66	44	9	58	48	37	6	31	29	12	29
gene-SAURSH1000_RS00905	NZ_CP059180.1	214880	217141	-	2262	10	17	14	38	11	46	8	39	21	9	43	58	9	33	31	16	2	9	29	4	20
gene-SAURSH1000_RS00910	NZ_CP059180.1	217327	218538	-	1212	1	2	7	6	0	18	1	10	10	4	14	21	2	23	13	1	1	7	13	4	5
gene-SAURSH1000_RS00915	NZ_CP059180.1	218650	220155	-	1506	17	26	22	34	3	38	10	28	6	23	41	45	7	44	34	10	4	6	15	3	24
gene-SAURSH1000_RS00920	NZ_CP059180.1	220181	221758	-	1578	29	47	29	48	8	54	10	46	11	25	80	54	3	49	52	21	6	8	17	10	42
gene-SAURSH1000_RS00925	NZ_CP059180.1	222199	223341	+	1143	122	210	93	151	76	293	80	158	36	98	269	131	16	153	380	213	11	67	190	67	91
gene-SAURSH1000_RS00930	NZ_CP059180.1	223655	225130	-	1476	77	88	44	110	107	115	90	71	31	143	105	86	25	68	108	253	6	42	114	20	304
gene-SAURSH1000_RS00935	NZ_CP059180.1	225328	225684	-	357	22	15	5	7	22	14	31	15	9	40	15	8	4	9	12	75	2	20	37	6	122
gene-SAURSH1000_RS00940	NZ_CP059180.1	225841	226014	-	174	115	59	26	43	182	72	167	45	31	208	92	28	26	41	109	377	10	121	300	58	548
gene-SAURSH1000_RS00945	NZ_CP059180.1	226040	227185	-	1146	614	400	139	290	1058	422	1052	221	209	1242	398	235	156	275	728	2268	68	655	1483	278	3498
gene-SAURSH1000_RS00950	NZ_CP059180.1	227340	227447	+	108	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	2
gene-SAURSH1000_RS00955	NZ_CP059180.1	227758	228711	+	954	4742	2789	92	88	8777	489	7350	173	2940	10872	461	142	1523	107	6561	21558	553	7049	16041	3501	30198
gene-SAURSH1000_RS13265	NZ_CP059180.1	228879	229004	-	126	2	4	3	2	8	1	6	4	5	8	2	3	1	1	15	43	3	15	13	2	19
gene-SAURSH1000_RS00960	NZ_CP059180.1	229031	230560	-	1530	62	100	56	79	146	140	214	84	47	81	136	117	26	126	161	372	16	129	160	77	197
gene-SAURSH1000_RS00965	NZ_CP059180.1	230922	231857	+	936	117	147	76	146	51	122	61	131	30	128	192	133	20	126	141	153	11	50	82	27	116
gene-SAURSH1000_RS00970	NZ_CP059180.1	231967	232065	+	99	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
gene-SAURSH1000_RS00975	NZ_CP059180.1	232196	234292	+	2097	7	10	4	21	2	15	7	10	4	14	14	12	3	7	10	11	0	4	4	3	8
gene-SAURSH1000_RS00980	NZ_CP059180.1	234277	234744	+	468	5	5	0	1	0	1	1	0	3	0	1	1	0	4	4	1	0	0	1	0	2
gene-SAURSH1000_RS00985	NZ_CP059180.1	234767	235045	+	279	1	1	1	1	1	1	0	0	1	1	6	1	2	1	3	1	0	0	3	1	2
gene-SAURSH1000_RS00990	NZ_CP059180.1	235272	236531	+	1260	8	15	7	2	1	5	3	7	5	5	7	7	2	9	14	12	2	5	5	3	12
gene-SAURSH1000_RS00995	NZ_CP059180.1	236549	237604	+	1056	17	15	7	11	1	19	3	14	3	8	17	12	2	10	21	9	1	2	11	1	15
gene-SAURSH1000_RS01000	NZ_CP059180.1	237606	237752	+	147	6	4	0	1	0	1	1	4	1	3	4	2	1	0	4	4	0	0	2	0	5
gene-SAURSH1000_RS01005	NZ_CP059180.1	237776	238819	+	1044	37	40	18	28	12	45	12	23	19	40	43	25	6	34	44	44	9	11	22	13	37
gene-SAURSH1000_RS01010	NZ_CP059180.1	239347	240063	+	717	122	96	65	71	81	118	66	126	37	174	137	126	24	98	180	164	6	41	184	18	354
gene-SAURSH1000_RS01015	NZ_CP059180.1	240056	241081	+	1026	171	160	91	149	139	166	135	161	91	284	208	170	30	140	319	327	16	76	320	36	540
gene-SAURSH1000_RS01020	NZ_CP059180.1	241103	242797	+	1695	320	285	118	233	198	315	212	262	105	374	415	263	59	257	539	548	41	143	522	102	686
gene-SAURSH1000_RS01025	NZ_CP059180.1	243225	244394	+	1170	569	525	187	430	101	454	91	388	70	585	468	380	38	314	429	312	20	60	210	67	366
gene-SAURSH1000_RS01030	NZ_CP059180.1	244670	245386	+	717	624	612	316	549	163	698	169	513	169	588	822	492	81	395	843	555	39	131	462	84	480
gene-SAURSH1000_RS01035	NZ_CP059180.1	245379	246404	+	1026	1407	1452	601	1134	357	1392	372	1004	313	1156	1596	986	132	852	1630	1264	75	283	861	177	1045
gene-SAURSH1000_RS01040	NZ_CP059180.1	246426	248114	+	1689	2311	2484	918	1871	533	2360	554	1884	472	1979	2641	1555	240	1586	2756	2048	116	391	1383	283	1648
gene-SAURSH1000_RS01045	NZ_CP059180.1	248147	249871	+	1725	3407	3586	1325	2825	916	3693	795	2774	728	2738	4149	2446	361	2502	3874	3042	199	607	2036	488	2558
gene-SAURSH1000_RS01050	NZ_CP059180.1	250011	250685	+	675	157	111	46	50	306	111	260	60	53	233	90	67	44	63	193	561	30	198	314	130	368
gene-SAURSH1000_RS01055	NZ_CP059180.1	250932	252686	+	1755	392	438	168	313	200	409	179	302	84	366	542	326	41	319	469	716	10	113	345	60	488
gene-SAURSH1000_RS01060	NZ_CP059180.1	252689	253429	+	741	149	188	61	147	71	207	89	149	34	113	253	142	8	164	229	340	7	57	168	35	124
gene-SAURSH1000_RS01065	NZ_CP059180.1	253542	253985	+	444	26	37	260	448	59	518	85	1151	254	36	529	1365	125	482	711	380	57	248	1364	92	48
gene-SAURSH1000_RS01070	NZ_CP059180.1	253978	254679	+	702	469	402	1597	2698	626	2778	763	4031	1361	632	2727	4700	1631	2735	2801	2150	987	3970	5083	3157	800
gene-SAURSH1000_RS01075	NZ_CP059180.1	254787	255491	-	705	71	115	368	714	121	1396	166	719	132	134	1127	1098	27	1251	833	126	32	123	345	98	668
gene-SAURSH1000_RS01080	NZ_CP059180.1	255640	256431	+	792	14	21	188	272	22	347	43	323	79	13	328	571	11	423	311	43	25	17	101	14	156
gene-SAURSH1000_RS01085	NZ_CP059180.1	256447	257883	+	1437	56	68	499	746	78	1002	124	1104	264	56	893	1509	71	994	815	122	62	66	303	48	356
gene-SAURSH1000_RS01090	NZ_CP059180.1	258316	259077	-	762	13	21	37	62	18	82	23	107	14	20	69	107	6	115	81	55	3	9	29	13	73
gene-SAURSH1000_RS01095	NZ_CP059180.1	259096	259230	+	135	1	1	5	10	0	11	1	18	0	2	4	8	0	12	8	3	1	1	4	0	6
gene-SAURSH1000_RS01100	NZ_CP059180.1	259328	260242	-	915	49	66	103	158	57	117	47	117	64	57	174	113	30	118	175	138	19	63	155	37	123
gene-SAURSH1000_RS01105	NZ_CP059180.1	260270	260674	-	405	24	21	40	66	18	51	23	57	23	23	63	37	13	44	87	46	4	21	53	5	37
gene-SAURSH1000_RS01110	NZ_CP059180.1	260689	261570	-	882	37	53	108	157	33	119	58	73	56	42	158	86	21	100	185	126	9	29	126	24	108
gene-SAURSH1000_RS01115	NZ_CP059180.1	261802	262800	-	999	54	76	33	98	38	77	19	78	34	52	88	68	16	70	91	81	13	34	93	19	125
gene-SAURSH1000_RS01120	NZ_CP059180.1	262951	263130	+	180	0	3	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1
gene-SAURSH1000_RS01125	NZ_CP059180.1	263180	263572	+	393	64	85	27	41	31	104	19	29	19	39	111	25	8	34	149	66	7	31	92	27	39
gene-SAURSH1000_RS01135	NZ_CP059180.1	264245	265621	-	1377	62	56	37	110	7	97	10	103	18	79	102	101	5	94	77	38	5	14	37	13	50
gene-SAURSH1000_RS01140	NZ_CP059180.1	265855	266847	+	993	59	59	29	64	15	79	19	70	14	50	86	67	9	72	79	53	7	8	34	12	48
gene-SAURSH1000_RS01145	NZ_CP059180.1	267173	268123	+	951	1355	1398	479	551	73	737	88	628	178	1276	925	618	92	752	499	440	60	102	164	54	439
gene-SAURSH1000_RS01150	NZ_CP059180.1	268175	268834	-	660	92	107	28	46	18	68	9	26	8	72	84	26	7	36	66	67	0	12	41	9	55
gene-SAURSH1000_RS01155	NZ_CP059180.1	268848	269768	-	921	102	131	40	63	19	93	25	28	7	101	102	29	7	63	103	86	0	13	35	16	65
gene-SAURSH1000_RS01160	NZ_CP059180.1	269765	270931	-	1167	94	124	26	38	15	80	18	32	10	97	72	23	3	31	107	68	3	11	32	11	70
gene-SAURSH1000_RS01165	NZ_CP059180.1	270999	272522	-	1524	666	851	163	285	155	561	139	311	82	496	625	279	42	269	832	505	31	87	369	97	388
gene-SAURSH1000_RS01170	NZ_CP059180.1	272793	273446	+	654	45	39	7	25	3	30	7	20	2	48	30	9	1	21	35	26	2	5	19	7	24
gene-SAURSH1000_RS01175	NZ_CP059180.1	273480	274067	+	588	86	75	18	32	19	59	2	41	5	73	55	36	4	36	72	35	0	16	33	15	42
gene-SAURSH1000_RS01180	NZ_CP059180.1	274210	275103	-	894	48	65	23	31	20	38	20	27	13	53	50	34	3	39	41	66	4	27	30	11	61
gene-SAURSH1000_RS01185	NZ_CP059180.1	275351	275644	+	294	286	404	289	277	282	515	314	203	193	354	571	319	219	414	467	659	128	443	383	380	409
gene-SAURSH1000_RS01190	NZ_CP059180.1	275728	278757	+	3030	152	236	54	74	63	111	77	99	41	148	148	94	11	101	194	232	8	42	105	36	100
gene-SAURSH1000_RS01195	NZ_CP059180.1	278757	279215	+	459	29	36	14	18	9	30	10	20	6	27	34	18	4	23	32	44	1	6	18	11	26
gene-SAURSH1000_RS01200	NZ_CP059180.1	279187	279429	+	243	9	13	5	5	3	6	4	4	1	4	12	4	4	3	13	11	0	2	2	0	3
gene-SAURSH1000_RS01205	NZ_CP059180.1	279442	280776	+	1335	26	52	20	18	9	31	7	32	5	13	32	20	6	19	51	49	1	5	25	5	18
gene-SAURSH1000_RS01210	NZ_CP059180.1	280798	285237	+	4440	116	239	65	68	72	169	61	139	51	71	139	124	11	138	229	249	21	39	128	41	83
gene-SAURSH1000_RS01215	NZ_CP059180.1	285267	285659	+	393	12	24	5	7	8	20	3	15	3	16	13	13	3	12	34	39	0	1	17	3	8
gene-SAURSH1000_RS01220	NZ_CP059180.1	285675	285989	+	315	21	35	7	12	10	26	14	18	9	13	19	14	4	20	34	45	0	3	16	0	17
gene-SAURSH1000_RS01225	NZ_CP059180.1	285989	286663	+	675	27	42	6	11	16	27	20	24	6	17	27	25	5	31	47	36	2	8	31	4	24
gene-SAURSH1000_RS01230	NZ_CP059180.1	286663	286980	+	318	10	17	8	6	10	19	6	15	11	9	9	11	4	17	27	20	4	4	19	3	11
gene-SAURSH1000_RS01235	NZ_CP059180.1	286990	288834	+	1845	386	526	247	339	129	514	155	502	146	365	490	434	50	391	518	504	27	109	372	54	502
gene-SAURSH1000_RS01240	NZ_CP059180.1	288845	289336	+	492	602	636	496	799	191	1208	148	911	250	541	1206	687	79	587	1599	544	44	169	962	130	637
gene-SAURSH1000_RS01245	NZ_CP059180.1	289544	290227	+	684	82	79	38	73	18	91	21	80	15	79	99	52	4	58	143	76	1	14	71	14	60
gene-SAURSH1000_RS01250	NZ_CP059180.1	290374	290985	+	612	92	77	51	75	34	113	29	94	20	82	129	64	5	55	172	96	2	20	93	12	81
gene-SAURSH1000_RS01255	NZ_CP059180.1	291121	291339	+	219	76	106	45	73	27	139	18	71	39	79	165	51	9	75	187	79	8	40	125	29	71
gene-SAURSH1000_RS01260	NZ_CP059180.1	291471	291971	+	501	174	109	92	151	40	261	21	182	49	121	274	140	10	121	290	122	4	29	165	28	119
gene-SAURSH1000_RS01265	NZ_CP059180.1	291982	292482	+	501	32	26	1	12	8	17	4	20	3	25	11	12	1	13	27	13	0	0	14	3	18
gene-SAURSH1000_RS01275	NZ_CP059180.1	292999	293490	+	492	60	70	34	40	13	77	3	50	6	45	45	26	3	39	84	44	0	7	52	7	46
gene-SAURSH1000_RS01280	NZ_CP059180.1	293700	294383	+	684	55	60	17	32	19	69	13	40	7	61	56	36	7	21	99	48	0	9	64	9	44
gene-SAURSH1000_RS01290	NZ_CP059180.1	294969	295469	+	501	30	43	8	11	5	27	11	13	2	21	28	8	1	10	40	29	0	3	23	4	13
gene-SAURSH1000_RS01295	NZ_CP059180.1	295481	295981	+	501	39	53	13	22	17	28	21	21	9	27	24	19	6	17	53	49	1	6	24	5	26
gene-SAURSH1000_RS01300	NZ_CP059180.1	295992	296492	+	501	56	60	13	15	16	32	15	29	3	39	31	33	3	19	56	43	2	12	31	4	21
gene-SAURSH1000_RS01305	NZ_CP059180.1	296503	297003	+	501	69	72	31	26	17	62	20	58	16	49	62	45	3	42	111	44	5	10	47	5	37
gene-SAURSH1000_RS01310	NZ_CP059180.1	297014	297514	+	501	64	85	21	43	14	54	17	57	14	40	41	53	4	36	101	44	3	11	47	6	20
gene-SAURSH1000_RS01315	NZ_CP059180.1	297525	298025	+	501	53	94	24	35	19	65	18	68	13	30	48	40	5	31	93	48	4	13	43	8	32
gene-SAURSH1000_RS01320	NZ_CP059180.1	298036	298524	+	489	74	92	23	55	25	83	21	67	15	34	65	61	2	43	115	61	1	9	60	6	44
gene-SAURSH1000_RS01325	NZ_CP059180.1	299147	299521	+	375	100	133	32	60	24	137	27	76	12	72	120	58	6	47	178	78	2	16	61	12	62
gene-SAURSH1000_RS01330	NZ_CP059180.1	299674	300072	+	399	216	248	87	167	71	326	65	166	59	146	338	138	27	180	344	241	13	62	214	56	208
gene-SAURSH1000_RS01335	NZ_CP059180.1	300288	301112	-	825	18	40	8	19	146	40	83	28	64	60	47	10	5	15	320	302	11	74	389	44	602
gene-SAURSH1000_RS01340	NZ_CP059180.1	301349	302656	-	1308	269	178	106	239	85	296	79	194	65	629	256	237	24	299	284	196	12	98	193	72	693
gene-SAURSH1000_RS01345	NZ_CP059180.1	303240	304130	+	891	67	150	80	124	130	315	195	146	59	53	366	137	20	173	417	475	17	76	229	73	85
gene-SAURSH1000_RS01350	NZ_CP059180.1	304379	305428	+	1050	202	198	131	264	199	259	127	335	194	280	266	341	67	176	373	391	39	113	455	57	522
gene-SAURSH1000_RS01355	NZ_CP059180.1	305441	306118	+	678	169	158	114	260	162	247	100	272	146	216	253	256	71	151	325	372	32	125	392	62	421
gene-SAURSH1000_RS01360	NZ_CP059180.1	306277	306417	-	141	45	60	18	38	5	48	13	18	7	35	54	35	0	33	57	42	1	8	19	6	24
gene-SAURSH1000_RS01365	NZ_CP059180.1	306368	307357	+	990	813	1022	424	745	180	1011	179	606	176	644	1190	633	76	822	1095	857	50	236	565	180	523
gene-SAURSH1000_RS01370	NZ_CP059180.1	307700	308818	+	1119	8	6	3	8	2	9	7	9	3	8	5	5	2	3	9	4	1	6	10	2	1
gene-SAURSH1000_RS01375	NZ_CP059180.1	308793	309716	+	924	7	12	6	6	5	11	9	14	3	13	14	10	5	3	15	14	4	2	8	4	8
gene-SAURSH1000_RS01380	NZ_CP059180.1	309727	310947	+	1221	11	15	9	15	4	20	10	23	8	7	20	13	4	27	16	16	2	7	19	8	14
gene-SAURSH1000_RS01385	NZ_CP059180.1	311052	312584	-	1533	14	16	43	62	57	80	117	119	27	13	73	156	21	72	112	66	4	42	166	35	31
gene-SAURSH1000_RS01390	NZ_CP059180.1	312624	313505	-	882	8	8	25	32	31	37	60	63	17	12	59	88	7	41	74	34	7	29	84	13	16
gene-SAURSH1000_RS01395	NZ_CP059180.1	313663	314523	+	861	21	24	18	37	18	56	13	59	12	13	50	96	5	26	37	30	4	9	29	5	28
gene-SAURSH1000_RS01400	NZ_CP059180.1	314801	315601	-	801	145	108	84	128	46	197	43	162	35	155	191	180	13	137	154	115	12	55	114	36	140
gene-SAURSH1000_RS01405	NZ_CP059180.1	315741	316409	+	669	74	112	71	88	37	141	49	86	32	44	137	126	9	98	108	119	12	33	70	29	54
gene-SAURSH1000_RS01410	NZ_CP059180.1	316536	317849	-	1314	8	9	0	5	2	11	1	4	0	7	13	4	2	12	3	3	1	3	6	4	13
gene-SAURSH1000_RS01415	NZ_CP059180.1	318267	320339	+	2073	216	301	100	109	139	283	112	149	62	185	216	173	39	246	330	429	21	90	240	52	184
gene-SAURSH1000_RS01420	NZ_CP059180.1	320581	321408	-	828	126	140	79	182	34	208	32	162	27	154	234	171	10	166	204	150	10	45	105	37	150
gene-SAURSH1000_RS01425	NZ_CP059180.1	321481	322680	-	1200	78	69	35	121	10	102	20	87	10	71	116	129	5	88	99	78	2	24	51	11	72
gene-SAURSH1000_RS01430	NZ_CP059180.1	322776	322868	+	93	2	2	3	0	0	1	0	2	0	2	2	0	0	0	2	0	0	1	1	1	0
gene-SAURSH1000_RS01435	NZ_CP059180.1	322982	323983	+	1002	83	93	69	116	21	146	29	166	34	136	164	188	12	153	108	70	3	28	65	15	104
gene-SAURSH1000_RS01440	NZ_CP059180.1	324017	324349	+	333	73	58	46	72	25	82	20	122	16	57	84	114	12	86	79	40	5	15	42	7	72
gene-SAURSH1000_RS01445	NZ_CP059180.1	324350	325150	+	801	98	100	77	123	22	112	27	163	40	135	129	155	25	107	127	75	15	13	75	12	112
gene-SAURSH1000_RS01450	NZ_CP059180.1	325140	326084	+	945	118	106	92	129	26	161	24	175	36	123	167	196	12	142	123	81	5	15	59	12	123
gene-SAURSH1000_RS01455	NZ_CP059180.1	326062	327084	+	1023	141	124	79	153	35	179	38	203	36	138	195	188	13	157	159	102	8	20	75	9	119
gene-SAURSH1000_RS01460	NZ_CP059180.1	327399	328424	+	1026	226	220	206	310	231	390	172	468	295	320	328	401	105	297	454	378	61	180	623	93	437
gene-SAURSH1000_RS01465	NZ_CP059180.1	328517	329863	-	1347	65	64	96	146	104	180	317	230	75	112	215	247	58	175	261	98	24	277	338	172	287
gene-SAURSH1000_RS01470	NZ_CP059180.1	329878	330162	-	285	18	13	30	47	20	49	69	55	20	25	71	72	16	39	101	21	8	42	71	23	79
gene-SAURSH1000_RS01475	NZ_CP059180.1	330164	330607	-	444	12	8	30	31	22	55	58	47	20	17	51	69	10	53	96	16	6	29	82	21	58
gene-SAURSH1000_RS01480	NZ_CP059180.1	330612	332567	-	1956	44	46	93	151	54	239	192	186	85	77	275	279	40	160	311	83	12	119	331	74	289
gene-SAURSH1000_RS01485	NZ_CP059180.1	332779	333198	+	420	124	124	49	125	37	141	39	69	34	115	186	74	17	85	155	140	9	34	106	28	102
gene-SAURSH1000_RS01490	NZ_CP059180.1	333305	334660	+	1356	82	56	51	37	18	74	19	62	13	72	82	43	10	60	82	76	5	12	35	24	61
gene-SAURSH1000_RS01495	NZ_CP059180.1	334764	335204	+	441	43	26	12	30	14	61	10	24	6	31	48	20	1	44	47	35	1	10	35	11	42
gene-SAURSH1000_RS01500	NZ_CP059180.1	335287	336645	-	1359	49	95	352	411	97	664	153	521	196	52	739	644	72	549	769	489	34	175	473	149	115
gene-SAURSH1000_RS01505	NZ_CP059180.1	336953	337879	+	927	52	42	22	46	21	50	20	48	16	72	43	46	9	48	58	56	4	22	61	7	83
gene-SAURSH1000_RS01510	NZ_CP059180.1	337893	338954	+	1062	70	58	21	52	39	57	28	70	27	93	64	89	16	49	72	97	7	26	79	10	121
gene-SAURSH1000_RS01515	NZ_CP059180.1	338968	339534	+	567	51	64	16	62	38	38	19	55	17	58	51	45	16	42	62	53	5	15	56	16	90
gene-SAURSH1000_RS01520	NZ_CP059180.1	339594	340589	-	996	125	173	98	167	66	241	68	154	46	118	287	166	13	206	262	238	14	58	172	54	129
gene-SAURSH1000_RS01525	NZ_CP059180.1	341008	341553	+	546	61	45	27	36	11	53	9	25	13	58	68	28	7	23	72	69	6	12	66	9	73
gene-SAURSH1000_RS01530	NZ_CP059180.1	341821	342675	+	855	11	11	4	4	2	5	3	8	4	12	7	8	3	6	12	14	1	3	6	1	10
gene-SAURSH1000_RS01535	NZ_CP059180.1	342672	343901	+	1230	24	29	8	12	9	17	8	16	5	13	29	15	3	18	15	25	4	4	23	7	24
gene-SAURSH1000_RS01540	NZ_CP059180.1	343882	345594	+	1713	44	60	13	31	7	42	14	32	9	30	45	22	6	33	36	49	3	5	15	6	28
gene-SAURSH1000_RS01545	NZ_CP059180.1	345687	346388	-	702	422	326	91	197	29	211	24	176	23	491	221	142	17	264	154	141	6	53	66	45	232
gene-SAURSH1000_RS01550	NZ_CP059180.1	346405	346629	-	225	142	97	35	57	20	67	13	44	11	136	68	50	1	78	50	47	4	14	32	8	84
gene-SAURSH1000_RS01555	NZ_CP059180.1	346729	347118	-	390	240	180	77	172	20	163	24	103	15	343	126	113	9	150	95	75	2	35	55	26	184
gene-SAURSH1000_RS01560	NZ_CP059180.1	347359	347562	+	204	22	29	13	15	9	34	7	11	11	17	50	29	2	32	35	49	3	3	19	4	19
gene-SAURSH1000_RS01565	NZ_CP059180.1	347559	348272	+	714	108	147	74	84	66	168	51	88	36	79	201	91	16	109	228	217	16	29	117	35	72
gene-SAURSH1000_RS01570	NZ_CP059180.1	348297	349139	+	843	132	192	94	125	81	176	73	125	65	84	218	123	26	103	316	271	21	59	221	43	103
gene-SAURSH1000_RS01575	NZ_CP059180.1	349139	349768	+	630	185	293	168	225	162	397	122	213	90	175	443	212	59	302	493	414	31	149	387	147	193
gene-SAURSH1000_RS01580	NZ_CP059180.1	350135	351268	-	1134	270	309	97	214	42	316	45	157	38	209	263	196	18	231	242	191	15	40	103	36	178
gene-SAURSH1000_RS01585	NZ_CP059180.1	351807	352988	+	1182	1427	1619	1692	2083	545	2634	791	2427	928	1365	3598	2660	420	2150	2315	1710	249	646	1346	424	1582
gene-SAURSH1000_RS01590	NZ_CP059180.1	353071	353823	-	753	107	113	47	111	34	127	32	97	19	112	162	99	16	85	123	84	10	33	80	19	120
gene-SAURSH1000_RS01595	NZ_CP059180.1	353866	356094	-	2229	70	65	20	45	20	44	14	42	7	98	47	42	5	43	52	62	1	24	40	5	78
gene-SAURSH1000_RS01600	NZ_CP059180.1	356091	357932	-	1842	38	42	13	24	14	23	10	16	10	42	37	26	2	23	21	46	2	16	25	5	31
gene-SAURSH1000_RS01605	NZ_CP059180.1	357901	359061	-	1161	8	11	3	2	6	3	2	5	3	7	11	7	3	11	9	15	1	8	5	1	5
gene-SAURSH1000_RS01610	NZ_CP059180.1	359058	360161	-	1104	9	6	2	3	2	11	2	9	3	5	9	5	2	6	14	10	0	5	13	3	10
gene-SAURSH1000_RS01615	NZ_CP059180.1	360825	361670	+	846	127	151	48	116	52	110	60	127	46	81	194	106	15	49	176	157	4	32	132	29	80
gene-SAURSH1000_RS01620	NZ_CP059180.1	361827	362708	+	882	571	650	101	269	162	342	144	331	46	362	387	226	30	231	403	536	19	68	289	62	261
gene-SAURSH1000_RS01625	NZ_CP059180.1	362738	362941	+	204	232	323	43	121	52	155	52	149	26	184	211	127	11	127	175	207	4	32	124	18	121
gene-SAURSH1000_RS01630	NZ_CP059180.1	362953	364050	+	1098	1970	2340	591	1080	438	1447	467	1227	287	1483	1756	1200	122	1171	1456	1687	82	277	816	218	1270
