# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR12539210_sorted.bam" "SRR12539217_sorted.bam" "SRR12539213_sorted.bam" "SRR12539215_sorted.bam" "SRR12539216_sorted.bam" "SRR12539209_sorted.bam" "SRR12539214_sorted.bam" "SRR12539212_sorted.bam" "SRR12539211_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR12539210_sorted.bam	SRR12539217_sorted.bam	SRR12539213_sorted.bam	SRR12539215_sorted.bam	SRR12539216_sorted.bam	SRR12539209_sorted.bam	SRR12539214_sorted.bam	SRR12539212_sorted.bam	SRR12539211_sorted.bam
gene-Saur515_RS12160	NZ_JAKRSL010000018.1	2118	2191	-	74	15	53	7	63	59	7	8	13	17
gene-Saur515_RS12165	NZ_JAKRSL010000018.1	2663	3217	-	555	125	435	96	471	439	65	122	198	156
gene-Saur515_RS12170	NZ_JAKRSL010000018.1	3540	4940	-	1401	315	1068	373	1158	1191	231	331	610	568
gene-Saur515_RS12175	NZ_JAKRSL010000018.1	4964	5887	-	924	245	793	277	805	753	157	222	435	353
gene-Saur515_RS12180	NZ_JAKRSL010000018.1	5945	6982	-	1038	226	641	181	771	698	108	176	300	277
gene-Saur515_RS12185	NZ_JAKRSL010000018.1	6972	7082	-	111	11	36	11	62	37	7	4	18	17
gene-Saur515_RS12190	NZ_JAKRSL010000018.1	7245	7748	+	504	953	3071	807	3900	3186	491	1017	1423	1055
gene-Saur515_RS12195	NZ_JAKRSL010000018.1	7872	9095	-	1224	757	1759	685	2130	2158	364	664	1068	843
gene-Saur515_RS12200	NZ_JAKRSL010000018.1	9088	9828	-	741	363	1163	340	1384	1348	187	291	491	398
gene-Saur515_RS12205	NZ_JAKRSL010000018.1	9962	10384	+	423	305	1060	240	1197	1116	182	252	420	421
gene-Saur515_RS12210	NZ_JAKRSL010000018.1	10526	10891	+	366	1033	1940	525	2405	2053	475	717	1131	897
gene-Saur515_RS12215	NZ_JAKRSL010000018.1	11624	12181	+	558	12	64	15	69	66	6	7	16	13
gene-Saur515_RS12220	NZ_JAKRSL010000018.1	12386	13348	+	963	867	3436	644	3897	3950	596	810	1325	1375
gene-Saur515_RS12225	NZ_JAKRSL010000018.1	13469	14410	-	942	402	2024	628	2160	2115	322	606	1051	832
gene-Saur515_RS12230	NZ_JAKRSL010000018.1	14407	17343	-	2937	826	4757	1441	4985	4802	816	1465	2285	1811
gene-Saur515_RS12235	NZ_JAKRSL010000018.1	17333	18529	-	1197	341	1791	437	1910	1804	279	461	733	589
gene-Saur515_RS12240	NZ_JAKRSL010000018.1	18820	18918	-	99	4	8	2	10	4	2	3	2	1
gene-Saur515_RS12245	NZ_JAKRSL010000018.1	19301	19645	-	345	4683	11608	3443	15797	12242	2846	4823	7802	6714
gene-Saur515_RS12250	NZ_JAKRSL010000018.1	19714	20838	-	1125	87	340	90	390	369	63	98	140	135
gene-Saur515_RS12255	NZ_JAKRSL010000018.1	21017	21481	-	465	121	764	88	1015	795	82	226	199	161
gene-Saur515_RS12260	NZ_JAKRSL010000018.1	21837	22460	-	624	40	247	57	283	242	23	47	94	60
gene-Saur515_RS12265	NZ_JAKRSL010000018.1	22482	23594	-	1113	60	292	50	349	274	33	57	81	80
gene-Saur515_RS12270	NZ_JAKRSL010000018.1	23757	24578	+	822	249	1056	167	1259	1046	141	234	345	305
gene-Saur515_RS12275	NZ_JAKRSL010000018.1	25041	26426	-	1386	421	1755	360	1873	1852	189	341	593	514
gene-Saur515_RS12280	NZ_JAKRSL010000018.1	26622	27017	-	396	21	105	18	138	97	14	33	29	45
gene-Saur515_RS12285	NZ_JAKRSL010000018.1	27794	27946	-	153	496	1116	303	1252	1224	294	360	596	472
gene-Saur515_RS12290	NZ_JAKRSL010000018.1	27971	28570	-	600	1696	3417	1022	3920	3828	952	1110	1866	1703
gene-Saur515_RS12295	NZ_JAKRSL010000018.1	28729	29199	-	471	68	230	64	254	241	34	71	106	91
gene-Saur515_RS12300	NZ_JAKRSL010000018.1	29204	30331	-	1128	77	303	78	355	311	37	88	124	110
gene-Saur515_RS12305	NZ_JAKRSL010000018.1	30482	31204	-	723	54	177	76	194	197	33	78	121	61
gene-Saur515_RS12310	NZ_JAKRSL010000018.1	31197	32654	-	1458	64	189	62	187	221	41	71	130	71
gene-Saur515_RS12315	NZ_JAKRSL010000018.1	32912	33973	-	1062	104	390	91	472	444	37	100	136	118
gene-Saur515_RS11875	NZ_JAKRSL010000017.1	745	2082	+	1338	67	244	51	279	253	40	74	101	80
gene-Saur515_RS11880	NZ_JAKRSL010000017.1	2084	2701	+	618	87	315	81	405	356	47	95	106	103
gene-Saur515_RS11885	NZ_JAKRSL010000017.1	2729	3058	+	330	313	791	201	963	812	181	249	341	376
gene-Saur515_RS11890	NZ_JAKRSL010000017.1	3272	4198	+	927	197	738	138	844	857	147	208	333	255
gene-Saur515_RS11895	NZ_JAKRSL010000017.1	4199	5002	+	804	195	772	178	890	859	118	198	322	242
gene-Saur515_RS11900	NZ_JAKRSL010000017.1	5019	5366	+	348	85	335	81	430	376	66	100	149	129
gene-Saur515_RS11905	NZ_JAKRSL010000017.1	5640	6365	+	726	60	150	52	204	191	41	51	93	72
gene-Saur515_RS11910	NZ_JAKRSL010000017.1	6358	6606	+	249	45	122	35	128	137	21	47	66	68
gene-Saur515_RS11915	NZ_JAKRSL010000017.1	6608	7447	+	840	71	272	79	290	254	43	88	117	143
gene-Saur515_RS11920	NZ_JAKRSL010000017.1	7732	9705	+	1974	769	2870	828	3054	3079	451	892	1346	1210
gene-Saur515_RS11925	NZ_JAKRSL010000017.1	9736	10509	+	774	356	1239	446	1377	1433	232	482	677	649
gene-Saur515_RS11930	NZ_JAKRSL010000017.1	10676	11212	+	537	57	241	92	253	230	53	79	140	104
gene-Saur515_RS11935	NZ_JAKRSL010000017.1	11223	12116	+	894	107	435	146	479	497	74	156	237	173
gene-Saur515_RS11940	NZ_JAKRSL010000017.1	12216	12479	+	264	175	431	128	633	529	145	148	221	248
gene-Saur515_RS11945	NZ_JAKRSL010000017.1	12789	13637	+	849	364	1026	331	1105	1061	187	311	500	418
gene-Saur515_RS11950	NZ_JAKRSL010000017.1	13651	14475	+	825	2410	3375	1081	3937	3557	1111	1340	2089	2558
gene-Saur515_RS11955	NZ_JAKRSL010000017.1	14492	14872	+	381	5251	5421	1893	6321	5435	2309	2663	3962	4869
gene-Saur515_RS11960	NZ_JAKRSL010000017.1	14946	15248	+	303	2822	3261	1147	3836	3439	1426	1645	2385	3090
gene-Saur515_RS11965	NZ_JAKRSL010000017.1	15438	15569	+	132	10	12	5	8	10	1	4	6	8
gene-Saur515_RS11970	NZ_JAKRSL010000017.1	15592	16944	+	1353	995	3023	895	3393	3223	592	806	1395	1236
gene-Saur515_RS11975	NZ_JAKRSL010000017.1	17091	18056	+	966	875	3488	770	3758	3812	484	858	1292	1216
gene-Saur515_RS11980	NZ_JAKRSL010000017.1	18206	18859	+	654	1728	7181	1343	8966	7320	1066	2179	2841	2831
gene-Saur515_RS11985	NZ_JAKRSL010000017.1	19170	19742	+	573	106	397	82	497	475	75	123	198	105
gene-Saur515_RS11990	NZ_JAKRSL010000017.1	19742	23248	+	3507	312	1393	350	1399	1381	222	395	640	456
gene-Saur515_RS11995	NZ_JAKRSL010000017.1	23238	24764	+	1527	128	749	184	809	744	93	220	329	295
gene-Saur515_RS12000	NZ_JAKRSL010000017.1	24764	25957	+	1194	187	1087	296	1178	1149	182	306	475	414
gene-Saur515_RS12005	NZ_JAKRSL010000017.1	25954	26217	+	264	145	590	179	639	697	105	180	294	227
gene-Saur515_RS12010	NZ_JAKRSL010000017.1	26235	26627	+	393	186	868	282	916	1001	151	307	500	370
gene-Saur515_RS12015	NZ_JAKRSL010000017.1	26732	27133	+	402	562	2197	486	2879	2196	362	797	1079	791
gene-Saur515_RS12020	NZ_JAKRSL010000017.1	27313	28608	+	1296	161	968	213	1088	1010	108	258	327	241
gene-Saur515_RS12025	NZ_JAKRSL010000017.1	28613	29152	+	540	223	1046	294	1239	1262	143	331	439	315
gene-Saur515_RS12030	NZ_JAKRSL010000017.1	29409	31502	+	2094	2673	13724	2903	15326	16008	1791	3375	4753	4975
gene-Saur515_RS12035	NZ_JAKRSL010000017.1	31731	32612	+	882	354	1639	380	1838	1875	244	474	564	483
gene-Saur515_RS12040	NZ_JAKRSL010000017.1	32791	33723	+	933	3306	13413	2252	15811	14627	1468	2848	4685	3573
gene-Saur515_RS12045	NZ_JAKRSL010000017.1	33939	34742	+	804	72	229	53	267	239	44	68	102	108
gene-Saur515_RS12050	NZ_JAKRSL010000017.1	34720	35085	+	366	96	251	70	252	201	41	81	94	93
gene-Saur515_RS12055	NZ_JAKRSL010000017.1	35082	35558	+	477	120	399	114	502	433	57	132	148	132
gene-Saur515_RS12060	NZ_JAKRSL010000017.1	35952	36044	+	93	165	544	127	591	615	59	124	159	186
gene-Saur515_RS12065	NZ_JAKRSL010000017.1	36097	37584	+	1488	943	4233	922	4552	4654	526	960	1378	1567
gene-Saur515_RS12070	NZ_JAKRSL010000017.1	38142	38256	+	115	234	588	394	771	916	366	314	532	599
gene-Saur515_RS12075	NZ_JAKRSL010000017.1	38269	38344	+	76	36	98	23	121	100	32	36	66	67
gene-Saur515_RS12080	NZ_JAKRSL010000017.1	38361	38436	+	76	21	76	19	86	90	29	19	33	60
gene-Saur515_RS12085	NZ_JAKRSL010000017.1	38443	38515	+	73	20	60	16	75	82	20	14	31	55
gene-Saur515_RS12090	NZ_JAKRSL010000017.1	38549	38623	+	75	23	55	14	73	63	17	16	26	56
gene-Saur515_RS12095	NZ_JAKRSL010000017.1	38631	38719	+	89	15	46	17	61	52	11	18	23	54
gene-Saur515_RS12100	NZ_JAKRSL010000017.1	38725	38801	+	77	11	43	9	43	39	6	20	22	44
gene-Saur515_RS12105	NZ_JAKRSL010000017.1	38822	38895	+	74	12	41	9	42	44	5	19	23	36
gene-Saur515_RS12110	NZ_JAKRSL010000017.1	38919	38994	+	76	9	33	8	39	41	5	17	18	29
gene-Saur515_RS11595	NZ_JAKRSL010000016.1	77	1453	-	1377	10	73	6	64	65	9	12	13	21
gene-Saur515_RS11600	NZ_JAKRSL010000016.1	1687	2679	+	993	17	81	22	76	89	13	21	36	37
gene-Saur515_RS11605	NZ_JAKRSL010000016.1	3005	3955	+	951	71	274	91	348	354	55	108	116	152
gene-Saur515_RS11610	NZ_JAKRSL010000016.1	4007	4666	-	660	14	110	19	103	133	14	27	36	36
gene-Saur515_RS11615	NZ_JAKRSL010000016.1	4680	5600	-	921	29	129	25	152	162	21	31	42	54
gene-Saur515_RS11620	NZ_JAKRSL010000016.1	5597	6763	-	1167	33	135	17	163	160	24	38	44	48
gene-Saur515_RS11625	NZ_JAKRSL010000016.1	6831	8354	-	1524	233	1560	308	1636	1795	193	320	435	509
gene-Saur515_RS11630	NZ_JAKRSL010000016.1	8625	9278	+	654	11	60	9	74	52	5	15	16	19
gene-Saur515_RS11635	NZ_JAKRSL010000016.1	9312	9899	+	588	19	77	15	99	78	12	15	29	22
gene-Saur515_RS11640	NZ_JAKRSL010000016.1	10042	10935	-	894	27	116	14	185	143	18	16	30	36
gene-Saur515_RS11645	NZ_JAKRSL010000016.1	11183	11476	+	294	1713	1388	759	1805	1386	1126	895	1496	2024
gene-Saur515_RS11650	NZ_JAKRSL010000016.1	11560	14589	+	3030	83	411	91	473	449	60	102	128	191
gene-Saur515_RS11655	NZ_JAKRSL010000016.1	14589	15047	+	459	16	64	19	85	67	9	22	25	46
gene-Saur515_RS11660	NZ_JAKRSL010000016.1	15019	15261	+	243	4	15	1	17	19	2	7	5	9
gene-Saur515_RS11665	NZ_JAKRSL010000016.1	15274	16608	+	1335	12	94	15	78	68	13	18	25	17
gene-Saur515_RS11670	NZ_JAKRSL010000016.1	16630	21069	+	4440	36	227	52	236	237	21	50	71	73
gene-Saur515_RS11675	NZ_JAKRSL010000016.1	21099	21491	+	393	5	30	10	25	35	5	8	14	8
gene-Saur515_RS11680	NZ_JAKRSL010000016.1	21507	21821	+	315	6	22	8	24	30	6	5	14	8
gene-Saur515_RS11685	NZ_JAKRSL010000016.1	21821	22495	+	675	2	30	10	26	33	6	19	14	9
gene-Saur515_RS11690	NZ_JAKRSL010000016.1	22495	22812	+	318	1	21	14	21	20	2	14	11	10
gene-Saur515_RS11695	NZ_JAKRSL010000016.1	22822	24666	+	1845	440	1117	399	1277	1215	243	459	616	497
gene-Saur515_RS11700	NZ_JAKRSL010000016.1	24677	25168	+	492	523	1687	487	1979	1845	292	626	872	539
gene-Saur515_RS11705	NZ_JAKRSL010000016.1	25376	26059	+	684	50	183	63	206	188	40	68	80	71
gene-Saur515_RS11710	NZ_JAKRSL010000016.1	26206	26817	+	612	73	216	74	254	272	47	54	98	74
gene-Saur515_RS11715	NZ_JAKRSL010000016.1	26953	27171	+	219	29	83	30	100	82	21	36	52	51
gene-Saur515_RS11720	NZ_JAKRSL010000016.1	27303	27803	+	501	68	169	62	231	223	30	64	119	77
gene-Saur515_RS11725	NZ_JAKRSL010000016.1	27814	28314	+	501	14	29	9	45	44	6	15	17	11
gene-Saur515_RS11735	NZ_JAKRSL010000016.1	28831	29322	+	492	52	100	30	158	152	25	31	43	32
gene-Saur515_RS11740	NZ_JAKRSL010000016.1	29532	30215	+	684	32	99	37	104	100	21	34	67	63
gene-Saur515_RS11750	NZ_JAKRSL010000016.1	30801	31301	+	501	7	14	5	19	33	5	7	19	3
gene-Saur515_RS11755	NZ_JAKRSL010000016.1	31313	31813	+	501	9	24	5	28	28	3	8	13	7
gene-Saur515_RS11760	NZ_JAKRSL010000016.1	31824	32324	+	501	12	29	13	37	22	5	10	10	9
gene-Saur515_RS11765	NZ_JAKRSL010000016.1	32335	32835	+	501	18	80	27	89	81	11	28	32	16
gene-Saur515_RS11770	NZ_JAKRSL010000016.1	32846	33334	+	489	9	38	11	42	30	5	8	11	9
gene-Saur515_RS11775	NZ_JAKRSL010000016.1	33957	34331	+	375	16	132	31	171	160	26	32	43	37
gene-Saur515_RS11780	NZ_JAKRSL010000016.1	34484	34882	+	399	108	388	88	463	399	57	125	166	119
gene-Saur515_RS11785	NZ_JAKRSL010000016.1	35098	35892	-	795	290	796	105	841	748	105	139	239	358
gene-Saur515_RS11790	NZ_JAKRSL010000016.1	36159	37466	-	1308	399	1672	271	1879	1957	217	307	480	559
gene-Saur515_RS11795	NZ_JAKRSL010000016.1	38050	38940	+	891	184	1033	168	1263	1233	121	177	321	314
gene-Saur515_RS11800	NZ_JAKRSL010000016.1	39189	40238	+	1050	559	808	358	890	918	302	375	546	505
gene-Saur515_RS11805	NZ_JAKRSL010000016.1	40251	40928	+	678	431	677	277	690	679	249	282	382	446
gene-Saur515_RS11810	NZ_JAKRSL010000016.1	41087	41227	-	141	20	104	24	114	112	14	24	36	22
gene-Saur515_RS11815	NZ_JAKRSL010000016.1	41178	42167	+	990	191	855	202	897	936	107	243	307	303
gene-Saur515_RS11820	NZ_JAKRSL010000016.1	42510	43628	+	1119	0	8	2	14	15	1	3	9	7
gene-Saur515_RS11825	NZ_JAKRSL010000016.1	43603	44526	+	924	2	11	3	18	19	3	1	4	7
gene-Saur515_RS11830	NZ_JAKRSL010000016.1	44537	45757	+	1221	3	19	4	29	21	5	9	13	10
gene-Saur515_RS11835	NZ_JAKRSL010000016.1	45862	47394	-	1533	56	274	89	327	400	44	68	123	92
gene-Saur515_RS11840	NZ_JAKRSL010000016.1	47434	48315	-	882	34	143	45	156	186	25	21	43	46
gene-Saur515_RS11845	NZ_JAKRSL010000016.1	48473	49333	+	861	10	50	17	63	63	8	8	17	26
gene-Saur515_RS11850	NZ_JAKRSL010000016.1	49611	50411	-	801	89	384	87	497	470	68	106	143	149
gene-Saur515_RS11855	NZ_JAKRSL010000016.1	50551	51219	+	669	52	168	58	204	196	35	54	78	89
gene-Saur515_RS11860	NZ_JAKRSL010000016.1	51346	52659	-	1314	8	10	1	12	19	2	3	4	5
gene-Saur515_RS11870	NZ_JAKRSL010000016.1	55102	56307	-	1206	56	133	45	175	153	24	46	67	76
gene-Saur515_RS11315	NZ_JAKRSL010000015.1	126	434	+	309	5	38	4	34	31	5	7	6	5
gene-Saur515_RS11320	NZ_JAKRSL010000015.1	542	775	-	234	7	16	2	9	21	1	1	4	1
gene-Saur515_RS11325	NZ_JAKRSL010000015.1	756	1949	-	1194	17	52	6	61	66	5	11	11	23
gene-Saur515_RS11335	NZ_JAKRSL010000015.1	5216	5572	-	357	23	75	10	105	109	8	9	23	25
gene-Saur515_RS11340	NZ_JAKRSL010000015.1	5887	6630	+	744	7	19	3	21	24	2	5	3	8
gene-Saur515_RS11345	NZ_JAKRSL010000015.1	6841	7707	-	867	228	668	159	773	742	116	177	292	307
gene-Saur515_RS11350	NZ_JAKRSL010000015.1	7887	10709	-	2823	98	330	147	337	358	73	180	198	251
gene-Saur515_RS11355	NZ_JAKRSL010000015.1	11391	14447	-	3057	100	216	107	228	231	48	103	179	145
gene-Saur515_RS11360	NZ_JAKRSL010000015.1	14431	14532	-	102	0	2	0	4	2	0	0	2	0
gene-Saur515_RS11365	NZ_JAKRSL010000015.1	14916	16274	-	1359	200	1238	192	1314	1499	80	135	251	222
gene-Saur515_RS11370	NZ_JAKRSL010000015.1	16391	17944	-	1554	79	445	76	528	573	53	59	122	112
gene-Saur515_RS11375	NZ_JAKRSL010000015.1	17968	18648	-	681	58	153	36	142	162	21	35	51	42
gene-Saur515_RS11380	NZ_JAKRSL010000015.1	18802	19566	-	765	410	824	264	894	902	230	349	551	482
gene-Saur515_RS11385	NZ_JAKRSL010000015.1	19731	20423	-	693	163	501	126	483	463	100	137	200	207
gene-Saur515_RS11390	NZ_JAKRSL010000015.1	20654	21070	-	417	171	187	87	254	190	97	118	210	153
gene-Saur515_RS11395	NZ_JAKRSL010000015.1	21209	23032	-	1824	48	204	38	196	219	32	40	62	80
gene-Saur515_RS11400	NZ_JAKRSL010000015.1	23510	24787	-	1278	159	425	131	443	440	89	140	205	201
gene-Saur515_RS11405	NZ_JAKRSL010000015.1	25334	25945	+	612	232	645	139	830	691	122	218	284	261
gene-Saur515_RS11410	NZ_JAKRSL010000015.1	25954	26052	-	99	74	200	31	242	185	29	58	98	70
gene-Saur515_RS11415	NZ_JAKRSL010000015.1	26042	27205	-	1164	22	98	18	98	107	21	39	41	34
gene-Saur515_RS11420	NZ_JAKRSL010000015.1	27198	27656	-	459	6	44	5	36	45	8	11	8	6
gene-Saur515_RS11425	NZ_JAKRSL010000015.1	28090	28785	+	696	80	561	71	612	567	42	80	115	113
gene-Saur515_RS11430	NZ_JAKRSL010000015.1	28787	29557	+	771	106	509	95	520	485	77	101	137	149
gene-Saur515_RS11435	NZ_JAKRSL010000015.1	29930	31894	+	1965	494	2137	333	2296	2314	281	274	649	583
gene-Saur515_RS11440	NZ_JAKRSL010000015.1	32238	33317	+	1080	72	312	49	350	366	33	49	91	98
gene-Saur515_RS11445	NZ_JAKRSL010000015.1	33422	34015	-	594	21	30	14	19	36	6	16	19	11
gene-Saur515_RS11450	NZ_JAKRSL010000015.1	34037	35005	-	969	6	21	8	23	16	4	8	16	5
gene-Saur515_RS11455	NZ_JAKRSL010000015.1	35083	35517	-	435	49	113	34	132	110	34	42	74	64
gene-Saur515_RS11460	NZ_JAKRSL010000015.1	35744	36028	+	285	32	59	10	99	72	18	18	27	42
gene-Saur515_RS11465	NZ_JAKRSL010000015.1	36199	37005	+	807	81	181	39	219	189	41	39	64	99
gene-Saur515_RS11470	NZ_JAKRSL010000015.1	37125	37796	-	672	301	600	125	735	588	136	152	298	268
gene-Saur515_RS11475	NZ_JAKRSL010000015.1	38066	39058	+	993	4287	8383	2425	9377	9546	2088	2182	4101	5287
gene-Saur515_RS11480	NZ_JAKRSL010000015.1	39307	40107	-	801	42	129	40	145	141	16	34	44	39
gene-Saur515_RS11485	NZ_JAKRSL010000015.1	40428	41063	+	636	12	24	12	34	33	10	6	7	16
gene-Saur515_RS11490	NZ_JAKRSL010000015.1	41069	41800	+	732	17	63	13	70	70	14	17	19	25
gene-Saur515_RS11495	NZ_JAKRSL010000015.1	41960	42580	-	621	214	909	126	1254	1017	100	188	270	227
gene-Saur515_RS11500	NZ_JAKRSL010000015.1	42774	43265	+	492	69	181	47	239	180	28	67	81	99
gene-Saur515_RS11505	NZ_JAKRSL010000015.1	43703	43873	-	171	13	45	8	51	68	16	16	24	24
gene-Saur515_RS11510	NZ_JAKRSL010000015.1	43935	44033	-	99	1	5	2	11	15	6	6	7	10
gene-Saur515_RS11515	NZ_JAKRSL010000015.1	44052	44951	-	900	74	119	86	153	156	53	83	106	114
gene-Saur515_RS11520	NZ_JAKRSL010000015.1	44965	45645	-	681	40	82	56	76	79	35	51	58	53
gene-Saur515_RS11525	NZ_JAKRSL010000015.1	45648	46691	-	1044	37	119	58	117	138	38	50	86	77
gene-Saur515_RS11530	NZ_JAKRSL010000015.1	47242	47445	+	204	85	215	71	251	269	64	66	129	202
gene-Saur515_RS11535	NZ_JAKRSL010000015.1	47628	48563	+	936	54	222	32	239	196	31	47	63	72
gene-Saur515_RS11540	NZ_JAKRSL010000015.1	48645	49613	-	969	647	1301	499	1439	1459	330	519	751	746
gene-Saur515_RS11545	NZ_JAKRSL010000015.1	49746	50090	-	345	150	285	75	321	322	73	110	137	191
gene-Saur515_RS11550	NZ_JAKRSL010000015.1	50132	50542	-	411	88	223	57	299	275	61	59	79	123
gene-Saur515_RS11555	NZ_JAKRSL010000015.1	50922	52988	-	2067	739	3092	712	3473	3215	411	633	1277	952
gene-Saur515_RS11560	NZ_JAKRSL010000015.1	53289	55028	-	1740	1915	4502	1404	5104	4388	1188	1477	2479	2347
gene-Saur515_RS11565	NZ_JAKRSL010000015.1	55075	55764	-	690	556	988	324	1159	1014	290	380	561	595
gene-Saur515_RS11570	NZ_JAKRSL010000015.1	55757	56152	-	396	22	46	19	79	45	16	22	21	30
gene-Saur515_RS11575	NZ_JAKRSL010000015.1	56365	57243	-	879	129	301	86	388	313	71	103	149	142
gene-Saur515_RS11580	NZ_JAKRSL010000015.1	57410	57628	+	219	1188	1498	1096	2208	1895	1772	706	1433	2780
gene-Saur515_RS11585	NZ_JAKRSL010000015.1	58016	58447	+	432	13	54	8	73	51	11	11	23	24
gene-Saur515_RS11590	NZ_JAKRSL010000015.1	58712	58816	-	105	215	643	105	1018	676	136	208	233	261
gene-Saur515_RS11030	NZ_JAKRSL010000014.1	12	1373	-	1362	765	3045	733	3478	3625	485	931	1266	1415
gene-Saur515_RS11035	NZ_JAKRSL010000014.1	1721	2842	+	1122	515	1110	314	1162	1047	299	381	570	636
gene-Saur515_RS11040	NZ_JAKRSL010000014.1	2891	4159	+	1269	632	2121	565	2353	2267	355	570	912	840
gene-Saur515_RS11045	NZ_JAKRSL010000014.1	4549	5253	+	705	285	616	181	713	644	164	205	337	282
gene-Saur515_RS11050	NZ_JAKRSL010000014.1	5253	6914	+	1662	642	1467	377	1565	1556	350	460	679	728
gene-Saur515_RS11055	NZ_JAKRSL010000014.1	7413	8900	+	1488	109	257	64	305	274	64	81	112	96
gene-Saur515_RS11060	NZ_JAKRSL010000014.1	9194	11824	+	2631	642	2306	646	2477	2299	442	694	1045	892
gene-Saur515_RS11065	NZ_JAKRSL010000014.1	11840	12712	+	873	269	1055	319	1122	1098	210	340	489	482
gene-Saur515_RS11070	NZ_JAKRSL010000014.1	12728	13351	+	624	253	938	270	1075	996	170	259	422	382
gene-Saur515_RS11075	NZ_JAKRSL010000014.1	13521	14546	+	1026	69	235	50	283	248	38	54	91	105
gene-Saur515_RS11080	NZ_JAKRSL010000014.1	14756	15226	+	471	161	452	148	488	430	104	145	270	249
gene-Saur515_RS11085	NZ_JAKRSL010000014.1	15227	16627	+	1401	302	960	342	989	990	222	338	518	500
gene-Saur515_RS11090	NZ_JAKRSL010000014.1	16627	17547	+	921	235	798	311	900	782	166	299	509	370
gene-Saur515_RS11095	NZ_JAKRSL010000014.1	17640	17762	+	123	361	826	289	1078	809	207	226	530	361
gene-Saur515_RS11100	NZ_JAKRSL010000014.1	17960	19897	+	1938	2279	6436	1849	6645	6197	1266	2020	3449	3174
gene-Saur515_RS11105	NZ_JAKRSL010000014.1	20323	21816	+	1494	453	634	322	742	720	269	375	435	653
gene-Saur515_RS11110	NZ_JAKRSL010000014.1	22045	22572	+	528	1553	6201	1591	6893	6911	934	1793	2539	2862
gene-Saur515_RS11115	NZ_JAKRSL010000014.1	22601	22801	+	201	1297	5189	1403	5852	5647	842	1661	2243	2631
gene-Saur515_RS11120	NZ_JAKRSL010000014.1	22848	23204	+	357	1289	4554	1349	5189	5071	891	1562	2219	2700
gene-Saur515_RS11125	NZ_JAKRSL010000014.1	23346	23954	+	609	106	527	97	582	565	60	99	176	124
gene-Saur515_RS11130	NZ_JAKRSL010000014.1	23973	24902	+	930	185	807	186	855	850	113	167	360	266
gene-Saur515_RS11135	NZ_JAKRSL010000014.1	24907	25017	+	111	92	305	75	325	314	44	75	128	106
gene-Saur515_RS11140	NZ_JAKRSL010000014.1	25065	26366	+	1302	2943	14625	2950	15947	16269	1894	3092	4738	4823
gene-Saur515_RS11145	NZ_JAKRSL010000014.1	26517	27779	+	1263	1639	7680	1470	8675	8685	967	1869	2844	2403
gene-Saur515_RS11150	NZ_JAKRSL010000014.1	27933	28523	+	591	54	169	45	223	217	29	54	102	51
gene-Saur515_RS11155	NZ_JAKRSL010000014.1	28740	30086	+	1347	2313	5638	1892	6247	6029	1373	2052	3305	2995
gene-Saur515_RS11160	NZ_JAKRSL010000014.1	30108	30923	+	816	343	995	372	1088	1021	218	365	579	443
gene-Saur515_RS11165	NZ_JAKRSL010000014.1	30965	31891	+	927	321	1299	374	1426	1427	194	437	680	498
gene-Saur515_RS11170	NZ_JAKRSL010000014.1	31913	32581	+	669	162	635	195	703	651	115	221	360	208
gene-Saur515_RS11175	NZ_JAKRSL010000014.1	32584	33558	+	975	262	1005	327	1111	1032	173	353	539	376
gene-Saur515_RS11180	NZ_JAKRSL010000014.1	33606	34892	+	1287	503	1823	551	2035	2069	315	567	861	803
gene-Saur515_RS11185	NZ_JAKRSL010000014.1	34953	35054	+	102	15	42	10	42	57	7	13	13	19
gene-Saur515_RS11190	NZ_JAKRSL010000014.1	35088	36161	+	1074	180	441	101	482	411	113	127	188	204
gene-Saur515_RS11195	NZ_JAKRSL010000014.1	36384	36944	-	561	127	350	66	478	386	60	117	163	127
gene-Saur515_RS11200	NZ_JAKRSL010000014.1	37347	39977	+	2631	939	3774	1063	3903	3836	547	990	1564	1384
gene-Saur515_RS11205	NZ_JAKRSL010000014.1	39990	41261	+	1272	605	2277	658	2405	2526	370	664	1093	976
gene-Saur515_RS11210	NZ_JAKRSL010000014.1	41531	42238	+	708	5	8	2	13	8	3	3	1	3
gene-Saur515_RS11215	NZ_JAKRSL010000014.1	42235	42921	+	687	3	9	2	9	10	8	2	5	10
gene-Saur515_RS11220	NZ_JAKRSL010000014.1	42989	43273	+	285	127	275	118	410	272	98	153	253	210
gene-Saur515_RS11225	NZ_JAKRSL010000014.1	43390	43587	-	198	22	27	11	35	31	16	18	21	22
gene-Saur515_RS11230	NZ_JAKRSL010000014.1	43747	44220	+	474	307	199	111	213	177	183	120	223	379
gene-Saur515_RS11235	NZ_JAKRSL010000014.1	44294	44413	+	120	122	76	47	104	69	81	50	105	163
gene-Saur515_RS11240	NZ_JAKRSL010000014.1	44613	45455	+	843	275	772	212	929	901	173	220	343	350
gene-Saur515_RS11245	NZ_JAKRSL010000014.1	45455	45985	+	531	194	654	187	795	715	144	202	293	301
