# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR8948489_sorted.bam" "SRR8948488_sorted.bam" "SRR8948486_sorted.bam" "SRR8948487_sorted.bam" "SRR8948483_sorted.bam" "SRR8948480_sorted.bam" "SRR8948477_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8948489_sorted.bam	SRR8948488_sorted.bam	SRR8948486_sorted.bam	SRR8948487_sorted.bam	SRR8948483_sorted.bam	SRR8948480_sorted.bam	SRR8948477_sorted.bam
gene-PA0327	NC_002516.2	367457	368422	+	966	88	109	102	55	57	23	94
gene-PA0328	NC_002516.2	368462	370405	-	1944	211	205	213	144	81	50	173
gene-PA0329	NC_002516.2	370706	371038	-	333	590	457	449	219	68	276	865
gene-PA0330	NC_002516.2	371162	371833	-	672	439	340	259	215	47	93	389
gene-PA0331	NC_002516.2	372091	373605	+	1515	763	561	573	381	111	183	631
gene-PA0332	NC_002516.2	373725	374192	+	468	378	221	155	145	32	139	530
gene-PA0333	NC_002516.2	374243	375514	+	1272	547	286	280	225	74	151	533
gene-PA0334	NC_002516.2	375951	377189	-	1239	317	204	162	145	58	91	393
gene-PA0335	NC_002516.2	377239	377892	-	654	166	135	121	90	32	47	175
gene-PA0336	NC_002516.2	378096	378575	+	480	1417	1762	1271	837	97	218	988
gene-PA0337	NC_002516.2	378598	380877	+	2280	1941	1791	1593	1040	214	518	1790
gene-PA0338	NC_002516.2	380903	382033	+	1131	472	510	370	267	99	212	583
gene-PA0339	NC_002516.2	382037	382792	-	756	156	97	86	76	25	53	153
gene-PA0340	NC_002516.2	382914	383717	+	804	334	250	230	178	62	41	257
gene-PA0341	NC_002516.2	383727	384527	+	801	531	421	294	239	46	56	301
gene-PA0342	NC_002516.2	384733	385527	+	795	610	569	356	319	53	90	412
gene-PA0343	NC_002516.2	385554	386351	-	798	381	344	276	209	62	199	393
gene-PA0344	NC_002516.2	386386	387765	-	1380	88	87	77	46	39	47	124
gene-PA0345	NC_002516.2	387758	389143	-	1386	207	162	115	107	75	73	266
gene-PA0346	NC_002516.2	389334	389696	+	363	60	60	69	37	30	22	38
gene-PA0347	NC_002516.2	389733	390884	-	1152	65	49	41	26	73	31	55
gene-PA0348	NC_002516.2	391094	392188	+	1095	81	69	62	42	40	40	108
gene-PA0349	NC_002516.2	392185	393225	+	1041	23	42	27	17	29	13	47
gene-PA0350	NC_002516.2	393308	393814	+	507	392	324	284	211	41	116	362
gene-PA0351	NC_002516.2	393830	394303	-	474	230	169	157	126	27	59	182
gene-PA0352	NC_002516.2	394442	395827	-	1386	946	797	555	471	129	200	630
gene-PA0353	NC_002516.2	396057	397895	-	1839	758	615	490	366	62	75	365
gene-PA0354	NC_002516.2	398224	399420	-	1197	495	299	305	219	64	161	465
gene-PA0355	NC_002516.2	399493	400032	-	540	56	43	56	22	14	19	65
gene-PA0356	NC_002516.2	400248	401072	+	825	359	340	229	148	58	64	220
gene-PA0357	NC_002516.2	401131	401943	+	813	900	668	602	434	163	314	811
gene-PA0358	NC_002516.2	402020	402598	+	579	140	148	115	75	23	20	73
gene-PA0359	NC_002516.2	402681	403025	+	345	242	254	149	153	20	22	88
gene-PA0360	NC_002516.2	403295	404281	+	987	246	284	194	165	40	73	188
gene-PA0361	NC_002516.2	404386	406119	-	1734	512	348	294	249	111	171	446
gene-PA0362	NC_002516.2	406247	406498	-	252	493	689	309	290	29	99	335
gene-PA0363	NC_002516.2	406619	407098	-	480	819	1212	486	471	24	39	296
gene-PA0364	NC_002516.2	407250	408845	-	1596	72	61	85	40	71	17	66
gene-PA0365	NC_002516.2	408901	409449	-	549	30	18	17	18	21	6	18
gene-PA0366	NC_002516.2	409504	410934	-	1431	100	94	87	55	71	12	86
gene-PA0367	NC_002516.2	411224	411871	+	648	89	108	81	56	64	17	86
gene-PA0367a	NC_002516.2	411856	412266	-	411	109	88	81	72	45	50	151
gene-PA0368	NC_002516.2	412329	413327	-	999	219	155	128	107	60	58	209
gene-PA0370	NC_002516.2	413933	414529	-	597	204	134	117	102	39	52	177
gene-PA0371	NC_002516.2	414529	416016	-	1488	523	346	234	232	40	55	330
gene-PA0372	NC_002516.2	416009	417406	-	1398	375	265	178	156	51	40	281
gene-PA0373	NC_002516.2	417527	418894	+	1368	1743	1106	955	740	188	527	1746
gene-PA0374	NC_002516.2	418891	419562	+	672	987	664	719	527	114	359	784
gene-PA0375	NC_002516.2	419562	420569	+	1008	1407	1322	1258	840	142	616	1616
gene-PA0376	NC_002516.2	420683	421537	+	855	8900	9156	7442	4547	10203	26087	41054
gene-PA0377	NC_002516.2	421602	422207	+	606	284	166	173	122	137	413	715
gene-PA0378	NC_002516.2	422212	422943	-	732	368	258	242	191	64	231	526
gene-PA0379	NC_002516.2	422980	423357	+	378	161	135	66	80	32	19	91
gene-PA0380	NC_002516.2	423460	423660	+	201	356	389	222	190	14	46	206
gene-PA0381	NC_002516.2	423719	424516	+	798	941	821	662	503	33	95	523
gene-PA0382	NC_002516.2	424670	425341	+	672	1228	925	882	633	72	282	922
gene-PA0383	NC_002516.2	425504	426850	+	1347	232	206	141	137	70	92	306
gene-PA0384	NC_002516.2	426863	427120	-	258	58	45	20	32	7	3	22
gene-PA0385	NC_002516.2	427182	427505	-	324	88	106	53	34	17	4	45
gene-PA0386	NC_002516.2	427586	428740	-	1155	239	143	122	99	39	50	144
gene-PA0387	NC_002516.2	428861	429454	-	594	885	611	547	383	41	80	434
gene-PA0388	NC_002516.2	429451	429870	-	420	558	371	284	226	22	24	210
gene-PA0389	NC_002516.2	430002	430622	-	621	397	317	223	175	32	56	262
gene-PA0390	NC_002516.2	430630	431769	-	1140	551	518	335	275	54	47	333
gene-PA0391	NC_002516.2	431858	433825	-	1968	387	356	267	222	92	64	244
gene-PA0392	NC_002516.2	434226	434819	-	594	471	464	236	238	40	44	197
gene-PA0393	NC_002516.2	434830	435651	-	822	770	518	378	337	122	449	1046
gene-PA0394	NC_002516.2	435663	436355	-	693	552	457	339	278	53	132	522
gene-PA0395	NC_002516.2	436570	437604	+	1035	619	656	488	353	87	82	318
gene-PA0396	NC_002516.2	437782	438930	+	1149	363	419	313	209	67	62	184
gene-PA0397	NC_002516.2	438938	439837	-	900	97	97	70	61	43	25	82
gene-PA0398	NC_002516.2	439991	440395	+	405	177	245	126	128	10	23	109
gene-PA0399	NC_002516.2	440638	442011	+	1374	376	245	254	143	67	82	317
gene-PA0400	NC_002516.2	442008	443192	+	1185	345	169	196	125	54	66	247
gene-PA0401	NC_002516.2	443419	444690	-	1272	633	306	284	246	70	126	462
gene-PA0402	NC_002516.2	444687	445691	-	1005	448	318	227	206	57	70	300
gene-PA0403	NC_002516.2	445715	446227	-	513	139	91	53	63	22	10	77
gene-PA0404	NC_002516.2	446339	446773	-	435	108	82	69	48	21	43	150
gene-PA0405	NC_002516.2	446773	447342	-	570	237	223	141	122	9	32	112
gene-PA0406	NC_002516.2	447391	448350	-	960	314	266	189	167	62	42	184
gene-PA0407	NC_002516.2	448431	449384	-	954	621	814	619	515	59	107	378
gene-PA0408	NC_002516.2	449639	450046	+	408	1925	2816	1751	1314	86	275	1441
gene-PA0409	NC_002516.2	450093	450458	+	366	378	586	362	293	23	33	227
gene-PA0410	NC_002516.2	450509	451045	+	537	509	518	418	334	28	74	349
gene-PA0411	NC_002516.2	451130	453178	+	2049	2161	2130	1538	1291	196	512	1517
gene-PA0412	NC_002516.2	453239	454114	+	876	852	714	576	439	93	152	530
gene-PA0413	NC_002516.2	454126	461544	+	7419	5409	3458	3308	2434	568	1863	4739
gene-PA0414	NC_002516.2	461537	462568	+	1032	373	246	239	184	46	251	625
gene-PA0415	NC_002516.2	462565	463071	+	507	204	166	154	106	26	111	317
gene-PA0416	NC_002516.2	463079	463873	+	795	190	99	85	80	27	131	361
gene-PA0417	NC_002516.2	463949	464560	+	612	115	63	62	46	48	41	132
gene-PA0418	NC_002516.2	464568	465983	-	1416	131	94	71	60	61	38	145
gene-PA0419	NC_002516.2	466018	466740	-	723	612	439	363	262	39	123	399
gene-PA0420	NC_002516.2	466833	468236	-	1404	388	358	341	232	87	54	216
gene-PA0421	NC_002516.2	468410	469900	+	1491	1393	1127	861	708	189	388	1004
gene-PA0422	NC_002516.2	470081	470650	+	570	443	448	290	254	34	48	249
gene-PA0423	NC_002516.2	470662	471237	+	576	2685	2720	2236	1692	58	358	1922
gene-PA0424	NC_002516.2	471306	471749	-	444	188	211	168	119	40	39	128
gene-PA0425	NC_002516.2	472024	473175	+	1152	1468	1183	1057	753	101	243	744
gene-PA0426	NC_002516.2	473191	476331	+	3141	3202	2822	2307	1743	488	1031	2841
gene-PA0427	NC_002516.2	476333	477790	+	1458	2516	1725	1769	1228	930	2013	3180
gene-PA0428	NC_002516.2	477886	479805	-	1920	2619	1543	1457	1066	183	511	2566
gene-PA0429	NC_002516.2	480056	481126	-	1071	627	555	368	313	57	70	354
gene-PA0430	NC_002516.2	481196	482068	-	873	723	602	419	365	94	221	598
gene-PA0431	NC_002516.2	482111	482665	-	555	532	335	258	254	27	65	348
gene-PA0432	NC_002516.2	482706	484115	-	1410	2592	2394	1917	1373	138	358	1599
gene-PA0433	NC_002516.2	484404	484838	+	435	90	80	51	35	30	23	94
gene-PA0434	NC_002516.2	484964	487156	+	2193	128	108	66	62	123	42	143
gene-PA0435	NC_002516.2	487167	488645	+	1479	92	39	34	42	76	48	114
gene-PA0436	NC_002516.2	488730	489350	+	621	164	130	74	86	29	22	119
gene-PA0437	NC_002516.2	489387	490658	-	1272	265	180	155	114	66	81	270
gene-PA0438	NC_002516.2	490648	491898	-	1251	310	204	131	113	62	44	161
gene-PA0439	NC_002516.2	492080	493357	-	1278	9	27	19	14	88	54	64
gene-PA0440	NC_002516.2	493354	494721	-	1368	27	45	28	18	65	20	45
gene-PA0441	NC_002516.2	494816	496255	-	1440	23	44	33	21	41	22	48
gene-PA0442	NC_002516.2	496362	496478	-	117	3	3	2	0	10	3	4
gene-PA0443	NC_002516.2	496871	498361	+	1491	13	41	14	13	85	7	28
gene-PA0444	NC_002516.2	498420	499703	+	1284	87	62	63	51	68	29	89
gene-PA0445	NC_002516.2	500104	501120	-	1017	128	131	139	82	42	52	157
gene-PA0446	NC_002516.2	501376	502599	-	1224	178	147	131	105	69	86	267
gene-PA0447	NC_002516.2	502719	503900	-	1182	46	43	32	27	35	6	58
gene-PA0448	NC_002516.2	504121	505029	+	909	412	436	289	250	72	58	265
gene-PA0449	NC_002516.2	505047	505586	+	540	236	256	177	123	42	48	189
gene-PA0450	NC_002516.2	505629	507251	-	1623	73	80	69	48	71	15	70
gene-PA0451	NC_002516.2	507631	508962	+	1332	79	54	52	45	67	99	130
gene-PA0452	NC_002516.2	508959	509753	+	795	10	33	17	16	41	9	20
gene-PA0451a	NC_002516.2	509861	510592	+	732	64	41	39	32	42	20	51
gene-PA0454	NC_002516.2	510589	512790	-	2202	273	230	174	111	132	102	217
gene-PA0455	NC_002516.2	513051	514427	-	1377	267	208	124	103	55	41	167
gene-PA0456	NC_002516.2	514775	514984	+	210	26772	21933	15693	13108	156	1509	11695
gene-PA0457	NC_002516.2	515135	515659	+	525	109	92	51	47	61	27	89
gene-PA0457.1	NC_002516.2	515653	516027	-	375	82	48	45	33	64	13	63
gene-PA0458	NC_002516.2	516029	517462	-	1434	158	119	91	68	145	30	105
gene-PA0459	NC_002516.2	518083	520635	+	2553	72	66	45	35	98	47	78
gene-PA0460	NC_002516.2	520737	521315	+	579	555	214	283	198	35	143	557
gene-PA0461	NC_002516.2	521630	522517	-	888	474	479	348	235	47	64	346
gene-PA0462	NC_002516.2	522660	523169	+	510	151	97	108	66	57	43	194
gene-PA0463	NC_002516.2	523254	523943	+	690	139	120	101	88	40	29	111
gene-PA0464	NC_002516.2	523943	525367	+	1425	543	511	432	259	88	164	468
gene-PA0465	NC_002516.2	525469	526827	+	1359	94	101	80	69	71	56	131
gene-PA0466	NC_002516.2	526877	527179	+	303	13	7	2	7	0	3	8
gene-PA0467	NC_002516.2	527324	527944	-	621	36	35	20	14	36	12	26
gene-PA0468	NC_002516.2	527963	528913	-	951	189	111	122	79	67	85	270
gene-PA0469	NC_002516.2	528999	529856	+	858	131	114	108	71	46	39	137
gene-PA0470	NC_002516.2	530029	532437	-	2409	99	145	74	68	108	59	107
gene-PA0471	NC_002516.2	532541	533512	-	972	32	31	22	13	48	19	23
gene-PA0472	NC_002516.2	533509	534027	-	519	29	15	16	11	32	9	14
gene-PA0473	NC_002516.2	534196	534945	+	750	65	74	40	37	32	15	64
gene-PA0474	NC_002516.2	535085	535489	+	405	5	2	1	1	11	1	5
gene-PA0475	NC_002516.2	535539	536108	+	570	33	44	31	19	34	11	38
gene-PA0476	NC_002516.2	536142	537869	-	1728	78	100	48	44	88	21	99
gene-PA0477	NC_002516.2	538217	539143	-	927	57	58	37	19	59	24	72
gene-PA0478	NC_002516.2	539231	539707	+	477	26	39	27	14	20	8	34
gene-PA0479	NC_002516.2	539785	540735	-	951	100	87	83	48	60	48	131
gene-PA0480	NC_002516.2	540839	541636	+	798	9	22	5	7	41	11	28
gene-PA0481	NC_002516.2	541679	542122	+	444	138	139	96	65	29	33	105
gene-PA0482	NC_002516.2	542170	544347	-	2178	1111	1165	1319	698	152	240	957
gene-PA0483	NC_002516.2	544654	545097	+	444	44	62	67	31	29	14	55
gene-PA0484	NC_002516.2	545129	545644	+	516	27	22	21	13	21	5	17
gene-PA0485	NC_002516.2	546334	547230	-	897	164	153	96	86	61	43	145
gene-PA0486	NC_002516.2	547432	548406	-	975	128	90	50	42	80	14	67
gene-PA0487	NC_002516.2	548468	549226	-	759	96	118	63	48	21	26	86
gene-PA0488	NC_002516.2	549294	549614	-	321	91	54	53	41	16	22	88
gene-PA0489	NC_002516.2	549656	550381	-	726	48	30	17	18	32	28	66
gene-PA0490	NC_002516.2	550520	550813	-	294	20	27	16	12	8	12	33
gene-PA0491	NC_002516.2	550867	551793	-	927	55	58	36	30	60	20	48
gene-PA0492	NC_002516.2	551911	552669	+	759	252	185	265	92	50	58	274
gene-PA0493	NC_002516.2	552746	552994	+	249	80	66	57	38	11	21	59
gene-PA0494	NC_002516.2	553005	554381	+	1377	150	134	190	52	45	59	199
gene-PA0495	NC_002516.2	554383	555261	+	879	153	126	150	78	39	45	140
gene-PA0496	NC_002516.2	555251	556228	+	978	145	139	202	60	63	114	254
gene-PA0497	NC_002516.2	556275	557276	-	1002	46	60	53	21	53	11	47
gene-PA0498	NC_002516.2	557354	558361	-	1008	71	158	75	69	84	10	84
gene-PA0499	NC_002516.2	558377	559078	-	702	17	39	21	5	55	9	14
gene-PA0500	NC_002516.2	559644	560702	+	1059	417	394	466	218	63	54	183
gene-PA0501	NC_002516.2	560808	562013	+	1206	458	220	218	175	47	47	235
gene-PA0502	NC_002516.2	562006	562728	+	723	306	209	230	120	42	35	215
gene-PA0503	NC_002516.2	562721	563545	+	825	241	121	160	75	28	16	125
gene-PA0504	NC_002516.2	563549	564235	+	687	220	107	94	66	17	19	156
gene-PA0505	NC_002516.2	564344	564574	+	231	212	209	108	117	15	27	146
gene-PA0506	NC_002516.2	564914	566719	+	1806	742	750	572	443	142	279	1384
gene-PA0507	NC_002516.2	566932	568728	+	1797	73	66	52	34	60	26	101
gene-PA0508	NC_002516.2	569002	570780	+	1779	152	126	132	79	78	68	189
gene-PA0509	NC_002516.2	571111	572592	-	1482	91	61	35	39	85	204	303
gene-PA0510	NC_002516.2	572583	573422	-	840	40	14	9	12	32	31	65
gene-PA0511	NC_002516.2	573433	574596	-	1164	45	23	16	13	68	24	72
gene-PA0512	NC_002516.2	574590	575105	-	516	52	24	18	9	22	26	46
gene-PA0513	NC_002516.2	575080	575523	-	444	11	5	3	2	10	5	14
gene-PA0514	NC_002516.2	575516	576040	-	525	19	12	7	4	14	16	22
gene-PA0515	NC_002516.2	576037	576489	-	453	42	14	7	4	23	20	63
gene-PA0516	NC_002516.2	576498	577676	-	1179	60	35	20	14	47	35	84
gene-PA0517	NC_002516.2	577673	578032	-	360	43	10	6	2	22	15	37
gene-PA0518	NC_002516.2	578029	578343	-	315	30	13	11	11	14	3	47
gene-PA0519	NC_002516.2	578394	580100	-	1707	204	77	43	53	116	78	137
gene-PA0520	NC_002516.2	580316	581098	+	783	97	58	57	38	23	32	91
gene-PA0521	NC_002516.2	581133	581660	+	528	11	12	5	1	20	2	16
gene-PA0522	NC_002516.2	581668	581925	+	258	4	6	3	0	12	0	5
gene-PA0523	NC_002516.2	582015	582455	+	441	33	12	8	7	13	14	38
gene-PA0524	NC_002516.2	582455	583855	+	1401	75	49	29	26	80	33	89
gene-PA0525	NC_002516.2	583857	585695	+	1839	207	47	55	58	107	166	224
gene-PA0526	NC_002516.2	585702	585896	-	195	96	16	25	18	19	42	80
gene-PA0527	NC_002516.2	585980	586663	-	684	108	90	83	44	57	69	179
gene-PA0527.1	NC_002516.2	586867	586990	+	124	5979	10218	4614	5010	551	4427	23088
gene-PA0528	NC_002516.2	587017	587895	-	879	360	172	260	177	43	29	136
gene-PA0529	NC_002516.2	587997	588698	+	702	53	82	50	29	40	27	60
gene-PA0530	NC_002516.2	588924	590105	+	1182	63	38	35	24	46	49	83
gene-PA0531	NC_002516.2	590105	590821	+	717	34	32	20	17	39	18	42
gene-PA0532	NC_002516.2	590896	591402	-	507	19	37	15	12	43	12	26
gene-PA0533	NC_002516.2	591445	592935	+	1491	174	163	123	112	76	77	190
gene-PA0534	NC_002516.2	593273	594562	+	1290	100	78	80	64	99	39	103
gene-PA0535	NC_002516.2	594580	595134	+	555	235	180	178	144	73	92	240
gene-PA0536	NC_002516.2	595245	596270	-	1026	728	367	336	293	135	227	953
gene-PA0537	NC_002516.2	596274	596882	-	609	473	324	219	216	49	43	341
gene-PA0538	NC_002516.2	596970	597479	-	510	139	139	70	58	18	13	81
gene-PA0539	NC_002516.2	597708	598538	+	831	41	29	29	22	25	15	28
gene-PA0540	NC_002516.2	598608	598994	+	387	70	69	50	45	25	11	62
gene-PA0541	NC_002516.2	599107	599565	+	459	391	294	303	191	43	149	417
gene-PA0542	NC_002516.2	599757	600176	-	420	282	191	149	137	18	41	163
gene-PA0543	NC_002516.2	600426	601394	+	969	98	58	53	31	31	32	131
gene-PA0544	NC_002516.2	601398	602141	-	744	126	157	78	62	39	30	94
gene-PA0545	NC_002516.2	602346	603650	+	1305	261	84	90	63	52	67	225
gene-PA0546	NC_002516.2	603706	604896	-	1191	3272	2445	2051	1505	88	184	826
gene-PA0547	NC_002516.2	604912	605913	-	1002	3559	2521	2348	1622	189	641	2176
gene-PA0548	NC_002516.2	606160	608157	+	1998	3627	2411	2513	1703	363	1191	3263
gene-PA0549	NC_002516.2	608157	609221	+	1065	1114	614	749	531	198	636	1416
gene-PA0550	NC_002516.2	609202	609999	-	798	183	145	127	91	71	142	306
gene-PA0551	NC_002516.2	610214	611275	+	1062	532	475	382	291	63	102	383
gene-PA0552	NC_002516.2	611281	612444	+	1164	1484	1151	1128	727	135	439	1402
gene-PA0553	NC_002516.2	612517	612717	+	201	265	245	240	162	35	133	353
gene-PA0554	NC_002516.2	612877	613218	+	342	479	356	337	244	29	106	554
gene-PA0555	NC_002516.2	613338	614402	+	1065	1625	1217	965	805	116	116	718
gene-PA0556	NC_002516.2	614468	614950	+	483	193	83	66	72	15	18	117
gene-PA0557	NC_002516.2	614952	615608	-	657	74	81	40	46	53	41	93
gene-PA0558	NC_002516.2	615607	616374	+	768	81	59	44	46	34	24	56
gene-PA0559	NC_002516.2	616371	617549	-	1179	320	254	283	171	38	84	326
gene-PA0560	NC_002516.2	617662	618150	+	489	68	94	55	42	20	13	75
gene-PA0561	NC_002516.2	618176	619330	+	1155	115	163	108	76	57	8	64
gene-PA0562	NC_002516.2	619332	620006	-	675	105	68	54	57	21	18	79
gene-PA0563	NC_002516.2	620135	620488	-	354	3137	2141	1485	1626	55	187	1183
gene-PA0564	NC_002516.2	620666	621577	-	912	48	68	37	35	42	17	72
gene-PA0565	NC_002516.2	621695	622033	+	339	31	37	31	17	26	3	26
gene-PA0566	NC_002516.2	622023	622538	-	516	149	90	113	81	38	58	147
gene-PA0567	NC_002516.2	622726	622884	+	159	52	48	40	31	27	20	64
gene-PA0568	NC_002516.2	622894	623352	-	459	71	40	46	27	32	21	75
gene-PA0569	NC_002516.2	623368	623838	-	471	40	26	33	19	17	6	26
gene-PA0570	NC_002516.2	623852	624199	-	348	24	21	21	17	4	7	12
gene-PA0571	NC_002516.2	624189	624803	-	615	125	136	101	75	21	36	110
gene-PA0572	NC_002516.2	624994	627765	-	2772	216	177	174	117	98	48	158
gene-PA0573	NC_002516.2	628335	628670	-	336	53	68	42	42	30	11	50
gene-PA0574	NC_002516.2	628763	629884	-	1122	189	266	208	145	44	50	164
gene-PA0574.1	NC_002516.2	630434	630510	-	77	82	96	34	45	16	34	130
gene-PA0575	NC_002516.2	630527	634264	-	3738	105	118	84	56	143	31	114
gene-PA0576	NC_002516.2	634371	636224	-	1854	8646	8045	6392	4706	1020	3976	10906
gene-PA0577	NC_002516.2	636304	638298	-	1995	626	807	436	438	139	330	1079
gene-PA0578	NC_002516.2	638381	638830	-	450	963	545	465	360	33	113	666
gene-PA0579	NC_002516.2	638900	639115	-	216	5752	6530	3293	3240	61	591	4180
gene-PA0580	NC_002516.2	639316	640341	+	1026	1014	753	644	479	84	343	949
gene-PA0581	NC_002516.2	640420	640989	-	570	520	368	357	272	106	268	718
gene-PA0582	NC_002516.2	641073	641426	+	354	311	231	175	156	65	143	481
gene-PA0583	NC_002516.2	641417	641959	+	543	285	194	168	134	33	99	408
gene-PA0584	NC_002516.2	641932	643164	-	1233	220	137	139	119	52	56	204
gene-PA0585	NC_002516.2	643208	643714	-	507	15	23	14	4	17	7	23
gene-PA0586	NC_002516.2	643808	645361	-	1554	76	104	60	43	109	22	69
gene-PA0587	NC_002516.2	645358	646629	-	1272	82	81	60	50	74	11	79
gene-PA0588	NC_002516.2	646730	648652	-	1923	254	267	221	140	139	50	210
gene-PA0589	NC_002516.2	648931	649263	-	333	80	67	54	31	25	10	53
gene-PA0590	NC_002516.2	649307	650158	-	852	174	173	134	105	46	44	213
gene-PA0591	NC_002516.2	650158	650538	-	381	93	70	66	59	31	13	75
gene-PA0592	NC_002516.2	650575	651381	-	807	227	243	150	108	45	79	254
gene-PA0593	NC_002516.2	651497	652483	-	987	559	427	319	247	85	152	588
gene-PA0594	NC_002516.2	652480	653772	-	1293	1761	1331	893	884	165	404	1654
gene-PA0595	NC_002516.2	653753	656527	-	2775	5595	5045	3641	2953	328	878	3478
gene-PA0596	NC_002516.2	656654	657670	+	1017	309	352	303	206	69	86	275
gene-PA0597	NC_002516.2	657667	658341	+	675	150	100	117	76	45	98	238
gene-PA0598	NC_002516.2	658343	659101	+	759	166	130	117	79	45	104	304
gene-PA0599	NC_002516.2	659102	660163	-	1062	235	190	147	138	69	87	258
gene-PA0600	NC_002516.2	660315	662708	+	2394	347	320	305	225	112	117	351
gene-PA0601	NC_002516.2	662754	663386	+	633	76	62	85	53	32	27	76
gene-PA0602	NC_002516.2	663515	664549	+	1035	146	183	146	123	45	34	96
gene-PA0603	NC_002516.2	664783	665892	+	1110	501	1402	849	787	78	112	652
gene-PA0604	NC_002516.2	665948	666994	+	1047	429	1439	1148	793	95	136	571
gene-PA0605	NC_002516.2	667108	668355	+	1248	174	436	290	291	78	33	187
gene-PA0606	NC_002516.2	668461	669291	+	831	164	374	170	203	82	29	127
gene-PA0607	NC_002516.2	669415	670089	+	675	127	107	97	81	44	18	85
gene-PA0608	NC_002516.2	670089	670907	+	819	235	155	107	109	47	43	185
gene-PA0609	NC_002516.2	670980	672458	+	1479	611	521	494	298	97	164	633
gene-PA0610	NC_002516.2	672777	673091	-	315	168	194	137	100	59	57	201
gene-PA0611	NC_002516.2	673191	673961	-	771	262	349	217	170	83	59	242
gene-PA0612	NC_002516.2	674419	674619	+	201	55	24	44	24	25	48	143
gene-PA0613	NC_002516.2	674667	675026	+	360	69	84	70	40	20	27	103
gene-PA0614	NC_002516.2	675390	675839	+	450	88	38	43	26	32	79	184
gene-PA0615	NC_002516.2	675861	676376	+	516	181	141	211	96	66	147	310
gene-PA0616	NC_002516.2	676373	676930	+	558	67	48	66	41	78	50	146
gene-PA0617	NC_002516.2	677083	677409	+	327	43	22	68	20	24	34	78
gene-PA0618	NC_002516.2	677406	678293	+	888	103	63	97	49	77	68	211
gene-PA0619	NC_002516.2	678286	678819	+	534	112	42	95	47	65	78	208
gene-PA0620	NC_002516.2	678821	680896	+	2076	359	301	356	201	129	178	514
gene-PA0621	NC_002516.2	680893	681351	+	459	63	57	55	41	22	18	76
gene-PA0622	NC_002516.2	681394	682554	+	1161	496	248	411	299	135	228	594
gene-PA0623	NC_002516.2	682567	683070	+	504	226	114	205	119	71	155	399
gene-PA0624	NC_002516.2	683085	683429	+	345	127	60	111	80	57	114	276
gene-PA0625	NC_002516.2	683599	685836	+	2238	220	134	206	127	196	291	732
gene-PA0626	NC_002516.2	685846	686718	+	873	137	87	104	67	103	196	396
gene-PA0627	NC_002516.2	686693	686899	+	207	26	11	22	14	26	17	71
gene-PA0628	NC_002516.2	686957	687946	+	990	82	53	82	44	81	75	223
gene-PA0629	NC_002516.2	687979	688608	+	630	118	84	83	57	48	130	280
gene-PA0630	NC_002516.2	688605	688967	+	363	98	58	67	47	52	164	253
gene-PA0631	NC_002516.2	688964	689221	+	258	37	14	20	15	15	27	63
gene-PA0633	NC_002516.2	689537	690031	+	495	265	148	296	134	76	125	420
gene-PA0634	NC_002516.2	690043	690390	+	348	135	63	153	58	69	129	302
gene-PA0635	NC_002516.2	690420	690674	+	255	115	52	109	56	46	104	259
gene-PA0636	NC_002516.2	690721	692556	+	1836	194	105	176	104	136	204	427
gene-PA0637	NC_002516.2	692549	692890	+	342	36	26	39	28	25	41	94
gene-PA0638	NC_002516.2	692898	693593	+	696	78	22	68	25	36	81	172
gene-PA0639	NC_002516.2	693596	694366	+	771	53	29	58	17	58	59	169
gene-PA0640	NC_002516.2	694421	695023	+	603	36	21	48	33	60	52	120
gene-PA0641	NC_002516.2	695082	698696	+	3615	383	258	319	188	291	366	882
gene-PA0643	NC_002516.2	699744	700835	+	1092	198	140	147	99	57	72	183
gene-PA0644	NC_002516.2	700835	701170	+	336	58	63	41	28	47	16	52
gene-PA0645	NC_002516.2	701151	701381	+	231	67	66	45	40	17	10	68
gene-PA0646	NC_002516.2	701477	702529	+	1053	190	222	160	129	57	42	213
gene-PA0647	NC_002516.2	702529	702831	+	303	31	42	32	13	37	12	40
gene-PA0648	NC_002516.2	702828	703058	+	231	90	170	89	58	19	25	105
gene-PA0649	NC_002516.2	703477	704082	+	606	259	300	247	155	30	77	250
gene-PA0650	NC_002516.2	704084	705133	+	1050	619	592	569	316	127	243	731
gene-PA0651	NC_002516.2	705130	705966	+	837	641	561	508	331	74	163	555
gene-PA0652	NC_002516.2	706028	706672	-	645	893	949	705	588	54	60	351
gene-PA0653	NC_002516.2	706944	707366	+	423	367	289	320	179	22	72	380
