Geneid	10_R1	10_R2	15_R1	15_R2	20_R1	20_R2	25_R1	25_R2	35_R1	35_R2	Entity	Symbol
gene-PA0827	55	56	54	35	32	33	41	44	44	37	host	gene-PA0827
gene-PA3854	174	190	179	157	106	98	106	176	153	122	host	gene-PA3854
gene-PA3058	72	95	127	103	84	79	76	95	107	74	host	pelG
gene-PA1738	102	71	89	66	55	39	43	57	62	59	host	gene-PA1738
gene-PA4647	467	479	500	388	286	308	286	355	367	265	host	uraA
gene-PA4571	1084	825	1104	1775	227	278	228	313	360	277	host	gene-PA4571
gene-PA0624	93	100	107	89	58	46	52	95	47	34	host	gene-PA0624
gene-PA3889	52	92	82	81	50	53	65	94	88	67	host	gene-PA3889
gene-PA2750	56	67	81	48	36	52	48	69	81	52	host	gene-PA2750
gene-PA4482	71	71	69	46	39	59	52	80	52	47	host	gatC
gene-PA4635	35	56	53	32	34	43	44	80	2597	52	host	gene-PA4635
gene-PA4655	187	226	219	192	113	123	98	170	184	147	host	hemH
gene-PA0856	410	440	418	329	280	360	333	491	467	396	host	gene-PA0856
gene-PA1603	15	27	31	26	10	17	7	25	15	9	host	gene-PA1603
gene-PA4176	264	264	235	252	134	172	114	142	185	144	host	ppiC2
gene-PA5392	9	8	10	4	3	10	8	10	10	9	host	gene-PA5392
gene-PA2478	40	54	46	39	24	24	9	34	35	17	host	gene-PA2478
gene-PHIKZ101	682	621	836	698	571	690	469	668	552	536	phage	gene-PHIKZ101
gene-PA3903	599	611	690	598	422	530	459	664	856	598	host	prfC
gene-PA3023	62	74	92	69	48	62	68	68	68	67	host	gene-PA3023
gene-PA3150	892	842	841	688	362	309	346	490	342	323	host	wbpG
gene-PA3711	188	251	217	138	111	114	103	135	203	119	host	gene-PA3711
gene-PHIKZ_p34	7563	8218	9588	7206	4122	3424	3135	6712	2186	1778	phage	gene-PHIKZ_p34
gene-PA5005	1049	1177	1978	1128	738	795	1253	1188	1038	844	host	gene-PA5005
gene-PA4611	353	414	207	382	120	121	75	109	128	86	host	gene-PA4611
gene-PHIKZ031	2143	1921	5026	4743	6196	5445	7343	13103	5451	6091	phage	gene-PHIKZ031
gene-PA2398	218	226	216	165	158	171	171	245	245	189	host	fpvA
gene-PA0388	136	145	109	99	75	66	61	95	83	63	host	gene-PA0388
gene-PA0269	17	17	19	29	15	18	15	25	15	24	host	gene-PA0269
gene-PA0328	82	125	132	93	67	84	65	131	107	88	host	gene-PA0328
gene-PA4659	79	111	89	106	41	57	33	68	56	63	host	gene-PA4659
gene-PA3816	504	471	554	375	281	266	264	425	475	313	host	cysE
gene-PA2521	10	11	19	19	13	9	12	14	26	27	host	czcB
gene-PA4824	7	7	13	3	1	621	6	18	13	8	host	gene-PA4824
gene-PA5303	581	659	570	463	365	393	448	723	1112	786	host	gene-PA5303
gene-PA4395	750	726	1137	583	561	673	634	834	1045	880	host	gene-PA4395
gene-PA4775	292	358	798	243	83	121	64	175	92	98	host	gene-PA4775
gene-PA4081	36	37	48	34	19	28	26	71	71	39	host	cupB6
gene-PA2346	24	28	21	17	12	21	19	51	25	13	host	gene-PA2346
gene-PA3162	5689	5154	7615	5638	4542	4371	4704	7798	5815	4682	host	rpsA
gene-PA3568	56	79	74	50	40	39	27	56	44	26	host	gene-PA3568
gene-PA0159	132	211	155	93	58	97	67	143	86	85	host	gene-PA0159
gene-PA4239	1962	1972	2132	5759	1275	1072	1159	1854	1375	1287	host	rpsD
gene-PA3187	398	465	493	366	219	269	198	317	203	138	host	gene-PA3187
gene-PA3982	298	304	247	219	118	130	146	176	146	126	host	gene-PA3982
gene-PA1269	51	85	3446	57	35	60	34	69	77	66	host	gene-PA1269
gene-PA2397	74	81	84	56	42	50	58	74	86	59	host	pvdE
gene-PA3611	231	217	238	217	135	185	144	176	211	181	host	gene-PA3611
gene-PA0354	517	562	671	599	573	739	645	1021	1133	941	host	gene-PA0354
gene-PA0987	62	57	80	62	51	72	56	101	127	98	host	gene-PA0987
gene-PA0542	161	235	143	138	82	80	94	150	138	108	host	gene-PA0542
gene-PA5031	31	32	69	33	45	43	46	59	74	76	host	gene-PA5031
gene-PA0916	295	271	336	278	156	207	159	218	258	171	host	gene-PA0916
gene-PA3246	85	84	73	75	39	44	55	54	64	46	host	rluA
gene-PA4179	62	55	60	41	27	29	34	39	45	23	host	gene-PA4179
gene-PA4374	166	189	151	111	74	113	79	131	144	90	host	gene-PA4374
gene-PA0983	49	69	64	43	52	81	71	75	129	94	host	gene-PA0983
gene-PA4011	424	507	504	382	188	241	199	309	253	210	host	gene-PA4011
gene-PA1680	68	61	90	53	37	50	40	88	64	45	host	gene-PA1680
gene-PA3827	1206	1220	1218	960	645	772	688	994	952	756	host	gene-PA3827
gene-PA1245	78	104	93	60	46	57	37	80	74	47	host	gene-PA1245
gene-PA3169	642	679	767	558	449	642	587	869	1180	996	host	gene-PA3169
gene-PHIKZ194	698	686	1406	1226	1522	1099	1710	2345	1502	1494	phage	gene-PHIKZ194
gene-PA5530	137	124	435	155	922	460	713	1097	1030	787	host	gene-PA5530
gene-PA3975	187	231	236	193	118	173	156	234	234	175	host	thiD
gene-PA2018	1003	1460	842	755	342	470	271	434	201	200	host	gene-PA2018
gene-PA2276	37	30	35	32	29	24	34	48	78	41	host	gene-PA2276
gene-PA3627	240	239	266	212	200	228	160	336	306	253	host	ygbB
gene-PA4036	173	242	178	136	89	122	112	198	174	138	host	gene-PA4036
gene-PA5052	193	243	238	167	93	109	87	183	121	125	host	gene-PA5052
gene-PHIKZ216	11451	9663	15514	15217	15439	11738	15188	23774	13914	12644	phage	gene-PHIKZ216
gene-PA1325	80	86	80	56	36	34	34	58	41	19	host	gene-PA1325
gene-PA4769	1708	825	863	663	481	595	516	931	988	720	host	gene-PA4769
gene-PA2852	172	193	199	150	134	159	120	217	212	186	host	gene-PA2852
gene-PA3193	340	464	454	319	198	235	208	327	259	208	host	glk
gene-PA2122	23	29	36	28	15	17	11	14	21	25	host	gene-PA2122
gene-PA2527	525	585	489	433	284	326	289	453	316	306	host	gene-PA2527
gene-PA4861	11	12	14	17	8	13	9	11	18	9	host	gene-PA4861
gene-PA2130	35	28	33	22	10	26	13	35	27	23	host	cupA3
gene-PA2726	68	79	71	51	44	43	43	54	50	41	host	gene-PA2726
gene-PA0647	96	85	95	57	51	57	56	78	77	56	host	gene-PA0647
gene-PA3730	214	197	211	129	102	94	109	183	180	180	host	gene-PA3730
gene-PA4575	364	460	403	319	351	423	422	507	799	550	host	gene-PA4575
gene-PA4423	542	526	602	586	406	866	482	668	779	591	host	gene-PA4423
gene-PA4646	96	98	89	90	61	57	57	65	72	66	host	upp
gene-PA2927	35	47	55	40	19	34	28	30	33	31	host	gene-PA2927
gene-PA0323	43	45	40	30	38	28	23	43	39	43	host	gene-PA0323
gene-PHIKZ114	542	543	640	595	410	320	279	390	251	221	phage	gene-PHIKZ114
gene-PA0119	554	633	594	416	327	433	381	577	855	740	host	gene-PA0119
gene-PA2391	51	54	37	33	28	21	20	44	31	25	host	opmQ
gene-PA2120	10	20	15	13	6	9	8	10	6	8	host	gene-PA2120
gene-PA0688	138	135	145	103	86	71	131	161	140	118	host	gene-PA0688
gene-PA0669	150	158	205	151	167	173	187	327	324	238	host	gene-PA0669
gene-PA2110	131	188	148	90	55	55	53	77	32	20	host	gene-PA2110
gene-PA4994	96	85	105	73	46	44	34	69	61	59	host	gene-PA4994
gene-PHIKZ088	483	499	608	530	444	557	407	542	480	427	phage	gene-PHIKZ088
gene-PA1625	223	215	245	199	109	201	152	329	298	231	host	gene-PA1625
gene-PA3514	30	28	29	19	14	12	17	29	27	16	host	gene-PA3514
gene-PA5431	28	32	35	32	17	18	25	27	25	24	host	gene-PA5431
gene-PA4156	53	53	68	54	48	48	62	75	79	92	host	gene-PA4156
gene-PA4476	850	866	950	557	317	365	315	486	367	314	host	gene-PA4476
gene-PA3632	118	129	139	88	74	88	73	103	114	76	host	gene-PA3632
gene-PA2327	28	29	39	40	26	37	28	73	56	57	host	gene-PA2327
gene-PA3950	434	424	443	384	302	311	275	512	443	322	host	gene-PA3950
gene-PA5422	200	264	252	196	153	132	167	300	278	191	host	gene-PA5422
gene-PA1444	118	147	125	103	49	49	50	69	59	42	host	fliN
gene-PA3725	309	333	365	272	179	195	180	280	203	166	host	recJ
gene-PA1476	477	435	394	331	187	215	173	259	269	179	host	ccmB
gene-PA3077	66	92	82	61	31	52	32	60	61	48	host	gene-PA3077
gene-PA0988	415	454	497	317	270	347	272	411	452	334	host	gene-PA0988
gene-PA3998	341	368	342	252	157	145	135	241	164	115	host	gene-PA3998
gene-PA3366	303	341	355	238	191	249	210	354	371	324	host	amiE
gene-PA0955	584	639	528	466	256	320	232	451	353	258	host	gene-PA0955
gene-PA2385	20	36	45	22	26	37	37	68	74	47	host	pvdQ
gene-PA4568	3736	2094	2713	2164	1673	1676	1709	3019	2680	2290	host	rplU
gene-PA5357	139	165	216	180	108	151	123	184	167	122	host	gene-PA5357
gene-PA0090	694	856	870	687	448	571	450	796	353	347	host	clpV1
gene-PA5377	74	79	65	52	40	27	39	62	62	46	host	gene-PA5377
gene-PA3811	375	404	366	291	201	234	202	416	342	280	host	hscB
gene-PA2938	33	56	68	55	50	64	48	91	94	86	host	gene-PA2938
gene-PA1504	99	138	103	98	68	97	94	108	117	97	host	gene-PA1504
gene-PA2166	25	43	26	29	23	27	18	42	43	38	host	gene-PA2166
gene-PA2042	441	436	460	358	275	247	267	425	314	258	host	gene-PA2042
gene-PA2407	59	50	47	52	32	38	39	45	52	37	host	gene-PA2407
gene-PA0296	650	646	643	457	300	296	234	365	413	329	host	spuI
gene-PA5215	786	846	912	698	510	601	430	833	593	483	host	gcvT1
gene-PA4025	67	68	74	46	39	29	34	59	52	39	host	gene-PA4025
gene-PA4619	267	309	236	215	117	186	149	218	224	191	host	gene-PA4619
gene-PA1272	164	170	127	106	66	72	53	109	97	84	host	cobO
gene-PA2242	89	114	111	104	57	70	62	83	67	58	host	pslL
gene-PA0334	151	189	174	156	74	92	68	116	89	66	host	gene-PA0334
gene-PA3562	589	767	692	510	301	322	294	476	358	259	host	fruI
gene-PA1128	59	81	88	55	62	58	54	83	65	61	host	gene-PA1128
gene-PA2257	5	12	5	7	2	3	2	2	5	4	host	pvcD
gene-PA2639	556	656	576	545	305	377	312	479	394	308	host	nuoD
gene-PA3227	111	111	84	118	49	66	68	90	77	71	host	ppiA
gene-PA0260	392	423	445	330	237	281	250	266	284	228	host	gene-PA0260
gene-PA4410	1282	882	831	646	327	425	241	466	310	230	host	ddlB
gene-PA0857	214	301	237	189	135	144	134	256	204	155	host	bolA
gene-PA3661	98	119	109	86	62	45	45	76	47	47	host	gene-PA3661
gene-PA3024	43	74	56	32	15	27	16	30	28	12	host	gene-PA3024
gene-PA3698	194	240	197	152	121	133	172	196	240	179	host	gene-PA3698
gene-PA1247	16	26	26	22	7	23	12	24	15	16	host	aprE
gene-PA0415	139	175	108	83	54	60	46	106	89	71	host	chpC
gene-PA2446	100	133	107	80	78	71	64	131	74	73	host	gcvH2
gene-PA4756	1815	1912	1937	1491	927	1068	2453	2542	1219	1045	host	carB
gene-PA3490	38	43	56	36	22	29	21	40	29	18	host	gene-PA3490
gene-PA0884	39	42	42	37	36	36	45	80	72	32	host	gene-PA0884
gene-PA0168	50	100	86	51	21	27	15	73	50	25	host	gene-PA0168
gene-PA2889	21	40	22	28	16	17	19	36	17	23	host	atuD
gene-PA1755	138	146	130	119	126	113	75	189	228	137	host	gene-PA1755
gene-PA3684	213	215	285	199	118	134	121	234	270	177	host	gene-PA3684
gene-PA2150	3	5	9	6	1	8	3	7	9	3	host	gene-PA2150
gene-PA1581	697	710	757	674	491	477	440	712	549	484	host	sdhC
gene-PA2339	17	26	30	20	24	24	20	21	39	24	host	gene-PA2339
gene-PA1978	11	17	12	15	17	8	8	28	12	10	host	gene-PA1978
gene-PA3372	31	33	47	27	16	28	24	53	37	20	host	gene-PA3372
gene-PA2897	386	494	434	318	270	303	286	472	677	529	host	gene-PA2897
gene-PA1819	429	469	472	350	270	300	265	418	348	334	host	gene-PA1819
gene-PA1685	105	112	111	70	47	49	47	63	79	57	host	masA
gene-PA5213	183	278	237	237	112	150	148	252	233	192	host	gcvP1
gene-PA1500	27	58	52	37	48	45	26	44	25	30	host	gene-PA1500
gene-PA1924	6	9	10	3	2	7	4	13	8	5	host	gene-PA1924
gene-PA5531	219	182	210	168	288	378	331	671	813	590	host	tonB1
gene-PA1237	10	10	10	7	2	3	8	11	12	3	host	gene-PA1237
gene-PA5349	239	263	232	166	129	114	132	233	199	142	host	gene-PA5349
gene-PA4062	108	120	99	70	51	56	60	53	78	57	host	gene-PA4062
gene-PA1146	37	33	37	17	18	22	29	33	36	32	host	gene-PA1146
gene-PA4021	137	199	124	102	64	67	58	97	83	53	host	gene-PA4021
gene-PA2755	310	283	325	238	173	161	124	222	302	218	host	eco
gene-PA1169	130	110	131	104	77	67	76	121	125	74	host	gene-PA1169
gene-PA1912	18	31	18	17	14	18	23	45	46	24	host	femI
gene-PA1948	123	116	120	109	90	117	81	126	134	83	host	rbsC
gene-PA3619	62	66	69	56	51	50	42	66	74	67	host	gene-PA3619
gene-PA2189	23	21	24	21	8	20	22	28	31	15	host	gene-PA2189
gene-PA5186	72	83	105	83	55	67	48	102	62	46	host	gene-PA5186
gene-PA0758	237	312	364	374	197	206	225	321	254	182	host	gene-PA0758
gene-PA1990	16	10	16	18	10	10	12	13	24	10	host	pqqH
gene-PA4189	15	14	22	23	20	10	20	34	46	14	host	gene-PA4189
gene-PA4338	134	146	151	125	79	77	82	134	147	118	host	gene-PA4338
gene-PA3626	670	700	646	543	464	565	495	680	877	671	host	gene-PA3626
gene-PA1623	150	228	191	140	114	98	80	166	126	99	host	gene-PA1623
gene-PA0186	40	53	47	36	39	35	33	45	87	53	host	gene-PA0186
gene-PA4803	56	114	81	47	33	55	52	80	55	38	host	gene-PA4803
gene-PA4588	177	206	215	176	118	117	110	186	136	122	host	gdhA
gene-PA2899	115	111	105	87	75	66	85	128	91	77	host	gene-PA2899
gene-PA5491	884	1633	1597	1116	879	2361	855	1731	1350	962	host	gene-PA5491
gene-PA5381	44	43	50	37	18	23	27	39	66	39	host	gene-PA5381
gene-PA5423	255	239	307	203	158	153	170	242	269	202	host	gene-PA5423
gene-PA0504	44	40	46	41	19	20	23	29	26	28	host	bioD
gene-PA2774	250	246	327	222	165	167	155	259	167	141	host	gene-PA2774
gene-PA3386	53	46	41	53	27	34	13	55	49	43	host	gene-PA3386
gene-PA0196	112	122	120	73	74	84	82	130	109	77	host	pntB
gene-PHIKZ286	4361	3933	6699	6598	5419	3802	5173	7144	4182	3955	phage	gene-PHIKZ286
gene-PA0462	306	338	435	322	340	382	446	667	1008	713	host	gene-PA0462
gene-PA4324	339	362	323	313	176	208	117	240	193	164	host	gene-PA4324
gene-PA3021	146	203	169	146	92	101	83	135	91	68	host	gene-PA3021
gene-PA5511	232	388	392	298	198	187	168	382	275	209	host	mifR
gene-PA0326	10	16	19	16	12	7	8	14	20	14	host	gene-PA0326
gene-PA3264	89	149	95	95	45	73	70	83	81	57	host	gene-PA3264
gene-PA2656	179	165	134	100	60	86	74	77	82	81	host	gene-PA2656
gene-PA5544	180	164	198	142	124	163	120	194	173	131	host	gene-PA5544
gene-PA2192	3	7	6	3	4	4	7	8	17	13	host	gene-PA2192
gene-PA4541.2	2427	1756	3962	3021	2372	2290	1576	1983	3371	2113	host	gene-PA4541.2
gene-PA5230	450	502	895	652	229	236	171	312	229	174	host	gene-PA5230
gene-PA3846	88	97	66	62	42	38	40	55	63	43	host	gene-PA3846
gene-PA5010	497	619	761	555	243	289	235	359	807	276	host	waaG
gene-PHIKZ284	16732	15913	29556	28151	28012	26087	27235	47351	24502	21509	phage	gene-PHIKZ284
gene-PA0674	15	7	25	7	2	13	5	11	15	7	host	vreA
gene-PA3863	74	93	79	56	39	25	49	83	74	40	host	dauA
gene-PA0790	31	59	73	41	29	26	26	51	45	40	host	gene-PA0790
gene-PA0908	19	21	24	20	15	21	14	45	49	34	host	gene-PA0908
gene-PA1826	104	103	81	62	48	51	45	95	89	66	host	gene-PA1826
gene-PA4814	29	11	19	12	8	20	21	21	23	17	host	fadH2
gene-PA2525	119	170	166	123	60	61	45	71	63	46	host	gene-PA2525
gene-PA5191	174	148	178	124	90	122	121	139	184	105	host	gene-PA5191
gene-PA0574.1	141	101	218	125	117	134	89	118	208	161	host	gene-PA0574.1
gene-PA3965	69	68	100	80	65	71	43	82	93	70	host	gene-PA3965
gene-PA2877	73	111	103	78	62	59	74	130	116	88	host	gene-PA2877
gene-PA4040	77	77	74	70	65	56	59	102	82	47	host	gene-PA4040
gene-PA5442	272	278	366	256	145	179	176	270	342	219	host	gene-PA5442
gene-PA5492	1129	978	2321	1516	1515	1796	1499	2051	1839	1429	host	gene-PA5492
gene-PA4513	141	123	585	120	122	146	130	269	309	201	host	gene-PA4513
gene-PA2376	38	42	35	26	20	21	13	48	35	33	host	gene-PA2376
gene-PA0472	23	24	20	14	54	89	101	158	183	104	host	gene-PA0472
gene-PA2410	54	72	53	41	32	33	30	30	29	19	host	gene-PA2410
gene-PA3796	237	327	317	240	209	257	267	472	385	300	host	gene-PA3796
gene-PA4539	450	432	444	394	293	375	315	536	686	546	host	gene-PA4539
gene-PA2113	249	260	222	160	95	138	85	137	102	81	host	opdO
gene-PA3267	332	373	376	279	204	238	232	361	304	232	host	gene-PA3267
gene-PA1621	65	59	84	59	40	50	42	66	61	48	host	gene-PA1621
gene-PA2381	33	28	41	23	25	28	13	15	17	18	host	gene-PA2381
gene-PA1888	57	48	60	59	33	29	43	72	55	54	host	gene-PA1888
gene-PA2891	29	16	38	23	5	11	8	12	21	19	host	atuF
gene-PA3374	28	47	39	31	25	22	20	36	43	25	host	gene-PA3374
gene-PA2055	8	17	15	16	14	6	3	12	11	8	host	gene-PA2055
gene-PA1391	43	58	51	38	28	34	19	60	30	32	host	gene-PA1391
gene-PA3151	868	766	625	606	292	299	283	330	247	277	host	hisF2
gene-PA1907	10	12	12	10	11	19	14	32	30	25	host	gene-PA1907
gene-PA2036	10	19	15	11	8	8	8	6	15	3	host	gene-PA2036
gene-PA0493	56	58	61	58	54	41	67	74	72	44	host	gene-PA0493
gene-PA1712	198	249	241	212	100	116	121	238	145	118	host	exsB
gene-PA4032	450	496	560	410	355	516	432	657	750	553	host	gene-PA4032
gene-PA4381	166	163	235	169	128	123	126	215	205	132	host	gene-PA4381
gene-PA4508	59	47	42	34	19	34	29	35	45	35	host	gene-PA4508
gene-PA4303	39	44	41	33	12	26	38	39	41	33	host	tadZ
gene-PA3185	715	859	785	572	527	627	638	907	1265	952	host	gene-PA3185
gene-PA0313	158	200	182	138	106	149	110	244	257	184	host	gene-PA0313
gene-PA4001	1349	1385	1567	1245	1045	1288	1292	1891	2071	1719	host	sltB1
gene-PA3685	293	275	360	307	238	306	283	416	617	402	host	gene-PA3685
gene-PA2670	47	37	37	21	28	23	15	32	44	29	host	gene-PA2670
gene-PA0024	331	405	308	274	161	178	185	282	283	217	host	hemF
gene-PA4228	15	14	12	13	16	21	8	21	19	20	host	pchD
gene-PA4195	42	39	48	32	82	102	150	238	913	657	host	gene-PA4195
gene-PA2136	32	45	12	13	4	9	11	6	12	5	host	gene-PA2136
gene-PA0757	176	203	623	153	97	86	100	159	137	98	host	gene-PA0757
gene-PA5475	616	884	297	288	109	168	107	150	114	96	host	gene-PA5475
gene-PA1428a	58	56	75	53	43	55	33	70	72	52	host	gene-PA1428a
gene-PA2572	100	93	111	93	70	96	74	132	122	77	host	gene-PA2572
gene-PA0056	37	50	66	25	17	36	12	36	39	28	host	gene-PA0056
gene-PA1406	84	80	79	37	38	47	42	64	47	33	host	gene-PA1406
gene-PHIKZ241	3361	2970	3836	3408	3348	2648	3406	4821	2745	2616	phage	gene-PHIKZ241
gene-PA2289	108	141	118	77	68	90	100	112	139	100	host	gene-PA2289
gene-PA4537	113	147	157	123	114	126	116	143	287	219	host	gene-PA4537
gene-PA4783	89	102	106	100	90	102	102	161	174	172	host	gene-PA4783
gene-PA0290	104	113	125	98	74	98	79	144	251	153	host	gene-PA0290
gene-PA4609	290	337	344	270	207	254	212	314	329	243	host	radA
gene-PA5556	4108	3768	4270	2879	2052	2246	3346	3387	1921	1672	host	atpA
gene-PA1636	87	98	106	94	42	38	53	106	109	102	host	kdpD
gene-PA2601	70	66	73	65	36	53	51	65	51	52	host	gene-PA2601
gene-PA0697	3	3	4	5	4	3	1	6	6	6	host	gene-PA0697
gene-PA2500	165	230	58	53	34	42	26	59	36	19	host	gene-PA2500
gene-PHIKZ_p39	2776	2378	4708	3730	5191	4268	4973	7088	6460	6035	phage	gene-PHIKZ_p39
gene-PA1959	241	277	347	272	187	254	187	322	431	345	host	bacA
gene-PHIKZ_p01	435	408	469	459	297	231	212	271	210	179	phage	gene-PHIKZ_p01
gene-PA2059	20	16	15	10	11	9	11	22	21	18	host	gene-PA2059
gene-PA3704	223	283	244	181	95	88	122	175	147	95	host	wspE
gene-PA1711	82	85	102	57	39	42	53	123	41	34	host	gene-PA1711
gene-PA5152	787	858	787	650	469	511	480	696	823	608	host	gene-PA5152
gene-PA2979	193	224	263	192	126	123	140	180	168	124	host	kdsB
gene-PA0117	35	42	41	38	21	25	28	35	39	35	host	gene-PA0117
gene-PA2551	182	224	176	193	69	92	71	135	141	89	host	gene-PA2551
gene-PA5245	222	260	275	217	128	182	163	250	256	212	host	gene-PA5245
gene-PA2235	472	519	444	292	211	222	191	337	229	171	host	pslE
gene-PA0976.1	11548	3812	11717	11311	30999	25982	4961	5294	41736	33027	host	gene-PA0976.1
gene-PA2988	628	602	699	490	382	536	484	826	703	569	host	gene-PA2988
gene-PA0130	153	167	183	124	86	92	98	120	116	118	host	gene-PA0130
gene-PA1453	584	871	793	651	386	488	385	784	641	595	host	flhF
gene-PA3599	154	117	142	109	90	99	82	154	172	123	host	gene-PA3599
gene-PA0343	450	528	619	502	334	373	291	504	492	341	host	gene-PA0343
gene-PA0444	47	52	65	66	36	57	74	98	86	62	host	gene-PA0444
gene-PA0801	76	64	106	57	54	87	69	101	122	82	host	gene-PA0801
gene-PA1904	8	13	13	5	8	5	2	8	5	4	host	phzF2
gene-PA2648	481	517	468	359	211	251	224	273	236	187	host	nuoM
gene-PA2896	97	78	118	91	62	68	67	146	164	104	host	gene-PA2896
gene-PA5409	98	156	130	95	67	69	60	128	102	54	host	gene-PA5409
gene-PA2121	15	28	33	9	19	13	14	10	20	14	host	gene-PA2121
gene-PA0530	35	71	68	27	32	30	31	34	46	21	host	gene-PA0530
gene-PA0106	89	91	91	66	77	66	55	101	103	85	host	coxA
gene-PA2378	213	327	299	231	98	124	126	290	143	128	host	gene-PA2378
gene-PA0289	109	95	92	71	104	83	63	96	97	48	host	gpuR
gene-PHIKZ185	6083	4696	9589	8964	8735	5391	9633	13291	8551	8759	phage	gene-PHIKZ185
gene-PA0570	36	42	25	36	16	22	24	35	26	17	host	gene-PA0570
gene-PA5056	199	245	149	133	100	122	115	165	209	142	host	phaC1
gene-PA2240	178	206	292	237	97	99	102	160	126	88	host	pslJ
gene-PA2711	48	60	36	42	22	29	30	46	47	35	host	gene-PA2711
gene-PA1484	136	173	156	96	79	88	78	144	112	80	host	gene-PA1484
gene-PA3693	70	48	86	52	28	29	36	53	50	35	host	gene-PA3693
gene-PA0611	344	331	296	239	162	198	193	319	297	213	host	prtR
gene-PA4461	1206	1425	2166	1639	492	536	448	748	707	511	host	gene-PA4461
gene-PA2606	57	66	75	56	20	35	27	64	54	36	host	gene-PA2606
gene-PA3928	35	30	52	28	37	29	39	64	80	59	host	gene-PA3928
gene-PA3571	62	78	60	41	26	38	37	49	55	45	host	mmsR
gene-PA4418	2208	1876	1897	1589	905	1000	800	1354	1872	724	host	ftsI
gene-PA1649	37	42	58	41	29	38	31	75	52	37	host	gene-PA1649
gene-PA2898	11	7	15	4	7	7	7	9	10	2	host	gene-PA2898
gene-PA0681	25	15	11	14	9	14	14	16	25	12	host	gene-PA0681
gene-PA1283	60	67	107	67	46	57	40	77	66	60	host	gene-PA1283
gene-PA5033	40	53	69	55	27	54	42	81	73	57	host	gene-PA5033
gene-PA3238	271	307	301	197	176	219	247	299	371	305	host	gene-PA3238
gene-PA1055	151	160	215	157	80	110	53	134	117	93	host	gene-PA1055
gene-PA5155	162	189	182	116	72	82	51	88	61	41	host	gene-PA5155
gene-PA2111	140	221	233	143	78	103	73	216	71	47	host	gene-PA2111
gene-PA4878	121	112	136	92	60	107	74	108	96	101	host	gene-PA4878
gene-PA2929	37	37	51	25	21	20	21	40	70	47	host	gene-PA2929
gene-PA4788	10	5	13	7	922	4	3	18	17	6	host	gene-PA4788
gene-PA2969	1785	1896	2575	1539	1174	1017	1102	2095	1241	953	host	plsX
gene-PA0127	85	114	95	84	44	68	42	100	77	56	host	gene-PA0127
gene-PA3122	106	132	146	96	61	63	52	94	72	62	host	gene-PA3122
gene-PA4882	32	43	53	26	41	23	36	54	36	24	host	gene-PA4882
gene-PA5473	254	290	437	230	213	242	245	503	438	365	host	gene-PA5473
gene-PA5053	388	405	247	193	118	130	121	221	517	436	host	hslV
gene-PA0201	521	532	235	234	291	394	612	945	5350	4328	host	gene-PA0201
gene-PA4363	14	27	36	23	10	22	14	30	28	21	host	iciA
gene-PA1555.1	117	150	213	171	65	87	85	90	85	68	host	ccoQ2
gene-PA5525	627	763	704	519	448	480	565	1049	1175	811	host	gene-PA5525
gene-PA0063	200	212	250	168	142	211	168	245	295	243	host	gene-PA0063
gene-PA0662	592	817	566	480	412	495	475	733	856	626	host	argC
gene-PA4616	71	55	63	53	31	33	40	86	59	52	host	gene-PA4616
gene-PA5244	638	798	470	399	235	322	257	389	329	265	host	gene-PA5244
gene-PA3276	176	168	241	160	163	164	154	300	320	219	host	gene-PA3276
gene-PA3479	132	104	172	117	107	84	84	116	81	73	host	rhlA
gene-PA2395	48	31	38	30	28	35	39	52	60	29	host	pvdO
gene-PA4218	7	8	14	10	6	5	5	10	10	19	host	gene-PA4218
gene-PA2942	50	79	78	59	34	55	29	62	73	51	host	gene-PA2942
gene-PA2564	69	74	67	47	47	50	35	62	91	56	host	gene-PA2564
gene-PA0505	245	425	312	190	128	174	157	331	272	210	host	gene-PA0505
gene-PA1341	143	161	165	115	88	76	95	158	75	76	host	gene-PA1341
gene-PA3573	186	275	122	118	49	63	56	87	81	63	host	gene-PA3573
gene-PA5400	24	27	29	21	19	24	20	39	26	20	host	gene-PA5400
gene-PA4796	92	120	98	59	42	38	32	67	57	44	host	gene-PA4796
gene-PA0143	72	98	133	84	58	84	64	144	96	58	host	nuh
gene-PA1688	708	704	676	543	430	482	389	511	477	436	host	gene-PA1688
gene-PA1622	59	66	58	38	43	36	22	50	48	29	host	gene-PA1622
gene-PA0809	47	50	46	47	34	27	28	42	52	24	host	gene-PA0809
gene-PA1030.1	15	23	11	30	13	7	11	12	28	16	host	gene-PA1030.1
