Geneid	10_R1	10_R2	15_R1	15_R2	20_R1	20_R2	25_R1	25_R2	35_R1	35_R2	Entity	Symbol
gene-PA1010	547	702	552	658	549	550	531	651	607	1157	host	dapA
gene-PA2940	34	47	25	25	18	16	24	15	33	37	host	gene-PA2940
gene-PA2787	35	55	56	59	40	30	41	62	62	115	host	cpg2
gene-PA2351	2	10	8	11	6	6	7	9	11	34	host	gene-PA2351
gene-PA4328	96	155	91	132	61	63	51	55	65	129	host	gene-PA4328
gene-PHIKZ144	3059	3031	3486	4000	5234	4877	8518	8224	36880	34519	phage	gene-PHIKZ144
gene-PA3717	88	82	60	76	49	58	81	59	82	159	host	gene-PA3717
gene-PA1839	102	113	84	108	48	67	48	83	75	286	host	gene-PA1839
gene-PA0576	3478	3810	3335	4249	3233	2960	3007	2955	3043	4921	host	rpoD
gene-PHIKZ212	1278	1499	2150	1877	2662	3185	2437	2374	862	694	phage	gene-PHIKZ212
gene-PA1788	171	256	151	158	152	132	181	210	333	453	host	gene-PA1788
gene-PA3650	507	694	413	528	359	379	341	361	524	2294	host	dxr
gene-PA4370	188	239	175	192	196	178	288	317	311	463	host	icmP
gene-PA1741	74	175	106	120	119	87	95	103	93	98	host	gene-PA1741
gene-PA3578	61	84	83	90	51	43	47	52	98	132	host	gene-PA3578
gene-PA3182	308	403	299	312	170	149	148	160	148	578	host	pgl
gene-PA4373	123	160	123	171	99	93	83	111	72	243	host	gene-PA4373
gene-PA3620	612	836	609	809	444	473	465	478	521	743	host	mutS
gene-PA4463	1383	1930	1404	1811	912	811	740	671	896	1248	host	gene-PA4463
gene-PA3617	784	895	877	1180	930	771	930	930	1033	1565	host	recA
gene-PA0623	107	108	98	111	66	48	41	61	66	86	host	gene-PA0623
gene-PA3999	772	858	589	691	370	377	357	461	423	631	host	dacC
gene-PA0769	310	543	277	318	175	168	182	153	173	207	host	gene-PA0769
gene-PA0858	311	338	264	345	257	261	230	278	297	490	host	gene-PA0858
gene-PA5349	197	239	141	188	93	112	86	129	112	338	host	gene-PA5349
gene-PA2504	62	52	49	59	31	27	26	45	49	105	host	gene-PA2504
gene-PA3222	75	89	50	54	50	31	27	46	18	73	host	gene-PA3222
gene-PA0682	5	7	8	8	4	3	8	8	9	13	host	gene-PA0682
gene-PA2345	32	37	37	38	15	17	14	17	22	56	host	gene-PA2345
gene-PA2902	246	221	194	259	157	143	137	161	196	298	host	gene-PA2902
gene-PA1298	32	56	23	30	25	18	24	29	58	46	host	gene-PA1298
gene-PA3505	6	25	18	14	12	10	13	24	14	83	host	gene-PA3505
gene-PA3417	12	10	13	26	16	9	6	13	11	25	host	gene-PA3417
gene-PA4535	65	108	96	67	76	58	95	90	106	201	host	gene-PA4535
gene-PHIKZ_p79	2382	2605	3139	2873	1100	1534	501	355	430	335	phage	gene-PHIKZ_p79
gene-PA2481	155	205	210	284	76	80	93	69	121	351	host	gene-PA2481
gene-PA5434	64	112	85	100	74	42	68	92	77	123	host	mtr
gene-PA3504	27	48	39	45	32	33	22	38	37	125	host	gene-PA3504
gene-PA3036	11	13	15	15	13	6	9	13	19	34	host	gene-PA3036
gene-PA3108	513	552	373	468	276	269	247	299	271	392	host	purF
gene-PA3551	19	29	28	32	17	26	36	34	60	79	host	algA
gene-PA0180	108	124	112	178	165	168	137	172	242	448	host	cttP
gene-PHIKZ247	1303	1442	1158	1313	421	433	333	196	292	275	phage	gene-PHIKZ247
gene-PA2813	142	159	119	212	153	104	121	138	201	360	host	gene-PA2813
gene-PA1000	1246	1354	810	1094	519	509	447	657	475	1646	host	pqsE
gene-PA3621.1	34809	25146	30255	27168	24835	21206	23361	23371	26504	52659	host	rsmZ
gene-PA5396	108	110	82	125	67	73	79	401	111	239	host	gene-PA5396
gene-PA0127	68	92	60	86	36	56	60	74	70	125	host	gene-PA0127
gene-PA0838	302	357	368	437	252	235	282	436	441	944	host	gene-PA0838
gene-PA0079	206	228	169	189	109	133	89	128	88	261	host	gene-PA0079
gene-PA2970	4243	4818	3798	4670	2902	2801	2502	2821	2692	4347	host	rpmF
gene-PA4901	13	11	12	9	9	6	14	11	8	32	host	mdlC
gene-PA3464	25	49	42	43	27	29	33	32	37	97	host	gene-PA3464
gene-PA3768	220	258	201	225	220	244	316	359	312	747	host	gene-PA3768
gene-PA1916	29	30	14	21	16	9	24	11	26	30	host	gene-PA1916
gene-PA2736	265	334	255	357	349	296	456	360	734	1181	host	gene-PA2736
gene-PA5541	43	53	36	48	31	27	22	37	28	69	host	pyrQ
gene-PA3425	4	19	14	9	11	7	9	17	16	41	host	gene-PA3425
gene-PA5320	588	587	546	633	448	460	486	422	581	728	host	coaC
gene-PA3069	245	268	247	308	274	312	401	375	600	1097	host	gene-PA3069
gene-PA2111	132	166	115	164	71	86	54	145	50	281	host	gene-PA2111
gene-PA0444	40	65	39	58	58	35	45	34	78	153	host	gene-PA0444
gene-PA4363	17	18	26	27	17	10	12	15	12	57	host	iciA
gene-PA5059	63	77	96	90	48	56	65	67	90	267	host	gene-PA5059
gene-PA2048	16	19	13	9	3	4	3	4	10	20	host	gene-PA2048
gene-PA4445	154	279	139	195	139	138	93	135	144	289	host	gene-PA4445
gene-PA4929	121	151	121	121	72	80	62	98	84	296	host	gene-PA4929
gene-PA1690	73	81	55	73	42	29	32	21	44	72	host	pscU
gene-PA2511	24	37	26	30	20	4	19	18	17	48	host	gene-PA2511
gene-PA1769	495	608	569	759	555	524	593	580	929	1096	host	gene-PA1769
gene-PA3149	778	894	587	608	325	292	275	237	248	297	host	wbpH
gene-PA4886	84	128	79	106	45	61	53	58	84	233	host	gene-PA4886
gene-PA2086	13	3	2	2	11	3	2	4	2	5	host	gene-PA2086
gene-PA0843	12	15	14	45	24	18	27	37	65	105	host	plcR
gene-PA0348	25	32	27	27	28	21	29	35	45	117	host	gene-PA0348
gene-PA3983	372	440	263	320	204	206	156	213	217	318	host	gene-PA3983
gene-PA0285	256	331	257	298	158	174	182	239	246	464	host	gene-PA0285
gene-PA3120	56	114	71	111	37	60	47	48	54	86	host	leuD
gene-PA1052	41	39	48	49	46	37	28	24	52	220	host	gene-PA1052
gene-PA4656	194	235	195	206	128	147	196	168	307	1072	host	gene-PA4656
gene-PA0461	432	549	438	565	458	420	447	384	668	777	host	gene-PA0461
gene-PA1847	332	362	309	375	228	252	261	271	450	818	host	gene-PA1847
gene-PA0273	7	9	8	9	5	7	11	6	3	16	host	gene-PA0273
gene-PA5515	277	358	262	343	196	183	176	270	273	631	host	gene-PA5515
gene-PA2532	153	190	122	163	99	88	73	75	124	278	host	tpx
gene-PA1350	27	31	16	22	28	20	13	27	31	55	host	gene-PA1350
gene-PA2900	203	215	197	203	138	141	156	179	195	427	host	gene-PA2900
gene-PA1453	471	688	430	701	370	445	376	456	602	1024	host	flhF
gene-PA2563	70	88	83	71	51	69	85	91	119	153	host	gene-PA2563
gene-PA3166	414	481	298	356	258	197	178	183	180	313	host	pheA
gene-PA3137	85	131	105	85	71	66	59	90	97	173	host	gene-PA3137
gene-PA0215	27	23	17	30	20	20	18	22	32	56	host	gene-PA0215
gene-PA5315	3001	3344	2601	3068	1656	1664	1284	1607	1706	3922	host	rpmG
gene-PA5054	338	414	165	216	126	139	130	142	173	287	host	hslU
gene-PA4247	1598	1635	1460	1546	1061	1112	1059	1033	1061	1336	host	rplR
gene-PA1744	8	7	1	14	5	4	4	4	1	11	host	gene-PA1744
gene-PA2308	14	3	4	8	5	5	8	6	9	25	host	gene-PA2308
gene-PA0541	156	183	142	228	110	115	91	149	134	293	host	gene-PA0541
gene-PA0152	70	85	59	109	53	57	73	102	98	337	host	pcaQ
gene-PA3214	96	116	78	81	55	33	36	51	30	94	host	gene-PA3214
gene-PA3208	75	88	71	95	75	68	57	97	67	205	host	gene-PA3208
gene-PA4189	13	19	17	19	8	10	8	159	27	81	host	gene-PA4189
gene-PA4608	160	168	138	180	81	98	115	122	121	312	host	gene-PA4608
gene-PA2858	135	157	98	139	56	71	48	89	67	179	host	gene-PA2858
gene-PA5267	29	51	44	46	34	28	51	34	46	55	host	hcpB
gene-PA1810	221	254	178	250	132	112	139	149	167	236	host	gene-PA1810
gene-PA2581	205	201	167	204	108	111	102	140	160	248	host	gene-PA2581
gene-PHIKZ299	121	130	724	524	2616	2547	2713	2745	2202	2044	phage	gene-PHIKZ299
gene-PA1571	152	213	149	203	160	134	138	135	230	177	host	gene-PA1571
gene-PA4002	1454	1773	1255	1550	1054	1005	1105	951	1470	1144	host	rodA
gene-PA0294	54	58	54	54	41	26	37	46	53	125	host	aguR
gene-PA1871	77	81	55	78	32	27	60	42	39	114	host	lasA
gene-PA1606	27	25	8	14	17	10	13	19	12	7	host	gene-PA1606
gene-PA1251	60	83	59	98	54	44	51	90	78	313	host	gene-PA1251
gene-PA1389	60	78	60	49	50	42	66	68	68	117	host	gene-PA1389
gene-PA2057	28	38	35	34	18	29	18	30	38	76	host	gene-PA2057
gene-PA4879	204	265	245	270	152	171	200	229	309	728	host	gene-PA4879
gene-PA1188	14	22	17	29	19	15	12	19	28	72	host	gene-PA1188
gene-PA2755	205	254	217	203	137	146	118	147	143	230	host	eco
gene-PHIKZ_p83	318	365	5185	3649	29749	30040	20113	17036	7267	7731	phage	gene-PHIKZ_p83
gene-PA1337	99	127	106	109	79	88	77	129	56	136	host	ansB
gene-PA4470	82	96	80	95	105	70	85	84	115	223	host	fumC1
gene-PA3966	268	273	260	299	259	209	217	253	247	228	host	gene-PA3966
gene-PA0886	28	34	32	35	22	26	22	22	33	68	host	gene-PA0886
gene-PA5252a	478	491	515	453	257	280	297	319	335	735	host	gene-PA5252a
gene-PA5346	493	632	443	540	311	320	301	397	373	574	host	gene-PA5346
gene-PA4173	0	2	2	4	1	4	2	2	3	9	host	gene-PA4173
gene-PA4250	2565	2831	2389	2717	1582	1603	1330	1284	1413	2241	host	rpsN
gene-PA0907	57	62	66	59	41	40	48	264	55	210	host	gene-PA0907
gene-PA4230	2	7	0	1	1	0	0	0	7	6	host	pchB
gene-PA4816	66	50	61	71	33	46	34	87	70	277	host	gene-PA4816
gene-PA5451	180	217	138	190	85	82	83	108	112	165	host	wzm
gene-PA5060	825	917	905	1824	748	789	1148	1294	1326	5708	host	phaF
gene-PA0426	2887	2361	1831	2148	1115	1039	1011	969	1141	2165	host	mexB
gene-PA3527	223	212	193	224	159	144	190	218	204	367	host	pyrC
gene-PA2305	269	303	259	272	165	180	211	220	240	678	host	ambB
gene-PA2676	17	22	15	31	16	10	14	14	23	30	host	gene-PA2676
gene-PA0836.1	41	105	22	27	23	21	29	19	37	27	host	gene-PA0836.1
gene-PA4844	37	51	38	61	30	24	20	40	29	149	host	gene-PA4844
gene-PA3374	21	24	21	25	12	22	11	17	33	71	host	gene-PA3374
gene-PA1995	62	93	63	73	54	55	56	65	66	128	host	gene-PA1995
gene-PA1196	102	192	85	105	43	53	74	48	51	138	host	gene-PA1196
gene-PA0936	176	5862	150	144	120	105	101	211	149	209	host	lpxO2
gene-PA5312	466	603	460	633	322	294	284	405	407	731	host	gene-PA5312
gene-PHIKZ030	7091	7839	7365	8704	8267	7851	14526	20931	67979	55427	phage	gene-PHIKZ030
gene-PHIKZ303	1900	1920	2367	2375	5826	5765	8163	10188	19308	24025	phage	gene-PHIKZ303
gene-PA4763	270	356	285	363	289	245	270	367	445	764	host	recN
gene-PA2898	8	6	2	13	5	5	2	9	6	19	host	gene-PA2898
gene-PA3963a	35	29	24	30	14	25	13	13	18	47	host	gene-PA3963a
gene-PA1755	120	124	80	120	93	73	80	76	135	162	host	gene-PA1755
gene-PA2778	65	98	74	98	41	44	46	60	66	232	host	gene-PA2778
gene-PA0845	32	47	44	68	37	30	47	31	64	87	host	gene-PA0845
gene-PHIKZ_p02	599	796	531	641	246	229	153	153	182	118	phage	gene-PHIKZ_p02
gene-PA3856	33	41	32	42	24	22	24	29	36	89	host	gene-PA3856
gene-PA1007	341	325	254	346	175	160	163	219	195	485	host	gene-PA1007
gene-PA2754a	65	67	35	35	46	31	51	49	73	97	host	gene-PA2754a
gene-PA0490	192	212	200	259	261	220	325	301	519	450	host	gene-PA0490
gene-PA3324	28	45	21	42	30	36	41	36	46	107	host	gene-PA3324
gene-PA1468	19	17	23	32	9	13	12	8	14	37	host	gene-PA1468
gene-PA3801	2167	706	416	485	332	272	294	349	309	629	host	gene-PA3801
gene-PA2861	12	13	5	12	12	13	9	17	18	41	host	ligT
gene-PA2349	10	4	8	5	2	6	11	4	0	27	host	gene-PA2349
gene-PA1486	8	8	6	4	9	8	4	3	11	29	host	gene-PA1486
gene-PA3968	76	98	64	91	47	44	56	73	87	241	host	gene-PA3968
gene-PA1119	65	111	71	93	55	70	67	99	88	127	host	yfiB
gene-PA4978	22	32	27	19	21	20	16	20	20	64	host	gene-PA4978
gene-PA4657	79	81	81	71	34	50	60	76	74	193	host	gene-PA4657
gene-PA0097	45	42	44	72	24	21	22	42	25	88	host	gene-PA0097
gene-PA4586	32	59	26	213	41	24	28	29	14	76	host	gene-PA4586
gene-PHIKZ216	9994	11185	12069	12431	7849	8694	5663	6929	3098	3313	phage	gene-PHIKZ216
gene-PA2946	46	71	61	112	46	42	54	44	61	196	host	gene-PA2946
gene-PA4073	35	36	36	39	13	13	18	19	29	89	host	gene-PA4073
gene-PA2653	264	326	235	368	213	227	197	206	252	503	host	gene-PA2653
gene-PA4822	34	52	35	57	37	26	36	42	36	109	host	gene-PA4822
gene-PA0835	255	345	381	450	187	164	279	185	208	808	host	pta
gene-PA1370	227	271	202	210	119	121	88	129	129	139	host	gene-PA1370
gene-PHIKZ277	4373	4412	6935	5896	7151	8170	4449	3314	7158	3220	phage	gene-PHIKZ277
gene-PA4000	722	712	517	602	353	355	385	357	439	1015	host	gene-PA4000
gene-PA4707	84	64	36	67	37	32	38	55	48	188	host	gene-PA4707
gene-PA2582	302	365	295	345	232	238	287	242	343	671	host	gene-PA2582
gene-PA4270.1	1536	1384	1593	1622	1049	1010	945	827	1251	9247	host	gene-PA4270.1
gene-PA3421	3	8	11	15	10	10	7	4	9	20	host	gene-PA3421
gene-PA3928	29	21	23	18	24	22	42	28	51	117	host	gene-PA3928
gene-PA4031	800	960	649	847	635	563	560	563	670	821	host	ppa
gene-PA3084	94	93	91	110	48	63	43	92	69	120	host	gene-PA3084
gene-PHIKZ122	4805	4792	5741	5092	3632	4229	3388	2642	1795	1310	phage	gene-PHIKZ122
gene-PHIKZ_p71	1637	1692	3289	2696	4580	5069	3206	2106	2620	1183	phage	gene-PHIKZ_p71
gene-PA2394	39	47	36	47	26	21	34	27	41	66	host	pvdN
gene-PA3692	224	246	234	219	129	139	149	158	157	288	host	lptF
gene-PA3344	839	868	683	910	594	566	579	568	622	1300	host	recQ
gene-PA3577	14	16	17	25	8	16	17	15	9	21	host	gene-PA3577
gene-PA2755a	80	93	79	100	85	53	74	78	202	320	host	gene-PA2755a
gene-PA0877	46	50	55	84	40	35	40	53	48	107	host	gene-PA0877
gene-PA0830	24	21	18	21	13	19	36	12	25	33	host	gene-PA0830
gene-PA4990	23	28	29	35	18	12	25	22	29	37	host	gene-PA4990
gene-PA4525	6947	3681	2747	5534	956	992	1119	590	2490	1675	host	pilA
gene-PA5113	335	318	262	340	154	196	151	158	146	449	host	gene-PA5113
gene-PA0020	586	769	459	585	374	348	409	336	592	1044	host	gene-PA0020
gene-PA3074	115	143	99	141	57	64	65	64	53	197	host	gene-PA3074
gene-PA5151	34	38	32	39	31	17	28	34	50	123	host	gene-PA5151
gene-PA2360	14	12	9	10	8	5	9	11	10	13	host	gene-PA2360
gene-PA3356	269	348	261	329	240	188	209	264	388	551	host	gene-PA3356
gene-PA4967	600	714	530	678	314	368	296	304	305	603	host	parE
gene-PA3851	176	165	120	142	113	87	104	128	169	510	host	gene-PA3851
gene-PA1926	189	215	196	229	99	97	126	132	151	235	host	gene-PA1926
gene-PA4152	7	8	4	8	11	15	6	7	14	39	host	gene-PA4152
gene-PA3089a	32	40	30	43	19	17	35	32	44	165	host	gene-PA3089a
gene-PA3391	34	33	24	43	42	30	20	19	34	79	host	nosR
gene-PA4593	53	60	32	37	20	27	21	20	41	65	host	gene-PA4593
gene-PA4758	876	854	856	985	721	685	616	509	720	829	host	carA
gene-PA0153	22	35	29	28	23	23	31	21	22	52	host	pcaH
gene-PA0906	224	254	240	354	186	223	232	255	283	557	host	gene-PA0906
gene-PHIKZ242	1130	1216	1514	1488	1617	1752	1022	753	834	385	phage	gene-PHIKZ242
gene-PA4341	29	27	32	39	16	21	41	22	40	61	host	gene-PA4341
gene-PA4698	371	332	214	288	132	115	107	117	130	247	host	gene-PA4698
gene-PA0390	301	418	245	363	182	221	210	236	235	442	host	metX
gene-PA1278	41	48	31	30	17	18	16	13	10	53	host	cobP
gene-PA4534	141	188	117	159	122	118	137	130	178	270	host	gene-PA4534
gene-PA4145a	24	33	42	44	24	17	25	41	29	80	host	gene-PA4145a
gene-PA5140	233	324	201	207	107	125	115	2628	114	211	host	hisF1
gene-PHIKZ233	3037	3368	4697	4563	2792	3263	1575	1303	2020	1701	phage	gene-PHIKZ233
gene-PA1248	36	56	31	43	16	21	14	22	23	35	host	aprF
gene-PHIKZ121	2366	2483	2823	2805	2857	2939	2724	1772	1457	1406	phage	gene-PHIKZ121
gene-PA1095	827	922	953	1315	1033	5587	984	1040	1061	1648	host	gene-PA1095
gene-PA5509	205	238	190	257	138	117	107	107	137	194	host	gene-PA5509
gene-PA3073	78	69	34	59	33	31	34	39	30	86	host	gene-PA3073
gene-PA3633	99	146	2539	116	72	78	49	70	90	262	host	ygbP
gene-PA2014	202	230	201	258	97	130	99	156	136	293	host	liuB
gene-PA2049	149	176	124	140	60	93	48	95	88	174	host	gene-PA2049
gene-PA0080	45	55	55	70	34	35	23	52	35	96	host	gene-PA0080
gene-PA3435	178	264	154	214	140	137	150	97	199	198	host	gene-PA3435
gene-PA4564	471	448	687	470	301	305	309	296	366	511	host	gene-PA4564
gene-PA0250	100	129	78	141	90	104	87	72	114	185	host	gene-PA0250
gene-PHIKZ078	94	77	914	579	4421	4813	4485	3441	1424	1204	phage	gene-PHIKZ078
gene-PA0755	442	508	396	455	373	374	467	427	474	559	host	opdH
gene-PA5172	805	961	531	674	244	315	242	452	411	601	host	arcB
gene-PA0239	59	92	68	81	69	61	81	72	100	143	host	gene-PA0239
gene-PA2121	16	21	11	17	7	13	9	18	10	41	host	gene-PA2121
gene-PA3716	638	665	621	644	346	397	340	408	378	911	host	gene-PA3716
gene-PA3418	27	33	21	37	10	11	15	23	42	46	host	ldh
gene-PA4497	64	88	57	73	40	31	44	63	60	127	host	gene-PA4497
gene-PA0951a	83	105	75	112	58	43	65	52	77	122	host	gene-PA0951a
gene-PA2460	134	171	99	128	56	53	75	58	77	121	host	gene-PA2460
gene-PA3081	56	59	44	53	21	32	32	47	55	75	host	gene-PA3081
gene-PA0103a	64	67	75	85	67	43	49	88	92	120	host	gene-PA0103a
gene-PA4012	258	278	196	251	115	142	121	106	146	374	host	gene-PA4012
gene-PA3245	340	344	278	372	181	192	176	173	240	353	host	minE
gene-PA4085	29	23	20	20	16	15	11	5	27	28	host	cupB2
gene-PA5084	26	29	18	21	22	29	14	28	31	70	host	gene-PA5084
gene-PA0282	39	48	32	46	69	107	52	40	25	86	host	cysT
gene-PA0096	23	33	26	40	16	29	17	24	27	67	host	gene-PA0096
gene-PA4791	49	49	27	43	29	22	23	21	20	76	host	gene-PA4791
gene-PA3576	61	72	69	60	38	38	38	41	46	107	host	gene-PA3576
gene-PA3824.1	465	329	464	611	422	392	517	3179	863	1085	host	gene-PA3824.1
gene-PA5449	163	222	142	174	74	59	73	88	93	150	host	wbpX
gene-PA2393	36	24	22	30	25	31	29	33	46	108	host	gene-PA2393
gene-PA0471	12	22	13	18	16	19	54	31	40	128	host	gene-PA0471
gene-PA0650	264	328	253	267	145	152	145	168	192	349	host	trpD
gene-PA0976	190	184	134	165	117	114	166	123	187	455	host	gene-PA0976
gene-PA5183a	163	176	110	122	108	84	113	132	155	233	host	gene-PA5183a
gene-PA0497	69	83	47	72	52	43	57	52	75	117	host	gene-PA0497
gene-PA4378	292	313	310	396	233	225	217	236	289	534	host	inaA
gene-PA4628	255	284	195	255	149	136	119	140	198	285	host	lysP
gene-PA2175	18	17	8	13	14	20	18	19	12	58	host	gene-PA2175
gene-PA3094.1	3692	1680	3333	3214	2873	2791	3777	9405	4473	11707	host	gene-PA3094.1
gene-PA3361	25	29	41	47	21	13	25	32	30	37	host	lecB
gene-PA3888	28	63	43	52	53	40	40	95	55	180	host	gene-PA3888
gene-PA5447	493	584	367	493	274	314	289	263	367	991	host	wbpZ
gene-PA5418	56	56	34	52	36	46	43	52	354	140	host	soxA
gene-PA4919	272	553	267	261	184	210	197	199	383	519	host	pncB1
gene-PA3346	160	220	162	209	115	135	97	143	170	297	host	gene-PA3346
gene-PA1465	145	123	85	133	44	75	58	50	61	276	host	gene-PA1465
gene-PA2891	14	18	10	14	6	11	11	8	10	37	host	atuF
gene-PA3600	20	22	10	19	7	10	11	17	7	51	host	gene-PA3600
gene-PA2068	11	12	13	18	11	5	11	13	13	25	host	gene-PA2068
gene-PA5477	123	167	96	133	91	499	72	127	119	523	host	gene-PA5477
gene-PA0710	9	16	2	3	4	7	7	13	2	23	host	gloA2
gene-PHIKZ253	6139	7327	7147	7905	7169	6489	7140	4343	7765	15254	phage	gene-PHIKZ253
gene-PA0445	52	72	56	80	43	40	52	47	48	103	host	gene-PA0445
gene-PA1072	133	191	122	121	68	64	98	80	50	130	host	braE
gene-PA1841	123	173	97	112	78	76	91	98	103	150	host	gene-PA1841
gene-PA3158	701	824	642	610	375	430	370	399	423	443	host	wbpB
gene-PA0723	126	170	107	202	85	81	86	88	102	136	host	coaB
gene-PHIKZ205	2787	3083	3593	3504	1954	2209	1157	681	879	755	phage	gene-PHIKZ205
gene-PA2225	15	22	16	14	8	6	9	13	18	26	host	gene-PA2225
gene-PA3675	201	238	205	250	94	101	101	124	93	214	host	gene-PA3675
gene-PA5161	534	602	524	587	466	415	376	398	467	741	host	rmlB
gene-PA3580	46	70	54	67	56	45	57	29	61	126	host	gene-PA3580
gene-PA1887	70	72	55	73	50	39	44	55	75	128	host	gene-PA1887
gene-PA0429	772	858	702	967	711	659	750	752	1064	1432	host	gene-PA0429
gene-PHIKZ244	1722	1719	3216	2871	7071	7379	8679	7028	17975	23752	phage	gene-PHIKZ244
gene-PA0455	114	116	90	127	62	63	78	156	114	248	host	dbpA
gene-PA4404	226	246	191	208	128	140	120	144	168	1191	host	gene-PA4404
gene-PA1844	33	49	50	42	28	28	27	25	24	41	host	gene-PA1844
gene-PHIKZ229	1460	1291	3508	3183	11146	11545	13548	12391	17950	50476	phage	gene-PHIKZ229
gene-PA4646	66	73	74	82	53	43	25	62	59	104	host	upp
gene-PA3730	171	186	180	183	84	109	75	105	99	333	host	gene-PA3730
gene-PA0070	884	1070	908	1049	622	543	454	612	443	939	host	gene-PA0070
gene-PA1969	194	203	169	154	76	82	72	69	70	309	host	gene-PA1969
gene-PA4544	490	614	455	664	475	438	415	505	558	813	host	rluD
gene-PA4542	943	1212	583	810	420	375	624	402	586	977	host	clpB
gene-PA3752	62	94	61	61	35	30	30	38	33	85	host	gene-PA3752
gene-PA4994	53	66	71	80	42	48	44	42	67	112	host	gene-PA4994
gene-PA3452	366	389	378	415	324	324	340	322	397	683	host	mqoA
gene-PA4269	4265	4580	3383	3593	2397	2341	2180	3050	2635	5267	host	rpoC
gene-PA5260	453	509	458	601	382	427	383	461	479	924	host	hemC
gene-PHIKZ_p81	2102	2565	4424	3895	14484	15121	13557	14855	15411	11940	phage	gene-PHIKZ_p81
gene-PHIKZ165	183	181	2036	1308	11639	12868	9162	7117	3883	2663	phage	gene-PHIKZ165
gene-PA0897	200	187	171	199	71	134	102	85	79	195	host	aruG
gene-PA5025	51	65	50	82	55	55	36	108	56	136	host	metY
gene-PA3627	193	227	211	205	152	140	151	181	186	323	host	ygbB
gene-PA1795	595	637	449	526	354	336	287	375	328	774	host	cysS
gene-PA4621	189	219	198	237	157	160	111	189	219	494	host	gene-PA4621
gene-PA3889	52	73	48	57	29	52	37	42	38	85	host	gene-PA3889
gene-PA5426	204	266	208	365	206	166	207	214	230	492	host	purE
gene-PA4689	336	393	270	330	170	159	359	177	235	463	host	gene-PA4689
gene-PA0269	18	22	11	30	8	15	11	14	23	41	host	gene-PA0269
gene-PA0743	45	45	25	41	30	23	42	42	39	79	host	gene-PA0743
gene-PA4238	2992	3221	2376	2439	1424	1538	1498	1661	1596	2975	host	rpoA
gene-PA1629	11	17	15	13	10	10	14	18	13	33	host	gene-PA1629
gene-PA1700	10	8	7	10	8	2	5	13	8	29	host	gene-PA1700
gene-PA4480	416	386	307	381	199	223	182	263	226	558	host	mreC
gene-PA2239	41	54	70	70	42	41	29	47	30	79	host	pslI
gene-PA1987	21	21	28	28	16	23	22	22	19	61	host	pqqC
gene-PA1898	18	27	22	39	23	21	31	39	48	50	host	qscR
gene-PA2474	13	11	12	9	6	7	5	4	6	21	host	gene-PA2474
gene-PA0759	110	154	105	135	85	100	84	143	137	217	host	gene-PA0759
gene-PHIKZ157	1838	1974	2000	2303	2895	2813	6281	4878	18574	23340	phage	gene-PHIKZ157
gene-PA5537	36	54	27	42	18	34	30	38	36	95	host	gene-PA5537
gene-PA1388	48	59	30	37	27	24	33	29	62	31	host	gene-PA1388
gene-PA1345	58	41	37	54	29	29	25	32	37	78	host	gene-PA1345
gene-PA2664	13	18	22	13	13	17	9	12	16	46	host	fhp
gene-PA1138	21	20	15	32	20	25	23	13	26	90	host	gene-PA1138
gene-PA0837	483	622	506	666	444	438	432	414	541	656	host	slyD
gene-PA1584	1698	1742	1361	1451	932	935	899	840	1127	1284	host	sdhB
gene-PA2638	877	1017	805	1032	588	596	492	519	559	1127	host	nuoB
gene-PA5202	80	115	51	92	53	49	37	39	46	172	host	gene-PA5202
gene-PA1319	18	16	11	16	9	6	8	12	15	25	host	cyoC
gene-PA1158	86	92	76	120	72	60	50	61	59	117	host	gene-PA1158
gene-PA4704.1	1228	850	1042	798	1483	1235	3443	1286	7236	7151	host	prrF1
gene-PA4653	60	69	47	76	41	40	41	44	66	107	host	gene-PA4653
gene-PA1974	11	13	11	22	11	12	14	9	23	34	host	gene-PA1974
gene-PA5104	55	61	33	57	26	26	27	30	43	142	host	gene-PA5104
gene-PA1407	38	53	36	63	23	23	11	27	44	72	host	gene-PA1407
gene-PA5028	1179	577	1300	564	1161	463	381	308	455	472	host	gene-PA5028
gene-PA5109	279	350	243	334	155	162	154	236	159	874	host	gene-PA5109
gene-PHIKZ_t04	333	219	1634	1127	6162	5467	8643	8103	8481	9539	phage	gene-PHIKZ_t04
gene-PA1833	171	228	141	164	78	113	95	105	101	207	host	gene-PA1833
gene-PA4786	66	54	63	85	53	46	47	59	63	202	host	gene-PA4786
gene-PA1631	30	38	39	43	32	20	30	15	27	49	host	gene-PA1631
gene-PA0551	252	354	242	223	235	210	258	216	344	470	host	epd
gene-PA1706	50	53	33	55	49	35	53	35	70	96	host	pcrV
gene-PA3589	3	4	3	5	4	3	6	5	8	30	host	gene-PA3589
