# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR29715794_sorted.bam" "SRR29715795_sorted.bam" "SRR29715801_sorted.bam" "SRR29715800_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR29715794_sorted.bam	SRR29715795_sorted.bam	SRR29715801_sorted.bam	SRR29715800_sorted.bam
gene-PA0404	AE004091.2	446339	446773	-	435	54	70	56	115
gene-PA0405	AE004091.2	446773	447342	-	570	129	146	103	198
gene-PA0406	AE004091.2	447391	448350	-	960	74	87	62	97
gene-PA0407	AE004091.2	448431	449384	-	954	433	624	225	654
gene-PA0408	AE004091.2	449639	450046	+	408	341	377	282	584
gene-PA0409	AE004091.2	450093	450458	+	366	658	724	257	842
gene-PA0410	AE004091.2	450509	451045	+	537	207	266	137	271
gene-PA0411	AE004091.2	451130	453178	+	2049	675	745	480	1047
gene-PA0412	AE004091.2	453239	454114	+	876	418	593	346	648
gene-PA0413	AE004091.2	454126	461544	+	7419	940	1092	708	1515
gene-PA0414	AE004091.2	461537	462568	+	1032	56	88	47	135
gene-PA0415	AE004091.2	462565	463071	+	507	53	75	39	81
gene-PA0416	AE004091.2	463079	463873	+	795	25	28	19	31
gene-PA0417	AE004091.2	463949	464560	+	612	36	41	25	51
gene-PA0418	AE004091.2	464568	465983	-	1416	99	119	79	175
gene-PA0419	AE004091.2	466018	466740	-	723	60	63	46	97
gene-PA0420	AE004091.2	466833	468236	-	1404	181	238	102	285
gene-PA0421	AE004091.2	468410	469900	+	1491	177	269	78	237
gene-PA0422	AE004091.2	470081	470650	+	570	68	78	46	98
gene-PA0423	AE004091.2	470662	471237	+	576	79	98	59	126
gene-PA0424	AE004091.2	471306	471749	-	444	63	89	45	105
gene-PA0425	AE004091.2	472024	473175	+	1152	281	334	110	305
gene-PA0426	AE004091.2	473191	476331	+	3141	747	954	500	1013
gene-PA0427	AE004091.2	476333	477790	+	1458	255	291	136	279
gene-PA0428	AE004091.2	477886	479805	-	1920	313	357	260	459
gene-PA0429	AE004091.2	480056	481126	-	1071	441	603	443	975
gene-PA0430	AE004091.2	481196	482068	-	873	399	406	355	691
gene-PA0431	AE004091.2	482111	482665	-	555	212	225	142	243
gene-PA0432	AE004091.2	482706	484115	-	1410	914	1080	475	1052
gene-PA0433	AE004091.2	484404	484838	+	435	22	22	9	25
gene-PA0434	AE004091.2	484964	487156	+	2193	56	76	17	47
gene-PA0435	AE004091.2	487167	488645	+	1479	29	42	11	36
gene-PA0436	AE004091.2	488730	489350	+	621	148	197	76	198
gene-PA0437	AE004091.2	489387	490658	-	1272	92	121	62	138
gene-PA0438	AE004091.2	490648	491898	-	1251	73	73	35	81
gene-PA0439	AE004091.2	492080	493357	-	1278	18	16	11	15
gene-PA0440	AE004091.2	493354	494721	-	1368	20	20	6	24
gene-PA0441	AE004091.2	494816	496255	-	1440	53	44	15	53
gene-PA0442	AE004091.2	496362	496478	-	117	5	7	6	10
gene-PA0443	AE004091.2	496871	498361	+	1491	27	36	11	27
gene-PA0444	AE004091.2	498420	499703	+	1284	22	28	14	35
gene-PA0445	AE004091.2	500104	501120	-	1017	32	20	12	33
gene-PA0446	AE004091.2	501376	502599	-	1224	143	170	79	205
gene-PA0447	AE004091.2	502719	503900	-	1182	257	294	178	325
gene-PA0448	AE004091.2	504121	505029	+	909	50	49	26	64
gene-PA0449	AE004091.2	505047	505586	+	540	26	45	26	42
gene-PA0450	AE004091.2	505629	507251	-	1623	43	53	22	40
gene-PA0451	AE004091.2	507631	508962	+	1332	11	17	1	23
gene-PA0452	AE004091.2	508959	509753	+	795	17	19	3	11
gene-PA0453	AE004091.2	509825	510499	-	675	13	15	10	30
gene-PA0454	AE004091.2	510589	512790	-	2202	144	144	92	155
gene-PA0455	AE004091.2	513051	514427	-	1377	107	121	64	167
gene-PA0456	AE004091.2	514775	514984	+	210	215	247	192	354
gene-PA0457	AE004091.2	515135	515659	+	525	33	36	24	55
gene-PA0457.1	AE004091.2	515653	516027	-	375	27	37	15	28
gene-PA0458	AE004091.2	516029	517462	-	1434	66	69	25	75
gene-PA0459	AE004091.2	518083	520635	+	2553	46	63	8	24
gene-PA0460	AE004091.2	520737	521315	+	579	51	66	35	58
gene-PA0461	AE004091.2	521630	522517	-	888	144	186	87	171
gene-PA0462	AE004091.2	522465	523169	+	705	45	71	24	74
gene-PA0463	AE004091.2	523254	523943	+	690	48	55	30	85
gene-PA0464	AE004091.2	523943	525367	+	1425	140	139	97	175
gene-PA0465	AE004091.2	525469	526827	+	1359	22	35	22	42
gene-PA0466	AE004091.2	526877	527179	+	303	3	6	4	10
gene-PA0467	AE004091.2	527324	527944	-	621	14	27	6	28
gene-PA0468	AE004091.2	527963	528913	-	951	32	65	16	43
gene-PA0469	AE004091.2	528999	529856	+	858	61	86	74	126
gene-PA0470	AE004091.2	530029	532437	-	2409	49	84	35	81
gene-PA0471	AE004091.2	532541	533512	-	972	6	9	2	5
gene-PA0472	AE004091.2	533509	534027	-	519	11	10	2	13
gene-PA0473	AE004091.2	534196	534945	+	750	30	31	3	28
gene-PA0474	AE004091.2	535085	535489	+	405	2	2	1	2
gene-PA0475	AE004091.2	535539	536108	+	570	3	3	3	7
gene-PA0476	AE004091.2	536142	537869	-	1728	115	105	24	83
gene-PA0477	AE004091.2	538217	539143	-	927	31	29	14	38
gene-PA0478	AE004091.2	539231	539707	+	477	27	32	10	23
gene-PA0479	AE004091.2	539785	540735	-	951	20	52	9	36
gene-PA0480	AE004091.2	540839	541636	+	798	16	10	4	8
gene-PA0481	AE004091.2	541679	542122	+	444	28	56	29	61
gene-PA0482	AE004091.2	542170	544347	-	2178	192	244	147	345
gene-PA0483	AE004091.2	544654	545097	+	444	37	38	30	39
gene-PA0484	AE004091.2	545129	545644	+	516	15	12	3	14
gene-PA0485	AE004091.2	546334	547230	-	897	256	229	125	330
gene-PA0486	AE004091.2	547432	548406	-	975	35	55	24	78
gene-PA0487	AE004091.2	548468	549226	-	759	60	50	34	75
gene-PA0488	AE004091.2	549294	549614	-	321	16	23	7	12
gene-PA0489	AE004091.2	549656	550381	-	726	13	11	6	25
gene-PA0490	AE004091.2	550520	550813	-	294	69	124	46	99
gene-PA0491	AE004091.2	550867	551793	-	927	26	48	19	40
gene-PA0492	AE004091.2	551911	552669	+	759	87	125	100	232
gene-PA0493	AE004091.2	552746	552994	+	249	16	8	11	35
gene-PA0494	AE004091.2	553005	554381	+	1377	22	27	61	94
gene-PA0495	AE004091.2	554383	555261	+	879	43	69	43	123
gene-PA0496	AE004091.2	555251	556228	+	978	29	19	23	63
gene-PA0497	AE004091.2	556275	557276	-	1002	37	42	36	80
gene-PA0498	AE004091.2	557354	558361	-	1008	78	135	42	98
gene-PA0499	AE004091.2	558377	559078	-	702	30	47	14	40
gene-PA0500	AE004091.2	559644	560702	+	1059	86	96	57	116
gene-PA0501	AE004091.2	560808	562013	+	1206	27	40	17	32
gene-PA0502	AE004091.2	562006	562728	+	723	65	75	35	75
gene-PA0503	AE004091.2	562721	563545	+	825	31	36	5	30
gene-PA0504	AE004091.2	563549	564235	+	687	19	12	10	12
gene-PA0505	AE004091.2	564344	564574	+	231	78	104	29	131
gene-PA0506	AE004091.2	564914	566719	+	1806	286	397	117	356
gene-PA0507	AE004091.2	566932	568728	+	1797	15	23	7	34
gene-PA0508	AE004091.2	569002	570780	+	1779	55	39	25	50
gene-PA0509	AE004091.2	571111	572592	-	1482	41	44	44	102
gene-PA0510	AE004091.2	572583	573422	-	840	10	20	14	23
gene-PA0511	AE004091.2	573433	574596	-	1164	32	51	36	54
gene-PA0512	AE004091.2	574590	575105	-	516	30	34	26	45
gene-PA0513	AE004091.2	575080	575523	-	444	13	12	13	14
gene-PA0514	AE004091.2	575516	576040	-	525	16	21	12	20
gene-PA0515	AE004091.2	576037	576489	-	453	16	43	24	27
gene-PA0516	AE004091.2	576498	577676	-	1179	43	72	23	48
gene-PA0517	AE004091.2	577673	578032	-	360	62	85	22	40
gene-PA0518	AE004091.2	578029	578343	-	315	23	56	18	39
gene-PA0519	AE004091.2	578394	580100	-	1707	346	428	86	238
gene-PA0520	AE004091.2	580316	581098	+	783	27	23	14	34
gene-PA0521	AE004091.2	581133	581660	+	528	25	22	7	12
gene-PA0522	AE004091.2	581668	581925	+	258	0	2	0	2
gene-PA0523	AE004091.2	582015	582455	+	441	47	67	20	55
gene-PA0524	AE004091.2	582455	583855	+	1401	86	96	52	129
gene-PA0525	AE004091.2	583857	585695	+	1839	56	75	37	77
gene-PA0526	AE004091.2	585702	585896	-	195	19	40	9	33
gene-PA0527	AE004091.2	585980	586663	-	684	155	210	101	235
gene-PA0527.1	AE004091.2	586867	586990	+	124	1878	2741	3468	3520
gene-PA0528	AE004091.2	587017	587895	-	879	47	73	35	65
gene-PA0529	AE004091.2	587997	588698	+	702	29	71	18	66
gene-PA0530	AE004091.2	588924	590105	+	1182	22	25	13	21
gene-PA0531	AE004091.2	590105	590821	+	717	16	20	12	5
gene-PA0532	AE004091.2	590896	591402	-	507	15	30	9	23
gene-PA0533	AE004091.2	591445	592935	+	1491	31	61	24	44
gene-PA0534	AE004091.2	593273	594562	+	1290	55	92	38	84
gene-PA0535	AE004091.2	594580	595134	+	555	48	46	20	63
gene-PA0536	AE004091.2	595245	596270	-	1026	116	95	60	90
gene-PA0537	AE004091.2	596274	596882	-	609	70	65	53	74
gene-PA0538	AE004091.2	596970	597479	-	510	38	87	32	56
gene-PA0539	AE004091.2	597708	598538	+	831	31	29	12	36
gene-PA0540	AE004091.2	598608	598994	+	387	13	23	9	24
gene-PA0541	AE004091.2	599107	599565	+	459	98	139	34	110
gene-PA0542	AE004091.2	599757	600176	-	420	57	77	31	102
gene-PA0543	AE004091.2	600426	601394	+	969	6	16	4	23
gene-PA0544	AE004091.2	601398	602141	-	744	86	80	33	98
gene-PA0545	AE004091.2	602346	603650	+	1305	195	247	41	90
gene-PA0546	AE004091.2	603706	604896	-	1191	1724	1805	859	2257
gene-PA0547	AE004091.2	604912	605913	-	1002	1213	1363	674	1735
gene-PA0548	AE004091.2	606160	608157	+	1998	723	855	347	888
gene-PA0549	AE004091.2	608157	609221	+	1065	200	248	142	341
gene-PA0550	AE004091.2	609202	609999	-	798	74	115	48	144
gene-PA0551	AE004091.2	610214	611275	+	1062	181	188	120	220
gene-PA0552	AE004091.2	611281	612444	+	1164	200	260	135	280
gene-PA0553	AE004091.2	612517	612717	+	201	54	89	28	61
gene-PA0554	AE004091.2	612877	613218	+	342	104	116	61	158
gene-PA0555	AE004091.2	613338	614402	+	1065	193	259	108	262
gene-PA0556	AE004091.2	614468	614950	+	483	18	13	4	17
gene-PA0557	AE004091.2	614952	615608	-	657	22	26	11	28
gene-PA0558	AE004091.2	615607	616374	+	768	25	33	13	29
gene-PA0559	AE004091.2	616371	617549	-	1179	117	149	34	98
gene-PA0560	AE004091.2	617662	618150	+	489	70	88	32	97
gene-PA0561	AE004091.2	618176	619330	+	1155	158	222	124	289
gene-PA0562	AE004091.2	619332	620006	-	675	59	82	34	88
gene-PA0563	AE004091.2	620135	620488	-	354	353	329	179	331
gene-PA0564	AE004091.2	620666	621577	-	912	21	22	8	20
gene-PA0565	AE004091.2	621695	622033	+	339	9	24	6	17
gene-PA0566	AE004091.2	622023	622538	-	516	44	55	14	37
gene-PA0567	AE004091.2	622726	622884	+	159	24	44	15	18
gene-PA0568	AE004091.2	622894	623352	-	459	47	72	34	70
gene-PA0569	AE004091.2	623368	623838	-	471	24	22	15	38
gene-PA0570	AE004091.2	623852	624199	-	348	24	25	14	27
gene-PA0571	AE004091.2	624189	624803	-	615	48	58	31	52
gene-PA0572	AE004091.2	624994	627765	-	2772	51	77	28	75
gene-PA0573	AE004091.2	628335	628670	-	336	19	35	14	21
gene-PA0574	AE004091.2	628763	629884	-	1122	107	178	70	158
gene-PA0574.1	AE004091.2	630434	630510	-	77	74	66	197	313
gene-PA0575	AE004091.2	630527	634264	-	3738	61	63	48	86
gene-PA0576	AE004091.2	634371	636224	-	1854	1313	1616	1304	2468
gene-PA0577	AE004091.2	636304	638298	-	1995	619	760	453	1020
gene-PA0578	AE004091.2	638381	638830	-	450	91	125	86	199
gene-PA0579	AE004091.2	638900	639115	-	216	299	381	321	603
gene-PA0580	AE004091.2	639316	640341	+	1026	294	304	107	283
gene-PA0581	AE004091.2	640420	640989	-	570	216	236	100	261
gene-PA0582	AE004091.2	641073	641426	+	354	105	125	51	123
gene-PA0583	AE004091.2	641417	641959	+	543	109	115	37	86
gene-PA0584	AE004091.2	641932	643164	-	1233	76	82	30	98
gene-PA0585	AE004091.2	643208	643714	-	507	8	6	4	4
gene-PA0586	AE004091.2	643808	645361	-	1554	32	56	16	43
gene-PA0587	AE004091.2	645358	646629	-	1272	47	53	25	55
gene-PA0588	AE004091.2	646730	648652	-	1923	73	105	63	119
gene-PA0589	AE004091.2	648931	649263	-	333	31	29	15	26
gene-PA0590	AE004091.2	649307	650158	-	852	122	174	97	220
gene-PA0591	AE004091.2	650158	650538	-	381	35	72	21	56
gene-PA0592	AE004091.2	650575	651381	-	807	182	176	111	259
gene-PA0593	AE004091.2	651497	652483	-	987	443	510	169	444
gene-PA0594	AE004091.2	652480	653772	-	1293	761	894	495	1067
gene-PA0595	AE004091.2	653753	656527	-	2775	3409	4210	2100	4774
gene-PA0596	AE004091.2	656654	657670	+	1017	157	204	78	170
gene-PA0597	AE004091.2	657667	658341	+	675	57	63	33	69
gene-PA0598	AE004091.2	658343	659101	+	759	53	79	28	73
gene-PA0599	AE004091.2	659102	660163	-	1062	68	86	35	92
gene-PA0600	AE004091.2	660315	662708	+	2394	121	145	80	163
gene-PA0601	AE004091.2	662754	663386	+	633	23	41	9	41
gene-PA0602	AE004091.2	663515	664549	+	1035	25	37	27	61
gene-PA0603	AE004091.2	664783	665892	+	1110	702	767	429	1035
gene-PA0604	AE004091.2	665948	666994	+	1047	262	256	265	561
gene-PA0605	AE004091.2	667108	668355	+	1248	165	169	106	316
gene-PA0606	AE004091.2	668461	669291	+	831	68	83	63	139
gene-PA0607	AE004091.2	669415	670089	+	675	117	156	106	233
gene-PA0608	AE004091.2	670089	670907	+	819	194	231	91	244
gene-PA0609	AE004091.2	670980	672458	+	1479	206	271	177	339
gene-PA0610	AE004091.2	672777	673091	-	315	76	119	46	107
gene-PA0611	AE004091.2	673191	673961	-	771	336	328	77	221
gene-PA0612	AE004091.2	674419	674619	+	201	5	4	6	5
gene-PA0613	AE004091.2	674667	675026	+	360	12	17	7	20
gene-PA0614	AE004091.2	675390	675839	+	450	22	22	14	21
gene-PA0615	AE004091.2	675861	676376	+	516	47	52	23	56
gene-PA0616	AE004091.2	676373	676930	+	558	31	22	11	19
gene-PA0617	AE004091.2	677083	677409	+	327	22	25	13	18
gene-PA0618	AE004091.2	677406	678293	+	888	33	31	19	41
gene-PA0619	AE004091.2	678286	678819	+	534	23	28	14	19
gene-PA0620	AE004091.2	678821	680896	+	2076	112	168	96	193
gene-PA0621	AE004091.2	680893	681351	+	459	48	56	16	60
gene-PA0622	AE004091.2	681394	682554	+	1161	82	74	33	74
gene-PA0623	AE004091.2	682567	683070	+	504	24	17	6	26
gene-PA0624	AE004091.2	683085	683429	+	345	35	50	7	15
gene-PA0625	AE004091.2	683599	685836	+	2238	69	84	41	73
gene-PA0626	AE004091.2	685846	686718	+	873	30	35	13	25
gene-PA0627	AE004091.2	686693	686899	+	207	15	16	13	16
gene-PA0628	AE004091.2	686957	687946	+	990	32	34	19	25
gene-PA0629	AE004091.2	687979	688608	+	630	10	16	13	26
gene-PA0630	AE004091.2	688605	688967	+	363	27	20	6	16
gene-PA0631	AE004091.2	688964	689221	+	258	10	11	6	7
gene-PA0632	AE004091.2	689236	689466	+	231	21	41	11	29
gene-PA0633	AE004091.2	689537	690031	+	495	19	14	7	16
gene-PA0634	AE004091.2	690043	690390	+	348	8	21	7	19
gene-PA0635	AE004091.2	690420	690674	+	255	10	8	6	4
gene-PA0636	AE004091.2	690721	692556	+	1836	88	72	59	73
gene-PA0637	AE004091.2	692549	692890	+	342	15	15	12	11
gene-PA0638	AE004091.2	692898	693593	+	696	14	12	5	10
gene-PA0639	AE004091.2	693596	694366	+	771	30	39	19	34
gene-PA0640	AE004091.2	694421	695023	+	603	13	37	7	21
gene-PA0641	AE004091.2	695082	698696	+	3615	68	73	38	91
gene-PA0642	AE004091.2	698932	699720	+	789	53	69	60	89
gene-PA0643	AE004091.2	699744	700835	+	1092	35	63	31	70
gene-PA0644	AE004091.2	700835	701170	+	336	42	56	24	63
gene-PA0645	AE004091.2	701151	701381	+	231	32	44	14	23
gene-PA0646	AE004091.2	701477	702529	+	1053	84	121	55	119
gene-PA0647	AE004091.2	702529	702831	+	303	35	38	25	42
gene-PA0648	AE004091.2	702828	703058	+	231	78	59	26	69
gene-PA0649	AE004091.2	703477	704082	+	606	110	157	95	236
gene-PA0650	AE004091.2	704084	705133	+	1050	221	282	146	330
gene-PA0651	AE004091.2	705130	705966	+	837	219	292	185	392
gene-PA0652	AE004091.2	706028	706672	-	645	210	249	141	304
gene-PA0653	AE004091.2	706944	707366	+	423	72	78	47	94
gene-PA0654	AE004091.2	707686	708480	+	795	291	337	126	294
gene-PA0655	AE004091.2	708535	709182	-	648	74	109	45	109
gene-PA0656	AE004091.2	709282	709620	-	339	48	60	21	51
gene-PA0657	AE004091.2	709699	711180	+	1482	90	115	57	131
gene-PA0658	AE004091.2	711220	712020	-	801	85	124	63	134
gene-PA0659	AE004091.2	712081	713157	-	1077	182	181	82	174
gene-PA0660	AE004091.2	713279	714247	-	969	97	125	59	120
gene-PA0661	AE004091.2	714264	714686	-	423	97	103	44	135
gene-PA0662	AE004091.2	714977	716011	+	1035	366	486	162	387
gene-PA0663	AE004091.2	716011	716730	+	720	257	230	84	269
gene-PA0664	AE004091.2	716731	717153	+	423	146	137	66	161
gene-PA0665	AE004091.2	717231	717581	+	351	178	205	111	296
gene-PA0666	AE004091.2	717635	718726	-	1092	239	297	138	342
gene-PA0667	AE004091.2	718729	720072	-	1344	1013	1035	396	1077
gene-PA0668	AE004091.2	720357	721556	+	1200	2211	2545	1012	2239
gene-PA0668.1	AE004091.2	722096	723631	+	1536	621353	853801	982617	1054124
gene-PA0668.2	AE004091.2	723696	723772	+	77	7281	9980	4568	8005
gene-PA0668.3	AE004091.2	723801	723876	+	76	770	818	366	667
gene-PA0668.4	AE004091.2	724103	726993	+	2891	994926	937707	1658313	1613085
gene-PA0668.5	AE004091.2	727136	727255	+	120	10201	12042	8128	9988
gene-PA0669	AE004091.2	727608	730703	-	3096	143	170	55	156
gene-PA0670	AE004091.2	730679	732094	-	1416	16	14	14	28
gene-PA0671	AE004091.2	732102	732653	-	552	5	15	5	9
gene-PA0672	AE004091.2	732959	733555	+	597	13	7	4	13
gene-PA0673	AE004091.2	733673	733993	-	321	3	8	1	6
gene-PA0674	AE004091.2	734159	734875	+	717	6	5	3	3
gene-PA0675	AE004091.2	734872	735417	+	546	10	7	2	8
gene-PA0676	AE004091.2	735487	736446	+	960	5	6	5	10
gene-PA0677	AE004091.2	736456	737097	-	642	0	4	1	14
gene-PA0678	AE004091.2	737081	737530	-	450	2	0	0	3
gene-PA0679	AE004091.2	737677	738108	+	432	8	7	2	1
gene-PA0680	AE004091.2	738111	738485	-	375	3	3	2	2
gene-PA0681	AE004091.2	738719	739168	+	450	1	3	2	6
gene-PA0682	AE004091.2	739176	740141	+	966	14	9	4	4
gene-PA0683	AE004091.2	740203	741348	+	1146	13	5	1	7
gene-PA0684	AE004091.2	741335	741928	+	594	8	7	3	7
gene-PA0685	AE004091.2	741925	744336	+	2412	9	18	3	22
gene-PA0686	AE004091.2	744333	745742	+	1410	10	6	4	9
gene-PA0687	AE004091.2	745742	746956	+	1215	13	5	3	3
gene-PA0688	AE004091.2	747470	748576	+	1107	60	83	35	65
gene-PA0689	AE004091.2	748662	749774	+	1113	149	223	68	172
gene-PA0690	AE004091.2	749957	762499	+	12543	355	413	127	378
gene-PA0691	AE004091.2	762891	763493	+	603	13	14	3	7
gene-PA0692	AE004091.2	763657	765291	+	1635	15	13	6	12
gene-PA0693	AE004091.2	765315	767162	+	1848	9	12	1	11
gene-PA0694	AE004091.2	767173	767592	+	420	5	4	0	1
gene-PA0695	AE004091.2	767601	768347	+	747	4	7	0	2
gene-PA0696	AE004091.2	768415	770121	+	1707	30	34	6	19
gene-PA0697	AE004091.2	770156	770818	+	663	1	14	2	5
gene-PA0698	AE004091.2	770847	771326	+	480	2	1	0	5
gene-PA0699	AE004091.2	771331	772275	+	945	6	17	2	13
gene-PA0700	AE004091.2	772275	772700	+	426	4	4	4	8
gene-PA0701	AE004091.2	772710	773696	+	987	4	15	9	9
gene-PA0702	AE004091.2	774416	775321	-	906	18	25	3	32
gene-PA0703	AE004091.2	775400	776716	-	1317	28	30	17	31
gene-PA0704	AE004091.2	776787	778181	-	1395	55	94	68	150
gene-PA0705	AE004091.2	778309	779208	-	900	494	666	337	795
gene-PA0706	AE004091.2	779463	780101	-	639	292	331	113	312
gene-PA0707	AE004091.2	780194	780973	-	780	11	16	19	35
gene-PA0708	AE004091.2	781259	782113	-	855	39	37	26	49
gene-PA0709	AE004091.2	782229	782525	+	297	4	3	7	13
gene-PA0710	AE004091.2	782570	782965	+	396	2	4	3	5
gene-PA0711	AE004091.2	783009	783515	-	507	8	15	3	6
gene-PA0712	AE004091.2	783576	783833	-	258	23	20	7	36
gene-PA0713	AE004091.2	784173	784466	+	294	53	80	8	32
gene-PA0714	AE004091.2	784698	785174	+	477	12	15	3	5
gene-PA0714.1	AE004091.2	785498	785570	+	73	4120	4833	1647	5347
gene-PA0715	AE004091.2	785969	786925	+	957	444	613	355	781
gene-PA0716	AE004091.2	786928	788253	+	1326	360	389	227	445
gene-PA0717	AE004091.2	789144	789356	+	213	3	6	2	8
gene-PA0718	AE004091.2	789360	789650	+	291	18	26	7	11
gene-PA0719	AE004091.2	789654	790031	+	378	10	18	3	8
gene-PA0720	AE004091.2	790166	790600	+	435	7	11	1	11
gene-PA0721	AE004091.2	790617	790709	+	93	4	2	0	0
gene-PA0722	AE004091.2	790722	790973	+	252	15	7	1	3
gene-PA0723	AE004091.2	790986	791234	+	249	16	15	10	10
gene-PA0724	AE004091.2	791370	792632	+	1263	10	26	7	18
gene-PA0725	AE004091.2	792637	792993	+	357	3	7	1	6
gene-PA0726	AE004091.2	792997	794271	+	1275	27	15	15	23
gene-PA0727	AE004091.2	794501	795793	+	1293	36	40	26	39
gene-PA0728	AE004091.2	795793	796776	+	984	30	38	22	38
gene-PA0729	AE004091.2	797251	797598	+	348	104	122	92	185
gene-PA0729.1	AE004091.2	797721	797794	-	74	770	1020	763	1167
gene-PA0730	AE004091.2	797925	798827	-	903	344	341	182	387
gene-PA0731	AE004091.2	799279	800016	-	738	106	109	26	98
gene-PA0732	AE004091.2	800096	801139	-	1044	80	113	57	89
gene-PA0733	AE004091.2	801275	801967	-	693	18	42	17	31
gene-PA0734	AE004091.2	801967	802239	-	273	22	23	7	16
gene-PA0735	AE004091.2	802260	803075	-	816	91	102	27	101
gene-PA0736	AE004091.2	803072	804148	-	1077	87	131	53	121
gene-PA0737	AE004091.2	804656	805111	+	456	12	5	7	13
gene-PA0738	AE004091.2	805228	805473	+	246	11	4	0	8
gene-PA0739	AE004091.2	805788	806702	-	915	25	44	17	38
gene-PA0740	AE004091.2	806805	808781	+	1977	35	23	11	28
gene-PA0741	AE004091.2	808816	809457	-	642	31	25	9	18
gene-PA0742	AE004091.2	809574	809882	-	309	7	5	4	21
gene-PA0743	AE004091.2	810275	811171	-	897	10	19	5	13
gene-PA0744	AE004091.2	811283	812386	-	1104	26	24	15	27
gene-PA0745	AE004091.2	812445	813263	-	819	22	33	12	21
gene-PA0746	AE004091.2	813329	814492	-	1164	24	36	18	26
gene-PA0747	AE004091.2	814504	816012	-	1509	79	117	14	45
gene-PA0749	AE004091.2	817082	817903	+	822	61	82	27	88
gene-PA0750	AE004091.2	818003	818698	+	696	99	119	54	102
gene-PA0751	AE004091.2	818825	819862	-	1038	36	63	58	139
gene-PA0752	AE004091.2	819855	821372	-	1518	93	133	180	389
gene-PA0753	AE004091.2	821383	821853	-	471	53	54	64	164
gene-PA0754	AE004091.2	821902	822885	-	984	112	76	128	287
gene-PA0755	AE004091.2	822915	824198	-	1284	481	554	472	1120
gene-PA0756	AE004091.2	824409	825080	+	672	112	118	64	119
gene-PA0757	AE004091.2	825073	826455	+	1383	135	164	82	173
gene-PA0758	AE004091.2	826463	827299	-	837	120	158	95	209
gene-PA0759	AE004091.2	827400	828344	-	945	206	264	75	205
gene-PA0760	AE004091.2	828617	828871	+	255	179	227	127	293
gene-PA0761	AE004091.2	829276	830892	-	1617	481	569	245	630
gene-PA0762	AE004091.2	831301	831882	+	582	3501	3549	1549	3189
gene-PA0763	AE004091.2	831914	832498	+	585	626	755	424	756
gene-PA0764	AE004091.2	832507	833457	+	951	553	556	230	461
gene-PA0765	AE004091.2	833454	833909	+	456	289	310	106	211
gene-PA0766	AE004091.2	833949	835373	+	1425	778	958	412	961
gene-PA0767	AE004091.2	835523	837322	+	1800	1250	1547	1132	2185
gene-PA0768	AE004091.2	837328	838182	+	855	551	640	371	842
gene-PA0769	AE004091.2	838351	838728	+	378	82	131	129	262
gene-PA0770	AE004091.2	838725	839414	+	690	272	324	350	684
gene-PA0771	AE004091.2	839407	840324	+	918	396	531	408	901
gene-PA0772	AE004091.2	840385	841086	+	702	67	73	83	146
gene-PA0773	AE004091.2	841079	841825	+	747	105	127	84	142
gene-PA0774	AE004091.2	841913	842881	-	969	132	161	51	163
gene-PA0775	AE004091.2	842878	843618	-	741	126	116	61	120
gene-PA0776	AE004091.2	843723	844295	-	573	7	8	6	10
gene-PA0777	AE004091.2	844427	845179	-	753	18	26	16	31
gene-PA0778	AE004091.2	845278	845682	-	405	30	43	20	51
gene-PA0779	AE004091.2	845793	848192	-	2400	435	650	298	651
gene-PA0780	AE004091.2	848383	849135	+	753	25	47	17	41
gene-PA0781	AE004091.2	849256	851319	-	2064	20	19	16	57
gene-PA0782	AE004091.2	851783	854965	+	3183	582	700	532	1027
gene-PA0783	AE004091.2	855277	856797	+	1521	227	261	188	370
gene-PA0784	AE004091.2	856942	857871	-	930	83	119	69	137
gene-PA0785	AE004091.2	857998	858636	+	639	11	9	3	12
gene-PA0786	AE004091.2	858646	858951	+	306	5	14	2	4
gene-PA0787	AE004091.2	859007	860170	+	1164	35	54	18	56
gene-PA0788	AE004091.2	860175	863300	-	3126	64	73	24	63
gene-PA0789	AE004091.2	864095	865510	+	1416	236	258	274	567
gene-PA0790	AE004091.2	865636	866451	-	816	12	12	5	11
