	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	ClassThreshold	ClassMax
162	NC_002516.2	RefSeq	gene	185957.0	186754.0	.	-	.	gene-PA0163	PA0163	Gene	protein_coding	PA0163	gene-PA0163	transcriptional regulator	None	None
163	NC_002516.2	RefSeq	gene	186832.0	188448.0	.	+	.	gene-PA0164	PA0164	Gene	protein_coding	PA0164	gene-PA0164	gamma-glutamyltranspeptidase	None	None
164	NC_002516.2	RefSeq	gene	189120.0	189956.0	.	+	.	gene-PA0165	PA0165	Gene	protein_coding	PA0165	gene-PA0165	hypothetical protein	None	None
165	NC_002516.2	RefSeq	gene	190198.0	191604.0	.	+	.	gene-PA0166	PA0166	Gene	protein_coding	PA0166	gene-PA0166	transporter	None	None
166	NC_002516.2	RefSeq	gene	191697.0	192362.0	.	+	.	gene-PA0167	PA0167	Gene	protein_coding	PA0167	gene-PA0167	transcriptional regulator	None	None
167	NC_002516.2	RefSeq	gene	192368.0	192958.0	.	+	.	gene-PA0168	PA0168	Gene	protein_coding	PA0168	gene-PA0168	hypothetical protein	None	None
168	NC_002516.2	RefSeq	gene	192965.0	193672.0	.	-	.	gene-PA0169	PA0169	Gene	protein_coding	PA0169	gene-PA0169	hypothetical protein	None	None
169	NC_002516.2	RefSeq	gene	193799.0	194179.0	.	-	.	gene-PA0170	PA0170	Gene	protein_coding	PA0170	gene-PA0170	hypothetical protein	None	None
170	NC_002516.2	RefSeq	gene	194206.0	194748.0	.	-	.	gene-PA0171	PA0171	Gene	protein_coding	PA0171	gene-PA0171	hypothetical protein	None	None
171	NC_002516.2	RefSeq	gene	194757.0	196748.0	.	-	.	gene-PA0172	PA0172	Gene	protein_coding	PA0172	gene-PA0172	hypothetical protein	None	None
172	NC_002516.2	RefSeq	gene	197011.0	198060.0	.	-	.	gene-PA0173	PA0173	Gene	protein_coding	PA0173	gene-PA0173	chemotaxis response regulator protein-glutamate methylesterase	None	None
173	NC_002516.2	RefSeq	gene	198080.0	198682.0	.	-	.	gene-PA0174	PA0174	Gene	protein_coding	PA0174	gene-PA0174	hypothetical protein	None	None
174	NC_002516.2	RefSeq	gene	198688.0	199530.0	.	-	.	gene-PA0175	PA0175	Gene	protein_coding	PA0175	gene-PA0175	chemotaxis protein methyltransferase	None	None
175	NC_002516.2	RefSeq	gene	199600.0	201639.0	.	-	.	gene-PA0176	aer2	Gene	protein_coding	PA0176	aer2	aerotaxis transducer Aer2	None	None
176	NC_002516.2	RefSeq	gene	201675.0	202160.0	.	-	.	gene-PA0177	PA0177	Gene	protein_coding	PA0177	gene-PA0177	purine-binding chemotaxis protein	None	None
177	NC_002516.2	RefSeq	gene	202147.0	204066.0	.	-	.	gene-PA0178	PA0178	Gene	protein_coding	PA0178	gene-PA0178	two-component sensor	None	None
178	NC_002516.2	RefSeq	gene	204094.0	204459.0	.	-	.	gene-PA0179	PA0179	Gene	protein_coding	PA0179	gene-PA0179	two-component response regulator	None	None
179	NC_002516.2	RefSeq	gene	204657.0	205829.0	.	-	.	gene-PA0180	cttP	Gene	protein_coding	PA0180	cttP	trichloroethylene chemotactic transducer CttP	None	None
180	NC_002516.2	RefSeq	gene	206022.0	206954.0	.	-	.	gene-PA0181	PA0181	Gene	protein_coding	PA0181	gene-PA0181	transcriptional regulator	None	None
181	NC_002516.2	RefSeq	gene	207071.0	207823.0	.	+	.	gene-PA0182	PA0182	Gene	protein_coding	PA0182	gene-PA0182	3-ketoacyl-ACP reductase	None	None
182	NC_002516.2	RefSeq	gene	207923.0	209533.0	.	-	.	gene-PA0183	atsA	Gene	protein_coding	PA0183	atsA	arylsulfatase	None	None
183	NC_002516.2	RefSeq	gene	209621.0	210460.0	.	-	.	gene-PA0184	PA0184	Gene	protein_coding	PA0184	gene-PA0184	ABC transporter ATP-binding protein	None	None
184	NC_002516.2	RefSeq	gene	210457.0	212073.0	.	-	.	gene-PA0185	PA0185	Gene	protein_coding	PA0185	gene-PA0185	ABC transporter permease	None	None
185	NC_002516.2	RefSeq	gene	212340.0	213401.0	.	+	.	gene-PA0186	PA0186	Gene	protein_coding	PA0186	gene-PA0186	ABC transporter	None	None
186	NC_002516.2	RefSeq	gene	213819.0	214634.0	.	+	.	gene-PA0187	PA0187	Gene	protein_coding	PA0187	gene-PA0187	hypothetical protein	None	None
187	NC_002516.2	RefSeq	gene	214631.0	215512.0	.	+	.	gene-PA0188	PA0188	Gene	protein_coding	PA0188	gene-PA0188	hypothetical protein	None	None
188	NC_002516.2	RefSeq	gene	215550.0	216908.0	.	-	.	gene-PA0189	PA0189	Gene	protein_coding	PA0189	gene-PA0189	porin	None	None
189	NC_002516.2	RefSeq	gene	217156.0	217881.0	.	+	.	gene-PA0190	PA0190	Gene	protein_coding	PA0190	gene-PA0190	acid phosphatase	None	None
190	NC_002516.2	RefSeq	gene	217905.0	218822.0	.	-	.	gene-PA0191	PA0191	Gene	protein_coding	PA0191	gene-PA0191	transcriptional regulator	None	None
191	NC_002516.2	RefSeq	gene	219172.0	221544.0	.	+	.	gene-PA0192	PA0192	Gene	protein_coding	PA0192	gene-PA0192	TonB-dependent receptor	None	None
192	NC_002516.2	RefSeq	gene	221585.0	222487.0	.	+	.	gene-PA0193	PA0193	Gene	protein_coding	PA0193	gene-PA0193	hypothetical protein	None	None
193	NC_002516.2	RefSeq	gene	222555.0	223454.0	.	+	.	gene-PA0194	PA0194	Gene	protein_coding	PA0194	gene-PA0194	hypothetical protein	None	None
194	NC_002516.2	RefSeq	gene	224101.0	225219.0	.	+	.	gene-PA0195	pntAA	Gene	protein_coding	PA0195	pntAA	NAD(P) transhydrogenase subunit alpha	None	None
195	NC_002516.2	RefSeq	gene	225295.0	225603.0	.	+	.	gene-PA0195.1	pntAB	Gene	protein_coding	PA0195.1	pntAB	NAD(P) transhydrogenase subunit alpha	None	None
196	NC_002516.2	RefSeq	gene	225603.0	227039.0	.	+	.	gene-PA0196	pntB	Gene	protein_coding	PA0196	pntB	pyridine nucleotide transhydrogenase subunit beta	None	None
197	NC_002516.2	RefSeq	gene	227382.0	228194.0	.	+	.	gene-PA0197	tonB2	Gene	protein_coding	PA0197	tonB2	transporter TonB	None	None
198	NC_002516.2	RefSeq	gene	228223.0	228942.0	.	+	.	gene-PA0198	exbB1	Gene	protein_coding	PA0198	exbB1	transporter ExbB	None	None
199	NC_002516.2	RefSeq	gene	228944.0	229345.0	.	+	.	gene-PA0199	exbD1	Gene	protein_coding	PA0199	exbD1	biopolymer transport protein ExbD	None	None
200	NC_002516.2	RefSeq	gene	229526.0	229738.0	.	-	.	gene-PA0200	PA0200	Gene	protein_coding	PA0200	gene-PA0200	hypothetical protein	None	None
201	NC_002516.2	RefSeq	gene	229954.0	230535.0	.	+	.	gene-PA0201	PA0201	Gene	protein_coding	PA0201	gene-PA0201	hypothetical protein	None	None
202	NC_002516.2	RefSeq	gene	230543.0	232000.0	.	-	.	gene-PA0202	PA0202	Gene	protein_coding	PA0202	gene-PA0202	amidase	None	None
203	NC_002516.2	RefSeq	gene	232066.0	233100.0	.	-	.	gene-PA0203	PA0203	Gene	protein_coding	PA0203	gene-PA0203	ABC transporter	None	None
204	NC_002516.2	RefSeq	gene	233123.0	233932.0	.	-	.	gene-PA0204	PA0204	Gene	protein_coding	PA0204	gene-PA0204	ABC transporter permease	None	None
205	NC_002516.2	RefSeq	gene	233929.0	234849.0	.	-	.	gene-PA0205	PA0205	Gene	protein_coding	PA0205	gene-PA0205	ABC transporter permease	None	None
206	NC_002516.2	RefSeq	gene	234875.0	235987.0	.	-	.	gene-PA0206	PA0206	Gene	protein_coding	PA0206	gene-PA0206	spermidine/putrescine ABC transporter ATP-binding protein	None	None
207	NC_002516.2	RefSeq	gene	236218.0	237111.0	.	+	.	gene-PA0207	PA0207	Gene	protein_coding	PA0207	gene-PA0207	transcriptional regulator	None	None
208	NC_002516.2	RefSeq	gene	237232.0	238896.0	.	+	.	gene-PA0208	mdcA	Gene	protein_coding	PA0208	mdcA	malonate decarboxylase subunit alpha	None	None
209	NC_002516.2	RefSeq	gene	238896.0	239777.0	.	+	.	gene-PA0209	PA0209	Gene	protein_coding	PA0209	gene-PA0209	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	None	None
210	NC_002516.2	RefSeq	gene	239779.0	240078.0	.	+	.	gene-PA0210	mdcC	Gene	protein_coding	PA0210	mdcC	malonate decarboxylase acyl carrier protein	None	None
211	NC_002516.2	RefSeq	gene	240071.0	240934.0	.	+	.	gene-PA0211	mdcD	Gene	protein_coding	PA0211	mdcD	malonate decarboxylase subunit beta	None	None
212	NC_002516.2	RefSeq	gene	240931.0	241737.0	.	+	.	gene-PA0212	mdcE	Gene	protein_coding	PA0212	mdcE	malonate decarboxylase subunit gamma	None	None
213	NC_002516.2	RefSeq	gene	241753.0	242445.0	.	+	.	gene-PA0213	PA0213	Gene	protein_coding	PA0213	gene-PA0213	phosphoribosyl-dephospho-CoA transferase	None	None
214	NC_002516.2	RefSeq	gene	242442.0	243374.0	.	+	.	gene-PA0214	PA0214	Gene	protein_coding	PA0214	gene-PA0214	acyl transferase	None	None
215	NC_002516.2	RefSeq	gene	243431.0	243835.0	.	+	.	gene-PA0215	PA0215	Gene	protein_coding	PA0215	gene-PA0215	malonate transporter MadL	None	None
216	NC_002516.2	RefSeq	gene	243841.0	244605.0	.	+	.	gene-PA0216	PA0216	Gene	protein_coding	PA0216	gene-PA0216	malonate transporter MadM	None	None
217	NC_002516.2	RefSeq	gene	244690.0	245619.0	.	-	.	gene-PA0217	PA0217	Gene	protein_coding	PA0217	gene-PA0217	transcriptional regulator	None	None
218	NC_002516.2	RefSeq	gene	245948.0	246868.0	.	-	.	gene-PA0218	PA0218	Gene	protein_coding	PA0218	gene-PA0218	transcriptional regulator	None	None
219	NC_002516.2	RefSeq	gene	247219.0	248709.0	.	+	.	gene-PA0219	PA0219	Gene	protein_coding	PA0219	gene-PA0219	aldehyde dehydrogenase	None	None
220	NC_002516.2	RefSeq	gene	248767.0	250200.0	.	+	.	gene-PA0220	PA0220	Gene	protein_coding	PA0220	gene-PA0220	amino acid APC family transporter	None	None
221	NC_002516.2	RefSeq	gene	250231.0	251613.0	.	+	.	gene-PA0221	PA0221	Gene	protein_coding	PA0221	gene-PA0221	aminotransferase	None	None
222	NC_002516.2	RefSeq	gene	251777.0	252835.0	.	+	.	gene-PA0222	PA0222	Gene	protein_coding	PA0222	gene-PA0222	hypothetical protein	None	None
223	NC_002516.2	RefSeq	gene	252913.0	253794.0	.	-	.	gene-PA0223	PA0223	Gene	protein_coding	PA0223	gene-PA0223	dihydrodipicolinate synthetase	None	None
224	NC_002516.2	RefSeq	gene	253854.0	254636.0	.	-	.	gene-PA0224	PA0224	Gene	protein_coding	PA0224	gene-PA0224	class II aldolase/adducin domain-containing protein	None	None
225	NC_002516.2	RefSeq	gene	254791.0	255330.0	.	+	.	gene-PA0225	PA0225	Gene	protein_coding	PA0225	gene-PA0225	transcriptional regulator	None	None
226	NC_002516.2	RefSeq	gene	255481.0	256332.0	.	+	.	gene-PA0226	PA0226	Gene	protein_coding	PA0226	gene-PA0226	CoA transferase subunit A	None	None
227	NC_002516.2	RefSeq	gene	256329.0	257111.0	.	+	.	gene-PA0227	PA0227	Gene	protein_coding	PA0227	gene-PA0227	CoA transferase subunit B	None	None
228	NC_002516.2	RefSeq	gene	257108.0	258313.0	.	+	.	gene-PA0228	pcaF	Gene	protein_coding	PA0228	pcaF	beta-ketoadipyl CoA thiolase	None	None
229	NC_002516.2	RefSeq	gene	258463.0	259761.0	.	+	.	gene-PA0229	pcaT	Gene	protein_coding	PA0229	pcaT	dicarboxylic acid transporter PcaT	None	None
230	NC_002516.2	RefSeq	gene	259784.0	261163.0	.	+	.	gene-PA0230	pcaB	Gene	protein_coding	PA0230	pcaB	3-carboxy-cis%2Ccis-muconate cycloisomerase	None	None
231	NC_002516.2	RefSeq	gene	261179.0	261970.0	.	+	.	gene-PA0231	pcaD	Gene	protein_coding	PA0231	pcaD	3-oxoadipate enol-lactonase	None	None
232	NC_002516.2	RefSeq	gene	261981.0	262382.0	.	+	.	gene-PA0232	pcaC	Gene	protein_coding	PA0232	pcaC	4-carboxymuconolactone decarboxylase	None	None
233	NC_002516.2	RefSeq	gene	262557.0	263498.0	.	+	.	gene-PA0233	PA0233	Gene	protein_coding	PA0233	gene-PA0233	transcriptional regulator	None	None
234	NC_002516.2	RefSeq	gene	263689.0	264522.0	.	+	.	gene-PA0234	PA0234	Gene	protein_coding	PA0234	gene-PA0234	hypothetical protein	None	None
235	NC_002516.2	RefSeq	gene	264964.0	266310.0	.	-	.	gene-PA0235	pcaK	Gene	protein_coding	PA0235	pcaK	4-hydroxybenzoate transporter PcaK	None	None
236	NC_002516.2	RefSeq	gene	266616.0	267395.0	.	+	.	gene-PA0236	PA0236	Gene	protein_coding	PA0236	gene-PA0236	transcriptional regulator	None	None
237	NC_002516.2	RefSeq	gene	267638.0	268681.0	.	+	.	gene-PA0237	PA0237	Gene	protein_coding	PA0237	gene-PA0237	oxidoreductase	None	None
238	NC_002516.2	RefSeq	gene	268704.0	269519.0	.	+	.	gene-PA0238	PA0238	Gene	protein_coding	PA0238	gene-PA0238	hypothetical protein	None	None
239	NC_002516.2	RefSeq	gene	269669.0	270547.0	.	+	.	gene-PA0239	PA0239	Gene	protein_coding	PA0239	gene-PA0239	hypothetical protein	None	None
240	NC_002516.2	RefSeq	gene	270573.0	271838.0	.	-	.	gene-PA0240	PA0240	Gene	protein_coding	PA0240	gene-PA0240	porin	None	None
241	NC_002516.2	RefSeq	gene	271904.0	273229.0	.	-	.	gene-PA0241	PA0241	Gene	protein_coding	PA0241	gene-PA0241	major facilitator superfamily transporter	None	None
242	NC_002516.2	RefSeq	gene	273775.0	275679.0	.	+	.	gene-PA0242	PA0242	Gene	protein_coding	PA0242	gene-PA0242	hypothetical protein	None	None
243	NC_002516.2	RefSeq	gene	275772.0	276440.0	.	+	.	gene-PA0243	PA0243	Gene	protein_coding	PA0243	gene-PA0243	transcriptional regulator	None	None
244	NC_002516.2	RefSeq	gene	276480.0	277334.0	.	-	.	gene-PA0244	PA0244	Gene	protein_coding	PA0244	gene-PA0244	shikimate 5-dehydrogenase	None	None
245	NC_002516.2	RefSeq	gene	277331.0	277777.0	.	-	.	gene-PA0245	aroQ2	Gene	protein_coding	PA0245	aroQ2	3-dehydroquinate dehydratase	None	None
246	NC_002516.2	RefSeq	gene	277894.0	279399.0	.	-	.	gene-PA0246	PA0246	Gene	protein_coding	PA0246	gene-PA0246	major facilitator superfamily transporter	None	None
247	NC_002516.2	RefSeq	gene	279574.0	280758.0	.	-	.	gene-PA0247	pobA	Gene	protein_coding	PA0247	pobA	4-hydroxybenzoate 3-monooxygenase	None	None
248	NC_002516.2	RefSeq	gene	280936.0	281802.0	.	+	.	gene-PA0248	PA0248	Gene	protein_coding	PA0248	gene-PA0248	transcriptional regulator	None	None
249	NC_002516.2	RefSeq	gene	281799.0	282245.0	.	-	.	gene-PA0249	PA0249	Gene	protein_coding	PA0249	gene-PA0249	acetyltransferase	None	None
250	NC_002516.2	RefSeq	gene	282323.0	282757.0	.	-	.	gene-PA0250	PA0250	Gene	protein_coding	PA0250	gene-PA0250	hypothetical protein	None	None
251	NC_002516.2	RefSeq	gene	282912.0	283553.0	.	-	.	gene-PA0251	PA0251	Gene	protein_coding	PA0251	gene-PA0251	hypothetical protein	None	None
252	NC_002516.2	RefSeq	gene	283818.0	284105.0	.	-	.	gene-PA0252	PA0252	Gene	protein_coding	PA0252	gene-PA0252	hypothetical protein	None	None
253	NC_002516.2	RefSeq	gene	284197.0	284673.0	.	-	.	gene-PA0253	PA0253	Gene	protein_coding	PA0253	gene-PA0253	transcriptional regulator	None	None
254	NC_002516.2	RefSeq	gene	284714.0	286204.0	.	-	.	gene-PA0254	PA0254	Gene	protein_coding	PA0254	gene-PA0254	hypothetical protein	None	None
255	NC_002516.2	RefSeq	gene	286338.0	287024.0	.	-	.	gene-PA0255	PA0255	Gene	protein_coding	PA0255	gene-PA0255	hypothetical protein	None	None
256	NC_002516.2	RefSeq	gene	287188.0	288120.0	.	-	.	gene-PA0256	PA0256	Gene	protein_coding	PA0256	gene-PA0256	hypothetical protein	None	None
257	NC_002516.2	RefSeq	gene	288384.0	289175.0	.	-	.	gene-PA0257	PA0257	Gene	protein_coding	PA0257	gene-PA0257	hypothetical protein	None	None
258	NC_002516.2	RefSeq	gene	289205.0	289390.0	.	-	.	gene-PA0258	PA0258	Gene	protein_coding	PA0258	gene-PA0258	hypothetical protein	None	None
259	NC_002516.2	RefSeq	gene	289562.0	291004.0	.	-	.	gene-PA0259	PA0259	Gene	protein_coding	PA0259	gene-PA0259	hypothetical protein	None	None
260	NC_002516.2	RefSeq	gene	291154.0	293304.0	.	-	.	gene-PA0260	PA0260	Gene	protein_coding	PA0260	gene-PA0260	hypothetical protein	None	None
261	NC_002516.2	RefSeq	gene	293301.0	293798.0	.	-	.	gene-PA0261	PA0261	Gene	protein_coding	PA0261	gene-PA0261	hypothetical protein	None	None
262	NC_002516.2	RefSeq	gene	293802.0	296861.0	.	-	.	gene-PA0262	PA0262	Gene	protein_coding	PA0262	gene-PA0262	hypothetical protein	None	None
263	NC_002516.2	RefSeq	gene	297043.0	297561.0	.	-	.	gene-PA0263	hcpC	Gene	protein_coding	PA0263	hcpC	secreted protein Hcp	None	None
264	NC_002516.2	RefSeq	gene	298816.0	298892.0	.	-	.	gene-PA0263.1	PA0263.1	Gene	tRNA	PA0263.1	gene-PA0263.1	tRNA-Arg	None	None
265	NC_002516.2	RefSeq	gene	299522.0	300973.0	.	+	.	gene-PA0265	gabD	Gene	protein_coding	PA0265	gabD	glutarate-semialdehyde dehydrogenase DavD	None	None
266	NC_002516.2	RefSeq	gene	301218.0	302498.0	.	+	.	gene-PA0266	PA0266	Gene	protein_coding	PA0266	gene-PA0266	5-aminovalerate aminotransferase DavT	None	None
267	NC_002516.2	RefSeq	gene	302824.0	304023.0	.	+	.	gene-PA0267	PA0267	Gene	protein_coding	PA0267	gene-PA0267	hypothetical protein	None	None
268	NC_002516.2	RefSeq	gene	304177.0	305598.0	.	-	.	gene-PA0268	PA0268	Gene	protein_coding	PA0268	gene-PA0268	transcriptional regulator	None	None
269	NC_002516.2	RefSeq	gene	305725.0	306162.0	.	+	.	gene-PA0269	PA0269	Gene	protein_coding	PA0269	gene-PA0269	hypothetical protein	None	None
270	NC_002516.2	RefSeq	gene	306174.0	306581.0	.	+	.	gene-PA0270	PA0270	Gene	protein_coding	PA0270	gene-PA0270	hypothetical protein	None	None
271	NC_002516.2	RefSeq	gene	306615.0	306899.0	.	+	.	gene-PA0271	PA0271	Gene	protein_coding	PA0271	gene-PA0271	hypothetical protein	None	None
272	NC_002516.2	RefSeq	gene	306896.0	307828.0	.	-	.	gene-PA0272	PA0272	Gene	protein_coding	PA0272	gene-PA0272	transcriptional regulator	None	None
273	NC_002516.2	RefSeq	gene	307878.0	309092.0	.	-	.	gene-PA0273	PA0273	Gene	protein_coding	PA0273	gene-PA0273	major facilitator superfamily transporter	None	None
274	NC_002516.2	RefSeq	gene	309255.0	310025.0	.	-	.	gene-PA0274	PA0274	Gene	protein_coding	PA0274	gene-PA0274	hypothetical protein	None	None
275	NC_002516.2	RefSeq	gene	310134.0	310820.0	.	-	.	gene-PA0275	PA0275	Gene	protein_coding	PA0275	gene-PA0275	transcriptional regulator	None	None
276	NC_002516.2	RefSeq	gene	310896.0	311411.0	.	+	.	gene-PA0276	PA0276	Gene	protein_coding	PA0276	gene-PA0276	hypothetical protein	None	None
277	NC_002516.2	RefSeq	gene	311451.0	312209.0	.	-	.	gene-PA0277	PA0277	Gene	protein_coding	PA0277	gene-PA0277	hypothetical protein	None	None
278	NC_002516.2	RefSeq	gene	312381.0	313133.0	.	-	.	gene-PA0278	PA0278	Gene	protein_coding	PA0278	gene-PA0278	hypothetical protein	None	None
279	NC_002516.2	RefSeq	gene	313227.0	313925.0	.	+	.	gene-PA0279	PA0279	Gene	protein_coding	PA0279	gene-PA0279	transcriptional regulator	None	None
280	NC_002516.2	RefSeq	gene	313938.0	314927.0	.	-	.	gene-PA0280	cysA	Gene	protein_coding	PA0280	cysA	sulfate.thiosulfate ABC transporter ATP-binding protein CysA	None	None
281	NC_002516.2	RefSeq	gene	314931.0	315800.0	.	-	.	gene-PA0281	cysW	Gene	protein_coding	PA0281	cysW	sulfate transporter CysW	None	None
282	NC_002516.2	RefSeq	gene	315811.0	316629.0	.	-	.	gene-PA0282	cysT	Gene	protein_coding	PA0282	cysT	sulfate transporter CysT	None	None
283	NC_002516.2	RefSeq	gene	316791.0	317789.0	.	-	.	gene-PA0283	sbp	Gene	protein_coding	PA0283	sbp	sulfate-binding protein	None	None
284	NC_002516.2	RefSeq	gene	317966.0	318148.0	.	-	.	gene-PA0284	PA0284	Gene	protein_coding	PA0284	gene-PA0284	hypothetical protein	None	None
285	NC_002516.2	RefSeq	gene	318312.0	320594.0	.	-	.	gene-PA0285	PA0285	Gene	protein_coding	PA0285	gene-PA0285	hypothetical protein	None	None
286	NC_002516.2	RefSeq	gene	320766.0	321944.0	.	+	.	gene-PA0286	desA	Gene	protein_coding	PA0286	desA	delta-9 fatty acid desaturase DesA	None	None
287	NC_002516.2	RefSeq	gene	322175.0	323560.0	.	+	.	gene-PA0287	gpuP	Gene	protein_coding	PA0287	gpuP	3-guanidinopropionate transporter	None	None
288	NC_002516.2	RefSeq	gene	323616.0	324572.0	.	+	.	gene-PA0288	gpuA	Gene	protein_coding	PA0288	gpuA	guanidinopropionase	None	None
289	NC_002516.2	RefSeq	gene	324625.0	325587.0	.	+	.	gene-PA0289	gpuR	Gene	protein_coding	PA0289	gpuR	transcriptional activator GpuR	None	None
290	NC_002516.2	RefSeq	gene	325700.0	326671.0	.	+	.	gene-PA0290	PA0290	Gene	protein_coding	PA0290	gene-PA0290	hypothetical protein	None	None
291	NC_002516.2	RefSeq	gene	327284.0	328666.0	.	+	.	gene-PA0291	oprE	Gene	protein_coding	PA0291	oprE	anaerobically-induced outer membrane porin OprE	None	None
292	NC_002516.2	RefSeq	gene	328801.0	329907.0	.	-	.	gene-PA0292	aguA	Gene	protein_coding	PA0292	aguA	agmatine deiminase	None	None
293	NC_002516.2	RefSeq	gene	329993.0	330871.0	.	-	.	gene-PA0293	aguB	Gene	protein_coding	PA0293	aguB	N-carbamoylputrescine amidohydrolase	None	None
294	NC_002516.2	RefSeq	gene	331034.0	331699.0	.	-	.	gene-PA0294	aguR	Gene	protein_coding	PA0294	aguR	transcriptional regulator AguR	None	None
295	NC_002516.2	RefSeq	gene	331762.0	332823.0	.	-	.	gene-PA0295	PA0295	Gene	protein_coding	PA0295	gene-PA0295	polyamine binding protein	None	None
296	NC_002516.2	RefSeq	gene	333079.0	334455.0	.	-	.	gene-PA0296	spuI	Gene	protein_coding	PA0296	spuI	glutamine synthetase	None	None
297	NC_002516.2	RefSeq	gene	334734.0	335486.0	.	+	.	gene-PA0297	spuA	Gene	protein_coding	PA0297	spuA	glutamine amidotransferase	None	None
298	NC_002516.2	RefSeq	gene	335527.0	336885.0	.	+	.	gene-PA0298	spuB	Gene	protein_coding	PA0298	spuB	glutamine synthetase	None	None
299	NC_002516.2	RefSeq	gene	336951.0	338321.0	.	+	.	gene-PA0299	spuC	Gene	protein_coding	PA0299	spuC	aminotransferase	None	None
300	NC_002516.2	RefSeq	gene	338437.0	339540.0	.	+	.	gene-PA0300	spuD	Gene	protein_coding	PA0300	spuD	putrescine ABC transporter substrate-binding protein SpuD	None	None
301	NC_002516.2	RefSeq	gene	339959.0	341056.0	.	+	.	gene-PA0301	spuE	Gene	protein_coding	PA0301	spuE	spermidine ABC transporter substrate-binding protein SpuE	None	None
302	NC_002516.2	RefSeq	gene	341111.0	342265.0	.	+	.	gene-PA0302	spuF	Gene	protein_coding	PA0302	spuF	polyamine transporter PotG	None	None
303	NC_002516.2	RefSeq	gene	342292.0	343173.0	.	+	.	gene-PA0303	spuG	Gene	protein_coding	PA0303	spuG	polyamine transporter PotH	None	None
304	NC_002516.2	RefSeq	gene	343256.0	344125.0	.	+	.	gene-PA0304	spuH	Gene	protein_coding	PA0304	spuH	polyamine transporter PotI	None	None
305	NC_002516.2	RefSeq	gene	344303.0	346690.0	.	-	.	gene-PA0305	PA0305	Gene	protein_coding	PA0305	gene-PA0305	hypothetical protein	None	None
306	NC_002516.2	RefSeq	gene	346801.0	347853.0	.	+	.	gene-PA0306	PA0306	Gene	protein_coding	PA0306	gene-PA0306	transcriptional regulator	None	None
307	NC_002516.2	RefSeq	gene	347832.0	348335.0	.	-	.	gene-PA0306a	PA0306a	Gene	protein_coding	PA0306a	gene-PA0306a	transcriptional regulator	None	None
308	NC_002516.2	RefSeq	gene	348440.0	349051.0	.	-	.	gene-PA0307	PA0307	Gene	protein_coding	PA0307	gene-PA0307	hypothetical protein	None	None
309	NC_002516.2	RefSeq	gene	349050.0	350069.0	.	+	.	gene-PA0308	PA0308	Gene	protein_coding	PA0308	gene-PA0308	hypothetical protein	None	None
310	NC_002516.2	RefSeq	gene	350089.0	350841.0	.	-	.	gene-PA0309	PA0309	Gene	protein_coding	PA0309	gene-PA0309	hypothetical protein	None	None
311	NC_002516.2	RefSeq	gene	350890.0	351588.0	.	+	.	gene-PA0310	PA0310	Gene	protein_coding	PA0310	gene-PA0310	hypothetical protein	None	None
312	NC_002516.2	RefSeq	gene	351610.0	352164.0	.	-	.	gene-PA0311	PA0311	Gene	protein_coding	PA0311	gene-PA0311	hypothetical protein	None	None
