# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "ERR1378069_sorted.bam" "ERR1378068_sorted.bam" "ERR1378065_sorted.bam" "ERR1378064_sorted.bam" "ERR1378066_sorted.bam" "ERR1378063_sorted.bam" "ERR1378062_sorted.bam" "ERR1378067_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	ERR1378069_sorted.bam	ERR1378068_sorted.bam	ERR1378065_sorted.bam	ERR1378064_sorted.bam	ERR1378066_sorted.bam	ERR1378063_sorted.bam	ERR1378062_sorted.bam	ERR1378067_sorted.bam
gene-BSU_02120	NC_000964.3	231348	232967	+	1620	8827	15870	13702	10961	17118	14170	10709	15579
gene-BSU_02130	NC_000964.3	233014	233895	-	882	8954	22390	19162	14764	14744	11157	21584	14851
gene-BSU_02140	NC_000964.3	233994	235328	-	1335	11776	26116	23786	18602	18153	12646	25002	17876
gene-BSU_02150	NC_000964.3	235625	235873	+	249	3	17	50	41	41	26	25	33
gene-BSU_02160	NC_000964.3	235965	236882	+	918	157	205	971	706	1023	260	253	797
gene-BSU_02170	NC_000964.3	236879	238129	+	1251	1285	1178	4510	3032	4056	1649	1632	3158
gene-BSU_02190	NC_000964.3	238644	239555	-	912	558	5328	7078	4616	5004	4105	4334	3591
gene-BSU_02200	NC_000964.3	239644	241842	-	2199	68030	106896	169165	128915	146415	135938	101406	102287
gene-BSU_02210	NC_000964.3	241917	242837	-	921	308	330	735	571	855	335	383	742
gene-BSU_02220	NC_000964.3	242834	243661	-	828	166	197	749	562	913	247	229	598
gene-BSU_02230	NC_000964.3	243892	245046	+	1155	1762	951	842	465	848	1161	882	1999
gene-BSU_02240	NC_000964.3	245190	246131	+	942	420	455	1972	1675	2538	529	556	1771
gene-BSU_02250	NC_000964.3	246094	246492	+	399	135	207	717	638	1031	280	219	644
gene-BSU_02260	NC_000964.3	246658	247548	+	891	1271	1072	1973	1433	2180	1098	1806	2149
gene-BSU_02270	NC_000964.3	247744	248277	+	534	2860	4296	9343	7435	11231	4578	5251	7894
gene-BSU_02280	NC_000964.3	248268	248756	+	489	2028	3751	7058	5733	8629	3910	4556	6041
gene-BSU_02290	NC_000964.3	248749	249540	+	792	4090	4989	10636	8299	12211	5666	6797	8708
gene-BSU_02300	NC_000964.3	249595	249873	+	279	317	271	658	441	662	294	462	547
gene-BSU_02310	NC_000964.3	249979	251319	+	1341	491	729	1110	689	877	626	1137	909
gene-BSU_02320	NC_000964.3	251427	252314	+	888	183	259	410	227	268	229	450	361
gene-BSU_02330	NC_000964.3	252514	253482	+	969	4148	5649	6316	4517	6627	5181	5974	6198
gene-BSU_02340	NC_000964.3	253518	254762	-	1245	122	438	361	265	371	301	162	346
gene-BSU_02350	NC_000964.3	254907	256802	-	1896	11131	11927	4479	3739	10552	16052	6157	11829
gene-BSU_02360	NC_000964.3	256823	257572	-	750	5397	7102	2991	2418	5394	10108	3820	5766
gene-BSU_02370	NC_000964.3	257791	258498	+	708	952	877	846	530	763	975	989	1092
gene-BSU_02380	NC_000964.3	258532	258807	+	276	389	476	299	175	282	486	478	449
gene-BSU_02390	NC_000964.3	259016	260086	+	1071	166	203	376	326	396	274	238	339
gene-BSU_02400	NC_000964.3	260123	261535	-	1413	1578	688	5438	4425	6731	1097	1348	4842
gene-BSU_02410	NC_000964.3	261656	262603	-	948	1265	569	912	617	1011	616	723	1272
gene-BSU_02420	NC_000964.3	262732	264168	-	1437	77	55	198	161	167	189	96	142
gene-BSU_02430	NC_000964.3	264191	265174	-	984	31	26	124	65	98	141	57	85
gene-BSU_02440	NC_000964.3	265476	266708	+	1233	482	600	1070	881	1388	583	556	1042
gene-BSU_02450	NC_000964.3	266719	267663	+	945	735	650	1242	953	1443	773	653	1216
gene-BSU_02460	NC_000964.3	267890	268816	+	927	43	56	123	155	174	105	70	115
gene-BSU_02470	NC_000964.3	268846	270312	+	1467	108	130	348	259	357	317	112	283
gene-BSU_02480	NC_000964.3	270396	271763	+	1368	104	120	320	235	378	192	149	278
gene-BSU_02490	NC_000964.3	271800	273167	+	1368	81	95	223	154	197	269	106	181
gene-BSU_02500	NC_000964.3	273237	273938	+	702	540	491	940	620	937	429	638	1103
gene-BSU_02510	NC_000964.3	274029	275561	+	1533	357	473	634	612	823	615	258	572
gene-BSU_02520	NC_000964.3	275838	276758	+	921	1367	1615	2974	2548	3911	1913	1539	2574
gene-BSU_misc_RNA_6	NC_000964.3	276815	277062	+	248	277	416	602	478	833	462	367	544
gene-BSU_02530	NC_000964.3	277160	277321	+	162	131	136	139	99	138	104	129	162
gene-BSU_02540	NC_000964.3	277342	278280	+	939	375	365	422	290	361	467	487	463
gene-BSU_02550	NC_000964.3	278377	279057	+	681	114	170	225	186	243	226	167	218
gene-BSU_02560	NC_000964.3	279059	279994	+	936	219	296	287	265	398	337	290	307
gene-BSU_02570	NC_000964.3	280086	281009	+	924	253	388	435	350	544	465	414	502
gene-BSU_02580	NC_000964.3	281028	281714	+	687	276	339	380	282	447	389	290	347
gene-BSU_02585	NC_000964.3	281675	281809	-	135	65	99	117	77	114	100	82	98
gene-BSU_02590	NC_000964.3	281769	282155	-	387	107	145	149	68	116	113	132	102
gene-BSU_02600	NC_000964.3	282469	282897	+	429	43	46	149	121	153	81	84	110
gene-BSU_02610	NC_000964.3	283003	283734	+	732	154	136	237	155	188	137	158	260
gene-BSU_02619	NC_000964.3	283816	283992	+	177	14	10	71	48	65	27	15	56
gene-BSU_02620	NC_000964.3	284011	285762	+	1752	170	172	870	721	767	326	222	653
gene-BSU_02630	NC_000964.3	285775	285987	+	213	43	64	288	255	351	118	78	255
gene-BSU_02640	NC_000964.3	286048	286776	+	729	333	307	1108	1030	1366	345	387	790
gene-BSU_02650	NC_000964.3	286773	287420	-	648	322	299	1073	942	1266	379	339	808
gene-BSU_02660	NC_000964.3	287499	288611	+	1113	455	418	935	776	1099	563	508	811
gene-BSU_02670	NC_000964.3	288653	290092	-	1440	3400	2125	3430	1733	2517	2631	4901	3444
gene-BSU_02680	NC_000964.3	290132	290698	-	567	1268	773	1290	604	867	807	1762	1392
gene-BSU_02690	NC_000964.3	290915	292042	+	1128	104	76	154	141	144	199	126	173
gene-BSU_02700	NC_000964.3	292205	292843	+	639	788	324	624	159	325	324	746	796
gene-BSU_02710	NC_000964.3	292881	293264	-	384	256	137	253	109	178	135	325	333
gene-BSU_02720	NC_000964.3	293499	294575	+	1077	2923	2641	2331	1269	1968	2606	3990	3408
gene-BSU_02730	NC_000964.3	294615	295571	-	957	582	514	678	442	743	664	689	690
gene-BSU_02740	NC_000964.3	295584	296285	-	702	243	262	272	194	295	269	349	338
gene-BSU_02750	NC_000964.3	296429	297169	+	741	229	285	300	221	426	502	252	222
gene-BSU_02760	NC_000964.3	297170	298330	+	1161	268	524	493	400	697	835	500	441
gene-BSU_02770	NC_000964.3	298466	299398	+	933	457	421	676	449	703	458	411	763
gene-BSU_02780	NC_000964.3	299438	300502	-	1065	898	868	919	767	1037	980	1053	1907
gene-BSU_02785	NC_000964.3	300525	300656	-	132	93	168	139	137	161	131	151	301
gene-BSU_02790	NC_000964.3	300830	302248	+	1419	611	374	1068	718	1076	520	562	1215
gene-BSU_02800	NC_000964.3	302435	303796	+	1362	537	517	1558	1189	1574	768	818	1333
gene-BSU_02810	NC_000964.3	303804	304307	-	504	247	265	664	546	733	301	369	624
gene-BSU_02820	NC_000964.3	304430	305551	+	1122	1507	1689	1972	1514	2264	1616	1822	2222
gene-BSU_02830	NC_000964.3	305658	306434	+	777	193	358	226	184	247	351	268	231
gene-BSU_02840	NC_000964.3	306459	308144	+	1686	552	944	714	467	893	930	751	756
gene-BSU_02850	NC_000964.3	308332	309291	+	960	548	3020	1384	1195	1467	1490	2058	811
gene-BSU_02860	NC_000964.3	309347	310042	+	696	639	850	1809	1524	2801	1066	1133	1523
gene-BSU_02870	NC_000964.3	310000	310842	+	843	930	1102	1741	1441	3261	1102	1370	1570
gene-BSU_02880	NC_000964.3	310880	311875	-	996	1786	1065	1003	682	973	1449	1310	1643
gene-BSU_02890	NC_000964.3	312159	312758	+	600	5809	7672	3832	2539	3318	7292	4676	4500
gene-BSU_02900	NC_000964.3	312780	313361	+	582	12556	14792	8048	5444	7276	14855	10169	8674
gene-BSU_02910	NC_000964.3	313396	313974	+	579	13072	15375	11018	7480	9822	16701	12688	10925
gene-BSU_02920	NC_000964.3	314025	314798	+	774	13780	19965	16372	10961	14281	21137	18492	16001
gene-BSU_02930	NC_000964.3	314883	316496	+	1614	5537	5435	4377	2532	3773	5213	3902	6104
gene-BSU_02940	NC_000964.3	316512	317603	+	1092	5752	5071	3990	2283	3224	4853	3640	5761
gene-BSU_02950	NC_000964.3	317725	318927	+	1203	1198	1199	2627	2023	2916	1374	1392	2269
gene-BSU_02960	NC_000964.3	319180	320352	-	1173	180	184	382	281	370	268	270	338
gene-BSU_02970	NC_000964.3	320421	320723	-	303	18	21	44	26	27	28	21	44
gene-BSU_02980	NC_000964.3	321013	322269	+	1257	5307	4259	16474	12491	21734	6758	6907	15814
gene-BSU_02990	NC_000964.3	322271	323119	+	849	7814	5871	21576	17289	28629	9662	9111	19985
gene-BSU_03000	NC_000964.3	323119	324000	+	882	6314	5042	16183	12088	21091	7724	7568	15189
gene-BSU_03010	NC_000964.3	324038	325189	-	1152	343	462	1878	1473	2269	738	509	1444
gene-BSU_03020	NC_000964.3	325339	326772	+	1434	215	187	560	510	616	274	186	613
gene-BSU_03030	NC_000964.3	326888	327469	+	582	253	1036	336	303	380	690	326	391
gene-BSU_03040	NC_000964.3	327618	329597	+	1980	1124	8281	1009	1879	2137	9518	1925	962
gene-BSU_03050	NC_000964.3	329774	330739	+	966	1041	288	454	300	491	822	1108	529
gene-BSU_03060	NC_000964.3	330771	332396	+	1626	453	470	1029	805	1107	591	742	816
gene-BSU_03070	NC_000964.3	332441	333979	-	1539	3387	4940	7217	5180	6037	4361	7918	4840
gene-BSU_03080	NC_000964.3	334092	334556	+	465	390	318	563	305	484	329	557	530
gene-BSU_03090	NC_000964.3	334630	335259	+	630	651	655	1145	708	949	645	988	953
gene-BSU_03100	NC_000964.3	335329	336090	+	762	630	522	1058	702	1074	584	798	973
gene-BSU_03110	NC_000964.3	336092	337432	-	1341	173	160	523	408	586	259	160	466
gene-BSU_03120	NC_000964.3	337562	338158	+	597	23	30	104	64	91	75	41	86
gene-BSU_03130	NC_000964.3	338288	339106	+	819	7064	4708	4503	2209	3849	4569	6156	8105
gene-BSU_03140	NC_000964.3	339156	339749	-	594	245	278	701	476	876	259	291	594
gene-BSU_03150	NC_000964.3	340025	340585	+	561	151	435	738	462	762	263	336	653
gene-BSU_03160	NC_000964.3	340613	341374	-	762	237	175	307	194	272	267	221	367
gene-BSU_03170	NC_000964.3	341492	342466	+	975	740	580	756	441	761	796	738	985
gene-BSU_03180	NC_000964.3	342538	343494	+	957	1273	1148	1157	780	1120	1481	1179	1590
gene-BSU_03190	NC_000964.3	343578	344360	+	783	526	480	909	742	1138	673	658	1038
gene-BSU_03200	NC_000964.3	344551	345462	+	912	85	122	356	355	516	234	109	344
gene-BSU_03210	NC_000964.3	345479	347026	+	1548	743	766	1374	891	1444	823	736	1399
gene-BSU_03220	NC_000964.3	347150	348571	+	1422	8371	4620	7091	4289	6530	4986	7698	11052
gene-BSU_03230	NC_000964.3	348724	349959	+	1236	525	701	2008	1536	2236	610	830	1739
gene-BSU_03240	NC_000964.3	349996	350853	-	858	2022	2570	1896	1115	1828	3012	3711	2894
gene-BSU_03250	NC_000964.3	350858	351742	-	885	2566	2503	2537	1771	2631	3378	3920	3426
gene-BSU_03260	NC_000964.3	351842	352696	-	855	649	339	726	505	836	540	661	1041
gene-BSU_03270	NC_000964.3	352858	353868	+	1011	1280	1054	821	581	949	1436	817	1277
gene-BSU_03280	NC_000964.3	353900	355351	-	1452	4149	3266	5611	4579	6735	4311	3896	5814
gene-BSU_03290	NC_000964.3	355412	355732	-	321	490	380	608	436	686	446	545	725
gene-BSU_03300	NC_000964.3	355764	358181	-	2418	724	443	1850	1501	2034	689	706	1723
gene-BSU_03310	NC_000964.3	358303	360435	-	2133	114	97	484	427	575	269	160	394
gene-BSU_03320	NC_000964.3	360442	362757	-	2316	121	124	573	456	551	310	193	402
gene-BSU_03330	NC_000964.3	362937	364142	+	1206	460	321	905	662	802	491	570	820
gene-BSU_03340	NC_000964.3	364259	365173	+	915	25	63	128	88	82	70	61	81
gene-BSU_03350	NC_000964.3	365170	365754	+	585	18	28	57	39	40	41	40	29
gene-BSU_03359	NC_000964.3	365850	366035	+	186	6	53	13	19	13	51	42	17
gene-BSU_03360	NC_000964.3	366063	367256	+	1194	111	349	257	180	226	350	257	132
gene-BSU_03370	NC_000964.3	367305	367985	-	681	1155	2298	2312	1991	2825	2498	2224	1861
gene-BSU_03380	NC_000964.3	367995	368858	-	864	1361	2579	2408	2246	3043	2803	2646	1962
gene-BSU_03385	NC_000964.3	369020	369217	+	198	25	39	160	133	205	29	39	121
gene-BSU_03390	NC_000964.3	369236	369691	+	456	46	104	287	189	319	100	130	250
gene-BSU_03400	NC_000964.3	369773	370105	+	333	27	35	173	125	142	60	61	131
gene-BSU_03410	NC_000964.3	370259	371692	+	1434	391	717	2215	2066	2512	793	761	1548
gene-BSU_03420	NC_000964.3	371729	372127	-	399	843	1488	1269	929	1374	1250	1446	1333
gene-BSU_03430	NC_000964.3	372154	372603	-	450	1690	2107	1424	900	1299	1636	1819	1422
gene-BSU_03440	NC_000964.3	372771	374492	-	1722	1284	2237	5216	4105	5841	2300	2740	3671
gene-BSU_03450	NC_000964.3	374603	375160	-	558	333	445	853	714	1095	601	414	739
gene-BSU_03460	NC_000964.3	375166	375798	-	633	329	495	1134	836	1346	619	447	926
gene-BSU_03470	NC_000964.3	376032	376394	+	363	41	60	328	239	372	80	104	270
gene-BSU_03480	NC_000964.3	376968	387731	+	10764	85024	202722	540735	480204	698305	213806	171703	349963
gene-BSU_03490	NC_000964.3	387744	398495	+	10752	137779	264894	800765	679371	956965	278697	280677	488966
gene-BSU_03500	NC_000964.3	390880	391020	+	141	2226	5774	17352	13804	19999	5744	6376	10214
gene-BSU_03510	NC_000964.3	398532	402359	+	3828	69070	113246	365450	314110	424305	122965	136045	227803
gene-BSU_03520	NC_000964.3	402388	403116	+	729	11502	17953	47072	37489	50086	17472	23592	28816
gene-BSU_03530	NC_000964.3	403217	404443	+	1227	1595	1562	4060	3318	4294	1642	2728	3316
gene-BSU_03540	NC_000964.3	404458	405015	-	558	90	222	371	262	435	173	264	381
gene-BSU_03550	NC_000964.3	405069	406007	-	939	184	183	800	573	794	282	262	520
gene-BSU_03560	NC_000964.3	406131	407465	+	1335	637	504	1124	785	1268	618	768	1216
gene-BSU_03580	NC_000964.3	408240	408887	-	648	1490	1090	1853	1055	1899	1014	1711	2403
gene-BSU_03590	NC_000964.3	409208	409951	-	744	5795	4744	5016	3348	4725	4086	5711	6147
gene-BSU_03600	NC_000964.3	409965	410669	-	705	6363	5854	6065	4424	5914	5833	6775	7250
gene-BSU_03610	NC_000964.3	410656	411462	-	807	7524	10534	6133	4429	6207	9797	9756	7169
gene-BSU_03620	NC_000964.3	411578	412450	-	873	488	499	269	224	337	567	425	415
gene-BSU_03630	NC_000964.3	412540	413154	+	615	63	97	268	217	229	166	73	201
gene-BSU_03640	NC_000964.3	413157	414578	+	1422	218	223	632	507	590	349	202	489
gene-BSU_03651	NC_000964.3	414595	414822	+	228	56	60	176	143	123	82	60	138
gene-BSU_03652	NC_000964.3	414819	415283	+	465	78	78	264	211	270	137	96	189
gene-BSU_03660	NC_000964.3	415350	416195	+	846	320	290	450	338	517	422	331	396
gene-BSU_03670	NC_000964.3	416235	417713	-	1479	2385	3705	4049	3005	4195	3427	4017	3241
gene-BSU_03680	NC_000964.3	417993	419747	+	1755	172	141	446	400	460	283	187	406
gene-BSU_03690	NC_000964.3	419763	419984	-	222	8	29	48	53	55	33	22	63
gene-BSU_03700	NC_000964.3	420110	421744	+	1635	159	121	532	378	510	278	202	485
gene-BSU_03710	NC_000964.3	421734	422957	+	1224	167	157	556	438	540	252	209	488
gene-BSU_03720	NC_000964.3	422982	424103	+	1122	142	138	332	255	362	216	233	338
gene-BSU_03730	NC_000964.3	424208	424888	-	681	73	82	149	123	144	154	127	153
gene-BSU_03740	NC_000964.3	424904	426364	-	1461	108	119	267	202	249	232	170	230
gene-BSU_03750	NC_000964.3	426577	427260	+	684	466	579	801	537	772	589	720	863
gene-BSU_03760	NC_000964.3	427247	428668	+	1422	1276	1549	1946	1368	1859	1580	1841	2045
gene-BSU_03770	NC_000964.3	428831	429979	+	1149	851	3261	1948	1702	2603	2799	3048	1552
gene-BSU_03780	NC_000964.3	429963	430085	+	123	48	362	216	133	320	230	295	169
gene-BSU_03788	NC_000964.3	430185	430274	-	90	26	22	74	55	81	31	30	47
gene-BSU_03789	NC_000964.3	430356	430469	-	114	31	28	92	55	87	52	46	89
gene-BSU_03790	NC_000964.3	430623	431987	-	1365	901	718	1412	1116	1732	969	928	1482
gene-BSU_03800	NC_000964.3	432372	433322	+	951	8967	12567	9782	6518	10932	14461	15925	9534
gene-BSU_03810	NC_000964.3	433315	434262	+	948	8173	13625	10551	6677	12007	15271	17049	10083
gene-BSU_03820	NC_000964.3	434256	435014	+	759	9463	13983	11184	6980	12020	16592	17722	10863
gene-BSU_03830	NC_000964.3	435036	435989	+	954	9578	15042	10263	6545	11966	16042	16499	10319
gene-BSU_03840	NC_000964.3	436036	437454	-	1419	3198	1691	4617	2559	3475	1969	4640	4701
gene-BSU_03850	NC_000964.3	437474	438352	-	879	1593	654	2032	866	1180	891	2448	2103
gene-BSU_03860	NC_000964.3	438516	439265	-	750	1829	1355	1193	768	1249	1897	1511	1658
gene-BSU_03870	NC_000964.3	439282	439569	-	288	688	737	503	282	581	876	704	811
gene-BSU_03880	NC_000964.3	439709	440023	+	315	163	127	278	175	293	157	157	335
gene-BSU_03890	NC_000964.3	440025	441464	-	1440	461	315	937	665	917	522	482	836
gene-BSU_03900	NC_000964.3	441571	442881	+	1311	112	81	395	344	448	251	100	273
gene-BSU_03910	NC_000964.3	442950	444338	+	1389	8594	7872	5004	3702	5836	11711	6460	6312
gene-BSU_03920	NC_000964.3	444461	445324	+	864	34	40	118	96	134	99	38	101
gene-BSU_03930	NC_000964.3	445344	446129	+	786	36	52	139	91	90	90	78	94
gene-BSU_03940	NC_000964.3	446174	446788	-	615	1532	2261	1850	1125	1312	1888	4208	1259
gene-BSU_03950	NC_000964.3	446801	448426	-	1626	2860	4111	3873	2208	2799	3835	8935	2546
gene-BSU_03960	NC_000964.3	448461	449033	-	573	655	1003	1052	573	687	812	2228	658
gene-BSU_03970	NC_000964.3	449198	449551	+	354	72	52	170	114	118	67	78	170
gene-BSU_03981	NC_000964.3	449724	451160	+	1437	1223	6347	3079	2712	2401	4048	3554	1326
gene-BSU_03982	NC_000964.3	451185	451616	+	432	549	3476	1224	1180	977	2017	1729	513
gene-BSU_03990	NC_000964.3	451618	452739	+	1122	1289	7951	3111	3223	2428	4758	4667	1287
gene-BSU_04000	NC_000964.3	452830	453894	+	1065	654	1483	686	730	1293	1354	762	839
gene-BSU_04010	NC_000964.3	454029	454592	+	564	280	633	528	389	815	475	487	523
gene-BSU_04020	NC_000964.3	454652	455260	-	609	613	867	1093	873	1509	832	943	1107
gene-BSU_04030	NC_000964.3	455346	455738	+	393	353	429	640	546	786	367	469	569
gene-BSU_04039	NC_000964.3	455771	455935	-	165	26	38	138	92	119	84	71	105
gene-BSU_04040	NC_000964.3	456068	456817	+	750	2066	1720	1508	809	1348	1532	2034	2243
gene-BSU_04050	NC_000964.3	457023	457796	+	774	886	868	1994	1645	2143	963	1352	1710
gene-BSU_04060	NC_000964.3	457811	459025	+	1215	1270	1277	4127	3266	4396	1382	2317	3494
gene-BSU_04070	NC_000964.3	459049	459822	+	774	1103	804	2827	1969	2679	798	1490	2188
gene-BSU_04080	NC_000964.3	459867	460589	+	723	955	830	2680	1952	2665	910	1376	2244
gene-BSU_04090	NC_000964.3	460592	461599	+	1008	1108	1207	3165	2450	3382	1226	1645	2690
gene-BSU_04100	NC_000964.3	461615	462367	+	753	749	723	1606	1405	1877	675	1092	1561
gene-BSU_04110	NC_000964.3	462431	463072	+	642	474	388	842	524	735	344	744	811
gene-BSU_04120	NC_000964.3	463245	463490	+	246	311	471	1144	756	1105	417	695	932
gene-BSU_04130	NC_000964.3	463496	463783	-	288	421	548	1528	1043	1504	497	763	1268
gene-BSU_04140	NC_000964.3	463934	465940	+	2007	7229	8099	10776	7347	11110	8365	10262	10364
gene-BSU_04150	NC_000964.3	466042	466944	+	903	3669	3711	5263	3620	5312	4303	5128	5412
gene-BSU_04160	NC_000964.3	467130	469214	+	2085	605	1786	1187	1254	1458	1319	1052	1040
gene-BSU_04170	NC_000964.3	469426	470937	+	1512	442	1253	1574	1421	2083	1679	954	1255
gene-BSU_04180	NC_000964.3	470957	471502	-	546	57	81	167	149	211	145	50	145
gene-BSU_04190	NC_000964.3	471709	472569	+	861	209	444	415	355	426	384	351	318
gene-BSU_04200	NC_000964.3	472585	473088	+	504	136	300	225	175	298	219	185	178
gene-BSU_04210	NC_000964.3	473174	473725	+	552	387	318	668	542	832	439	327	657
gene-BSU_04220	NC_000964.3	473803	474225	+	423	325	592	888	644	1083	425	442	841
gene-BSU_misc_RNA_64	NC_000964.3	474329	474597	-	269	132	428	911	580	934	282	438	776
gene-BSU_04230	NC_000964.3	474731	475540	+	810	3059	4281	2912	2082	3162	3673	3456	3283
gene-BSU_04240	NC_000964.3	475584	475874	-	291	108	195	411	272	375	193	228	303
gene-BSU_04250	NC_000964.3	476059	476493	+	435	219	386	393	321	429	390	329	381
gene-BSU_04260	NC_000964.3	476558	478741	+	2184	7066	7396	9820	7002	10989	8114	9247	10207
gene-BSU_04270	NC_000964.3	478944	480032	+	1089	291	516	695	546	829	458	759	573
gene-BSU_04280	NC_000964.3	480013	480864	+	852	173	245	381	244	367	294	407	380
gene-BSU_04290	NC_000964.3	480875	482584	+	1710	524	469	1055	554	831	623	997	797
gene-BSU_04300	NC_000964.3	482577	483839	+	1263	457	457	875	483	693	493	830	642
gene-BSU_04310	NC_000964.3	483845	485956	+	2112	901	955	1425	851	1085	933	1511	1098
gene-BSU_misc_RNA_7	NC_000964.3	486092	486235	+	144	173	286	307	264	416	236	228	312
gene-BSU_04320	NC_000964.3	486432	488255	+	1824	2907	4830	6850	6123	8250	4898	3469	5841
gene-BSU_04330	NC_000964.3	488314	488763	+	450	116	154	569	427	667	205	157	429
gene-BSU_04340	NC_000964.3	488830	490554	+	1725	2254	2277	2870	2111	3231	2378	2437	2954
gene-BSU_04345	NC_000964.3	490546	490749	-	204	253	1661	636	386	439	468	598	446
gene-BSU_04359	NC_000964.3	490777	491043	-	267	258	381	620	288	546	258	518	665
gene-BSU_04360	NC_000964.3	491147	492424	-	1278	18973	14174	16816	11617	20264	20977	16479	17566
gene-BSU_04370	NC_000964.3	492654	492911	-	258	80	149	129	94	131	106	96	101
gene-BSU_04380	NC_000964.3	492989	493441	-	453	68	134	134	82	127	152	73	90
gene-BSU_04390	NC_000964.3	493559	494377	+	819	269	217	240	201	310	238	291	366
gene-BSU_04400	NC_000964.3	494506	494877	+	372	87	257	102	55	108	148	113	79
gene-BSU_04410	NC_000964.3	495009	495350	+	342	107	103	87	68	147	126	84	137
gene-BSU_04420	NC_000964.3	495344	495703	+	360	105	107	123	83	141	140	70	159
gene-BSU_04430	NC_000964.3	495740	496561	-	822	423	713	577	493	710	610	454	547
gene-BSU_04440	NC_000964.3	496646	497698	-	1053	342	540	1250	1042	1388	456	549	1066
gene-BSU_04450	NC_000964.3	497768	499375	+	1608	261	314	1184	1064	1467	298	280	1057
gene-BSU_04460	NC_000964.3	499365	500045	+	681	124	237	549	417	626	164	115	441
gene-BSU_04470	NC_000964.3	500166	501431	+	1266	595	13094	1659	6494	5918	2609	894	1117
gene-BSU_04480	NC_000964.3	501579	502631	+	1053	3747	5596	8380	6744	10047	5273	5850	7094
gene-BSU_04490	NC_000964.3	502908	503834	+	927	2598	2626	3159	2045	3335	3300	3826	3372
gene-BSU_04500	NC_000964.3	503854	504594	+	741	1884	2214	2823	1804	2860	2383	3077	3148
gene-BSU_04510	NC_000964.3	504689	505024	+	336	708	933	1198	729	1185	969	1232	1198
gene-BSU_04520	NC_000964.3	505152	506297	+	1146	918	899	2907	2293	3464	1196	1114	2358
gene-BSU_04530	NC_000964.3	506322	506501	-	180	138	162	584	491	745	154	154	479
gene-BSU_04536	NC_000964.3	506455	506619	-	165	102	119	431	339	491	113	144	351
gene-BSU_04540	NC_000964.3	506866	507738	+	873	3442	5120	4804	3611	5384	5383	5195	4877
gene-BSU_04550	NC_000964.3	507753	508073	-	321	783	2071	1247	837	1303	1804	1917	1507
gene-BSU_04560	NC_000964.3	508248	509312	+	1065	7992	10820	7514	5435	8250	11484	10632	7797
gene-BSU_04570	NC_000964.3	509384	510757	+	1374	4309	4935	5857	4488	6752	5256	5477	5824
gene-BSU_04580	NC_000964.3	511157	512641	+	1485	26383	24865	37609	28692	43335	21378	32346	38749
gene-BSU_04590	NC_000964.3	512814	513293	+	480	2457	4765	3875	2133	2407	3394	6153	3056
gene-BSU_04600	NC_000964.3	513283	514764	+	1482	7697	13521	10645	6026	6580	9062	17094	8607
gene-BSU_04610	NC_000964.3	515016	515615	-	600	845	956	1765	1099	1381	782	1517	1378
gene-BSU_04620	NC_000964.3	515710	516075	+	366	466	682	1237	959	1079	586	1116	930
gene-BSU_04630	NC_000964.3	516241	517257	+	1017	567	969	1638	1060	1390	741	1515	1328
gene-BSU_04640	NC_000964.3	517372	518541	+	1170	4026	4363	4291	2934	4402	5244	4543	5317
gene-BSU_04650	NC_000964.3	518657	518938	+	282	4875	6168	6969	4273	7309	4529	5182	7123
gene-BSU_04660	NC_000964.3	518943	519293	+	351	5517	6559	7552	4754	8006	4909	5533	7708
gene-BSU_04670	NC_000964.3	519408	520232	+	825	1873	2034	2669	1801	2698	2055	1978	3697
